ticker,R,kind,date,year,base_start,base_len,close,pos,rsi,range_ratio,wk_since_low,delisted,mad_med,cv,mid_share,pre_vol,spring,regime_spy_up,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,next_break,wk_to_break,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52
HEI-A,1.5,ANTI,2020-03-13,2020,2019-02-08,58,78.36,0.15,34.2,1.5,57,False,0.0655,0.0995,0.621,0.043,False,False,0.0527,0.0435,0.8,1.13,1.52,0.03,DOWN,1.0,15.5,False,1.9,-7.0,-7.4,-22.7,14.0,False,-11.3,-25.4,-27.1,-22.7,53.4,False,4.4,-41.7,-11.8,-22.7
HEI-A,1.5,ANTI,2022-06-17,2022,2020-10-09,89,103.95,0.26,36.9,1.46,85,False,0.0459,0.0715,0.685,0.0714,True,False,0.0298,0.0413,0.65,1.31,0.64,0.03,NONE,,14.4,False,8.5,15.2,8.8,0.0,13.2,False,7.5,9.3,13.0,0.0,27.0,False,4.9,-23.9,-8.0,0.0
HEI-A,1.5,COMP,2023-05-19,2023,2020-11-06,133,139.31,1.0,59.8,1.4,132,False,0.0488,0.0676,0.737,0.0725,False,True,0.0118,0.0174,0.24,0.65,0.67,0.02,UP,6.0,-6.5,False,-11.2,-16.2,-13.1,-9.8,-2.6,False,-11.1,-24.6,-17.6,-9.8,23.5,False,-4.8,-50.2,-11.6,-9.8
HEI-A,1.5,COMP,2026-08-14,2026,2025-02-28,77,274.99,1.0,64.2,1.45,71,False,0.0437,0.0881,0.571,0.028,False,True,0.0162,0.026,0.37,0.93,1.56,0.03,NONE,,,,,,,,,,,,,,,,,,,
HEI-A,2.0,COMP,2009-07-17,2009,2009-01-02,29,5.73,0.93,58.1,1.6,19,False,0.081,0.13,0.483,,False,False,0.0273,0.0481,0.34,0.82,,0.0,UP,8.0,12.4,False,-3.8,3.0,-1.6,-7.5,18.1,False,-3.9,2.2,-4.3,-7.5,9.3,False,-6.2,-11.1,-9.4,-7.5
HEK,1.5,COMP,2009-12-04,2009,2009-05-08,31,46.3,0.95,57.8,1.39,21,True,0.0376,0.0759,0.548,,False,True,0.0164,0.0318,0.44,0.76,,0.0,UP,1.0,33.5,False,30.0,32.9,28.0,0.0,8.4,False,11.3,7.0,5.9,0.0,-9.3,False,-22.2,-34.4,-32.3,-21.4
HEK,1.5,ANTI,2010-07-02,2010,2009-11-27,32,44.9,0.12,38.0,1.48,31,True,0.0852,0.1025,0.594,0.0545,False,False,0.0332,0.0618,0.39,1.06,1.56,0.0,DOWN,6.0,-12.5,False,-25.2,-21.5,-28.1,-18.9,12.0,False,-12.3,-17.1,-16.8,-18.9,36.7,False,3.1,-3.7,-0.7,-18.9
HEK,1.5,COMP,2011-12-23,2011,2010-12-24,53,69.5,1.0,65.8,1.45,52,True,0.0572,0.0821,0.717,0.0583,True,True,0.0465,0.0601,0.81,1.26,0.98,0.06,DOWN,7.0,-35.3,False,-46.2,-51.7,-54.8,-35.3,-54.0,False,-60.6,-59.8,-67.4,-55.8,-42.0,False,-57.5,-52.9,-59.7,-61.3
HEK,1.5,ANTI,2012-03-09,2012,2010-12-24,64,47.8,0.04,38.9,1.48,4,True,0.0696,0.0911,0.688,0.0583,True,True,0.0293,0.1015,0.42,2.17,1.19,0.05,DOWN,1.0,-35.8,False,-32.9,-28.0,-32.6,-35.8,-14.9,False,-20.8,-12.2,-22.1,-43.7,-25.1,False,-40.6,-33.0,-32.2,-43.7
HEK,1.5,ANTI,2013-05-10,2013,2012-09-07,36,35.6,0.14,43.4,1.46,27,True,0.0487,0.0823,0.694,0.0591,False,True,0.0556,0.0573,1.14,1.14,0.82,0.03,NONE,,5.1,True,2.9,5.0,3.3,0.0,5.1,True,2.9,5.0,3.3,0.0,5.1,True,2.9,5.0,3.3,0.0
HEK,2.0,COMP,2010-01-08,2010,2009-01-02,54,53.8,0.72,69.8,1.82,26,True,0.0798,0.1279,0.778,,False,True,0.0382,0.0451,0.48,1.18,,0.02,UP,6.0,13.6,False,8.8,13.1,8.1,-9.5,-13.6,False,-8.6,-11.2,-9.7,-16.5,-4.8,False,-18.0,-24.5,-25.7,-32.3
HELE,1.5,COMP,2009-12-25,2009,2009-07-03,26,24.47,1.0,56.5,1.41,25,False,0.0524,0.0756,0.615,0.107,False,True,0.0257,0.0436,0.49,0.87,0.49,0.0,UP,2.0,6.3,False,2.2,6.3,1.7,-4.0,-1.9,False,1.4,-0.6,-0.6,-4.0,21.8,False,8.0,1.5,1.9,-10.5
HELE,1.5,ANTI,2010-07-16,2010,2009-10-09,41,22.45,0.25,42.5,1.41,33,False,0.0589,0.0784,0.707,0.0938,False,False,0.011,0.0588,0.19,1.08,0.63,0.07,UP,22.0,16.9,False,6.0,12.2,0.5,0.0,31.2,False,8.6,3.3,2.0,0.0,50.4,False,24.4,27.3,18.9,0.0
HELE,1.5,COMP,2011-01-07,2011,2009-12-04,58,31.57,1.0,71.8,1.46,55,False,0.0444,0.0839,0.586,0.0925,False,True,0.0558,0.0843,1.26,0.85,0.48,0.07,UP,18.0,-7.1,False,-12.0,-14.3,-9.1,-13.3,10.8,False,4.1,3.4,4.7,-13.3,2.2,False,-0.4,-8.8,-2.2,-20.9
HELE,1.5,COMP,2013-01-18,2013,2010-12-10,111,35.9,1.0,64.2,1.44,69,False,0.0518,0.0763,0.712,0.0433,False,True,0.0224,0.0462,0.43,1.17,1.2,0.03,UP,1.0,0.2,False,-5.1,-1.9,-1.5,0.0,21.6,False,6.4,8.7,9.7,-0.5,60.6,False,34.3,34.9,28.0,-0.5
HELE,1.5,COMP,2015-01-09,2015,2014-01-10,53,74.63,1.0,72.0,1.4,14,False,0.0611,0.0787,0.604,0.026,False,True,0.0157,0.0148,0.26,0.63,2.35,0.0,UP,1.0,8.6,False,5.3,4.7,3.4,0.0,16.2,False,13.7,18.4,10.8,0.0,17.1,False,21.2,25.4,14.7,0.0
HELE,1.5,COMP,2019-07-12,2019,2018-06-29,55,147.28,1.0,65.0,1.5,54,False,0.0674,0.091,0.709,0.0356,False,True,0.0217,0.026,0.32,1.18,1.89,0.02,UP,1.0,5.1,False,6.1,-2.0,6.2,-0.9,28.7,False,19.3,1.7,15.4,-0.9,37.5,False,29.8,-4.6,0.0,-24.2
HELE,1.5,COMP,2019-07-19,2019,2018-07-06,55,147.97,1.0,65.4,1.45,54,False,0.0766,0.0893,0.655,0.0356,False,True,0.027,0.0259,0.35,1.1,2.15,0.02,UP,1.0,7.5,False,6.8,2.7,6.9,-1.4,24.0,False,11.2,-3.3,6.5,-1.4,29.8,False,19.4,-9.8,-7.1,-24.6
HELE,1.5,ANTI,2023-11-10,2023,2023-04-28,29,98.91,0.05,41.0,1.47,2,False,0.0882,0.118,0.448,0.0684,False,True,0.0621,0.0584,0.7,0.8,1.29,0.0,DOWN,24.0,17.8,False,3.6,-12.6,2.0,0.0,3.5,False,-15.5,-39.3,-13.7,-7.8,-36.8,False,-74.4,-102.7,-73.6,-47.9
HELE,1.5,ANTI,2024-05-03,2024,2023-08-11,39,96.54,0.16,38.0,1.38,1,False,0.0524,0.0817,0.513,0.0666,False,True,0.0776,0.0792,1.48,1.04,0.79,0.03,DOWN,9.0,-41.9,False,-46.5,-42.2,-45.1,-41.9,-32.9,False,-45.3,-45.3,-45.2,-46.6,-70.8,False,-83.0,-71.8,-83.7,-70.8
HELE,1.5,ANTI,2025-02-28,2025,2024-07-12,34,55.03,0.16,37.9,1.42,28,False,0.0705,0.094,0.529,0.0498,False,True,0.0641,0.0483,0.91,0.93,1.42,0.03,DOWN,5.0,-51.1,False,-50.6,-54.1,-53.4,-52.3,-55.4,False,-64.6,-80.1,-67.9,-60.8,-67.9,False,-84.8,-143.1,-88.1,-69.9
HELE,2.0,ANTI,2022-06-10,2022,2020-03-27,116,166.65,0.33,27.7,1.96,114,False,0.0736,0.1183,0.569,0.0545,False,False,0.0671,0.0356,0.91,0.99,1.35,0.02,DOWN,5.0,-26.9,False,-31.7,-23.8,-33.5,-26.9,-40.8,False,-42.6,-39.1,-38.8,-46.9,-40.4,False,-52.6,-73.1,-64.1,-47.6
HELE,2.0,ANTI,2024-07-12,2024,2023-08-11,49,64.07,0.0,24.6,1.96,0,False,0.0823,0.1091,0.449,0.0666,False,True,0.061,0.06,0.74,0.79,1.24,0.02,DOWN,1.0,11.7,False,7.8,18.1,11.8,-19.6,-3.3,False,-7.6,6.3,-6.1,-19.6,-64.8,False,-77.6,-70.0,-77.4,-64.8
HELE,2.0,ANTI,2025-02-28,2025,2024-06-07,39,55.03,0.07,37.9,1.96,28,False,0.0917,0.1945,0.333,0.0503,False,True,0.0641,0.0483,0.7,0.97,1.82,0.03,DOWN,5.0,-51.1,False,-50.6,-54.1,-53.4,-52.3,-55.4,False,-64.6,-80.1,-67.9,-60.8,-67.9,False,-84.8,-143.1,-88.1,-69.9
HELE,2.0,ANTI,2025-04-04,2025,2024-07-05,40,44.76,0.0,31.2,1.97,0,False,0.0758,0.1256,0.725,0.0497,True,False,0.0374,0.0651,0.49,0.99,1.53,0.03,DOWN,1.0,-27.0,False,-51.2,-83.9,-58.8,-41.4,-40.9,False,-74.1,-127.1,-84.0,-51.8,-67.4,False,-98.7,-185.0,-106.5,-69.0
HELE,2.0,COMP,2026-05-29,2026,2025-07-11,47,27.14,1.0,64.4,1.96,9,False,0.1044,0.1578,0.617,0.0811,False,True,0.0639,0.2259,0.61,1.03,1.29,0.02,UP,2.0,5.5,False,3.5,13.1,8.3,-10.3,,,,,,,,,,,,
HELI,1.5,ANTI,2014-09-19,2014,2014-03-14,28,187.2,0.06,35.9,1.39,19,True,0.0623,0.0889,0.607,,False,True,0.0336,0.0648,0.54,0.68,,0.0,DOWN,1.0,-37.7,False,-41.1,-43.8,-42.4,-42.0,-79.2,False,-85.1,-91.6,-88.4,-79.2,-86.5,False,-85.9,-84.2,-93.0,-95.0
HELP,1.5,COMP,2026-01-16,2026,2025-06-13,32,7.74,0.78,55.5,1.49,8,False,0.1375,0.1272,0.344,0.0912,False,True,0.1088,0.1048,0.79,1.32,1.51,0.0,DOWN,7.0,-28.9,False,-31.9,-44.9,-33.5,-41.6,-6.3,False,-14.4,-45.3,-18.5,-46.4,,,,,,
HELP,2.0,ANTI,2026-03-27,2026,2025-02-28,57,4.52,0.0,36.5,1.97,0,False,0.1234,0.1447,0.737,0.0891,False,False,0.1754,0.139,1.42,1.2,1.38,0.0,DOWN,10.0,43.4,False,28.1,-20.1,17.6,-8.2,,,,,,,,,,,,
HELP,2.0,COMP,2026-07-31,2026,2026-01-02,31,7.82,0.89,65.2,2.0,8,False,0.1765,0.2082,0.387,0.0845,False,True,0.1139,0.1902,0.65,1.97,2.09,0.0,UP,1.0,,,,,,,,,,,,,,,,,,
HEPA,2.0,ANTI,2021-04-23,2021,2020-10-30,26,1730.0,0.09,41.9,1.86,20,False,0.1293,0.1764,0.423,0.1929,False,True,0.0691,0.0854,0.53,1.68,0.67,0.08,DOWN,3.0,-8.1,False,-14.0,-11.3,-16.7,-12.1,-13.9,False,-23.3,-21.1,-24.3,-17.3,-43.3,False,-46.9,-38.0,-39.6,-46.0
HEPS,1.5,ANTI,2025-04-11,2025,2024-10-18,26,2.64,0.05,41.9,1.43,1,False,0.0391,0.0848,0.692,0.0888,False,False,0.0858,0.0883,2.19,0.82,0.44,0.0,DOWN,3.0,6.4,False,-10.7,-36.4,-15.7,-2.7,-4.5,False,-27.6,-66.2,-34.6,-4.9,2.7,False,-26.1,-115.0,-32.5,-14.6
HERE,2.0,ANTI,2025-11-07,2025,2025-05-02,28,6.08,0.0,44.3,1.92,0,False,0.1245,0.1914,0.536,0.1814,False,True,0.0844,0.0779,0.68,0.66,0.69,0.0,DOWN,1.0,-23.0,False,-26.3,-38.8,-23.1,-23.0,-45.7,False,-56.3,-109.0,-62.7,-52.1,,,,,,
HEROQ,1.5,ANTI,2013-12-06,2013,2012-12-21,51,6.14,0.11,37.8,1.32,49,True,0.0352,0.059,0.686,0.063,True,True,0.037,0.0335,1.05,0.99,0.56,0.06,DOWN,6.0,-20.4,False,-25.0,-28.8,-26.4,-26.2,-26.4,False,-35.4,-42.9,-35.4,-30.0,-81.1,False,-98.3,-119.0,-105.5,-81.1
HEROQ,2.0,ANTI,2010-01-29,2010,2009-07-17,29,3.9,0.01,43.8,1.75,28,True,0.0494,0.1119,0.793,0.2119,False,True,0.0418,0.0324,0.85,0.85,0.23,0.0,DOWN,1.0,1.3,False,-9.8,-16.9,-13.9,-6.2,-34.9,False,-38.5,-47.6,-42.2,-40.0,-15.1,False,-36.4,-59.5,-46.3,-44.1
HEROQ,2.0,ANTI,2011-08-05,2011,2011-02-04,27,3.65,0.05,35.8,1.94,26,True,0.0776,0.1555,0.63,0.0896,False,False,0.0565,0.0773,0.73,0.7,0.87,0.0,DOWN,2.0,1.6,False,-3.4,-21.6,-5.9,-24.1,29.9,False,16.5,-5.1,14.0,-24.1,7.7,False,-10.8,-22.5,-15.3,-24.1
HEROQ,2.0,COMP,2012-01-27,2012,2011-06-10,34,4.77,0.72,57.2,2.0,16,True,0.1062,0.1723,0.647,0.0861,False,True,0.0364,0.0695,0.34,1.13,1.23,0.03,NONE,,6.3,False,-0.7,2.4,-5.2,-5.0,-24.3,False,-30.5,-21.7,-32.1,-36.5,42.6,False,26.0,35.9,30.2,-36.5
HEROQ,2.0,ANTI,2012-06-01,2012,2011-06-10,52,3.03,0.09,32.2,2.0,34,True,0.1404,0.1671,0.577,0.0861,False,False,0.1094,0.0641,0.78,1.14,1.63,0.02,NONE,,35.6,False,24.9,24.5,22.6,0.0,70.3,False,58.2,61.7,60.8,0.0,127.7,False,97.4,95.0,104.9,0.0
HEROQ,2.0,COMP,2012-12-21,2012,2011-10-14,63,6.06,1.0,71.9,2.0,29,True,0.1203,0.1476,0.698,0.0957,True,True,0.0565,0.0338,0.47,0.85,1.26,0.0,UP,2.0,22.9,False,13.5,14.7,17.5,-2.1,6.4,False,-6.1,-8.3,-2.2,-2.1,0.5,False,-29.2,-29.9,-33.7,-2.1
HES,1.5,ANTI,2009-07-10,2009,2009-01-02,28,38.16,0.0,35.5,1.4,0,True,0.0423,0.0692,0.821,,False,False,0.0592,0.053,1.4,1.12,,0.07,NONE,,21.1,False,-1.4,-3.5,-0.7,0.0,39.1,False,7.5,0.6,5.4,0.0,12.9,False,-12.2,-22.3,-15.6,0.0
HES,1.5,COMP,2009-12-25,2009,2009-01-02,52,48.67,0.69,56.1,1.4,24,True,0.0439,0.064,0.808,,False,True,0.0126,0.0249,0.29,0.8,,0.04,NONE,,-1.0,False,-5.1,-1.0,-5.5,-4.3,-10.6,False,-7.3,-9.2,-9.3,-16.2,26.5,False,12.6,6.1,6.5,-16.8
HES,1.5,COMP,2010-12-03,2010,2009-07-17,73,60.22,1.0,74.4,1.49,72,True,0.0674,0.095,0.493,0.0674,False,True,0.0353,0.1032,0.52,0.97,1.0,0.0,UP,1.0,13.5,False,5.2,1.0,5.7,0.0,3.9,False,-3.3,-2.6,-1.1,0.0,-19.3,False,-22.9,-28.7,-25.2,-30.3
HES,1.5,ANTI,2012-05-18,2012,2011-08-05,42,36.47,0.0,29.8,1.5,0,True,0.0526,0.0832,0.714,0.0417,False,True,0.065,0.0876,1.24,0.9,1.26,0.0,DOWN,2.0,10.8,False,0.7,1.0,-1.8,-7.9,10.1,False,3.9,9.9,7.1,-7.9,57.4,False,25.9,26.9,33.6,-7.9
HES,1.5,COMP,2012-09-28,2012,2012-03-23,28,44.12,0.68,55.3,1.46,14,True,0.0967,0.1062,0.464,0.0596,False,True,0.04,0.0648,0.41,0.87,1.62,0.04,UP,18.0,-4.4,False,-2.3,-7.4,2.1,-9.0,33.7,False,23.7,18.3,32.4,-9.0,47.0,False,27.1,17.3,30.0,-9.0
HES,1.5,COMP,2013-02-01,2013,2012-07-27,28,56.12,1.0,75.2,1.44,26,True,0.0491,0.0777,0.5,0.0595,True,True,0.0495,0.0391,1.01,1.08,0.83,0.0,UP,5.0,7.2,False,0.0,-0.5,0.3,-3.2,10.7,False,-3.4,-0.3,-3.7,-5.9,11.7,False,-8.5,-7.9,-17.3,-5.9
HES,1.5,ANTI,2016-09-16,2016,2016-02-26,30,40.32,0.2,36.7,1.48,29,True,0.0355,0.0766,0.767,0.0552,False,True,0.043,0.0251,1.21,1.12,0.64,0.0,UP,14.0,35.0,False,28.9,26.7,32.7,-0.1,4.8,False,-7.4,-14.9,-8.0,-0.1,-7.4,False,-26.5,-45.3,-32.9,-16.1
HES,1.5,COMP,2016-12-23,2016,2016-03-04,43,55.55,1.0,65.3,1.38,7,True,0.0507,0.0807,0.674,0.0553,False,True,0.1343,0.0466,2.65,1.1,0.92,0.02,DOWN,23.0,-27.3,False,-31.4,-35.5,-36.2,-27.3,-34.4,False,-43.1,-51.5,-52.5,-34.4,-24.6,False,-45.4,-62.1,-56.7,-39.1
HES,1.5,ANTI,2017-03-24,2017,2016-03-04,56,40.36,0.01,36.1,1.38,20,True,0.0542,0.0836,0.661,0.0553,False,True,0.0389,0.0761,0.72,0.92,0.98,0.02,DOWN,10.0,-9.7,False,-14.2,-18.0,-18.1,-9.7,-2.4,False,-10.1,-18.1,-13.4,-16.1,9.7,False,-2.7,-23.7,-12.7,-16.1
HES,1.5,COMP,2018-01-05,2018,2017-01-20,51,46.46,0.76,63.8,1.49,20,True,0.0463,0.0846,0.765,0.0549,False,True,0.0346,0.0359,0.75,1.05,0.84,0.02,UP,15.0,-1.5,False,3.1,1.9,1.6,-19.2,30.7,False,29.1,28.8,21.8,-19.2,-10.8,False,-4.9,3.6,-8.1,-21.2
HES,1.5,ANTI,2018-11-23,2018,2018-03-16,37,48.42,0.21,39.5,1.49,36,True,0.0639,0.097,0.703,0.0482,False,False,0.0615,0.0857,0.96,1.05,1.33,0.03,DOWN,4.0,7.1,False,0.4,-9.7,-1.8,-24.4,11.9,False,3.3,0.4,-0.6,-24.4,22.1,False,1.6,-24.7,-5.8,-24.4
HES,1.5,ANTI,2020-10-16,2020,2020-04-24,26,35.75,0.02,38.5,1.5,2,True,0.0701,0.102,0.692,0.0735,True,True,0.0882,0.0786,1.26,0.91,0.95,0.08,DOWN,2.0,61.1,False,52.4,34.3,52.8,-4.1,83.6,False,62.6,47.3,64.7,-4.1,140.3,False,110.1,98.5,111.7,-4.1
HES,1.5,ANTI,2021-09-10,2021,2021-02-12,31,64.34,0.27,44.4,1.5,30,True,0.0875,0.109,0.581,0.0943,True,True,0.0384,0.0608,0.44,0.94,0.93,0.03,UP,4.0,17.2,False,11.2,4.3,11.4,0.0,41.1,False,46.2,50.3,54.7,0.0,83.2,False,90.6,103.1,101.2,0.0
HES,1.5,COMP,2022-01-07,2022,2021-02-19,47,82.79,0.88,59.9,1.43,46,True,0.0819,0.0972,0.553,0.0938,True,True,0.0258,0.0431,0.32,0.94,0.87,0.06,UP,1.0,30.8,False,34.5,47.7,38.8,0.0,16.5,False,32.4,46.2,38.5,0.0,68.0,False,83.4,95.9,96.7,0.0
HES,1.5,COMP,2022-02-04,2022,2021-02-26,50,91.4,1.0,64.8,1.5,24,True,0.0847,0.1025,0.56,0.0937,True,True,0.0752,0.0686,0.89,1.49,0.9,0.06,UP,1.0,23.1,False,31.1,37.7,36.6,-1.8,8.3,False,15.5,18.9,18.2,-1.8,45.7,False,52.3,53.3,59.5,-1.8
HES,1.5,COMP,2023-08-11,2023,2022-09-30,46,153.63,1.0,65.4,1.46,45,True,0.0395,0.0707,0.783,0.0672,False,True,0.0436,0.018,1.1,1.05,0.59,0.02,UP,4.0,-10.0,False,-9.2,-17.5,-13.4,-10.0,-9.4,False,-22.7,-49.6,-29.2,-14.5,-13.8,False,-35.0,-68.5,-37.6,-14.5
HES,1.5,COMP,2023-10-20,2023,2022-10-07,55,159.25,1.0,61.3,1.39,31,True,0.0544,0.0752,0.691,0.0667,False,False,0.0225,0.0319,0.41,1.18,0.82,0.02,NONE,,-15.5,False,-30.5,-48.0,-34.6,-17.5,-4.8,False,-23.2,-45.8,-22.1,-17.5,-13.4,False,-54.0,-91.4,-53.8,-21.8
HES,1.5,ANTI,2024-09-06,2024,2022-10-07,101,124.5,0.21,32.9,1.39,77,True,0.0474,0.0676,0.713,0.0667,False,True,0.0159,0.0376,0.34,0.89,0.71,0.02,NONE,,12.5,False,-0.3,-3.1,-5.0,0.0,17.6,False,10.3,12.4,7.7,0.0,19.7,True,2.1,-16.0,-6.1,0.0
HES,2.0,ANTI,2009-07-10,2009,2009-01-02,28,38.16,0.0,35.5,1.4,0,True,0.0423,0.0692,0.821,,False,False,0.0592,0.053,1.4,1.12,,0.07,NONE,,21.1,False,-1.4,-3.5,-0.7,0.0,39.1,False,7.5,0.6,5.4,0.0,12.9,False,-12.2,-22.3,-15.6,0.0
HES,2.0,COMP,2009-12-25,2009,2009-01-02,52,48.67,0.69,56.1,1.4,24,True,0.0439,0.064,0.808,,False,True,0.0126,0.0249,0.29,0.8,,0.04,NONE,,-1.0,False,-5.1,-1.0,-5.5,-4.3,-10.6,False,-7.3,-9.2,-9.3,-16.2,26.5,False,12.6,6.1,6.5,-16.8
HES,2.0,COMP,2016-12-23,2016,2015-04-24,88,55.55,0.73,65.3,1.97,46,True,0.0758,0.1376,0.784,0.0444,False,True,0.1343,0.0466,1.77,1.14,1.71,0.01,NONE,,-27.3,False,-31.4,-35.5,-36.2,-27.3,-34.4,False,-43.1,-51.5,-52.5,-34.4,-24.6,False,-45.4,-62.1,-56.7,-39.1
HES,2.0,COMP,2018-10-05,2018,2016-02-12,139,65.37,1.0,65.9,1.93,59,True,0.1091,0.1542,0.583,0.0544,False,True,0.061,0.0336,0.56,0.83,2.01,0.02,NONE,,-36.6,False,-24.8,-22.8,-23.6,-44.0,-12.2,False,-13.5,-24.4,-15.2,-44.0,-12.4,False,-16.7,-32.2,-18.1,-44.0
HES,2.0,ANTI,2018-12-21,2018,2016-02-12,150,37.62,0.12,28.2,1.93,70,True,0.111,0.1527,0.6,0.0544,False,False,0.0484,0.0879,0.44,1.07,2.04,0.02,NONE,,42.2,False,25.7,13.8,20.6,-2.7,48.8,False,25.5,19.9,20.4,-2.7,58.9,False,23.1,-13.7,14.1,-2.7
HES,2.0,ANTI,2020-10-02,2020,2020-02-28,32,35.42,0.28,38.0,1.86,28,True,0.0805,0.1433,0.656,0.0459,False,True,0.0493,0.0702,0.61,0.83,1.75,0.03,UP,10.0,40.6,False,28.1,13.6,26.0,-3.2,99.1,False,78.2,52.0,80.4,-3.2,118.3,False,86.3,69.1,86.2,-3.2
HES,2.0,COMP,2021-01-01,2021,2020-02-28,45,49.8,0.86,57.9,1.87,41,True,0.1001,0.1507,0.6,0.0459,False,True,0.0508,0.1687,0.51,1.1,2.18,0.04,UP,1.0,41.6,False,34.1,25.8,38.0,0.0,68.1,False,51.3,49.1,53.5,0.0,42.1,False,13.3,-0.1,14.7,0.0
HES,2.0,COMP,2021-01-15,2021,2020-03-27,43,57.58,1.0,66.4,1.85,41,True,0.1041,0.1501,0.628,0.0657,False,True,0.0342,0.1223,0.33,1.05,1.58,0.05,UP,5.0,14.0,False,2.6,6.5,4.2,-11.6,25.9,False,10.3,20.8,11.0,-11.6,52.3,False,27.0,20.9,29.9,-11.6
HESM,1.5,COMP,2018-08-03,2018,2017-04-07,70,12.08,0.79,66.4,1.35,36,False,0.0363,0.0745,0.586,,False,True,0.0199,0.0199,0.55,0.85,,0.03,UP,2.0,-5.6,False,-1.9,4.7,0.1,-5.6,-0.2,False,3.6,7.1,6.4,-23.7,-8.0,False,-13.2,-15.2,-13.0,-23.7
HESM,1.5,COMP,2020-01-10,2020,2019-01-04,54,14.43,1.0,78.7,1.44,53,False,0.0455,0.0696,0.685,0.0353,False,True,0.0422,0.0234,0.93,1.14,1.29,0.04,UP,1.0,-53.0,False,-38.9,-39.6,-45.1,-65.2,-29.0,False,-27.5,-40.8,-50.3,-65.2,-10.8,False,-30.0,-73.0,-57.9,-65.2
HESM,1.5,COMP,2020-12-18,2020,2020-04-24,35,13.09,0.89,63.2,1.45,11,False,0.0549,0.085,0.629,0.0896,False,True,0.082,0.067,1.49,0.98,0.61,0.03,UP,4.0,7.2,False,1.4,-1.1,6.0,-4.4,27.2,False,14.1,12.7,16.4,-4.4,37.6,False,11.3,0.6,12.7,-4.4
HESM,2.0,COMP,2018-08-03,2018,2017-04-07,70,12.08,0.79,66.4,1.35,36,False,0.0363,0.0745,0.586,,False,True,0.0199,0.0199,0.55,0.85,,0.03,UP,2.0,-5.6,False,-1.9,4.7,0.1,-5.6,-0.2,False,3.6,7.1,6.4,-23.7,-8.0,False,-13.2,-15.2,-13.0,-23.7
HESM,2.0,COMP,2020-12-18,2020,2020-04-10,37,13.09,0.93,63.2,2.0,36,False,0.0524,0.1123,0.865,0.0847,True,True,0.082,0.067,1.56,0.96,0.62,0.03,UP,4.0,7.2,False,1.4,-1.1,6.0,-4.4,27.2,False,14.1,12.7,16.4,-4.4,37.6,False,11.3,0.6,12.7,-4.4
HESM,2.0,COMP,2021-01-15,2021,2020-04-17,40,14.31,1.0,67.4,1.74,39,False,0.0606,0.1087,0.75,0.0846,True,True,0.0309,0.0843,0.51,0.88,0.72,0.03,UP,7.0,1.3,False,-10.2,-6.3,-8.5,-6.7,7.9,False,-7.6,2.8,-7.0,-6.7,46.2,False,20.9,14.8,23.8,-6.7
HEW,1.5,COMP,2009-08-07,2009,2009-01-02,32,33.57,1.0,66.8,1.27,22,True,0.0201,0.0467,0.844,,False,False,0.0072,0.0138,0.36,1.03,,0.0,UP,1.0,11.7,False,5.4,11.3,4.8,0.0,13.1,False,6.7,9.2,5.1,0.0,47.0,False,33.8,30.0,29.1,0.0
HEW,1.5,ANTI,2010-07-02,2010,2009-07-17,51,34.02,0.31,36.5,1.44,50,True,0.0579,0.0843,0.608,0.0406,False,False,0.0259,0.051,0.45,0.92,1.43,0.04,UP,2.0,47.1,False,34.4,38.1,31.5,0.0,47.1,True,34.4,38.1,31.5,0.0,47.1,True,34.4,38.1,31.5,0.0
HEW,1.5,COMP,2010-08-06,2010,2009-08-07,53,49.35,1.0,71.3,1.47,52,True,0.0606,0.0929,0.547,0.0397,False,True,0.1615,0.0459,2.67,4.46,1.53,0.04,UP,4.0,1.4,True,-1.1,1.1,-3.6,-1.6,1.4,True,-1.1,1.1,-3.6,-1.6,1.4,True,-1.1,1.1,-3.6,-1.6
HEW,2.0,COMP,2009-08-07,2009,2009-01-02,32,33.57,1.0,66.8,1.27,22,True,0.0201,0.0467,0.844,,False,False,0.0072,0.0138,0.36,1.03,,0.0,UP,1.0,11.7,False,5.4,11.3,4.8,0.0,13.1,False,6.7,9.2,5.1,0.0,47.0,False,33.8,30.0,29.1,0.0
HEXO,2.0,ANTI,2019-07-26,2019,2019-01-04,30,223.44,0.0,32.1,1.95,0,True,0.129,0.1553,0.7,0.1027,False,True,0.0646,0.1485,0.5,1.15,1.26,0.03,DOWN,11.0,-40.4,False,-40.7,-45.5,-40.7,-40.4,-64.7,False,-74.6,-88.7,-79.2,-66.4,-82.3,False,-90.7,-116.2,-114.2,-87.9
HEXO,2.0,COMP,2020-12-04,2020,2020-05-22,29,60.48,1.0,58.4,1.78,5,True,0.0595,0.1402,0.379,0.1615,False,True,0.097,0.08,1.63,1.33,0.37,0.0,UP,5.0,48.6,False,44.4,43.6,47.4,-14.8,54.9,False,39.7,39.4,44.7,-14.8,-78.3,False,-102.6,-116.5,-104.4,-78.3
