ticker,R,kind,date,year,base_start,base_len,close,pos,rsi,range_ratio,wk_since_low,delisted,mad_med,cv,mid_share,pre_vol,spring,regime_spy_up,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,next_break,wk_to_break,ret13,trunc13,exc13_SPY,exc13_SMH,exc13_QQQ,mae13,ret26,trunc26,exc26_SPY,exc26_SMH,exc26_QQQ,mae26,ret52,trunc52,exc52_SPY,exc52_SMH,exc52_QQQ,mae52
A,1.5,COMP,2010-12-03,2010,2009-11-06,57,23.68,1.0,68.5,1.43,56,False,0.0711,0.0926,0.579,0.0648,False,True,0.0169,0.0463,0.24,1.0,1.1,0.04,UP,1.0,24.7,False,16.4,12.2,16.9,0.0,26.5,False,19.4,20.1,21.6,0.0,-1.9,False,-5.5,-11.3,-7.8,-17.1
A,1.5,COMP,2010-12-17,2010,2009-11-13,58,25.61,1.0,75.1,1.5,22,False,0.0753,0.0991,0.552,0.0644,False,True,0.0155,0.044,0.21,1.32,1.17,0.03,UP,1.0,5.9,False,2.7,3.8,5.9,0.0,17.0,False,13.8,16.3,18.0,0.0,-17.5,False,-17.3,-21.5,-18.9,-23.3
A,1.5,COMP,2012-01-20,2012,2011-07-29,26,25.9,0.9,56.4,1.36,22,False,0.0488,0.0813,0.577,0.0373,False,True,0.0342,0.0402,0.7,0.64,1.31,0.0,UP,1.0,2.9,False,-2.1,1.1,-7.2,0.0,-7.9,False,-12.4,-1.1,-15.8,-9.2,8.8,False,-6.1,1.9,-4.9,-12.1
A,1.5,COMP,2013-09-20,2013,2012-01-06,90,33.46,1.0,73.7,1.47,48,False,0.0711,0.0842,0.611,0.0623,False,True,0.0138,0.0168,0.19,0.76,1.14,0.03,UP,4.0,9.5,False,2.5,4.9,-0.4,-2.4,8.1,False,-2.1,-5.4,-5.7,-2.4,12.7,False,-7.1,-18.5,-15.7,-2.4
A,1.5,COMP,2016-05-20,2016,2013-07-05,151,41.39,1.0,67.9,1.46,150,False,0.0392,0.0687,0.768,0.0328,False,True,0.0181,0.0269,0.46,0.61,1.2,0.01,UP,1.0,6.4,False,-0.5,-15.1,-4.1,-1.7,0.8,False,-6.6,-29.0,-9.9,-3.2,26.4,False,8.0,-29.6,-4.4,-3.2
A,1.5,ANTI,2025-03-14,2025,2023-11-03,72,119.71,0.3,36.2,1.43,70,False,0.0382,0.0657,0.736,0.0332,False,False,0.0685,0.055,1.79,1.16,1.15,0.06,DOWN,3.0,-3.2,False,-9.6,-16.6,-13.2,-15.3,2.1,False,-15.4,-32.2,-20.5,-15.3,-7.2,False,-26.3,-78.7,-31.6,-15.3
A,1.5,COMP,2026-08-21,2026,2025-05-16,67,159.0,1.0,70.6,1.48,65,False,0.0852,0.1017,0.567,0.0403,False,True,0.0524,0.0282,0.62,1.14,2.11,0.03,NONE,,,,,,,,,,,,,,,,,,,
A,2.0,COMP,2009-07-03,2009,2009-01-02,27,12.46,0.91,71.4,1.61,17,False,0.0697,0.1153,0.407,,False,False,0.0437,0.058,0.63,0.94,,0.04,UP,2.0,33.4,False,18.8,19.2,18.5,-3.9,57.6,False,32.2,25.7,28.7,-3.9,40.9,False,24.9,17.3,20.9,-3.9
AA,1.5,ANTI,2010-05-07,2010,2009-07-31,41,25.47,0.07,39.5,1.45,40,False,0.0468,0.0831,0.61,0.1,False,True,0.0169,0.0303,0.36,1.2,0.47,0.02,DOWN,2.0,-3.2,False,-4.7,-7.0,-6.3,-16.7,17.2,False,5.8,-0.6,-1.5,-16.7,43.9,False,20.8,3.4,14.1,-16.7
AA,1.5,COMP,2013-12-27,2013,2011-09-23,119,23.62,0.85,76.4,1.46,17,False,0.052,0.0837,0.496,0.0454,False,True,0.0302,0.0292,0.58,1.13,1.15,0.01,UP,3.0,17.1,False,15.7,10.4,16.9,-5.4,40.3,False,32.9,23.5,32.2,-5.4,49.3,False,33.7,16.1,27.4,-5.4
AA,1.5,ANTI,2016-01-15,2016,2015-07-24,26,15.54,0.0,32.8,1.48,0,False,0.0378,0.0766,0.577,0.0379,False,False,0.0544,0.0275,1.44,1.0,1.0,0.04,DOWN,1.0,45.7,False,34.5,28.8,35.7,-0.4,59.4,False,43.3,31.6,47.9,-0.4,101.9,False,78.4,43.9,78.4,-0.4
AA,1.5,COMP,2016-11-11,2016,2016-02-26,38,27.84,1.0,66.0,1.39,4,False,0.0373,0.0688,0.474,0.0591,False,True,0.0545,0.0457,1.46,3.04,0.63,0.0,UP,1.0,30.7,False,23.1,19.9,20.4,-4.2,8.5,False,-3.1,-13.3,-11.8,-4.2,46.8,False,25.1,-4.4,12.8,-4.2
AA,1.5,ANTI,2017-06-16,2017,2016-11-11,32,28.51,0.19,44.5,1.36,24,False,0.0549,0.0773,0.625,0.0677,False,True,0.0223,0.0236,0.41,0.86,0.81,0.03,UP,10.0,48.8,False,45.6,40.6,43.1,0.0,42.0,False,31.1,24.1,27.7,0.0,51.1,False,34.8,18.2,22.3,0.0
AA,1.5,COMP,2017-08-11,2017,2016-11-11,40,35.9,0.95,62.5,1.36,32,False,0.0603,0.0799,0.6,0.0677,False,True,0.0449,0.0655,0.74,0.97,0.89,0.03,UP,2.0,13.8,False,7.6,-6.9,5.5,-0.1,21.5,False,13.3,5.2,11.2,-0.1,19.1,False,0.9,-6.7,-9.0,-0.1
AA,1.5,COMP,2018-04-13,2018,2017-08-25,34,52.23,0.88,63.9,1.38,33,False,0.0467,0.0868,0.471,0.0589,False,True,0.0267,0.0365,0.57,0.83,0.79,0.03,UP,1.0,-14.0,False,-19.9,-15.1,-25.6,-17.5,-35.1,False,-40.1,-28.8,-43.5,-35.1,-48.5,False,-60.1,-60.3,-64.7,-52.0
AA,1.5,ANTI,2018-07-20,2018,2017-08-25,48,38.31,0.0,38.0,1.49,0,False,0.0475,0.0911,0.688,0.0589,False,True,0.0221,0.0437,0.47,0.73,0.81,0.02,DOWN,12.0,-4.3,False,-3.5,6.6,-1.1,-11.5,-27.4,False,-23.7,-16.2,-20.2,-34.5,-42.7,False,-51.0,-54.0,-50.3,-47.4
AA,1.5,ANTI,2023-04-21,2023,2022-10-07,29,36.68,0.0,41.7,1.45,0,False,0.0915,0.1113,0.517,0.0948,False,True,0.0394,0.1075,0.43,0.99,0.97,0.03,DOWN,1.0,-12.3,False,-22.4,-36.1,-31.1,-13.7,-36.7,False,-39.6,-51.2,-49.0,-36.7,-5.6,False,-27.5,-67.0,-37.5,-38.0
AA,1.5,COMP,2024-03-29,2024,2023-06-23,41,32.92,0.95,58.7,1.47,22,False,0.0835,0.1062,0.61,0.083,True,True,0.0635,0.0725,0.76,1.1,1.01,0.02,UP,1.0,18.0,False,13.6,2.1,9.9,0.0,16.9,False,6.9,6.8,6.9,-15.1,-8.2,False,-15.8,-2.9,-14.5,-15.1
AA,1.5,ANTI,2025-03-07,2025,2024-09-13,26,32.36,0.04,40.4,1.43,25,False,0.0688,0.1013,0.538,0.0733,False,True,0.0424,0.0432,0.62,0.97,0.94,0.0,DOWN,3.0,-14.4,False,-18.8,-26.7,-22.3,-29.0,-2.4,False,-15.5,-32.7,-19.9,-29.0,83.4,False,65.3,13.8,60.8,-29.0
AA,1.5,COMP,2025-08-29,2025,2025-02-21,28,31.94,0.83,55.1,1.47,19,False,0.0661,0.1023,0.536,0.0639,False,True,0.0231,0.0481,0.35,1.04,1.03,0.0,UP,5.0,30.0,False,23.8,8.7,21.3,-1.1,93.4,False,86.4,53.0,86.6,-1.1,57.6,False,37.0,-33.6,31.3,-1.1
AA,2.0,COMP,2011-02-11,2011,2009-04-17,96,37.11,1.0,74.6,1.99,90,False,0.1088,0.1583,0.646,,False,True,0.0321,0.0669,0.3,1.22,,0.02,UP,7.0,-1.4,False,-2.5,-3.6,-1.5,-7.7,-29.1,False,-18.7,-12.6,-21.1,-29.1,-40.2,False,-43.2,-50.9,-48.0,-49.9
AA,2.0,COMP,2014-04-18,2014,2011-07-15,145,30.04,0.77,79.9,2.0,33,False,0.0745,0.1595,0.303,0.0397,False,True,0.0252,0.0363,0.34,1.67,1.88,0.01,UP,12.0,21.9,False,15.3,10.0,10.1,-2.1,15.7,False,13.6,11.7,7.2,-2.1,0.0,False,-13.7,-24.2,-24.3,-5.6
AA,2.0,COMP,2016-11-11,2016,2015-05-08,80,27.84,0.8,66.0,2.0,42,False,0.0596,0.1308,0.825,0.0388,False,True,0.0545,0.0457,0.91,2.65,1.54,0.01,UP,9.0,30.7,False,23.1,19.9,20.4,-4.2,8.5,False,-3.1,-13.3,-11.8,-4.2,46.8,False,25.1,-4.4,12.8,-4.2
AA,2.0,COMP,2017-09-01,2017,2016-10-28,45,42.8,1.0,74.7,1.99,44,False,0.0785,0.1165,0.889,0.0657,False,True,0.0298,0.0586,0.38,1.06,1.19,0.04,UP,3.0,-7.5,False,-14.8,-19.2,-13.6,-7.5,1.1,False,-8.6,-20.2,-13.1,-8.1,-0.8,False,-20.1,-25.0,-29.7,-10.5
AA,2.0,ANTI,2022-06-17,2022,2021-12-10,28,47.06,0.01,38.9,1.89,27,False,0.1315,0.1904,0.464,0.09,False,False,0.0516,0.0972,0.39,0.86,1.46,0.0,DOWN,2.0,-13.7,False,-19.5,-12.8,-19.2,-13.7,-12.9,False,-18.6,-16.8,-13.1,-31.6,-27.1,False,-49.1,-77.9,-62.0,-31.6
AA,2.0,COMP,2023-03-03,2023,2022-05-06,44,53.26,0.72,57.8,1.91,22,False,0.0884,0.1393,0.75,0.095,False,True,0.0571,0.0574,0.65,0.9,0.93,0.02,DOWN,16.0,-36.8,False,-43.1,-56.1,-55.3,-39.0,-43.6,False,-56.0,-71.1,-69.9,-48.8,-49.5,False,-78.4,-130.7,-99.3,-57.3
AA,2.0,COMP,2024-05-17,2024,2023-03-10,63,40.16,0.85,69.7,1.9,29,False,0.1189,0.1492,0.635,0.0897,False,True,0.0217,0.0545,0.18,1.39,1.33,0.02,UP,2.0,-21.6,False,-26.7,-28.8,-26.9,-28.3,7.7,False,-3.7,3.5,-2.6,-30.4,-27.9,False,-41.5,-35.4,-44.0,-42.8
AA,2.0,ANTI,2026-07-17,2026,2025-11-28,34,43.89,0.07,36.9,1.87,33,False,0.0783,0.1463,0.647,0.0567,False,True,0.1771,0.1348,2.26,0.96,1.38,0.03,NONE,,,,,,,,,,,,,,,,,,,
AAAP_old,1.5,COMP,2016-09-16,2016,2016-02-19,31,36.93,0.89,56.3,1.36,17,True,0.049,0.0808,0.742,,False,True,0.0506,0.0249,1.03,1.04,,0.03,UP,1.0,-25.3,False,-31.4,-33.6,-27.6,-25.3,0.5,False,-11.7,-19.2,-12.4,-34.8,52.9,False,33.8,15.0,27.4,-34.8
AAAP_old,1.5,COMP,2017-07-28,2017,2017-01-27,27,47.2,1.0,70.8,1.5,26,True,0.0318,0.07,0.889,0.066,True,True,0.0375,0.038,1.18,0.82,0.48,0.0,UP,1.0,54.5,False,49.6,38.0,49.1,-1.0,73.7,False,56.5,47.0,54.4,-1.0,72.9,True,66.0,58.1,64.0,-1.0
AAAP_old,2.0,COMP,2016-09-16,2016,2016-01-08,37,36.93,0.92,56.3,1.54,35,True,0.087,0.1078,0.595,,False,True,0.0506,0.0249,0.58,1.32,,0.03,UP,1.0,-25.3,False,-31.4,-33.6,-27.6,-25.3,0.5,False,-11.7,-19.2,-12.4,-34.8,52.9,False,33.8,15.0,27.4,-34.8
AAAP_old,2.0,ANTI,2016-12-30,2016,2016-01-08,52,26.76,0.18,34.7,1.61,1,True,0.1013,0.1248,0.615,,False,True,0.1196,0.0848,1.18,1.69,,0.02,UP,12.0,49.0,False,43.0,37.7,37.0,0.0,45.9,False,36.7,31.6,29.2,0.0,205.0,False,183.3,166.5,172.3,0.0
AABA,1.5,ANTI,2010-07-02,2010,2009-02-06,74,14.07,0.32,38.5,1.5,71,True,0.0571,0.082,0.662,,False,False,0.0176,0.0427,0.31,1.01,,0.01,NONE,,1.4,False,-11.3,-7.6,-14.2,-4.5,18.2,False,-6.2,-11.0,-10.6,-4.5,9.8,False,-23.9,-30.7,-27.6,-4.5
AABA,1.5,COMP,2011-05-06,2011,2009-02-27,115,18.65,1.0,64.6,1.43,113,True,0.0573,0.0792,0.739,,False,True,0.0101,0.0136,0.18,1.07,,0.02,DOWN,13.0,-37.1,False,-27.0,-18.3,-29.3,-37.1,-18.3,False,-12.7,-18.4,-17.5,-37.1,-18.8,False,-23.0,-25.3,-30.4,-37.1
AABA,1.5,ANTI,2011-06-17,2011,2009-02-27,121,14.7,0.29,38.7,1.43,119,True,0.0567,0.0778,0.752,,False,True,0.0446,0.0205,0.79,1.17,,0.02,DOWN,7.0,1.8,False,5.7,5.1,-3.6,-20.1,1.8,False,5.0,-1.6,-0.7,-20.1,4.5,False,-3.3,-10.2,-13.6,-20.1
AABA,1.5,COMP,2011-11-11,2011,2011-05-13,27,16.27,0.94,55.5,1.41,14,True,0.0661,0.0887,0.444,0.0382,False,True,0.0328,0.0768,0.5,1.11,1.73,0.0,NONE,,-0.8,False,-7.6,-8.5,-9.1,-8.1,-6.6,False,-14.9,-11.6,-18.1,-10.1,6.1,False,-5.3,5.1,-4.6,-10.1
AABA,1.5,COMP,2012-11-16,2012,2011-08-12,67,17.86,1.0,71.9,1.4,64,True,0.0297,0.0596,0.866,0.042,False,False,0.0353,0.0416,1.19,1.27,0.71,0.0,UP,1.0,17.7,False,5.4,-1.4,8.3,0.0,48.5,False,24.7,18.3,28.3,0.0,98.6,False,63.7,60.8,61.9,0.0
AABA,1.5,COMP,2012-12-07,2012,2011-09-02,67,19.2,1.0,78.9,1.49,66,True,0.0288,0.0656,0.91,0.0476,False,True,0.0507,0.0566,1.76,1.67,0.61,0.0,UP,1.0,19.3,False,9.3,7.4,12.8,0.0,40.8,False,23.8,20.1,26.9,0.0,102.4,False,72.6,71.1,68.1,0.0
AABA,1.5,COMP,2012-12-14,2012,2011-09-09,67,19.64,1.0,80.8,1.49,63,True,0.0295,0.0684,0.851,0.0476,False,True,0.0533,0.0719,1.81,1.67,0.62,0.0,UP,3.0,12.4,False,1.4,1.3,5.6,-1.8,33.8,False,17.6,14.9,21.2,-1.8,102.3,False,74.2,74.0,69.3,-1.8
AABA,1.5,COMP,2014-09-12,2014,2013-09-13,53,42.88,1.0,67.4,1.47,52,True,0.0523,0.0745,0.792,0.0299,False,True,0.0349,0.0518,0.67,0.97,1.75,0.02,UP,6.0,17.2,False,15.8,11.3,13.7,-10.3,-0.0,False,-4.4,-10.5,-6.6,-10.3,-26.7,False,-27.4,-26.0,-34.0,-26.7
AABA,1.5,COMP,2014-10-31,2014,2013-09-20,59,46.05,1.0,67.6,1.49,58,True,0.0606,0.0814,0.678,0.0299,False,True,0.04,0.0361,0.66,2.3,2.03,0.02,UP,1.0,-4.5,False,-3.9,-8.2,-4.5,-4.5,-7.7,False,-13.2,-19.9,-15.9,-7.7,-22.6,False,-27.8,-29.3,-35.6,-36.7
AABA,1.5,COMP,2014-11-07,2014,2013-11-01,54,48.55,1.0,71.0,1.48,30,True,0.0517,0.085,0.519,0.0327,False,True,0.0476,0.0544,0.92,2.06,1.58,0.02,UP,1.0,-11.6,False,-13.2,-17.3,-13.4,-11.6,-9.2,False,-14.3,-20.1,-16.8,-12.4,-29.6,False,-34.9,-37.8,-43.8,-40.0
AABA,1.5,ANTI,2015-06-12,2015,2014-07-25,47,40.52,0.3,38.7,1.45,45,True,0.0694,0.1006,0.574,0.0421,False,True,0.0183,0.0199,0.26,0.77,1.65,0.02,DOWN,10.0,-22.4,False,-16.6,-10.7,-19.7,-22.4,-18.8,False,-15.9,-14.2,-21.1,-28.1,-9.1,False,-11.3,-10.8,-10.4,-33.3
AABA,1.5,COMP,2016-04-22,2016,2015-06-12,46,37.48,0.77,62.2,1.5,10,True,0.0777,0.0997,0.674,0.042,False,True,0.0246,0.0774,0.32,1.15,1.85,0.04,UP,16.0,5.1,False,0.6,-9.3,0.5,-3.3,12.5,False,9.1,-12.7,3.5,-3.3,26.8,False,12.2,-19.4,3.9,-3.3
AABA,2.0,ANTI,2010-08-27,2010,2009-01-02,87,13.43,0.31,37.5,1.61,83,True,0.0724,0.0962,0.724,,False,False,0.0197,0.0384,0.27,0.65,,0.02,NONE,,21.1,False,9.3,-4.4,0.6,0.0,22.9,False,-2.3,-21.7,-8.5,0.0,-5.1,False,-17.7,-21.8,-26.7,-12.6
AAC,1.5,COMP,2022-07-22,2022,2021-03-26,70,9.87,0.69,61.0,1.03,48,True,0.0036,0.0048,0.843,,False,False,0.0015,0.001,0.42,0.86,,0.14,UP,14.0,0.9,False,5.8,18.7,9.5,0.0,2.6,False,1.6,1.2,8.6,0.0,7.0,False,-9.3,-30.2,-18.3,0.0
AAC,2.0,COMP,2022-07-22,2022,2021-03-26,70,9.87,0.69,61.0,1.03,48,True,0.0036,0.0048,0.843,,False,False,0.0015,0.001,0.42,0.86,,0.14,UP,14.0,0.9,False,5.8,18.7,9.5,0.0,2.6,False,1.6,1.2,8.6,0.0,7.0,False,-9.3,-30.2,-18.3,0.0
AACQ,1.5,ANTI,2021-05-14,2021,2020-09-04,37,9.85,0.06,41.8,1.37,28,True,0.0279,0.0633,0.243,,False,True,0.0145,0.0282,0.52,1.29,,0.08,DOWN,7.0,-4.9,True,-9.3,-16.2,-14.9,-4.9,-4.9,True,-9.3,-16.2,-14.9,-4.9,-4.9,True,-9.3,-16.2,-14.9,-4.9
AACQ,2.0,ANTI,2021-05-14,2021,2020-09-04,37,9.85,0.06,41.8,1.37,28,True,0.0279,0.0633,0.243,,False,True,0.0145,0.0282,0.52,1.29,,0.08,DOWN,7.0,-4.9,True,-9.3,-16.2,-14.9,-4.9,-4.9,True,-9.3,-16.2,-14.9,-4.9,-4.9,True,-9.3,-16.2,-14.9,-4.9
AAC_old2,1.5,COMP,2016-07-01,2016,2015-10-30,36,22.74,0.77,55.3,1.47,23,True,0.0656,0.0964,0.639,0.1098,False,True,0.0374,0.0364,0.57,0.82,0.6,0.0,DOWN,17.0,-23.5,False,-27.1,-46.3,-33.6,-25.1,-68.2,False,-75.8,-95.8,-78.4,-68.2,-69.5,False,-87.1,-115.3,-98.2,-72.4
AAC_old2,1.5,ANTI,2016-09-23,2016,2015-10-30,48,17.04,0.04,40.4,1.47,35,True,0.0807,0.1027,0.562,0.1098,False,True,0.0397,0.0798,0.49,0.93,0.73,0.0,DOWN,5.0,-57.2,False,-62.3,-67.2,-59.0,-57.2,-53.2,False,-62.6,-72.2,-64.1,-57.5,-42.7,False,-60.5,-80.5,-65.8,-63.1
AAC_old2,1.5,ANTI,2017-04-28,2017,2016-11-04,26,7.16,0.0,33.6,1.41,0,True,0.0562,0.0848,0.615,0.064,False,True,0.0446,0.0518,0.79,0.78,0.88,0.0,DOWN,1.0,-8.9,False,-13.2,-17.3,-15.0,-12.3,19.6,False,10.2,-6.7,7.8,-12.3,53.9,False,39.8,29.1,33.7,-12.3
AAC_old2,1.5,ANTI,2017-05-19,2017,2016-11-25,26,6.72,0.0,31.9,1.42,0,True,0.0589,0.0812,0.654,0.1034,False,True,0.0515,0.0752,0.87,0.77,0.57,0.0,DOWN,2.0,34.7,False,32.3,32.6,31.9,-6.5,46.1,False,36.9,22.8,33.9,-6.5,76.3,False,60.3,49.7,53.8,-6.5
AAC_old2,1.5,ANTI,2018-02-02,2018,2017-08-04,27,8.11,0.0,43.3,1.41,0,True,0.0485,0.0875,0.63,0.101,True,True,0.011,0.0143,0.23,0.86,0.48,0.0,DOWN,1.0,41.9,False,45.0,44.0,41.6,-1.2,15.5,False,11.7,11.0,5.7,-1.2,-69.9,False,-69.8,-66.8,-72.5,-82.6
AAC_old2,2.0,ANTI,2017-04-28,2017,2016-11-04,26,7.16,0.0,33.6,1.41,0,True,0.0562,0.0848,0.615,0.064,False,True,0.0446,0.0518,0.79,0.78,0.88,0.0,DOWN,1.0,-8.9,False,-13.2,-17.3,-15.0,-12.3,19.6,False,10.2,-6.7,7.8,-12.3,53.9,False,39.8,29.1,33.7,-12.3
AAC_old2,2.0,COMP,2018-03-16,2018,2017-07-14,36,12.87,1.0,70.8,1.97,33,True,0.0784,0.1414,0.806,0.1004,False,True,0.1195,0.0349,1.52,1.48,0.78,0.0,NONE,,-22.5,False,-24.0,-21.5,-26.1,-22.5,-42.9,False,-49.4,-38.6,-50.9,-42.9,-80.7,False,-85.2,-77.8,-85.8,-89.0
AAC_old2,2.0,ANTI,2018-09-07,2018,2017-07-14,61,7.78,0.2,36.1,1.97,58,True,0.0843,0.1385,0.754,0.1004,False,True,0.0408,0.0411,0.48,1.2,0.84,0.02,DOWN,8.0,-72.4,False,-64.4,-57.0,-61.6,-74.7,-70.3,False,-66.7,-67.5,-65.3,-81.9,-92.4,False,-98.1,-107.5,-99.1,-92.4
AADI,1.5,ANTI,2023-02-24,2023,2022-06-10,38,10.71,0.0,32.2,1.33,0,True,0.0331,0.054,0.711,0.1051,False,True,0.0296,0.0239,0.89,0.87,0.31,0.05,DOWN,1.0,-27.7,False,-34.1,-51.5,-47.3,-35.1,-33.4,False,-45.3,-58.6,-58.5,-50.0,-82.3,False,-112.3,-158.5,-133.0,-84.8
AADI,2.0,ANTI,2021-11-12,2021,2021-05-21,26,22.15,0.0,42.0,1.69,0,True,0.0745,0.1035,0.846,0.1471,False,True,0.0291,0.0522,0.39,1.54,0.51,0.0,DOWN,3.0,-15.1,False,-9.7,-3.6,-3.1,-19.7,-36.7,False,-23.2,-14.3,-13.4,-36.7,-39.3,False,-25.9,-13.0,-12.7,-45.1
AADI,2.0,ANTI,2023-03-10,2023,2022-06-10,40,7.4,0.0,20.8,1.92,0,True,0.0347,0.0966,0.2,0.1051,False,False,0.0889,0.0272,2.56,0.98,0.33,0.05,DOWN,2.0,9.4,False,-2.4,-14.1,-13.7,-6.1,-30.7,False,-47.0,-57.2,-60.2,-30.7,-71.1,False,-105.7,-161.5,-124.3,-78.0
AAI,1.5,COMP,2010-04-16,2010,2009-10-02,29,5.69,0.81,56.6,1.47,21,True,0.0529,0.0859,0.793,0.1221,True,True,0.0294,0.0473,0.56,0.87,0.43,0.03,UP,24.0,-16.3,False,-6.1,-8.6,-6.0,-16.3,29.9,False,30.3,33.2,25.5,-25.5,29.5,False,16.7,10.7,14.3,-25.5
AAI,1.5,ANTI,2010-08-06,2010,2009-10-02,45,4.66,0.28,42.6,1.47,37,True,0.0549,0.0805,0.8,0.1221,True,True,0.0219,0.0574,0.4,0.75,0.45,0.02,UP,8.0,60.3,False,50.5,46.7,45.3,-9.0,57.9,False,40.0,26.5,34.7,-9.0,59.4,True,38.2,24.1,33.7,-9.0
AAI,2.0,ANTI,2009-10-30,2009,2009-03-27,32,4.23,0.0,32.9,1.75,0,True,0.0972,0.1356,0.594,,False,True,0.1482,0.0337,1.52,1.27,,0.0,DOWN,3.0,13.9,False,9.7,10.6,9.3,-2.8,24.8,False,9.0,2.7,4.3,-2.8,74.9,False,58.3,48.1,46.6,-2.8
AAIC,1.5,COMP,2012-03-16,2012,2011-07-29,34,6.84,0.73,55.5,1.43,16,True,0.0433,0.0685,0.882,0.0428,False,True,0.012,0.0336,0.28,0.96,1.01,0.03,UP,26.0,-2.8,False,1.1,6.2,2.3,-5.6,10.1,False,4.6,14.0,4.3,-5.6,26.1,False,12.6,21.2,21.8,-5.6
AAIC,1.5,COMP,2016-06-03,2016,2015-08-21,42,7.2,0.67,56.7,1.5,19,True,0.0414,0.0887,0.714,0.0234,False,True,0.0202,0.0148,0.49,0.82,1.77,0.02,UP,9.0,17.1,False,12.7,0.5,10.4,-1.6,30.4,False,24.9,10.3,24.8,-1.6,27.1,False,8.6,-25.8,-4.6,-1.6
AAIC,1.5,ANTI,2017-11-03,2017,2016-05-20,77,7.56,0.26,27.0,1.48,76,True,0.0424,0.0791,0.701,0.049,False,True,0.0054,0.0161,0.13,1.33,0.87,0.04,NONE,,-0.8,False,-7.9,-2.2,-8.4,-0.8,12.4,False,8.6,13.1,4.5,-0.8,-8.8,False,-15.9,-3.8,-20.2,-10.4
AAIC,1.5,COMP,2020-02-21,2020,2019-05-10,42,6.65,0.93,70.3,1.49,25,True,0.0574,0.085,0.81,0.0285,False,True,0.0148,0.0123,0.26,1.0,2.01,0.02,DOWN,3.0,-65.0,False,-54.1,-59.8,-64.9,-73.7,-59.1,False,-61.9,-76.6,-82.0,-73.7,-40.0,False,-59.1,-115.7,-84.8,-73.7
AAIC,2.0,COMP,2013-02-15,2013,2010-07-23,135,8.6,1.0,74.3,1.95,134,True,0.0545,0.1205,0.785,0.073,False,True,0.0404,0.046,0.74,1.84,0.75,0.03,UP,4.0,15.8,False,5.5,6.5,5.9,-2.1,-0.3,False,-10.3,-5.7,-12.3,-2.1,13.0,False,-10.5,-10.7,-21.1,-4.1
AAIC,2.0,COMP,2013-03-29,2013,2010-07-30,140,8.86,1.0,72.2,1.91,135,True,0.0678,0.1268,0.814,0.0729,False,True,0.0066,0.0335,0.1,5.71,0.93,0.03,UP,2.0,7.1,False,4.2,1.0,3.5,-2.0,2.1,False,-6.8,-10.3,-13.3,-7.0,14.5,False,-6.3,-13.7,-13.7,-7.0
AAIC,2.0,COMP,2013-05-10,2013,2010-09-03,141,9.62,1.0,74.5,1.89,140,True,0.0643,0.1284,0.709,0.0715,False,True,0.028,0.0194,0.44,5.35,0.9,0.01,UP,1.0,-10.9,False,-15.1,-9.2,-15.9,-10.9,-5.3,False,-14.9,-10.0,-19.0,-14.3,7.3,False,-10.0,-9.6,-13.4,-14.3
AAIC,2.0,COMP,2016-11-18,2016,2015-04-17,84,9.28,0.73,71.6,1.99,43,True,0.112,0.1555,0.726,0.0183,False,True,0.0161,0.0187,0.14,0.88,6.12,0.04,NONE,,-2.3,False,-10.6,-12.8,-13.3,-4.2,-3.0,False,-13.1,-23.0,-21.0,-10.0,-15.1,False,-35.5,-63.1,-47.6,-18.6
AAL,1.5,ANTI,2011-02-25,2011,2010-05-28,40,8.08,0.11,42.6,1.44,34,False,0.0775,0.0941,0.6,0.1097,False,True,0.0501,0.0338,0.65,1.2,0.71,0.0,DOWN,6.0,6.4,False,5.1,7.3,6.7,-7.4,-38.6,False,-28.6,-19.3,-31.1,-40.0,-18.4,False,-24.1,-29.9,-30.3,-53.1
AAL,1.5,COMP,2012-12-21,2012,2012-04-27,35,12.67,0.77,61.9,1.44,31,False,0.0713,0.0957,0.6,0.1018,False,True,0.0138,0.0464,0.19,0.87,0.7,0.03,UP,2.0,25.4,False,16.0,17.2,20.0,-4.8,21.6,False,9.1,6.8,13.0,-4.8,95.9,False,66.2,65.5,61.7,-4.8
AAL,1.5,ANTI,2014-10-10,2014,2014-01-17,39,29.09,0.06,34.3,1.48,38,False,0.0503,0.0928,0.718,0.0503,False,True,0.0285,0.0417,0.57,0.93,1.0,0.03,UP,7.0,69.4,False,61.6,49.3,60.4,0.0,55.8,False,44.4,30.9,41.0,0.0,39.1,False,31.3,23.0,25.0,0.0
AAL,1.5,ANTI,2015-05-22,2015,2014-10-24,31,40.54,0.19,42.0,1.41,30,False,0.0299,0.0784,0.613,0.0555,False,True,0.0133,0.0232,0.44,0.97,0.54,0.0,DOWN,6.0,-6.5,False,0.2,12.5,0.6,-8.4,-0.5,False,0.2,4.7,-4.6,-9.2,-24.1,False,-22.7,-19.8,-21.5,-25.3
AAL,1.5,ANTI,2016-04-29,2016,2015-05-01,53,33.24,0.0,37.9,1.41,0,False,0.0336,0.0674,0.849,0.0629,False,True,0.0414,0.039,1.23,0.79,0.53,0.0,DOWN,1.0,2.6,False,-3.1,-18.4,-6.7,-21.8,16.2,False,12.1,-13.1,4.8,-21.8,24.2,False,6.4,-29.0,-5.8,-21.8
