ticker,R,start,asof,base_len,close,base_hi,base_lo,range_ratio,drift,prior_dd,above_ma200,mad_med,cv,mid_share,pre_vol,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,spring,date,rev_yoy,rev_yoy_prev,rev_accel,rev_ttm_yoy,ni_ttm,gm,q_date,fcf_ttm,eps_actual,eps_yoy,surprise_pct,eps_turn_pos,quality,sector,industry,mkt_cap,short_ratio,short_pct_float,shares_short,shares_short_prior,short_chg_mom
A,1.5,2025-05-16,2026-09-11,70,143.12,159.0,107.44,1.48,0.34,-0.29,True,0.0929,0.1046,0.557,0.0403,0.69,True,0.19,55.5,1,68,0.0364,0.0534,0.39,1.19,2.31,0.03,False,2026-09-11,0.08055235903337166,0.10011990407673865,-0.019567545043366996,0.0860341779611078,1440000000.0,0.5548455804046858,2026-07-31,1436000000.0,1.62,0.18248175182481752,9.4595,False,True,Healthcare,Diagnostics & Research,41429237760.0,,0.0229,,,
AA,2.0,2025-11-28,2026-09-11,42,48.3,77.49,41.52,1.87,-0.09,-0.09,True,0.1205,0.1556,0.548,0.0567,0.19,False,-0.257,42.7,0,41,0.0202,0.0334,0.17,0.71,2.13,0.02,False,2026-09-11,0.31411530815109345,-0.05224102107450279,0.36635632922559624,0.030998938911626528,1277000000.0,0.2518910741301059,2026-06-30,352000000.0,2.12,4.435897435897436,-9.0129,False,True,Basic Materials,Aluminum,12736269312.0,,0.0463,,,
AAON,2.0,2024-02-02,2026-09-11,137,76.52,139.92,71.32,1.96,0.15,-0.02,False,0.1129,0.1929,0.394,0.0461,0.08,False,-0.104,37.9,2,118,0.0744,0.1623,0.66,1.29,2.45,0.01,False,2026-09-11,1.0123312160787248,0.5430207356530272,0.46931048042569756,0.5353415049050883,159288000.0,0.24321664625121217,2026-06-30,-118788000.0,0.69,2.1363636363636362,32.6923,False,False,Industrials,Building Products & Equipment,6579387904.0,,0.0683,,,
AAP,1.5,2026-01-09,2026-09-11,36,43.31,61.9,42.58,1.45,0.13,-0.48,False,0.0685,0.1122,0.417,0.0931,0.04,False,-0.031,38.7,1,3,0.1328,0.0722,1.94,0.95,0.74,0.0,True,2026-09-11,-0.00497512437810943,0.01200154858691449,-0.01697667296502392,-0.013050781015276902,84000000.0,0.4615,2026-06-30,23000000.0,1.03,0.49275362318840593,27.1605,False,True,Consumer Cyclical,Auto Parts,2695508992.0,,0.2635,,,
AAP,2.0,2025-05-16,2026-09-11,70,43.31,61.9,34.2,1.81,0.09,-0.69,False,0.097,0.1237,0.514,0.0605,0.33,False,-0.031,38.7,2,69,0.1328,0.0722,1.37,0.91,1.6,0.0,False,2026-09-11,-0.00497512437810943,0.01200154858691449,-0.01697667296502392,-0.013050781015276902,84000000.0,0.4615,2026-06-30,23000000.0,1.03,0.49275362318840593,27.1605,False,True,Consumer Cyclical,Auto Parts,2695508992.0,,0.2635,,,
AAUC,2.0,2025-11-14,2026-09-11,44,22.48,31.92,16.26,1.96,-0.12,-0.11,True,0.145,0.1705,0.545,0.0855,0.4,False,-0.225,43.8,0,42,0.0398,0.0256,0.27,0.84,1.7,0.0,False,2026-09-11,0.4536846324495296,0.12194873082818769,0.3317359016213419,0.5534986843574747,-61834083.0,0.46035741390889384,2026-06-30,-119009747.0,0.44,2.9722097714029587,76.0,True,False,Basic Materials,Gold,3182705664.0,,0.031,,,
ABEO,2.0,2024-05-03,2026-09-11,124,5.48,7.24,4.06,1.78,0.16,-0.53,True,0.0912,0.1325,0.685,0.1319,0.45,True,0.184,46.2,1,120,0.0141,0.0579,0.15,1.47,0.69,0.0,False,2026-09-11,27.45,inf,-inf,3.9247394828251636,-62887000.0,0.6329525483304043,2026-06-30,-81527000.0,-0.35,0.2553191489361702,-52.1739,False,False,Healthcare,Biotechnology,309651456.0,,0.2845,,,
ABUS,1.5,2025-08-22,2026-09-11,56,5.12,5.21,3.59,1.45,0.34,-0.21,True,0.0385,0.0729,0.839,0.0513,0.94,True,0.098,60.8,1,55,0.0544,0.0428,1.41,1.71,0.75,0.02,False,2026-09-11,-0.9055778005400875,100.5453514739229,-101.450929274463,10.787752983912817,153054000.0,1.0,2026-06-30,-24625000.0,-0.03,,0.0,False,False,Healthcare,Biotechnology,1014301376.0,,0.1419,,,
ABVX,1.5,2025-10-31,2026-09-11,46,115.95,144.65,96.55,1.5,0.06,0.03,True,0.058,0.094,0.717,0.787,0.4,True,0.045,49.3,0,13,0.0288,0.0567,0.5,0.84,0.07,0.0,False,2026-09-11,,-1.272604406000811,,-1.0,-537928000.0,,2026-03-31,-226482000.0,-0.71,0.25263157894736843,12.3457,False,False,Healthcare,Biotechnology,10351791104.0,,0.0807,,,
ABX,1.5,2026-02-13,2026-09-11,31,9.53,11.86,8.09,1.47,0.37,-0.32,True,0.0421,0.0846,0.677,0.0888,0.38,True,0.125,51.2,1,23,0.0114,0.0483,0.27,0.92,0.47,0.0,True,2026-09-11,0.2987191376304543,0.3455180781337359,-0.046798940503281594,0.6527118908526803,28195231.0,0.7673330138774327,2026-06-30,88726091.0,0.28,0.2727272727272728,12.0,False,True,Financial Services,Insurance - Life,930004288.0,,0.1698,,,
ACAD,1.5,2025-05-16,2026-09-11,70,27.74,29.5,20.06,1.47,0.32,-0.38,True,0.078,0.1039,0.429,0.0597,0.81,True,0.237,59.7,2,48,0.0366,0.058,0.47,1.04,1.31,0.04,False,2026-09-11,0.16401578434114739,0.09718930733432396,0.06682647700682343,0.11753719258091677,380484000.0,0.9080526953263259,2026-06-30,174394000.0,0.18,0.12499999999999993,200.0,False,True,Healthcare,Biotechnology,4795262464.0,,0.0893,,,
ACAD,2.0,2025-05-02,2026-09-11,72,27.74,29.5,14.91,1.98,0.28,-0.54,True,0.082,0.1167,0.722,0.057,0.88,True,0.237,59.7,2,71,0.0366,0.058,0.45,1.04,1.44,0.04,False,2026-09-11,0.16401578434114739,0.09718930733432396,0.06682647700682343,0.11753719258091677,380484000.0,0.9080526953263259,2026-06-30,174394000.0,0.18,0.12499999999999993,200.0,False,True,Healthcare,Biotechnology,4795262464.0,,0.0893,,,
ACDC,2.0,2026-01-02,2026-09-11,37,5.19,7.55,4.04,1.87,-0.02,-0.58,False,0.1304,0.1779,0.622,0.1387,0.33,False,-0.257,48.2,0,36,0.0754,0.0401,0.58,0.97,0.94,0.0,False,2026-09-11,-0.0075712293285514765,-0.2510411460936198,0.24346991676506835,-0.16175780883594415,-406700000.0,0.22083918891788798,2026-06-30,-60700000.0,-0.44,0.3432835820895523,-51.7241,False,False,Energy,Oil & Gas Equipment & Services,948859648.0,,0.0492,,,
ACGL,1.5,2024-01-05,2026-09-11,141,96.2,109.22,73.04,1.5,0.2,-0.11,True,0.0349,0.0683,0.837,0.0333,0.64,True,0.053,48.2,2,140,0.0065,0.0171,0.19,1.23,1.05,0.04,False,2026-09-11,-0.10074401769555597,-0.05030487804878048,-0.05043913964677549,0.006923682140047127,4692000000.0,0.5089445438282647,2026-06-30,6055000000.0,2.56,-0.007751937984496131,2.8112,False,True,Financial Services,Insurance - Diversified,32788705280.0,,0.0253,,,
ACIC,1.5,2023-12-29,2026-09-11,142,9.35,12.79,8.57,1.49,0.15,0.02,True,0.0531,0.0787,0.775,0.158,0.19,False,-0.072,36.9,2,141,0.0448,0.072,0.84,1.1,0.34,0.02,False,2026-09-11,-0.044812932062668676,-0.011944232503294683,-0.03286869955937399,0.033629824764491056,100197000.0,0.4809610978433488,2026-06-30,-31037000.0,0.33,-0.3888888888888889,-21.4286,False,False,Financial Services,Insurance - Property & Casualty,441497280.0,,0.0701,,,
ACIW,1.5,2024-06-28,2026-09-11,116,51.97,58.64,39.37,1.49,-0.14,0.05,True,0.0809,0.1027,0.629,0.0467,0.65,True,0.254,54.7,1,114,0.0204,0.0337,0.25,1.26,1.73,0.02,False,2026-09-11,0.07268390910586198,0.07903387274593543,-0.006349963640073453,0.07027936397052126,225690000.0,0.4218478101774301,2026-06-30,354648000.0,0.4,0.7391304347826088,29.0323,False,True,Technology,Software - Infrastructure,5258758656.0,,0.0902,,,
ACIW,2.0,2024-01-12,2026-09-11,140,51.97,58.64,29.48,1.99,0.39,-0.15,True,0.112,0.1626,0.579,0.0543,0.77,True,0.254,54.7,1,136,0.0204,0.0337,0.18,1.36,2.06,0.01,False,2026-09-11,0.07268390910586198,0.07903387274593543,-0.006349963640073453,0.07027936397052126,225690000.0,0.4218478101774301,2026-06-30,354648000.0,0.4,0.7391304347826088,29.0323,False,True,Technology,Software - Infrastructure,5258758656.0,,0.0902,,,
ACRE,2.0,2024-02-16,2026-09-11,135,4.37,6.02,3.04,1.98,-0.32,-0.68,False,0.0879,0.1272,0.77,0.0473,0.45,False,-0.047,44.5,3,74,0.0293,0.0264,0.33,0.58,1.86,0.01,False,2026-09-11,-4.312413474850024,0.8384399250735883,-5.150853399923612,3.6824044548093857,-4434000.0,1.0,2026-06-30,13210000.0,0.11,1.2156862745098038,0.0,True,False,Real Estate,REIT - Mortgage,239678416.0,,0.0435,,,
ADBE,1.5,2026-02-06,2026-09-11,32,248.83,291.52,195.16,1.49,-0.06,-0.69,False,0.0553,0.0891,0.781,0.0422,0.56,True,0.004,47.6,0,12,0.047,0.0953,0.85,0.95,1.31,0.0,True,2026-09-11,0.12892451569806274,0.12685169419376807,0.002072821504294664,0.12031405029981457,7284000000.0,0.887130177514793,2026-08-31,10592000000.0,4.75,-0.10546139359698675,-2.2634,False,True,Technology,Software - Application,100261421056.0,,0.0489,,,
ADEA,1.5,2026-03-13,2026-09-11,27,26.31,32.88,22.66,1.45,0.1,0.1,True,0.0804,0.0941,0.704,0.0735,0.36,False,-0.009,50.4,0,26,0.0133,0.0477,0.17,0.69,1.09,0.0,False,2026-09-11,0.12109406893334107,0.19507243070605673,-0.07397836177271566,0.24347063701231142,122678000.0,0.263980357272907,2026-06-30,181496000.0,0.27,0.08000000000000007,17.3913,False,True,Technology,Software - Application,2945582848.0,,0.1211,,,
ADNT,1.5,2025-06-13,2026-09-11,66,18.86,27.09,18.41,1.47,-0.25,-0.58,False,0.0735,0.0986,0.53,0.0579,0.05,False,-0.073,43.5,1,65,0.0245,0.0195,0.33,0.79,1.27,0.0,False,2026-09-11,0.05025394279604378,0.07034062586541134,-0.02008668306936756,0.04976056631272119,48000000.0,0.059811656910155254,2026-06-30,301000000.0,0.48,0.0666666666666666,-9.434,False,True,Consumer Cyclical,Auto Parts,1508673536.0,,0.1001,,,
ADNT,2.0,2025-05-09,2026-09-11,71,18.86,27.09,14.67,1.85,0.04,-0.67,False,0.076,0.1225,0.761,0.0519,0.34,False,-0.073,43.5,1,70,0.0245,0.0195,0.32,0.79,1.46,0.0,True,2026-09-11,0.05025394279604378,0.07034062586541134,-0.02008668306936756,0.04976056631272119,48000000.0,0.059811656910155254,2026-06-30,301000000.0,0.48,0.0666666666666666,-9.434,False,True,Consumer Cyclical,Auto Parts,1508673536.0,,0.1001,,,
ADUS,1.5,2024-03-01,2026-09-11,133,118.52,133.87,89.83,1.49,-0.26,-0.2,True,0.0702,0.102,0.609,0.0495,0.65,True,0.188,62.1,1,77,0.0151,0.0284,0.22,1.43,1.42,0.02,False,2026-09-11,0.08005311309712893,0.07670235825032279,0.0033507548468061366,0.15880061094968778,105306000.0,0.32208406086636265,2026-06-30,153061000.0,1.56,0.046979865771812124,3.3113,False,True,Healthcare,Medical Care Facilities,2186573824.0,,0.0578,,,
AEBI,2.0,2025-07-04,2026-09-11,63,11.99,15.55,9.37,1.66,0.17,,,0.0662,0.1148,0.746,,0.42,True,0.112,44.8,1,24,0.0234,0.0291,0.35,1.36,,0.03,False,2026-09-11,0.7872925690296426,1.3327839124188356,-0.545491343389193,1.031460480663422,21370853.0,0.1959920065752365,2026-06-30,1901560.0,0.14,0.7500000000000001,7.6923,False,True,Industrials,Farm & Heavy Construction Machinery,935895232.0,,0.1651,,,
AEIS,1.5,2026-02-06,2026-09-11,32,273.74,388.79,272.82,1.43,-0.29,0.04,True,0.0724,0.1056,0.562,0.0628,0.01,False,-0.104,44.4,0,2,0.0497,0.0692,0.69,0.71,1.15,0.0,False,2026-09-11,0.30033975084937703,0.26297577854671284,0.037363972302664195,0.2458122417039592,219400000.0,0.4112523950531266,2026-06-30,86700000.0,2.28,0.5199999999999999,23.2432,False,True,Industrials,Electrical Equipment & Parts,11504488448.0,,0.0595,,,
AEM,2.0,2025-08-08,2026-09-11,58,196.68,249.98,131.83,1.9,0.25,0.05,True,0.1045,0.1476,0.69,0.0513,0.55,False,-0.088,55.7,0,56,0.0726,0.1283,0.69,1.33,2.04,0.02,False,2026-09-11,0.31609298104009764,0.6609307492602039,-0.34483776822010626,0.4931552585987624,5833291736.0,0.6217160538268598,2026-06-30,4501921221.0,3.05,0.5721649484536082,5.5363,False,True,Basic Materials,Gold,101455265792.0,,0.0153,,,
AEO,1.5,2026-03-06,2026-09-11,28,14.53,19.27,14.53,1.33,-0.19,-0.47,False,0.0401,0.06,0.75,0.0932,0.0,False,-0.006,39.2,0,0,0.036,0.039,0.9,0.92,0.43,0.04,True,2026-09-11,0.07533059380294849,0.09699531662565763,-0.021664722822709148,0.08205694284090703,336858000.0,0.44897871955084667,2026-07-31,168484000.0,0.79,0.7555555555555555,276.1905,False,True,Consumer Cyclical,Apparel Retail,2516951552.0,,0.1363,,,
AEO,2.0,2025-09-05,2026-09-11,54,14.53,27.32,14.04,1.95,-0.26,-0.41,False,0.061,0.1889,0.352,0.0652,0.04,False,-0.006,39.2,0,48,0.036,0.039,0.59,0.78,0.94,0.04,False,2026-09-11,0.07533059380294849,0.09699531662565763,-0.021664722822709148,0.08205694284090703,336858000.0,0.44897871955084667,2026-07-31,168484000.0,0.79,0.7555555555555555,276.1905,False,True,Consumer Cyclical,Apparel Retail,2516951552.0,,0.1363,,,
AERO,1.5,2026-03-06,2026-09-11,28,15.2,18.34,12.36,1.48,0.19,,,0.0438,0.0852,0.679,,0.47,True,0.035,41.9,0,25,0.0307,0.0495,0.7,0.84,,0.0,False,2026-09-11,0.11193726521221925,0.14003356717895699,-0.028096301966737736,0.046303344431188886,215374657.0,0.12237998647734956,2026-06-30,575227459.0,-0.4,,-8.1081,False,True,Industrials,Airlines,2190010112.0,,0.0077,,,
AES,2.0,2024-06-07,2026-09-11,119,14.8,18.05,9.17,1.97,0.05,-0.62,False,0.097,0.1578,0.706,0.0595,0.63,True,0.033,59.6,3,82,0.0031,0.0058,0.03,0.76,1.63,0.07,False,2026-09-11,0.1985989492119089,0.086807928913192,0.1117910202987169,0.0849401595744681,1908000000.0,0.2022209234365868,2026-06-30,-1720000000.0,0.51,0.0,-31.0811,False,False,Utilities,Utilities - Diversified,10547602432.0,,0.0246,,,
AESI,2.0,2026-01-02,2026-09-11,37,13.87,19.07,9.63,1.98,0.31,-0.58,False,0.1142,0.1901,0.459,0.0795,0.45,False,-0.14,50.9,0,28,0.0599,0.075,0.52,1.03,1.44,0.03,False,2026-09-11,0.015595338718840557,-0.10755701617320412,0.12315235489204468,-0.08109452436622178,-118325000.0,0.05918588707201768,2026-06-30,-184122000.0,-0.18,,-50.0,False,False,Energy,Oil & Gas Equipment & Services,1768663040.0,,0.2731,,,
AEXA,1.5,2025-09-26,2026-09-11,51,11.38,11.85,10.61,1.12,0.3,,,0.0168,0.0241,0.706,,0.62,True,0.03,52.6,2,50,0.0109,0.0121,0.65,0.4,,0.06,False,2026-09-11,,,,,8072225.0,,2026-06-30,-728431.0,0.0571,,,True,False,Financial Services,Shell Companies,558906048.0,,0.0065,,,
AEXA,2.0,2025-09-26,2026-09-11,51,11.38,11.85,10.61,1.12,0.3,,,0.0168,0.0241,0.706,,0.62,True,0.03,52.6,2,50,0.0109,0.0121,0.65,0.4,,0.06,False,2026-09-11,,,,,8072225.0,,2026-06-30,-728431.0,0.0571,,,True,False,Financial Services,Shell Companies,558906048.0,,0.0065,,,
AFRM,2.0,2025-09-26,2026-09-11,51,67.99,84.58,42.53,1.99,0.08,-0.54,True,0.0783,0.1598,0.529,0.1008,0.61,True,0.274,47.7,2,24,0.0461,0.045,0.59,0.69,0.78,0.0,False,2026-09-11,0.24333051504021497,0.3264205104107343,-0.08308999537051931,0.297848816419495,1929793000.0,0.6938511998061809,2026-06-30,993090000.0,4.62,7.771596734383901,1300.0,False,True,Financial Services,Credit Services,24105375744.0,,0.0532,,,
AG,1.5,2026-03-13,2026-09-11,27,20.15,22.52,15.02,1.5,-0.33,-0.53,True,0.0796,0.1053,0.556,0.1105,0.68,False,-0.088,53.4,0,6,0.0656,0.0939,0.82,0.88,0.72,0.0,False,2026-09-11,0.5695436035750172,0.9108967893264821,-0.3413531857514649,0.9798172982975664,347144465.0,0.6421507632990693,2026-06-30,695503920.0,0.21,4.249999999999999,-16.0,False,True,Basic Materials,Silver,9641248768.0,,0.0688,,,
AG,2.0,2026-03-06,2026-09-11,28,20.15,25.79,15.02,1.72,-0.33,-0.53,True,0.0836,0.1195,0.714,0.1061,0.48,False,-0.088,53.4,0,6,0.0656,0.0939,0.78,0.88,0.79,0.0,False,2026-09-11,0.5695436035750172,0.9108967893264821,-0.3413531857514649,0.9798172982975664,347144465.0,0.6421507632990693,2026-06-30,695503920.0,0.21,4.249999999999999,-16.0,False,True,Basic Materials,Silver,9641248768.0,,0.0688,,,
AGCO,1.5,2025-05-02,2026-09-11,72,121.93,139.71,93.69,1.49,0.34,-0.27,True,0.0441,0.0825,0.639,0.0475,0.61,False,-0.008,55.1,1,71,0.0773,0.0603,1.75,1.24,0.93,0.01,False,2026-09-11,-0.009601518026565503,0.1425993660082907,-0.1522008840348562,0.01740053676232045,533400000.0,0.2474997126106449,2026-06-30,330300000.0,1.43,0.059259259259259144,-7.1429,False,True,Industrials,Farm & Heavy Construction Machinery,8480842240.0,,0.0633,,,
AGI,2.0,2025-08-22,2026-09-11,56,35.67,54.02,27.8,1.94,0.09,-0.06,True,0.1071,0.1627,0.536,0.0564,0.3,False,-0.21,49.4,0,6,0.0673,0.1077,0.63,1.07,1.9,0.02,False,2026-09-11,0.32134564582382463,0.7670710870870872,-0.4457254412632625,0.46479629020492075,1167104226.0,0.5923245244600118,2026-06-30,315521460.0,0.59,0.7352941176470587,13.4615,False,True,Basic Materials,Gold,15036272640.0,,0.0116,,,
AGIO,2.0,2024-12-13,2026-09-11,92,33.64,43.65,24.46,1.78,-0.1,-0.6,True,0.118,0.146,0.543,0.0856,0.48,True,0.183,51.6,2,38,0.0117,0.0407,0.1,1.42,1.38,0.03,False,2026-09-11,2.592533119229225,1.3774925509970206,1.2150405682322045,1.405822629969419,-411286000.0,0.9330427980779975,2026-06-30,-365252000.0,-1.69,0.12435233160621761,9.1398,False,False,Healthcare,Biotechnology,2005983104.0,,0.1275,,,
AGMB,2.0,2026-02-06,2026-09-11,32,13.94,16.02,9.61,1.67,-0.02,,,0.1069,0.1376,0.531,,0.68,True,0.203,57.0,0,13,0.0404,0.0486,0.38,1.0,,0.0,False,2026-09-11,,,,,,,2025-12-31,-52413000.0,-0.4156,,,False,,Healthcare,Biotechnology,643178560.0,,0.0216,,,
AGO,1.5,2023-11-03,2026-09-11,150,73.07,91.77,61.99,1.48,0.24,-0.0,False,0.052,0.0754,0.66,0.0334,0.37,True,0.005,39.3,2,148,0.013,0.0388,0.25,1.07,1.56,0.03,False,2026-09-11,-0.2913669064748201,-0.19692307692307698,-0.09444382955174313,-0.13604766633565046,351000000.0,0.9796954314720813,2026-06-30,324000000.0,1.23,0.2178217821782178,-25.9036,False,True,Financial Services,Insurance - Specialty,3207403776.0,,0.0768,,,
AGRO,2.0,2025-12-26,2026-09-11,38,12.33,15.09,7.69,1.96,0.26,-0.3,True,0.1582,0.188,0.5,0.0421,0.63,False,-0.216,58.5,0,36,0.0844,0.0655,0.53,1.0,3.76,0.0,False,2026-09-11,0.38979009369765505,0.22480077172156587,0.16498932197608918,0.0621502200796884,50016000.0,0.3261646186729929,2026-06-30,47717250.0,0.13,1.9285714285714286,-35.0,True,True,Consumer Defensive,Farm Products,1698504832.0,,0.0393,,,
AGX,2.0,2026-02-13,2026-09-11,31,396.33,764.83,396.33,1.93,0.1,0.01,True,0.1755,0.1905,0.484,0.0898,0.0,False,-0.096,35.8,0,0,0.0981,0.1206,0.56,0.82,1.95,0.03,False,2026-09-11,0.6150885620186504,0.5023959516678715,0.11269261035077882,0.29020778924621426,179314000.0,0.19328812217430255,2026-07-31,545701000.0,3.76,0.5039999999999999,40.2985,False,True,Industrials,Engineering & Construction,5804706816.0,,0.0784,,,
AGYS,2.0,2025-12-19,2026-09-11,39,105.47,121.49,62.19,1.95,0.19,-0.55,True,0.2052,0.2057,0.359,0.0579,0.73,True,0.447,54.8,0,22,0.0388,0.0315,0.19,1.19,3.54,0.03,False,2026-09-11,0.14348875122269322,0.1167869452822059,0.026701805940487322,0.1437910986297859,42893000.0,0.6347958985822963,2026-06-30,80441000.0,0.34,0.030303030303030328,36.0,False,True,Technology,Software - Application,2947222784.0,,0.0724,,,
AHRT,1.5,2025-03-14,2026-09-11,79,6.33,7.12,5.04,1.41,0.1,-0.52,False,0.0429,0.0657,0.633,0.028,0.62,True,0.127,44.3,1,24,0.029,0.026,0.68,0.75,1.53,0.01,False,2026-09-11,-0.48135061243424104,-0.5438995684582189,0.06254895602397781,-0.6302129655769684,-49222000.0,-0.009381898454746136,2026-06-30,52888000.0,0.14,1.8,7.6923,False,False,Real Estate,REIT - Diversified,606146176.0,,0.0517,,,
AI,1.5,2026-02-13,2026-09-11,31,10.47,10.9,7.76,1.4,0.35,-0.81,False,0.0805,0.0968,0.484,0.0774,0.86,True,0.043,51.1,0,24,0.0234,0.0604,0.29,1.0,1.04,0.03,True,2026-09-11,-0.2545651214756408,-0.5253994095085677,0.27083428803292686,-0.3754917979919592,-446413000.0,0.31826252983293557,2026-07-31,-154334000.0,-0.6,-0.6216216216216216,6.25,False,False,Technology,Software - Infrastructure,1694619648.0,,0.3149,,,
AII,2.0,2025-05-09,2026-09-11,71,25.41,26.32,15.56,1.69,0.37,,,0.086,0.1359,0.493,,0.92,True,0.176,71.1,1,69,0.0604,0.0803,0.7,1.98,,0.04,False,2026-09-11,0.5459402139626035,0.26493336671952816,0.28100684724307534,0.29285475317923293,88088000.0,0.7121584426635177,2026-06-30,168116000.0,1.78,-0.03260869565217394,119.7531,False,True,Financial Services,Insurance - Property & Casualty,508057600.0,,0.0142,,,
AJG,1.5,2025-10-17,2026-09-11,48,243.31,277.43,197.66,1.4,-0.19,-0.42,False,0.0692,0.0943,0.542,0.0306,0.57,True,0.185,51.3,0,18,0.0177,0.0137,0.26,0.77,2.26,0.02,False,2026-09-11,0.242858917039245,0.2764929978000752,-0.03363408076083019,0.26329885333974823,1568700000.0,0.8091431426430178,2026-06-30,2286900000.0,2.84,0.21888412017167372,0.0,False,True,Financial Services,Insurance Brokers,61603868672.0,,0.0264,,,
AKR,1.5,2024-06-28,2026-09-11,116,19.92,24.15,16.61,1.45,-0.0,0.04,True,0.0615,0.0814,0.698,0.0389,0.44,True,0.02,42.7,5,115,0.0183,0.019,0.3,1.21,1.58,0.02,False,2026-09-11,-0.05138579608716398,-0.013429890606739825,-0.03795590548042416,0.04693769183945706,54840000.0,0.6879787891808055,2026-06-30,69492999.0,0.31,4.166666666666667,3.3333,False,True,Real Estate,REIT - Retail,2882385408.0,,0.1998,,,
ALB,2.0,2025-11-14,2026-09-11,44,121.7,202.32,113.83,1.78,-0.13,-0.21,False,0.1325,0.1603,0.545,0.0723,0.09,False,-0.265,41.2,0,43,0.0626,0.0477,0.47,0.78,1.83,0.0,True,2026-09-11,0.3107695384633893,0.32673062297505484,-0.015961084511665558,0.1831714557050499,224177000.0,0.33860872947084086,2026-06-30,1342372000.0,3.75,33.09090909090909,11.9403,False,True,Basic Materials,Specialty Chemicals,13867954176.0,,0.0006,,,
ALGT,2.0,2025-10-17,2026-09-11,48,76.07,118.67,62.18,1.91,0.32,-0.4,True,0.0982,0.16,0.646,0.0758,0.25,True,0.152,41.1,0,45,0.0798,0.1319,0.81,1.07,1.3,0.02,True,2026-09-11,0.3685986329824886,0.04771740902965926,0.32088122395282936,0.12243562669124053,25985000.0,0.614266181941515,2026-06-30,116686000.0,2.19,0.7804878048780488,72.4409,False,True,Industrials,Airlines,2139726080.0,,0.0885,,,
ALH,1.5,2025-10-10,2026-09-11,49,21.14,27.77,19.34,1.44,0.19,,,0.0692,0.0903,0.592,,0.21,True,0.059,36.6,0,25,0.0609,0.0327,0.88,1.03,,0.04,False,2026-09-11,0.1395303534956982,0.09578179185929203,0.04374856163640617,0.11889982408146738,179077000.0,0.3984184748980084,2026-06-30,256183000.0,0.41,0.5769230769230768,17.1429,False,True,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4295832064.0,,0.083,,,
ALH,2.0,2025-10-10,2026-09-11,49,21.14,27.77,19.34,1.44,0.19,,,0.0692,0.0903,0.592,,0.21,True,0.059,36.6,0,25,0.0609,0.0327,0.88,1.03,,0.04,False,2026-09-11,0.1395303534956982,0.09578179185929203,0.04374856163640617,0.11889982408146738,179077000.0,0.3984184748980084,2026-06-30,256183000.0,0.41,0.5769230769230768,17.1429,False,True,Consumer Cyclical,"Furnishings, Fixtures & Appliances",4295832064.0,,0.083,,,
ALHC,2.0,2025-08-01,2026-09-11,59,12.76,23.81,12.76,1.87,0.04,-0.35,True,0.1251,0.1585,0.644,0.0805,0.0,False,-0.048,36.4,0,0,0.0439,0.1407,0.35,1.18,1.55,0.0,False,2026-09-11,0.3155213102095169,0.3325648483383894,-0.017043538128872493,0.3721446185040651,40699000.0,0.1354840738436382,2026-06-30,205549000.0,0.17,0.21428571428571425,30.7692,False,True,Healthcare,Healthcare Plans,2615757312.0,,0.1131,,,
ALK,1.5,2026-02-20,2026-09-11,30,40.11,53.86,36.16,1.49,0.19,-0.52,False,0.089,0.1149,0.533,0.0667,0.22,True,0.137,43.0,0,24,0.0613,0.0826,0.69,0.77,1.33,0.0,False,2026-09-11,0.09746220302375819,0.05196047178833285,0.045501731235425336,0.09786569495054653,-175000000.0,0.8932349323493235,2026-06-30,-350000000.0,-0.92,-1.5168539325842698,5.1546,False,False,Industrials,Airlines,4593584640.0,,0.1137,,,
ALK,2.0,2025-02-21,2026-09-11,82,40.11,72.28,36.16,2.0,-0.33,-0.52,False,0.0773,0.1474,0.659,0.0489,0.11,True,0.137,43.0,2,24,0.0613,0.0826,0.79,0.7,1.58,0.02,False,2026-09-11,0.09746220302375819,0.05196047178833285,0.045501731235425336,0.09786569495054653,-175000000.0,0.8932349323493235,2026-06-30,-350000000.0,-0.92,-1.5168539325842698,5.1546,False,False,Industrials,Airlines,4593584640.0,,0.1137,,,
ALKT,1.5,2026-01-16,2026-09-11,35,19.06,21.19,14.68,1.44,0.17,-0.64,False,0.0622,0.0969,0.543,0.0671,0.67,True,0.114,51.7,0,12,0.0335,0.0631,0.54,0.89,0.93,0.0,True,2026-09-11,0.15871103615059923,0.2892931977308735,-0.13058216158027425,0.27051336598729825,-45108000.0,0.5684744770647855,2026-06-30,65099000.0,-0.01,-1.1428571428571428,-200.0,False,False,Technology,Software - Application,2193380096.0,,0.0865,,,
ALLT,2.0,2025-04-18,2026-09-11,74,7.47,10.84,5.73,1.89,-0.1,-0.37,True,0.1117,0.154,0.635,0.0898,0.34,True,0.075,46.1,2,73,0.0203,0.0231,0.18,0.5,1.24,0.0,False,2026-09-11,0.1532576608041245,0.14146868250539968,0.011788978298724828,0.14277023767070118,10242000.0,0.7127302880628763,2026-06-30,28962000.0,0.06,1.0,50.0,False,True,Technology,Software - Infrastructure,371356768.0,,0.0416,,,
