ticker,R,start,asof,base_len,close,base_hi,base_lo,range_ratio,drift,prior_dd,above_ma200,mad_med,cv,mid_share,pre_vol,pos_now,ma_now,slope_now,rsi_now,hl_now,wk_since_low_now,mad_tail8,mad_tail13,contr8,vol_dry8,rel_tight,zero_wk_share,spring,date,rev_yoy,rev_yoy_prev,rev_accel,rev_ttm_yoy,ni_ttm,gm,q_date,fcf_ttm,eps_actual,eps_yoy,surprise_pct,eps_turn_pos,quality,sector,industry,mkt_cap,short_ratio,short_pct_float,shares_short,shares_short_prior,short_chg_mom
HNRG,2.0,2025-04-11,2026-09-11,75,15.6,22.3,13.36,1.67,-0.02,-0.08,True,0.1084,0.1161,0.72,0.118,0.25,False,-0.042,46.0,0,74,0.0452,0.0347,0.42,0.9,0.92,0.0,False,2026-09-11,-0.013451389361350596,-0.14951565113297738,0.13606426177162678,0.07270579774681551,-912000.0,0.05435200236441554,2026-06-30,-50462000.0,-0.32,-2.6842105263157894,-166.6667,False,False,Utilities,Utilities - Independent Power Producers,723179072.0,,0.0911,,,
HOG,2.0,2024-10-04,2026-09-11,102,26.96,34.41,17.44,1.97,-0.32,-0.63,False,0.083,0.145,0.706,0.0506,0.56,True,0.15,58.3,1,25,0.0322,0.0365,0.39,0.98,1.64,0.04,False,2026-09-11,-0.15588272646733448,-0.1178731110006026,-0.03800961546673187,-0.08087138747926914,201819000.0,0.2512135834336345,2026-06-30,-133068000.0,0.75,-0.14772727272727273,20.9677,False,False,Consumer Cyclical,Recreational Vehicles,2900500736.0,,0.2308,,,
HOOD,2.0,2025-11-07,2026-09-11,45,113.33,131.95,66.02,2.0,-0.24,-0.56,True,0.1928,0.1968,0.511,0.1044,0.72,True,0.321,57.0,1,24,0.0743,0.0812,0.39,0.76,1.85,0.02,False,2026-09-11,-0.45904954499494444,0.15102481121898603,-0.6100743562139305,0.1659657975890103,2072000000.0,0.6130841121495327,2026-06-30,-638000000.0,0.62,0.4761904761904762,40.9091,False,False,Financial Services,Capital Markets,101209694208.0,,0.0454,,,
HOV,2.0,2024-12-06,2026-09-11,93,113.29,169.94,89.93,1.89,0.0,-0.61,False,0.1081,0.1394,0.613,0.1077,0.29,True,0.198,44.6,2,74,0.0389,0.0215,0.36,1.36,1.0,0.01,False,2026-09-11,-0.11845992233160085,-0.027424319454135704,-0.09103560287746515,-0.10096694121449601,18107000.0,0.13120726153602005,2026-07-31,197785000.0,-0.7,-1.191780821917808,-25.0,False,True,Consumer Cyclical,Residential Construction,690870464.0,,0.0932,,,
HQY,1.5,2025-06-13,2026-09-11,66,94.55,105.41,73.88,1.43,-0.16,-0.34,True,0.0508,0.0862,0.682,0.0513,0.66,True,0.147,51.8,2,30,0.0396,0.0174,0.78,0.85,0.99,0.05,False,2026-09-11,0.0764098393358601,0.07192815949510956,0.004481679840750541,0.0734438833408988,236494000.0,0.7354732388262263,2026-07-31,471668000.0,1.04,-0.03703703703703707,5.0505,False,True,Healthcare,Health Information Services,7962174464.0,,0.0725,,,
HRI,2.0,2025-02-21,2026-09-11,82,142.04,177.67,90.13,1.97,0.27,-0.6,True,0.1026,0.1385,0.756,0.0647,0.59,True,0.268,49.1,1,23,0.0576,0.0521,0.56,1.03,1.59,0.02,False,2026-09-11,0.20159680638722555,0.3228803716608595,-0.12128356527363393,0.28499603069595136,49000000.0,0.3131229235880399,2026-06-30,93000000.0,1.43,-0.2352941176470589,88.1579,False,True,Industrials,Rental & Leasing Services,4712496640.0,,0.0873,,,
HRMY,2.0,2023-11-03,2026-09-11,150,41.1,42.25,23.78,1.78,0.18,-0.61,True,0.0746,0.1067,0.793,0.0725,0.94,True,0.233,65.7,2,148,0.049,0.0521,0.66,1.39,1.03,0.01,False,2026-09-11,0.30321364264373596,0.16593678444024618,0.13727685820348978,0.24254297908034284,181270000.0,0.7581215554194733,2026-06-30,354899000.0,1.28,0.3913043478260869,31.9588,False,True,Healthcare,Biotechnology,2417975040.0,,0.1185,,,
HROW,1.5,2026-03-06,2026-09-11,28,36.58,46.65,31.21,1.49,0.35,-0.46,True,0.0736,0.096,0.714,0.0854,0.35,True,0.126,45.6,0,17,0.0357,0.0492,0.49,0.75,0.86,0.0,False,2026-09-11,0.10854695491198885,-0.07585038991449056,0.1843973448264794,0.21054550406086237,-37226000.0,0.7127411160328895,2026-06-30,5686000.0,-0.34,-2.416666666666667,-47.8261,False,False,Healthcare,Drug Manufacturers - Specialty & Generic,1292580992.0,,0.2012,,,
HROW,2.0,2025-05-30,2026-09-11,68,36.58,54.18,28.11,1.93,0.18,-0.51,True,0.0969,0.1467,0.691,0.116,0.32,True,0.126,45.6,1,67,0.0357,0.0492,0.37,0.81,0.84,0.0,False,2026-09-11,0.10854695491198885,-0.07585038991449056,0.1843973448264794,0.21054550406086237,-37226000.0,0.7127411160328895,2026-06-30,5686000.0,-0.34,-2.416666666666667,-47.8261,False,False,Healthcare,Drug Manufacturers - Specialty & Generic,1292580992.0,,0.2012,,,
HSAI,2.0,2025-04-25,2026-09-11,73,17.4,29.05,14.6,1.99,-0.22,-0.26,True,0.125,0.1756,0.589,0.1423,0.19,False,-0.186,45.6,0,7,0.0559,0.0599,0.45,0.6,0.88,0.0,False,2026-09-11,0.2186319699655146,0.29554998838763225,-0.07691801842211765,0.3398016351749291,498208000.0,0.4010666486994483,2026-06-30,,0.01,-0.96875,-97.6744,False,,Consumer Cyclical,Auto Parts,21761052672.0,,0.0652,,,
HSTM,1.5,2025-05-09,2026-09-11,71,28.88,29.38,19.83,1.48,-0.16,-0.41,True,0.0844,0.1148,0.394,0.0272,0.95,True,0.255,63.8,0,22,0.0089,0.0155,0.11,1.09,3.1,0.0,False,2026-09-11,0.12549061777514914,0.10502823705518138,0.020462380719967754,0.08775418260159684,21200000.0,0.6534658195194191,2026-06-30,48848000.0,0.23,0.2777777777777779,35.2941,False,True,Healthcare,Health Information Services,851175168.0,,0.0693,,,
HSY,1.5,2025-06-06,2026-09-11,67,174.34,232.65,155.82,1.49,0.2,-0.34,False,0.0374,0.086,0.627,0.0338,0.24,False,-0.079,43.7,0,66,0.0207,0.0193,0.55,0.72,1.11,0.0,False,2026-09-11,0.06600635326639437,0.10648961884124963,-0.040483265574855265,0.0769126027397018,1489107000.0,0.453236207291198,2026-06-30,2544694000.0,1.9,0.5702479338842975,31.0345,False,True,Consumer Defensive,Confectioners,34824437760.0,,0.0733,,,
HTGC,1.5,2023-12-22,2026-09-11,143,17.39,17.7,12.18,1.45,0.31,-0.02,True,0.0587,0.0841,0.622,0.044,0.94,True,0.111,65.7,1,142,0.0262,0.0505,0.45,1.43,1.33,0.03,False,2026-09-11,0.22864776350943727,0.038125642551809946,0.19052212095762733,0.33879038235518233,383196000.0,0.979759718396082,2026-06-30,8425000.0,0.5,0.0,0.0,False,True,Financial Services,Asset Management,3258525184.0,,0.0473,,,
HTHT,1.5,2025-09-12,2026-09-11,53,43.01,53.18,35.5,1.5,0.25,-0.06,True,0.0743,0.104,0.66,0.0562,0.42,False,-0.098,47.6,0,52,0.0449,0.0151,0.6,0.91,1.32,0.04,False,2026-09-11,0.1081543728602552,0.10467761334569037,0.003476759514564831,0.09020329416124517,5014868884.0,0.42817020081449236,2026-06-30,7904448989.0,0.7,-0.8349056603773585,7.6923,False,True,Consumer Cyclical,Lodging,13118965760.0,,0.0469,,,
HUBG,1.5,2025-10-17,2026-09-11,48,35.67,51.22,34.2,1.5,0.27,-0.32,False,0.0853,0.1044,0.604,0.0435,0.09,True,0.079,38.8,0,26,0.1071,0.0816,1.26,1.29,1.96,0.0,False,2026-09-11,,,,,,,2025-09-30,113420000.0,0.44,0.0,4.7619,False,,Industrials,Integrated Freight & Logistics,2203972608.0,,0.0829,,,
HUBS,1.5,2026-03-20,2026-09-11,26,223.55,260.68,176.03,1.48,0.07,-0.78,False,0.083,0.1035,0.577,0.0765,0.56,True,0.001,46.5,0,12,0.0566,0.0736,0.68,1.06,1.08,0.0,False,2026-09-11,0.19829247199901157,0.23364984589791593,-0.035357373898904365,0.21091947686402124,146854000.0,0.8235472832167066,2026-06-30,767232000.0,1.12,-0.48858447488584467,57.7465,False,True,Technology,Software - Application,11534801920.0,,0.0725,,,
HUN,2.0,2025-03-21,2026-09-11,78,9.53,15.65,7.95,1.97,0.13,-0.69,False,0.1062,0.1679,0.654,0.0368,0.2,False,-0.223,40.8,0,48,0.0299,0.0748,0.28,0.45,2.89,0.01,False,2026-09-11,0.14060356652949246,0.007092198581560183,0.13351136794793228,0.006484641638225153,-171000000.0,0.14732411304870716,2026-06-30,-9000000.0,-0.2,0.0,-433.3333,False,False,Basic Materials,Chemicals,1673112064.0,,0.0808,,,
HURN,2.0,2026-01-23,2026-09-11,34,149.43,171.34,90.56,1.89,-0.1,-0.51,True,0.1541,0.172,0.471,0.0485,0.73,True,0.099,57.7,0,12,0.0192,0.0817,0.12,1.06,3.18,0.03,False,2026-09-11,0.18021391038620638,0.14171952791326548,0.0384943824729409,0.1627781186061228,115555000.0,0.32510599062819706,2026-06-30,161002000.0,2.46,0.3015873015873016,15.493,False,True,Industrials,Consulting Services,2385396992.0,,0.0409,,,
HWKN,1.5,2025-10-10,2026-09-11,49,122.63,170.23,118.99,1.43,-0.17,-0.35,True,0.0821,0.0942,0.551,0.0483,0.07,False,-0.128,39.3,0,3,0.0326,0.0592,0.4,0.86,1.7,0.04,False,2026-09-11,0.07638983605662997,0.08394002886049945,-0.007550192803869482,0.09317331867992862,80627000.0,0.23444048467569495,2026-06-30,91689000.0,1.35,-0.05594405594405584,-4.2553,False,True,Basic Materials,Specialty Chemicals,2589975552.0,,0.0736,,,
HY,1.5,2025-08-01,2026-09-11,59,34.04,39.41,26.97,1.46,0.07,-0.63,False,0.049,0.0845,0.695,0.0548,0.57,False,-0.019,49.1,1,42,0.0211,0.041,0.43,1.14,0.89,0.0,False,2026-09-11,-0.1502195274932051,-0.12653778558875217,-0.023681741904452935,-0.11142611248924217,-116700000.0,0.15696887686062247,2026-06-30,14800000.0,-1.64,-1.0759493670886073,20.0,False,False,Industrials,Farm & Heavy Construction Machinery,602640320.0,,0.0614,,,
IA,2.0,2025-12-19,2026-09-11,39,18.8,28.66,16.28,1.76,-0.2,-0.08,True,0.0904,0.1502,0.436,0.1016,0.2,False,-0.064,48.4,1,17,0.0542,0.0271,0.6,0.63,0.89,0.0,False,2026-09-11,0.10715125290579786,0.019548268447782347,0.08760298445801551,,19093790.0,0.5165186223946515,2026-06-30,14290763.0,0.33,1.4087591240875912,60.9756,False,True,Industrials,Aerospace & Defense,341516192.0,,0.0485,,,
IAG,1.5,2026-03-13,2026-09-11,27,20.09,21.14,14.14,1.5,0.05,-0.42,True,0.0853,0.1132,0.556,0.0849,0.85,False,-0.007,57.9,0,8,0.0693,0.1315,0.81,0.88,1.0,0.0,False,2026-09-11,0.4376660767774143,1.159086145462167,-0.7214200686847527,0.8694151433801098,1156596734.0,0.47345081057908667,2026-06-30,1580718720.0,0.42,2.2307692307692304,0.0,False,True,Basic Materials,Gold,11568459776.0,,0.0281,,,
IAG,2.0,2025-11-07,2026-09-11,45,20.09,24.57,12.68,1.94,0.13,-0.05,True,0.104,0.1466,0.689,0.0743,0.62,False,-0.007,57.9,0,44,0.0693,0.1315,0.67,0.83,1.4,0.0,False,2026-09-11,0.4376660767774143,1.159086145462167,-0.7214200686847527,0.8694151433801098,1156596734.0,0.47345081057908667,2026-06-30,1580718720.0,0.42,2.2307692307692304,0.0,False,True,Basic Materials,Gold,11568459776.0,,0.0281,,,
IBCP,1.5,2024-07-12,2026-09-11,114,37.15,38.31,26.33,1.45,0.39,0.05,True,0.0596,0.0797,0.746,0.0421,0.9,True,0.099,58.8,3,113,0.0102,0.0242,0.17,1.76,1.42,0.01,False,2026-09-11,0.08248179007493572,-0.0014987488123753279,0.08398053888731105,0.01408405507831434,71754000.0,0.7324272643655904,2026-06-30,34716000.0,0.9,0.09756097560975618,5.8824,False,True,Financial Services,Banks - Regional,763736000.0,,0.0332,,,
IBEX,1.5,2025-10-03,2026-09-11,50,37.26,39.17,26.4,1.48,-0.25,-0.37,True,0.0855,0.1121,0.44,0.0741,0.85,True,0.184,58.8,1,24,0.031,0.0545,0.36,1.1,1.15,0.0,False,2026-09-11,0.11642811510282858,0.16819434970441116,-0.051766234601582584,0.15369362301239708,46331000.0,0.23775027546280794,2026-06-30,31194000.0,0.67,-0.2298850574712643,-21.1765,False,True,Technology,Information Technology Services,528489632.0,,0.0346,,,
IBM,1.5,2024-11-22,2026-09-11,95,234.02,303.07,209.94,1.44,0.25,-0.05,True,0.0832,0.1106,0.516,0.0295,0.26,False,-0.016,45.9,0,87,0.0042,0.0498,0.05,1.02,2.82,0.07,False,2026-09-11,0.010897096071155188,0.09462898012516341,-0.08373188405400822,0.07899996876854365,10725000000.0,0.5772637221769025,2026-06-30,13631000000.0,2.93,0.046428571428571555,0.0,False,True,Technology,Information Technology Services,229211865088.0,,0.0259,,,
IBN,1.5,2023-12-08,2026-09-11,145,28.85,33.84,23.27,1.45,0.39,-0.02,True,0.0608,0.0934,0.648,0.0236,0.53,True,0.114,49.9,1,142,0.0085,0.0124,0.14,0.97,2.58,0.03,False,2026-09-11,-0.17628412239160496,0.06102850734004095,-0.2373126297316459,-0.0073265098770265435,561942786000.0,0.6034326201141927,2026-06-30,,0.43,0.04878048780487809,7.5,False,,Financial Services,Banks - Regional,105476300800.0,,0.0112,,,
IBP,2.0,2025-06-27,2026-09-11,64,201.72,340.78,176.31,1.93,0.01,-0.32,True,0.1032,0.1454,0.703,0.064,0.15,False,-0.067,37.4,1,63,0.0283,0.0434,0.27,0.8,1.61,0.05,False,2026-09-11,0.023017230040773384,-0.03548481308411211,0.058502043124885494,0.002740282147569273,250700000.0,0.33286191823090766,2026-06-30,40200000.0,2.74,-0.024911032028469695,13.6929,False,True,Consumer Cyclical,Residential Construction,5429594112.0,,0.0994,,,
IBRX,1.5,2026-02-20,2026-09-11,30,7.72,9.78,6.92,1.41,-0.22,-0.24,True,0.0572,0.089,0.5,0.2108,0.28,True,0.047,53.3,1,14,0.0313,0.0466,0.55,0.63,0.27,0.0,False,2026-09-11,0.9390728476821193,1.676394018284192,-0.7373211706020728,1.9291872791519435,-992357000.0,0.994184231069477,2026-06-30,-365626000.0,-0.08,0.20000000000000004,11.1111,False,False,Healthcare,Biotechnology,8383304704.0,,0.3134,,,
IBRX,2.0,2026-01-16,2026-09-11,35,7.72,9.78,5.52,1.77,0.2,-0.4,True,0.0621,0.1206,0.8,0.0982,0.52,True,0.047,53.3,1,34,0.0313,0.0466,0.5,0.58,0.63,0.0,False,2026-09-11,0.9390728476821193,1.676394018284192,-0.7373211706020728,1.9291872791519435,-992357000.0,0.994184231069477,2026-06-30,-365626000.0,-0.08,0.20000000000000004,11.1111,False,False,Healthcare,Biotechnology,8383304704.0,,0.3134,,,
IBTA,2.0,2025-06-20,2026-09-11,65,40.16,40.16,20.54,1.96,0.17,-0.81,False,0.156,0.1943,0.492,0.1096,1.0,True,0.049,61.3,1,31,0.0234,0.0919,0.15,0.8,1.42,0.02,False,2026-09-11,0.0334305873600762,-0.02472391042164257,0.05815449778171877,-0.06645738348875418,-11021000.0,0.7841966143636466,2026-06-30,66234000.0,-0.19,-1.3877551020408163,-416.6667,False,False,Technology,Software - Application,955518720.0,,0.3009,,,
ICE,1.5,2024-01-26,2026-09-11,138,155.81,184.05,123.44,1.49,0.34,-0.05,True,0.0598,0.0975,0.609,0.0258,0.53,False,-0.043,53.2,2,137,0.0353,0.0729,0.59,1.15,2.32,0.05,False,2026-09-11,0.10698957694665845,0.13533601734283063,-0.02834644039617218,0.0693006213159153,4027000000.0,0.7382996399889228,2026-06-30,4848000000.0,1.9,0.04972375690607727,3.2609,False,True,Financial Services,Financial Data & Stock Exchanges,88363491328.0,,0.0107,,,
ICFI,2.0,2025-01-31,2026-09-11,85,85.75,115.3,60.9,1.89,-0.32,-0.64,False,0.0711,0.1259,0.776,0.0454,0.46,True,0.203,56.0,1,17,0.0246,0.0892,0.35,0.92,1.57,0.02,False,2026-09-11,-0.0034862597263496387,-0.10278127550664662,0.09929501578029698,-0.07891477141968395,88549000.0,0.3722673579279023,2026-06-30,198546000.0,1.86,0.12048192771084348,10.0592,False,True,Industrials,Consulting Services,1541417216.0,,0.0361,,,
ICL,1.5,2025-01-03,2026-09-11,89,5.72,7.0,4.67,1.5,-0.3,-0.3,True,0.0766,0.0968,0.629,0.0523,0.45,False,-0.051,54.4,1,28,0.0439,0.0492,0.57,1.05,1.46,0.0,False,2026-09-11,0.16539301310043664,0.14487832484436902,0.020514688256067615,0.10916151301596444,305000000.0,0.3110070257611241,2026-06-30,290951430.0,0.12,0.3333333333333333,9.0909,False,True,Basic Materials,Agricultural Inputs,7537795072.0,,0.0049,,,
ICUI,2.0,2024-02-09,2026-09-11,136,157.26,184.56,94.84,1.95,0.26,-0.61,True,0.1187,0.1629,0.662,0.0621,0.7,True,0.28,52.2,2,124,0.0646,0.0639,0.54,1.32,1.91,0.02,True,2026-09-11,0.005132400257986447,-0.12291674246157613,0.12804914271956258,-0.08984052292430278,30089000.0,0.4260653309962424,2026-06-30,152829000.0,2.01,0.21084337349397583,34.8993,False,True,Healthcare,Medical Instruments & Supplies,3913101312.0,,0.0686,,,
IDCC,1.5,2025-08-08,2026-09-11,58,346.44,375.98,251.45,1.5,-0.16,0.0,True,0.0864,0.1183,0.448,0.0482,0.76,True,0.021,59.5,1,15,0.0138,0.1233,0.16,0.75,1.79,0.0,False,2026-09-11,-0.13448615417370824,-0.024184468925023905,-0.11030168524868433,-0.11661199394118649,302175000.0,0.7916477687665757,2026-06-30,540334000.0,3.92,-0.3987730061349693,203.876,False,True,Technology,Software - Application,9035457536.0,,0.1287,,,
IDR,2.0,2025-08-08,2026-09-11,58,30.59,49.09,24.63,1.99,0.01,0.17,True,0.1148,0.1721,0.586,0.0937,0.24,False,-0.154,45.1,1,57,0.0328,0.0495,0.29,0.63,1.23,0.02,False,2026-09-11,0.13249241115535626,0.9897251315374411,-0.8572327203820849,0.667925364653738,22294349.0,0.5620145103558545,2026-06-30,-1455082.0,0.23,0.15,-4.1667,False,False,Basic Materials,Gold,489186912.0,,0.102,,,
IDT,1.5,2025-01-17,2026-09-11,87,69.42,69.45,46.45,1.5,0.28,-0.1,True,0.0704,0.1296,0.253,0.0456,1.0,True,0.24,78.5,0,78,0.0249,0.0576,0.35,1.38,1.54,0.03,False,2026-09-11,0.04545921155024257,0.05659158263254538,-0.011132371082302805,0.042364668080919765,81808000.0,0.3880201322086832,2026-04-30,55331000.0,0.94,0.09416831567919913,5.618,False,True,Communication Services,Telecom Services,1753482624.0,,0.0337,,,
IDXX,1.5,2025-05-30,2026-09-11,68,506.53,752.88,506.53,1.49,-0.2,-0.12,False,0.0888,0.1057,0.397,0.0352,0.0,False,-0.018,35.4,1,0,0.0133,0.0107,0.15,0.95,2.52,0.0,False,2026-09-11,0.0965589473048527,0.14261733707121294,-0.04605838976636023,0.12767320130321225,1139656000.0,0.6403884644311741,2026-06-30,1250594000.0,4.27,0.1763085399449035,8.1013,False,True,Healthcare,Diagnostics & Research,39760830464.0,,0.0304,,,
IDYA,1.5,2025-10-17,2026-09-11,48,37.45,40.11,28.19,1.42,0.33,-0.4,True,0.0812,0.0983,0.583,0.07,0.78,True,0.225,57.6,1,19,0.0479,0.0265,0.59,0.91,1.16,0.02,False,2026-09-11,inf,inf,,32.446714285714286,-175020000.0,1.0,2026-06-30,-190008000.0,-1.22,-0.38636363636363635,-3.3898,False,False,Healthcare,Biotechnology,3627039744.0,,0.1216,,,
IEP,1.5,2024-11-01,2026-09-11,98,6.88,7.95,5.71,1.39,0.13,-0.76,False,0.0392,0.0632,0.776,0.0627,0.52,True,0.001,50.8,2,74,0.0138,0.0145,0.35,0.85,0.63,0.02,False,2026-09-11,0.27366680446465486,0.08055693684733956,0.1931098676173153,0.10134787529581235,-517000000.0,0.06426484907497566,2026-06-30,-244000000.0,-0.52,-0.7333333333333335,-572.7273,False,False,Energy,Oil & Gas Refining & Marketing,4976405504.0,,0.1128,,,
IIIN,1.5,2026-02-27,2026-09-11,29,30.45,37.21,25.21,1.48,-0.08,-0.36,False,0.0685,0.0982,0.69,0.0494,0.44,True,0.069,48.8,0,20,0.0199,0.0199,0.29,0.9,1.39,0.0,True,2026-09-11,0.09880146314888316,0.07467508216313123,0.024126380985751927,0.1705587148466834,36379000.0,0.10171052165598328,2026-06-30,-11899000.0,0.46,-0.4320987654320988,2.2222,False,False,Industrials,Metal Fabrication,592555968.0,,0.0488,,,
IIPR,2.0,2024-12-20,2026-09-11,91,55.6,64.47,39.74,1.62,0.2,-0.62,False,0.082,0.1144,0.637,0.0443,0.64,True,0.124,49.2,1,57,0.0204,0.0425,0.25,1.19,1.85,0.01,False,2026-09-11,0.006741823154346349,-0.038007863695937116,0.044749686850283465,-0.08416613693757535,137807000.0,1.0,2026-06-30,196446000.0,1.83,1.127906976744186,8.284,False,True,Real Estate,REIT - Industrial,1550888320.0,,0.2055,,,
IMCR,1.5,2024-08-02,2026-09-11,111,33.58,39.5,26.59,1.49,0.03,-0.64,False,0.0661,0.0879,0.667,0.0656,0.54,True,0.147,52.1,0,74,0.0263,0.0441,0.4,1.17,1.01,0.02,False,2026-09-11,0.1833632763055817,0.1363002098401167,0.04706306646546499,0.13359548779289332,-9329097.0,0.9906147834413036,2026-06-30,-62533000.0,-0.02,0.9,-100.0,False,False,Healthcare,Biotechnology,1678854784.0,,0.1681,,,
IMCR,2.0,2024-05-24,2026-09-11,121,33.58,48.98,26.59,1.84,-0.14,-0.64,False,0.0718,0.1106,0.579,0.0558,0.31,True,0.147,52.1,1,74,0.0263,0.0441,0.37,1.14,1.29,0.02,False,2026-09-11,0.1833632763055817,0.1363002098401167,0.04706306646546499,0.13359548779289332,-9329097.0,0.9906147834413036,2026-06-30,-62533000.0,-0.02,0.9,-100.0,False,False,Healthcare,Biotechnology,1678854784.0,,0.1681,,,
IMMR,1.5,2025-02-21,2026-09-11,82,7.36,8.04,5.42,1.48,-0.24,-0.56,True,0.0574,0.0842,0.72,0.0655,0.74,True,0.179,58.9,1,24,0.0119,0.0476,0.21,1.09,0.88,0.06,False,2026-09-11,-0.07544378698224852,0.8426873649493916,-0.9181311519316401,0.039818699498143095,4524000.0,0.2737962962962963,2026-06-30,42870000.0,0.12,1.5444646098003632,140.0,True,True,Technology,Software - Application,245620064.0,,0.0778,,,
IMRX,1.5,2026-01-09,2026-09-11,36,4.57,6.04,4.13,1.46,-0.17,-0.55,False,0.0696,0.0888,0.722,0.157,0.23,False,-0.09,45.9,0,6,0.0703,0.063,1.01,0.66,0.44,0.03,False,2026-09-11,inf,,,-0.5030358268876509,-57276207.0,0.5,2026-06-30,-56991132.0,-0.27,0.325,-3.8462,False,False,Healthcare,Biotechnology,276257888.0,,0.3023,,,
IMTX,1.5,2025-10-03,2026-09-11,50,8.75,11.62,8.66,1.34,-0.16,-0.34,False,0.0426,0.0692,0.7,0.0973,0.03,False,-0.112,42.9,0,6,0.034,0.0168,0.8,1.15,0.44,0.04,False,2026-09-11,0.9303356554781508,-0.5903562587450221,1.520691914223173,-0.6795204795204794,-206549000.0,1.0,2026-06-30,-209954420.0,-0.53,0.22058823529411767,-23.2558,False,False,Healthcare,Biotechnology,1338058368.0,,0.0442,,,
IMTX,2.0,2025-09-05,2026-09-11,54,8.75,11.62,5.82,2.0,0.16,-0.56,False,0.0442,0.1148,0.574,0.0873,0.51,False,-0.112,42.9,1,52,0.034,0.0168,0.77,1.15,0.51,0.04,False,2026-09-11,0.9303356554781508,-0.5903562587450221,1.520691914223173,-0.6795204795204794,-206549000.0,1.0,2026-06-30,-209954420.0,-0.53,0.22058823529411767,-23.2558,False,False,Healthcare,Biotechnology,1338058368.0,,0.0442,,,
IMXI,1.5,2025-08-15,2026-09-11,57,14.07,15.94,11.86,1.34,-0.17,-0.48,False,0.0391,0.0574,0.404,0.0564,0.54,False,-0.111,46.9,0,6,0.0323,0.0182,0.83,0.89,0.69,0.11,False,2026-09-11,-0.18600162598598668,-0.2680202342180029,0.08201860823201623,-0.29616490876727986,18611000.0,0.3454811607020326,2026-06-30,8842000.0,0.17,-0.6666666666666666,-66.6667,False,True,Technology,Software - Infrastructure,425983968.0,,0.0707,,,
INBK,2.0,2025-01-03,2026-09-11,89,29.08,34.94,17.6,1.99,-0.17,-0.57,True,0.1202,0.1636,0.596,0.0605,0.66,True,0.214,62.0,0,45,0.0069,0.0395,0.06,1.13,1.99,0.0,False,2026-09-11,0.00454465179254715,0.018461717884424855,-0.013917066091877706,-0.0820681859910034,-31428000.0,0.3247617819763013,2026-06-30,160209000.0,0.27,12.5,800.0,False,False,Financial Services,Banks - Regional,244540064.0,,0.0255,,,
INDI,2.0,2026-03-20,2026-09-11,26,3.31,4.99,2.56,1.95,0.21,-0.66,False,0.108,0.1547,0.692,0.1221,0.31,True,0.021,44.6,0,25,0.0989,0.094,0.92,0.79,0.88,0.0,False,2026-09-11,0.23966766084363011,0.025519167113560393,0.21414849373006972,0.06185083951581416,-150655000.0,0.36066803105813244,2026-06-30,-83700000.0,-0.13,0.1875,7.1429,False,False,Technology,Semiconductors,776559744.0,,0.2919,,,
INFQ,2.0,2026-01-16,2026-09-11,35,12.96,17.42,8.81,1.98,-0.15,,,0.0891,0.1783,0.629,,0.48,False,-0.082,44.9,0,25,0.0409,0.0648,0.46,0.98,,0.0,False,2026-09-11,0.5214982536432615,0.022258238789843343,0.4992400148534182,,-87147525.0,0.10995013061030634,2026-06-30,-9191112.0,-0.06,,14.2857,False,False,Technology,Software - Infrastructure,2956684544.0,,,,,
INFQ-WS,2.0,2026-01-16,2026-09-11,35,12.96,17.42,8.81,1.98,-0.15,,,0.0891,0.1783,0.629,,0.48,False,-0.082,50.7,0,25,0.0409,0.0648,0.46,0.98,,0.0,False,2026-09-11,,,,,,,,,,,,,,,,,,,,,
INFU,2.0,2025-08-08,2026-09-11,58,12.12,12.49,7.54,1.66,0.25,-0.32,True,0.0633,0.1157,0.724,0.0753,0.93,True,0.138,64.4,1,30,0.0095,0.122,0.15,0.92,0.84,0.0,False,2026-09-11,0.025859674462529902,-0.02972692706533009,0.05558660152785999,0.024655791144217343,8543000.0,0.5797796008989251,2026-06-30,19094000.0,0.15,0.0,25.0,False,True,Healthcare,Medical Devices,241993728.0,,0.0396,,,
INGN,2.0,2025-02-21,2026-09-11,82,5.18,9.91,5.18,1.91,-0.33,-0.67,False,0.0644,0.1276,0.683,0.1119,0.0,False,-0.066,31.9,1,0,0.0555,0.0683,0.86,0.9,0.58,0.0,False,2026-09-11,0.030419281077624927,0.034382596013612154,-0.003963314935987228,0.031536777379233216,-24595000.0,0.45509233940515753,2026-06-30,-9690000.0,-0.14,0.06666666666666654,17.6471,False,False,Healthcare,Medical Devices,140918560.0,,0.0562,,,
INGR,1.5,2023-11-24,2026-09-11,147,101.13,144.46,96.44,1.5,-0.09,-0.06,False,0.096,0.1027,0.585,0.0262,0.1,False,-0.052,43.2,1,146,0.017,0.0316,0.18,1.13,3.66,0.03,False,2026-09-11,0.009274413529732684,-0.01158301158301156,0.020857425112744243,-0.013805358119190814,592000000.0,0.23027027027027028,2026-06-30,653000000.0,2.82,-0.01742160278745654,3.2967,False,True,Consumer Defensive,Packaged Foods,6337299456.0,,0.0747,,,
