ticker,theme,defn,date,price,fwd26w,fwd52w,fwd104w,excB26w,excB52w,excB104w,excS26w,excS52w,excS104w,mae52w
BWXT,grid,BRKOUT,2025-06-09,137.3,27.1,40.9,,11.7,-2.3,,12.3,15.2,,-0.7
BWXT,grid,MACROSS,2019-08-05,52.26,16.3,2.3,-2.5,-1.2,-26.8,-109.3,1.3,-14.7,-59.6,-24.0
BWXT,grid,MACROSS,2020-12-07,58.72,3.0,-22.5,-1.7,-16.6,-57.4,-23.6,-13.7,-52.8,-12.2,-23.0
BWXT,grid,MACROSS,2022-06-06,50.98,13.3,24.1,72.9,1.9,-0.3,26.9,11.5,11.9,31.6,-6.0
BWXT,grid,MACROSS,2025-06-09,137.3,27.1,40.9,,11.7,-2.3,,12.3,15.2,,-0.7
CCJ,grid,BOTTOM,2018-03-19,8.71,10.6,32.3,-29.0,8.4,42.6,-6.3,-3.6,22.0,-21.2,0.0
CCJ,grid,BOTTOM,2019-12-09,8.95,11.8,47.0,142.8,12.2,3.2,48.7,14.9,29.4,89.4,-30.9
CCJ,grid,BOTTOM,2022-05-16,23.23,1.6,15.2,127.4,-10.7,-6.4,77.8,-0.9,5.9,87.3,-11.9
CCJ,grid,BOTTOM,2022-10-10,21.08,23.5,71.7,142.6,-8.1,45.2,67.0,7.2,49.1,75.8,0.0
CCJ,grid,BRKOUT,2025-06-09,66.53,37.5,51.8,,22.1,8.6,,22.7,26.1,,0.0
CCJ,grid,MACROSS,2018-04-30,10.91,-0.9,-2.6,-7.4,12.0,4.8,-3.8,-4.0,-15.3,-18.0,-14.0
CCJ,grid,MACROSS,2020-06-08,10.01,31.5,111.1,152.5,-12.8,38.5,94.5,10.1,69.4,120.6,-9.2
CCJ,grid,MACROSS,2022-08-08,25.21,15.2,37.2,56.2,11.7,27.5,29.3,18.8,31.2,27.6,-16.4
CCJ,grid,MACROSS,2022-09-05,29.92,-15.4,23.1,23.1,-23.2,7.6,-13.2,-11.2,11.8,-13.9,-29.5
CCJ,grid,MACROSS,2023-02-20,27.13,33.3,47.6,59.9,26.8,31.3,26.4,21.5,17.5,4.3,-11.9
CCJ,grid,MACROSS,2024-11-04,52.34,-3.3,75.9,,-1.3,52.4,,1.8,62.4,,-27.9
CCJ,grid,MACROSS,2025-06-09,66.53,37.5,51.8,,22.1,8.6,,22.7,26.1,,0.0
LEU,grid,BOTTOM,2020-04-06,5.33,84.6,343.5,476.2,35.1,248.9,373.3,58.9,293.2,410.6,0.0
LEU,grid,BOTTOM,2020-10-26,9.71,135.7,483.6,384.7,98.1,423.1,351.1,107.0,441.0,362.0,-0.1
LEU,grid,BOTTOM,2021-12-13,48.29,-43.0,-31.1,8.6,-21.5,-21.9,2.9,-23.2,-15.8,3.3,-55.9
LEU,grid,BOTTOM,2023-03-27,32.2,76.3,29.0,105.7,79.3,10.1,86.1,71.1,-0.6,66.3,-10.9
LEU,grid,BOTTOM,2024-07-01,41.38,95.3,324.5,291.8,92.5,304.8,232.9,87.8,310.3,254.3,-14.5
LEU,grid,BRKOUT,2021-08-30,31.62,28.4,49.7,55.2,42.1,66.4,51.6,32.3,61.9,52.6,-32.7
LEU,grid,BRKOUT,2024-09-23,57.72,14.8,429.0,,25.1,410.9,,16.9,411.8,,-5.7
LEU,grid,MACROSS,2019-04-01,3.19,36.4,47.0,653.3,29.0,58.1,557.7,33.4,59.3,609.4,-6.0
LEU,grid,MACROSS,2022-10-17,42.74,-32.8,20.8,130.7,-58.6,8.0,63.9,-43.9,6.5,69.9,-32.8
LEU,grid,MACROSS,2023-08-28,49.09,-15.6,-19.3,310.9,-24.8,-41.5,266.1,-30.1,-46.0,264.2,-24.0
LEU,grid,MACROSS,2024-10-14,98.59,-31.8,285.6,,-20.9,262.5,,-22.4,270.6,,-44.8
UEC,grid,BOTTOM,2017-09-25,1.38,-5.1,24.6,-29.7,-6.6,26.7,-31.9,-10.8,6.8,-51.8,-23.9
UEC,grid,BOTTOM,2018-03-19,1.3,31.5,1.5,-56.2,29.4,11.8,-33.5,17.4,-8.8,-48.4,-9.2
UEC,grid,BOTTOM,2018-08-20,1.63,-18.4,-46.0,-35.6,-9.6,-40.9,-64.0,-16.5,-47.0,-58.4,-46.6
UEC,grid,BOTTOM,2019-05-13,1.4,-28.6,-25.7,110.0,-44.1,-32.0,10.4,-38.7,-27.9,58.9,-63.6
UEC,grid,BOTTOM,2020-08-03,1.03,76.7,113.6,313.6,38.2,53.4,267.2,59.9,79.4,286.4,-16.5
UEC,grid,BOTTOM,2021-02-22,2.12,12.3,63.7,67.0,-5.1,56.3,54.4,-6.9,47.1,59.7,-4.7
UEC,grid,BOTTOM,2022-01-10,3.32,1.5,18.7,134.0,22.4,22.7,128.6,18.0,31.5,128.2,-25.0
UEC,grid,BOTTOM,2022-06-13,3.33,-5.7,-1.2,81.4,-21.4,-38.2,25.7,-11.4,-23.3,29.0,-24.0
UEC,grid,BOTTOM,2025-02-03,6.95,46.5,131.9,,26.8,88.8,,39.8,115.6,,-39.3
UEC,grid,BRKOUT,2017-12-11,1.84,-11.4,-31.0,-48.9,-12.2,-11.5,-57.6,-16.3,-30.0,-71.9,-34.2
UEC,grid,BRKOUT,2023-09-04,4.66,36.7,-8.6,139.7,23.1,-26.6,91.8,21.0,-31.6,90.6,-8.6
UEC,grid,BRKOUT,2024-10-14,8.46,-40.3,75.8,,-29.4,52.6,,-30.9,60.7,,-50.1
UEC,grid,BRKOUT,2025-07-21,8.91,109.0,,,98.1,,,100.2,,,-2.7
UEC,grid,MACROSS,2018-01-01,1.98,-15.2,-34.3,-54.0,-9.7,-11.1,-62.1,-16.7,-28.4,-76.5,-40.4
UEC,grid,MACROSS,2018-05-21,1.63,-20.2,-17.8,-32.5,-1.7,-4.8,-32.8,-17.8,-23.7,-45.4,-27.6
UEC,grid,MACROSS,2020-06-15,0.94,92.6,207.4,254.3,48.3,143.8,210.7,71.9,171.0,232.2,-8.5
UEC,grid,MACROSS,2022-10-17,4.23,-38.3,25.8,100.0,-64.0,13.0,33.2,-49.4,11.5,39.2,-40.2
UEC,grid,MACROSS,2023-08-28,4.4,57.7,18.9,143.0,48.5,-3.3,98.1,43.2,-7.8,96.2,0.0
UEC,grid,MACROSS,2024-11-18,8.46,-23.8,28.8,,-26.9,10.6,,-21.6,16.8,,-50.1
UEC,grid,MACROSS,2025-07-21,8.91,109.0,,,98.1,,,100.2,,,-2.7
ETN,grid,BRKOUT,2018-09-10,75.14,-6.7,3.0,23.8,2.6,0.3,-2.5,-4.9,-2.5,4.3,-23.8
ETN,grid,BRKOUT,2019-09-09,77.41,-0.5,20.2,92.2,11.1,-2.8,-6.8,9.2,7.0,39.1,-24.5
ETN,grid,BRKOUT,2025-07-14,374.28,-8.7,6.9,,-20.7,-18.8,,-19.5,-12.9,,-15.6
ETN,grid,BRKOUT,2026-04-06,401.89,,,,,,,,,,-2.6
ETN,grid,MACROSS,2019-04-01,72.41,-3.1,-11.4,77.0,-10.4,-0.4,-18.7,-6.0,0.8,33.0,-19.3
ETN,grid,MACROSS,2020-07-20,84.33,34.8,71.6,52.7,-13.4,8.5,9.4,14.5,32.5,25.9,-0.5
ETN,grid,MACROSS,2022-11-28,155.51,15.3,43.7,136.9,6.6,37.7,99.0,9.3,29.1,84.5,-5.4
ETN,grid,MACROSS,2025-07-07,356.48,-9.5,14.2,,-22.8,-20.6,,-21.4,-8.2,,-11.4
HUBB,grid,BRKOUT,2017-10-23,105.7,-15.8,-18.8,16.3,-13.8,-1.8,10.4,-20.2,-23.6,-5.2,-18.8
HUBB,grid,BRKOUT,2020-10-19,139.5,26.0,27.9,47.6,-6.7,-17.2,31.3,4.6,-5.0,36.2,-5.1
HUBB,grid,BRKOUT,2022-07-25,206.95,6.5,44.1,73.0,-0.3,24.6,37.9,7.2,31.4,36.8,-5.3
HUBB,grid,BRKOUT,2024-01-29,343.11,4.1,21.0,41.4,-6.8,2.1,-22.7,-4.4,-2.3,-2.0,0.0
HUBB,grid,BRKOUT,2025-10-27,465.77,8.8,,,-13.2,,,2.6,,,-10.2
HUBB,grid,MACROSS,2018-09-17,117.69,-14.7,-1.3,7.4,-2.5,-2.8,-20.3,-11.3,-5.4,-10.3,-29.7
HUBB,grid,MACROSS,2019-03-25,103.07,13.6,-6.9,68.8,0.0,-8.8,-31.9,8.0,1.6,23.5,-15.9
HUBB,grid,MACROSS,2020-08-24,132.8,23.0,45.0,50.1,-9.6,-10.5,14.6,13.6,14.6,31.1,-8.4
HUBB,grid,MACROSS,2022-08-01,201.76,14.1,45.0,77.0,5.5,28.7,45.9,13.5,35.2,44.2,-2.9
HUBB,grid,MACROSS,2025-07-28,421.65,15.1,,,-2.2,,,3.1,,,-4.0
NVT,grid,BRKOUT,2022-10-31,36.77,9.9,32.3,83.0,-6.4,24.5,34.9,-0.6,15.0,26.8,-3.3
NVT,grid,BRKOUT,2025-07-21,78.11,41.0,,,30.1,,,32.2,,,0.0
NVT,grid,MACROSS,2020-01-06,22.73,-27.3,-1.7,54.6,-30.0,-61.2,-29.6,-25.8,-20.9,6.9,-44.0
NVT,grid,MACROSS,2020-12-07,21.8,35.8,62.9,71.8,16.2,27.9,49.8,19.1,32.6,61.2,-5.0
NVT,grid,MACROSS,2022-11-14,37.8,8.3,37.1,89.9,0.0,31.6,51.9,1.7,21.5,37.6,-5.9
NVT,grid,MACROSS,2025-07-14,75.51,48.5,105.2,,36.5,79.5,,37.7,85.4,,0.0
ATKR,grid,BOTTOM,2025-09-15,59.42,-6.0,,,-14.1,,,-4.3,,,-6.0
ATKR,grid,BOTTOM,2026-02-23,64.42,,,,,,,,,,-13.3
ATKR,grid,BRKOUT,2018-08-06,23.99,-9.7,17.4,22.7,1.8,18.9,-4.6,-6.2,12.4,-0.2,-27.4
ATKR,grid,BRKOUT,2019-08-05,28.17,40.0,4.5,193.3,22.5,-24.6,86.5,25.0,-12.6,136.2,-39.2
ATKR,grid,BRKOUT,2020-12-07,41.82,70.1,153.2,182.4,50.5,118.2,160.5,53.4,122.8,171.9,-5.7
ATKR,grid,BRKOUT,2026-05-18,84.75,,,,,,,,,,-18.3
ATKR,grid,MACROSS,2018-02-19,20.49,32.1,12.7,94.7,33.7,22.9,72.5,26.5,9.1,68.6,-15.9
ATKR,grid,MACROSS,2018-06-18,20.97,-12.1,17.3,22.5,11.0,19.9,9.5,-0.6,8.2,5.6,-16.9
ATKR,grid,MACROSS,2019-03-11,21.24,43.6,31.8,233.6,30.4,31.7,132.6,36.1,34.7,188.9,-6.3
ATKR,grid,MACROSS,2020-12-14,40.6,59.7,146.9,176.5,46.2,120.1,161.3,46.5,120.7,169.6,-2.9
ATKR,grid,MACROSS,2022-12-12,112.25,19.7,34.3,-26.6,1.2,17.9,-69.7,4.1,10.0,-88.2,-3.0
ATKR,grid,MACROSS,2023-12-18,155.24,-16.5,-47.8,-59.1,-30.3,-65.2,-109.6,-32.1,-74.2,-106.3,-48.1
ATKR,grid,MACROSS,2024-01-08,144.91,-4.7,-45.2,-53.9,-26.5,-63.4,-111.0,-23.0,-68.5,-103.1,-45.2
ATKR,grid,MACROSS,2026-01-12,71.34,2.9,,,-9.3,,,-5.1,,,-21.7
ATKR,grid,MACROSS,2026-05-04,73.96,,,,,,,,,,-6.4
AMSC,grid,BOTTOM,2018-02-26,4.87,25.3,202.7,40.7,24.6,211.1,29.2,16.4,196.5,26.3,0.0
AMSC,grid,BOTTOM,2024-04-08,12.48,92.3,44.2,202.2,78.7,43.7,139.9,78.1,38.4,165.9,-6.6
AMSC,grid,BOTTOM,2025-12-22,30.58,29.9,,,9.8,,,23.8,,,-9.4
AMSC,grid,BRKOUT,2020-07-20,9.44,210.9,49.7,-47.5,162.7,-13.4,-90.7,190.6,10.5,-74.2,-1.5
AMSC,grid,BRKOUT,2025-06-23,36.44,-16.1,9.0,,-28.3,-25.7,,-29.0,-10.8,,-24.0
AMSC,grid,MACROSS,2018-03-05,5.06,11.5,185.8,38.7,18.5,201.9,33.0,7.5,185.5,28.0,-0.6
AMSC,grid,MACROSS,2020-07-20,9.44,210.9,49.7,-47.5,162.7,-13.4,-90.7,190.6,10.5,-74.2,-1.5
AMSC,grid,MACROSS,2023-03-27,4.91,53.8,175.2,282.5,56.8,156.3,262.8,48.6,145.5,243.0,-20.6
AMSC,grid,MACROSS,2023-06-19,5.87,88.4,316.2,417.9,85.4,298.9,384.5,78.3,288.7,377.1,0.0
AMSC,grid,MACROSS,2025-06-30,39.9,-20.9,-7.0,,-32.7,-39.8,,-30.7,-27.4,,-30.6
AMSC,grid,MACROSS,2026-05-25,50.94,,,,,,,,,,-35.2
ITRI,grid,BRKOUT,2019-08-05,67.97,20.8,-1.3,13.4,3.3,-30.4,-93.4,5.8,-18.4,-43.6,-29.3
ITRI,grid,BRKOUT,2025-06-16,127.8,-24.7,-36.8,,-40.9,-85.0,,-39.9,-63.8,,-38.0
ITRI,grid,MACROSS,2019-07-01,62.63,34.6,5.3,57.0,19.0,-10.9,-41.1,25.6,-1.4,6.6,-23.2
ITRI,grid,MACROSS,2020-12-07,83.36,18.4,-24.7,-37.0,-1.2,-59.7,-58.9,1.7,-55.1,-47.5,-26.7
ITRI,grid,MACROSS,2023-01-09,58.37,22.3,24.3,77.5,7.2,14.4,47.6,8.7,2.9,27.7,-12.7
ITRI,grid,MACROSS,2025-05-19,112.63,-15.0,-26.3,,-29.7,-77.1,,-29.5,-56.5,,-29.6
TT,grid,BOTTOM,2020-06-15,82.74,59.3,97.1,39.7,15.0,33.4,-3.9,38.6,60.7,17.6,-5.2
TT,grid,BRKOUT,2026-04-13,475.03,,,,,,,,,,-5.3
TT,grid,MACROSS,2018-06-25,62.05,2.5,44.0,26.4,22.2,43.8,15.5,10.3,33.8,11.4,0.0
TT,grid,MACROSS,2020-08-10,110.16,28.0,63.2,41.8,-10.7,4.6,-6.6,10.5,28.9,11.3,-1.2
TT,grid,MACROSS,2022-11-14,169.09,-0.9,31.8,137.7,-9.2,26.3,99.6,-7.5,16.2,85.4,-4.6
TT,grid,MACROSS,2025-05-26,426.36,-1.6,5.6,,-20.0,-44.6,,-18.2,-24.2,,-10.9
PWR,grid,BRKOUT,2017-12-04,38.63,-5.8,-20.5,3.3,-6.6,-1.3,-4.0,-11.5,-21.6,-19.9,-21.4
PWR,grid,BRKOUT,2020-08-03,45.85,64.1,99.8,196.9,25.6,39.6,150.5,47.3,65.6,169.7,0.0
PWR,grid,MACROSS,2019-03-18,36.02,2.7,-31.2,135.0,-12.9,-17.4,34.4,-5.2,-14.8,90.4,-31.2
PWR,grid,MACROSS,2020-07-27,39.53,76.6,128.1,249.0,35.9,60.3,192.0,62.3,91.8,219.1,0.0
PWR,grid,MACROSS,2025-06-02,360.95,27.5,92.6,,10.9,49.6,,12.4,68.0,,-0.9
EME,grid,BOTTOM,2020-09-14,67.47,64.2,68.4,73.0,26.3,11.7,36.3,45.6,33.0,52.9,-3.5
EME,grid,BRKOUT,2017-10-23,76.84,-5.8,-11.3,12.8,-3.8,5.7,6.9,-10.2,-16.1,-8.7,-14.0
EME,grid,BRKOUT,2019-04-29,80.7,9.5,-27.7,45.9,-4.4,-31.9,-48.9,4.4,-25.9,-1.2,-39.9
EME,grid,BRKOUT,2022-10-24,138.6,22.4,47.2,208.1,6.5,44.2,155.8,14.6,40.0,154.9,0.0
EME,grid,MACROSS,2019-04-29,80.7,9.5,-27.7,45.9,-4.4,-31.9,-48.9,4.4,-25.9,-1.2,-39.9
EME,grid,MACROSS,2020-11-16,84.11,42.5,51.6,82.8,21.2,6.0,55.9,24.9,17.8,68.1,0.0
EME,grid,MACROSS,2022-10-03,118.9,27.3,72.6,264.3,1.5,48.0,194.0,13.6,52.3,201.7,0.0
EME,grid,MACROSS,2025-06-16,483.85,26.2,72.8,,9.9,24.6,,11.0,45.8,,0.0
FIX,grid,BOTTOM,2025-05-05,433.49,120.0,350.2,,94.0,289.0,,100.5,318.0,,0.0
FIX,grid,BRKOUT,2017-10-23,40.33,3.4,26.8,23.3,5.4,43.8,17.4,-1.0,22.0,1.7,-5.8
FIX,grid,BRKOUT,2020-08-03,50.95,11.3,46.5,98.2,-27.2,-13.7,51.8,-5.6,12.3,71.0,-12.5
FIX,grid,BRKOUT,2022-07-25,104.05,13.1,65.3,195.9,6.3,45.8,160.8,13.7,52.6,159.7,-7.8
FIX,grid,MACROSS,2019-03-25,50.28,-15.3,-36.6,45.9,-28.9,-38.5,-54.8,-20.9,-28.1,0.6,-36.9
FIX,grid,MACROSS,2019-12-09,47.94,-23.5,4.0,98.3,-23.2,-39.8,4.2,-20.4,-13.7,44.9,-38.0
FIX,grid,MACROSS,2020-08-17,50.96,16.0,43.1,103.3,-22.6,-13.7,58.3,0.1,10.5,75.3,-12.5
FIX,grid,MACROSS,2022-07-25,104.05,13.1,65.3,195.9,6.3,45.8,160.8,13.7,52.6,159.7,-7.8
FIX,grid,MACROSS,2025-06-02,509.38,96.4,262.0,,79.8,219.1,,81.3,237.5,,-3.5
STRL,grid,BOTTOM,2018-06-11,13.05,-13.3,1.5,-19.5,6.8,10.0,-27.0,-7.7,-4.5,-33.1,-22.5
STRL,grid,BRKOUT,2019-10-07,16.02,-41.9,-6.4,45.9,-34.1,-44.2,-45.6,-36.9,-25.8,-6.9,-51.9
STRL,grid,BRKOUT,2022-10-31,32.52,31.4,133.6,372.5,15.1,125.8,324.4,20.9,116.3,316.3,-4.6
STRL,grid,BRKOUT,2025-06-02,205.99,57.8,328.4,,41.2,285.5,,42.7,303.9,,-1.5
STRL,grid,MACROSS,2018-09-17,14.18,-11.6,-7.1,-3.5,0.6,-8.6,-31.2,-8.2,-11.2,-21.2,-28.7
STRL,grid,MACROSS,2019-03-18,12.54,5.1,-37.4,69.0,-10.5,-23.6,-31.6,-2.7,-21.0,24.4,-37.4
STRL,grid,MACROSS,2019-10-21,16.87,-47.7,-0.2,34.9,-34.8,-32.6,-57.1,-42.5,-17.1,-20.4,-54.3
STRL,grid,MACROSS,2020-09-21,13.78,57.8,58.6,58.3,16.7,-1.0,28.3,36.5,21.7,43.1,0.0
STRL,grid,MACROSS,2022-11-14,32.4,35.6,104.3,455.6,27.3,98.8,417.6,29.0,88.7,403.4,-4.3
STRL,grid,MACROSS,2025-05-26,188.01,83.1,357.9,,64.7,307.7,,66.5,328.0,,0.0
IESC,grid,BRKOUT,2019-09-09,20.4,-2.9,57.7,113.3,8.7,34.7,14.3,6.8,44.6,60.2,-23.1
IESC,grid,BRKOUT,2020-08-03,27.48,78.7,94.0,16.4,40.1,33.8,-30.0,61.8,59.8,-10.8,0.0
IESC,grid,BRKOUT,2025-07-14,327.15,40.6,87.4,,28.6,61.7,,29.8,67.6,,0.0
IESC,grid,MACROSS,2017-12-04,16.95,1.5,0.8,39.2,0.7,20.0,32.0,-4.3,-0.3,16.1,-10.9
IESC,grid,MACROSS,2018-06-25,16.75,-5.8,12.5,30.0,13.9,12.4,19.0,1.9,2.4,14.9,-9.4
IESC,grid,MACROSS,2019-03-25,17.77,15.5,-2.7,176.4,1.9,-4.7,75.7,9.9,5.8,131.1,-11.7
IESC,grid,MACROSS,2020-07-13,23.51,104.0,103.4,33.0,60.0,46.5,-1.8,86.3,67.3,9.7,-0.4
IESC,grid,MACROSS,2021-12-20,50.99,-38.9,-32.9,61.1,-18.7,-21.0,56.1,-22.5,-15.6,57.3,-49.1
IESC,grid,MACROSS,2023-01-16,39.76,42.8,113.0,545.6,25.7,103.0,509.1,27.7,89.2,490.4,-0.9
IESC,grid,MACROSS,2025-05-26,259.66,61.2,161.2,,42.8,111.1,,44.6,131.4,,0.0
MYRG,grid,BRKOUT,2020-07-27,36.67,51.6,160.8,159.7,11.0,93.0,102.8,37.4,124.5,129.8,-3.2
MYRG,grid,BRKOUT,2025-06-16,169.34,30.6,172.3,,14.4,124.1,,15.4,145.2,,0.0
MYRG,grid,MACROSS,2018-01-01,34.91,9.1,-16.4,-6.6,14.6,6.9,-14.7,7.5,-10.4,-29.0,-23.2
MYRG,grid,MACROSS,2019-04-15,36.88,-13.4,-31.2,91.7,-24.1,-31.6,-5.5,-17.2,-32.1,42.5,-46.9
MYRG,grid,MACROSS,2019-12-02,33.64,-2.9,66.0,229.6,-11.6,20.7,137.5,-5.4,46.2,180.7,-41.8
MYRG,grid,MACROSS,2019-12-30,32.61,-1.5,84.3,239.0,-2.0,36.3,150.1,0.7,66.2,186.9,-39.9
MYRG,grid,MACROSS,2020-07-27,36.67,51.6,160.8,159.7,11.0,93.0,102.8,37.4,124.5,129.8,-3.2
MYRG,grid,MACROSS,2023-01-02,96.3,41.3,44.6,59.3,25.2,30.6,21.1,27.4,22.2,2.5,0.0
MYRG,grid,MACROSS,2024-12-30,153.41,23.1,47.8,,6.7,17.6,,16.8,31.0,,-31.4
MYRG,grid,MACROSS,2025-05-26,156.85,43.0,196.5,,24.6,146.3,,26.4,166.7,,0.0
POWL,grid,BOTTOM,2022-01-03,9.06,-19.8,30.8,193.5,0.4,40.0,189.9,-3.8,46.2,189.9,-33.1
POWL,grid,BRKOUT,2018-05-07,9.95,-8.8,1.1,-21.6,8.6,14.1,-18.1,-11.6,-6.5,-33.1,-31.7
POWL,grid,BRKOUT,2022-12-05,11.57,77.3,145.1,703.4,65.7,136.3,662.2,67.0,126.2,644.3,-1.5
POWL,grid,BRKOUT,2025-10-20,121.46,108.0,,,88.2,,,102.0,,,-22.7
POWL,grid,MACROSS,2018-05-14,9.52,-4.6,6.7,-26.3,14.1,19.3,-19.1,-6.4,-0.7,-36.0,-28.7
POWL,grid,MACROSS,2019-06-10,10.49,35.4,-25.7,1.7,17.4,-43.3,-101.2,24.7,-33.0,-50.4,-44.2
POWL,grid,MACROSS,2021-01-11,9.88,-9.9,-9.9,27.9,-18.8,-28.1,14.5,-25.5,-35.3,18.7,-27.6
POWL,grid,MACROSS,2022-07-25,7.61,62.6,162.0,505.2,55.8,142.5,470.1,63.2,149.3,469.0,-11.3
POWL,grid,MACROSS,2022-12-05,11.57,77.3,145.1,703.4,65.7,136.3,662.2,67.0,126.2,644.3,-1.5
POWL,grid,MACROSS,2025-08-25,88.57,97.0,,,72.1,,,90.0,,,0.0
FSLR,grid,BOTTOM,2019-01-28,48.43,37.6,2.4,104.7,29.0,-21.7,16.4,28.2,-19.0,62.5,-0.7
FSLR,grid,BOTTOM,2024-07-15,216.43,-10.9,-18.7,-2.1,-15.9,-41.6,-56.4,-20.4,-34.5,-40.6,-41.8
FSLR,grid,BRKOUT,2020-08-03,72.93,33.6,27.7,39.7,-5.0,-32.5,-6.7,16.7,-6.5,12.5,-15.3
FSLR,grid,BRKOUT,2021-10-25,119.59,-38.9,10.9,19.8,-22.6,27.7,34.1,-29.2,24.9,27.6,-46.3
FSLR,grid,BRKOUT,2022-08-22,121.75,33.2,45.7,89.8,23.1,28.5,43.8,34.5,35.4,46.9,0.0
FSLR,grid,BRKOUT,2024-05-20,276.74,-32.8,-42.8,-6.8,-36.6,-49.9,-68.4,-46.0,-53.5,-51.1,-54.5
FSLR,grid,MACROSS,2019-04-15,59.85,-7.7,-29.5,33.9,-18.3,-29.9,-63.3,-11.5,-30.3,-15.3,-43.7
FSLR,grid,MACROSS,2020-08-03,72.93,33.6,27.7,39.7,-5.0,-32.5,-6.7,16.7,-6.5,12.5,-15.3
FSLR,grid,MACROSS,2021-08-16,94.54,-27.5,22.1,92.4,-20.0,29.6,90.4,-26.1,25.5,90.9,-32.0
FSLR,grid,MACROSS,2022-08-29,126.41,66.2,47.4,79.9,48.3,23.1,27.9,62.3,30.5,31.8,-3.0
FSLR,grid,MACROSS,2024-05-13,197.59,-3.6,-9.7,18.1,-7.2,-18.9,-45.5,-14.9,-23.3,-24.9,-36.3
FSLR,grid,MACROSS,2025-08-25,195.19,1.0,,,-23.9,,,-5.9,,,-3.1
FSLR,grid,MACROSS,2026-06-01,279.01,,,,,,,,,,-24.0
NXT,grid,BOTTOM,2025-03-03,41.56,68.7,144.1,,45.7,101.1,,55.7,125.9,,-6.1
NXT,grid,MACROSS,2025-03-17,44.27,61.2,158.4,,33.6,120.5,,42.8,142.1,,-11.9
FLNC,grid,BOTTOM,2025-10-13,18.33,-26.1,,,-45.4,,,-33.6,,,-33.5
FLNC,grid,MACROSS,2022-11-21,18.56,24.5,1.6,24.0,17.5,-2.9,-14.2,19.2,-13.3,-28.3,-17.8
FLNC,grid,MACROSS,2024-10-14,21.06,-82.5,-13.0,,-71.6,-36.1,,-73.1,-28.0,,-82.5
FLNC,grid,MACROSS,2025-10-20,19.52,-31.5,,,-51.3,,,-37.5,,,-37.6
EOSE,grid,BOTTOM,2023-07-31,2.46,-50.8,-25.6,124.0,-52.5,-38.3,81.7,-62.3,-46.5,81.1,-72.2
EOSE,grid,BRKOUT,2023-06-12,3.34,-66.2,-75.6,20.7,-64.5,-89.3,-9.3,-73.8,-100.5,-18.4,-79.5
EOSE,grid,MACROSS,2023-03-27,2.57,-16.3,-59.9,53.3,-13.3,-78.8,33.6,-21.5,-89.5,13.9,-69.3
EOSE,grid,MACROSS,2024-08-12,1.93,153.9,203.6,,149.4,180.8,,143.2,186.1,,0.0
BE,grid,BOTTOM,2020-04-20,8.28,98.4,209.5,130.2,46.6,108.0,33.4,75.2,159.9,75.2,-11.2
BE,grid,BOTTOM,2022-11-21,22.11,-36.7,-40.3,16.5,-43.7,-44.7,-21.7,-42.0,-55.2,-35.9,-55.8
BE,grid,BOTTOM,2025-03-03,23.08,147.3,485.7,,124.2,442.8,,134.2,467.6,,-28.8
BE,grid,BRKOUT,2020-07-06,13.72,153.6,68.4,37.8,98.3,0.5,-5.3,132.5,29.3,11.8,-11.4
BE,grid,MACROSS,2020-03-02,9.17,57.1,179.3,130.1,41.2,123.3,68.6,40.8,147.9,80.1,-55.5
BE,grid,MACROSS,2020-04-27,7.35,72.0,253.3,152.5,36.1,166.3,70.0,55.5,203.4,102.5,0.0
BE,grid,MACROSS,2020-06-15,9.43,179.0,161.4,80.2,134.8,97.7,36.6,158.4,125.0,58.2,-17.5
BE,grid,MACROSS,2022-01-17,15.58,6.0,54.3,-26.8,17.3,54.3,-36.8,15.2,62.4,-40.5,-12.8
BE,grid,MACROSS,2022-09-05,26.14,-23.0,-43.7,-61.9,-30.8,-59.2,-98.2,-18.8,-55.1,-98.9,-51.3
BE,grid,MACROSS,2023-01-09,23.17,-24.1,-45.1,1.8,-39.2,-55.0,-28.1,-37.7,-66.5,-48.0,-57.8
BE,grid,MACROSS,2024-07-08,13.97,68.8,81.8,1651.0,71.7,67.9,1597.4,64.5,69.1,1613.0,-32.0
BE,grid,MACROSS,2024-11-18,25.76,-24.4,249.3,,-27.5,231.1,,-22.2,237.3,,-36.2
ALB,grid,BOTTOM,2018-10-22,85.74,-20.0,-32.0,5.2,-32.1,-59.6,-63.6,-31.7,-47.9,-30.2,-36.2
ALB,grid,BOTTOM,2020-03-23,51.02,54.9,177.2,304.0,15.4,80.3,188.1,24.1,118.4,220.1,-4.2
ALB,grid,BRKOUT,2021-07-19,179.37,12.1,17.2,15.0,13.2,29.3,-0.9,11.9,26.1,9.1,-5.6
ALB,grid,BRKOUT,2025-11-10,114.22,57.5,,,31.6,,,46.9,,,0.0
ALB,grid,MACROSS,2020-02-03,76.12,3.3,93.6,168.3,-6.5,41.4,105.1,1.6,74.7,128.9,-35.8
ALB,grid,MACROSS,2020-06-29,73.18,89.0,119.7,166.0,41.8,49.2,122.1,68.3,78.7,140.3,0.0
ALB,grid,MACROSS,2022-05-30,237.56,13.7,-16.4,-50.3,5.1,-34.5,-91.8,13.7,-22.4,-82.8,-30.3
ALB,grid,MACROSS,2022-07-25,231.81,15.6,-14.3,-61.3,8.8,-33.8,-96.4,16.3,-27.0,-97.5,-28.5
