ticker,theme,defn,date,price,fwd26w,fwd52w,fwd104w,excB26w,excB52w,excB104w,excS26w,excS52w,excS104w,mae52w
LRCX,ai,MACROSS,2023-02-06,48.85,29.9,82.7,66.7,10.1,14.6,-36.2,19.9,58.0,15.3,-5.2
LRCX,ai,MACROSS,2025-06-30,98.27,88.0,257.6,,55.9,148.1,,78.1,237.2,,-2.5
KLAC,ai,BRKOUT,2019-03-11,10.91,27.2,24.3,155.5,12.5,10.4,33.3,19.7,27.1,110.8,-13.2
KLAC,ai,BRKOUT,2025-06-09,86.21,38.1,195.3,,0.3,53.3,,23.3,169.6,,-2.0
KLAC,ai,MACROSS,2019-03-11,10.91,27.2,24.3,155.5,12.5,10.4,33.3,19.7,27.1,110.8,-13.2
KLAC,ai,MACROSS,2022-12-26,36.52,29.5,56.0,74.6,-20.6,-17.3,-72.7,12.7,29.9,14.7,-2.2
KLAC,ai,MACROSS,2025-06-16,84.46,47.1,207.3,,10.2,53.0,,31.9,180.3,,0.0
QCOM,ai,BOTTOM,2023-03-06,107.18,-6.6,51.9,46.4,-33.1,-38.5,-44.9,-22.9,17.3,-7.0,-10.0
QCOM,ai,BOTTOM,2023-10-09,102.53,59.4,59.7,47.5,9.8,-14.3,-74.0,40.2,23.6,-7.7,-2.0
QCOM,ai,BRKOUT,2018-08-27,56.3,-19.5,17.9,84.8,-17.1,10.8,18.0,-17.1,15.1,59.2,-26.3
QCOM,ai,BRKOUT,2019-04-15,67.55,-1.1,-1.5,82.7,-4.8,-15.4,-36.4,-4.8,-2.3,33.6,-21.2
QCOM,ai,BRKOUT,2019-11-04,80.87,-13.0,58.7,81.8,-17.1,8.6,-45.8,-8.7,43.2,25.0,-34.2
QCOM,ai,BRKOUT,2020-07-27,92.97,49.4,44.6,42.6,12.1,-14.8,-1.9,35.1,8.3,12.7,0.0
QCOM,ai,BRKOUT,2021-11-01,147.03,-13.1,-33.3,-23.3,8.1,1.8,-25.8,-1.5,-14.9,-19.0,-33.3
QCOM,ai,BRKOUT,2023-12-04,126.26,56.8,22.3,37.1,0.7,-31.6,-89.6,39.9,-11.5,-15.8,0.0
QCOM,ai,BRKOUT,2025-10-27,178.17,-1.0,,,-41.9,,,-7.3,,,-29.1
QCOM,ai,BRKOUT,2026-05-04,218.28,,,,,,,,,,-21.3
QCOM,ai,MACROSS,2017-11-27,52.65,-8.8,-8.5,36.5,-20.6,-7.3,-1.8,-13.2,-14.6,13.0,-21.3
QCOM,ai,MACROSS,2018-07-23,51.37,-16.5,24.9,52.3,-9.0,9.7,-2.1,-12.0,15.5,33.7,-19.3
QCOM,ai,MACROSS,2019-04-29,75.5,-4.8,-12.5,64.2,-15.5,-22.6,-47.2,-9.9,-10.6,17.1,-29.5
QCOM,ai,MACROSS,2020-06-29,80.88,67.4,58.3,39.6,24.0,-12.3,10.2,46.7,17.3,13.9,-3.2
QCOM,ai,MACROSS,2021-11-15,166.84,-28.3,-31.8,-26.8,-1.8,-2.5,-32.7,-11.9,-17.5,-25.9,-41.2
QCOM,ai,MACROSS,2023-08-21,103.36,42.3,60.9,49.7,1.5,-6.8,-49.3,26.0,31.3,-0.9,-3.1
QCOM,ai,MACROSS,2023-12-04,126.26,56.8,22.3,37.1,0.7,-31.6,-89.6,39.9,-11.5,-15.8,0.0
QCOM,ai,MACROSS,2025-09-08,159.39,-18.9,,,-46.5,,,-20.2,,,-20.7
QCOM,ai,MACROSS,2026-05-25,250.1,,,,,,,,,,-31.3
SNPS,ai,BOTTOM,2025-10-13,447.64,0.4,,,-35.4,,,-7.1,,,-15.0
SNPS,ai,BOTTOM,2026-06-29,437.16,,,,,,,,,,-12.1
SNPS,ai,BRKOUT,2022-08-01,374.29,-3.4,17.9,35.1,-6.8,-10.1,-47.3,-4.0,8.1,2.3,-26.1
SNPS,ai,BRKOUT,2025-07-14,584.76,-11.7,-34.3,,-50.1,-126.6,,-22.5,-54.0,,-34.9
SNPS,ai,MACROSS,2019-02-18,102.3,32.0,46.0,162.0,26.7,4.3,13.0,29.0,24.2,117.0,0.0
SNPS,ai,MACROSS,2022-08-01,374.29,-3.4,17.9,35.1,-6.8,-10.1,-47.3,-4.0,8.1,2.3,-26.1
SNPS,ai,MACROSS,2023-01-09,332.97,36.4,48.5,47.9,-2.6,-5.6,-73.3,22.8,27.0,-1.9,0.0
SNPS,ai,MACROSS,2025-07-14,584.76,-11.7,-34.3,,-50.1,-126.6,,-22.5,-54.0,,-34.9
CDNS,ai,BRKOUT,2018-08-20,46.82,20.8,42.7,136.2,21.5,38.1,70.8,22.7,41.7,113.3,-14.6
CDNS,ai,BRKOUT,2020-02-10,78.76,37.1,85.0,80.9,23.9,14.9,2.7,36.3,66.5,46.3,-30.1
CDNS,ai,BRKOUT,2023-02-13,194.44,13.4,49.3,51.8,-7.0,-17.9,-58.4,5.4,24.8,-2.1,-0.4
CDNS,ai,MACROSS,2018-06-11,45.02,-4.0,50.4,98.7,13.8,55.6,61.9,1.6,44.5,85.0,-11.2
CDNS,ai,MACROSS,2022-08-08,188.83,-2.7,19.7,43.1,-3.2,-0.8,-43.4,1.0,13.7,14.4,-24.6
CDNS,ai,MACROSS,2024-12-23,305.03,0.1,4.5,,-12.0,-43.2,,-3.9,-12.8,,-23.7
CDNS,ai,MACROSS,2025-06-16,295.4,6.6,31.1,,-30.3,-123.2,,-8.6,4.1,,-10.1
CDNS,ai,MACROSS,2026-06-08,384.96,,,,,,,,,,-14.2
CRDO,ai,BOTTOM,2023-03-20,8.26,80.0,166.2,461.0,68.5,86.3,382.6,70.5,132.6,414.6,-7.6
CRDO,ai,BRKOUT,2023-11-20,18.84,6.0,143.3,608.5,-45.9,91.2,504.8,-11.1,110.7,560.1,-10.2
CRDO,ai,MACROSS,2023-07-10,16.9,11.8,82.7,483.0,0.9,6.7,397.8,4.9,56.3,440.5,-17.7
CRDO,ai,MACROSS,2026-04-20,195.04,,,,,,,,,,-11.7
ALAB,ai,BOTTOM,2025-10-20,164.97,29.0,,,-15.7,,,23.0,,,-31.8
ALAB,ai,BRKOUT,2025-08-04,179.28,-5.3,,,-42.5,,,-14.3,,,-37.3
ALAB,ai,BRKOUT,2026-05-18,306.88,,,,,,,,,,-1.1
ALAB,ai,MACROSS,2025-06-30,90.8,97.8,347.6,,65.7,238.1,,87.9,327.2,,0.0
ALAB,ai,MACROSS,2026-05-11,232.68,,,,,,,,,,0.0
MPWR,ai,BOTTOM,2022-04-11,396.29,-24.2,17.5,63.3,3.1,10.5,-25.2,-6.6,21.7,43.0,-24.2
MPWR,ai,BRKOUT,2019-04-08,143.93,-8.8,11.5,152.1,-16.2,1.1,22.3,-11.8,13.7,105.1,-23.5
MPWR,ai,BRKOUT,2023-06-26,528.22,17.2,53.2,38.1,1.7,-19.1,-46.7,9.2,28.7,-4.3,-24.7
MPWR,ai,MACROSS,2019-03-18,131.65,11.1,-2.1,150.5,-0.3,1.8,26.8,3.3,14.3,105.9,-16.4
MPWR,ai,MACROSS,2023-02-27,492.84,4.1,48.1,22.5,-23.4,-33.0,-69.5,-8.3,19.3,-28.6,-21.0
MPWR,ai,MACROSS,2025-07-28,780.16,43.6,,,1.1,,,31.6,,,0.0
ON,ai,BOTTOM,2019-06-03,19.06,16.2,5.8,100.5,-12.6,-43.1,-46.5,5.7,-7.5,48.2,-43.2
ON,ai,BOTTOM,2025-09-08,48.26,21.3,,,-6.4,,,20.0,,,-5.2
ON,ai,BRKOUT,2019-12-16,24.12,-19.6,30.8,157.0,-26.3,-22.8,46.7,-16.8,13.5,109.0,-55.1
ON,ai,BRKOUT,2020-10-05,26.35,63.0,68.8,146.0,24.9,31.4,143.7,43.5,40.8,138.4,-4.8
ON,ai,BRKOUT,2022-08-08,71.16,17.8,32.9,0.2,17.2,12.4,-86.3,21.4,26.9,-28.4,-18.8
ON,ai,MACROSS,2019-04-01,22.81,-18.5,-52.0,88.0,-25.4,-53.1,-41.7,-21.5,-39.8,44.1,-52.6
ON,ai,MACROSS,2019-12-02,22.14,-8.9,35.1,189.3,-24.6,-31.1,59.6,-11.5,15.4,140.4,-51.1
ON,ai,MACROSS,2020-08-10,22.04,87.3,97.1,222.9,37.1,42.3,177.3,69.7,62.8,192.4,-7.0
ON,ai,MACROSS,2025-12-08,54.96,112.5,,,36.9,,,103.1,,,-0.1
INTC,ai,BOTTOM,2025-02-17,24.87,-0.3,77.4,,-17.7,10.8,,-8.5,61.1,,-23.9
INTC,ai,BRKOUT,2019-11-04,51.4,3.5,-20.2,-8.1,-0.6,-70.3,-135.7,7.8,-35.7,-64.9,-22.7
INTC,ai,BRKOUT,2025-09-15,29.58,48.3,,,26.1,,,50.0,,,0.0
INTC,ai,MACROSS,2017-09-25,31.78,38.5,27.3,40.2,25.2,11.6,9.7,32.8,9.4,18.1,0.0
INTC,ai,MACROSS,2019-03-04,45.45,-1.7,8.8,21.5,-20.1,-23.8,-110.1,-11.3,-1.7,-23.5,-15.6
INTC,ai,MACROSS,2019-09-09,46.09,4.7,-4.0,7.6,5.5,-42.3,-120.7,14.4,-17.2,-45.6,-11.9
INTC,ai,MACROSS,2021-02-15,57.31,-16.4,-26.6,-53.0,-17.4,-31.6,-50.2,-30.8,-39.4,-60.5,-26.6
INTC,ai,MACROSS,2023-05-29,30.68,40.7,-0.1,-36.3,30.4,-65.6,-102.1,32.6,-25.1,-77.8,-3.3
INTC,ai,MACROSS,2025-08-25,24.35,87.3,,,46.9,,,80.4,,,-1.1
COHR,ai,BOTTOM,2022-05-02,61.86,-48.3,-48.5,-8.6,-30.5,-56.7,-99.1,-40.6,-50.6,-36.9,-50.2
COHR,ai,BOTTOM,2023-03-06,38.54,-13.9,65.7,72.7,-40.4,-24.7,-18.7,-30.2,31.1,19.2,-27.8
COHR,ai,BOTTOM,2023-10-23,29.15,88.9,228.8,343.7,30.6,144.8,187.2,64.2,185.9,274.5,0.0
COHR,ai,BRKOUT,2017-09-18,40.4,6.4,18.9,-3.4,-8.9,0.3,-37.7,2.0,-0.3,-27.5,-5.7
COHR,ai,BRKOUT,2020-05-18,44.78,44.7,48.1,31.9,-0.3,-25.7,-35.5,23.4,5.4,-3.8,-18.5
COHR,ai,BRKOUT,2024-02-05,62.35,1.6,53.8,265.2,-8.7,33.1,166.6,-5.4,32.4,224.0,-21.0
COHR,ai,BRKOUT,2025-08-04,115.44,97.2,,,60.0,,,88.2,,,-22.1
COHR,ai,MACROSS,2018-10-29,45.24,-10.7,-24.4,0.5,-34.9,-61.9,-87.2,-20.0,-39.2,-24.3,-31.9
COHR,ai,MACROSS,2019-09-09,41.01,-39.4,-11.0,49.8,-38.6,-49.3,-78.5,-29.7,-24.2,-3.4,-40.9
COHR,ai,MACROSS,2020-06-08,46.32,51.3,51.3,27.3,5.7,-22.2,-27.9,29.9,9.6,-4.6,-21.2
COHR,ai,MACROSS,2022-02-21,70.67,-26.6,-39.6,-16.7,-8.9,-28.7,-73.7,-19.9,-31.6,-36.4,-56.4
COHR,ai,MACROSS,2023-07-10,50.46,-17.3,55.4,84.9,-28.2,-20.6,-0.3,-24.2,29.0,42.4,-42.2
COHR,ai,MACROSS,2024-01-15,46.17,56.0,112.9,313.8,23.4,74.3,198.3,41.5,87.4,266.9,0.0
COHR,ai,MACROSS,2025-07-28,102.79,106.4,,,63.9,,,94.5,,,-12.5
LITE,ai,BOTTOM,2023-09-18,46.41,9.6,32.2,263.6,-51.7,-36.4,138.8,-12.3,-1.6,205.4,-22.3
LITE,ai,BOTTOM,2025-05-05,64.87,270.1,1293.2,,214.3,1138.9,,250.6,1261.0,,0.0
LITE,ai,BRKOUT,2018-03-05,68.97,-4.6,-32.1,19.5,0.8,-24.0,-2.4,-8.6,-32.4,8.8,-44.9
LITE,ai,MACROSS,2018-03-19,67.35,-8.7,-21.5,-7.7,-11.6,-26.1,-8.2,-22.9,-31.9,0.0,-43.6
LITE,ai,MACROSS,2019-05-06,59.13,12.5,37.3,40.3,-8.1,11.8,-85.2,4.3,33.8,-11.7,-31.6
LITE,ai,MACROSS,2019-08-19,55.82,48.9,53.6,51.5,14.4,-4.5,-87.3,30.8,32.0,-9.6,-7.6
LITE,ai,MACROSS,2021-12-06,100.6,-17.6,-45.9,-56.2,9.3,-17.8,-63.7,-0.9,-30.7,-57.0,-45.9
LITE,ai,MACROSS,2024-02-05,50.21,-13.9,71.1,999.5,-24.2,50.4,901.0,-20.9,49.7,958.3,-16.9
LITE,ai,MACROSS,2024-07-15,54.77,72.4,86.6,1238.0,67.8,69.1,1112.0,62.8,70.9,1199.4,-21.0
LITE,ai,MACROSS,2025-06-30,92.75,316.3,685.3,,284.3,575.8,,306.4,664.8,,0.0
CIEN,ai,BOTTOM,2020-11-30,46.98,27.7,30.0,-4.7,12.3,-8.2,-8.0,12.6,5.7,-18.0,0.0
CIEN,ai,BRKOUT,2020-04-20,46.58,-11.5,16.9,20.9,-51.0,-73.3,-59.2,-34.7,-32.7,-34.1,-15.6
CIEN,ai,BRKOUT,2024-09-23,61.81,-0.4,129.6,,13.6,99.1,,1.7,112.4,,-13.4
CIEN,ai,BRKOUT,2025-09-01,116.69,152.1,,,121.9,,,147.6,,,0.0
CIEN,ai,MACROSS,2018-03-19,25.5,21.7,45.3,41.5,18.8,40.8,41.0,7.6,35.0,49.2,-8.2
CIEN,ai,MACROSS,2020-01-27,40.67,46.3,31.3,59.2,25.5,-34.6,-33.4,43.8,14.1,17.4,-11.3
CIEN,ai,MACROSS,2021-01-18,55.03,2.1,18.0,-8.6,-4.7,4.6,-4.6,-13.5,2.0,-15.1,-10.0
CIEN,ai,MACROSS,2023-02-27,49.09,-1.3,23.9,62.1,-28.8,-57.2,-30.0,-13.7,-4.9,10.9,-16.4
CIEN,ai,MACROSS,2024-01-22,51.42,-2.5,87.9,345.6,-30.1,48.4,231.5,-14.9,61.6,300.7,-15.3
ANET,ai,BOTTOM,2020-09-07,12.74,37.2,72.2,144.2,-2.8,7.1,112.0,18.3,36.9,118.9,-1.6
ANET,ai,BOTTOM,2023-01-02,28.11,40.5,105.4,309.8,-0.3,47.5,169.3,26.6,82.9,252.9,0.0
ANET,ai,BRKOUT,2019-03-25,19.65,-22.8,-39.2,-1.0,-33.6,-48.9,-133.3,-28.4,-30.7,-46.4,-47.7
ANET,ai,BRKOUT,2020-07-27,16.24,18.4,46.4,79.6,-18.9,-13.0,35.1,4.1,10.1,49.7,-22.8
ANET,ai,BRKOUT,2025-08-04,139.18,-1.2,,,-38.5,,,-10.2,,,-15.6
ANET,ai,MACROSS,2019-03-25,19.65,-22.8,-39.2,-1.0,-33.6,-48.9,-133.3,-28.4,-30.7,-46.4,-47.7
ANET,ai,MACROSS,2020-07-06,13.51,41.7,74.9,90.6,-3.3,13.2,58.6,20.6,35.7,64.7,-7.2
ANET,ai,MACROSS,2022-11-21,33.94,25.5,60.9,199.4,-9.2,13.0,74.4,20.2,45.9,147.0,-17.2
ANET,ai,MACROSS,2025-07-21,114.28,19.3,,,-20.3,,,10.5,,,0.0
SMCI,ai,BOTTOM,2018-03-05,1.98,2.5,-1.5,27.9,7.9,6.6,6.0,-1.5,-1.8,17.1,-38.5
SMCI,ai,BOTTOM,2019-07-15,1.9,50.9,49.5,79.7,23.6,9.8,-37.0,38.1,39.1,29.4,-11.2
SMCI,ai,BOTTOM,2024-05-27,78.45,-58.4,-49.0,-41.2,-59.1,-49.1,-192.2,-73.4,-62.2,-88.2,-76.3
SMCI,ai,BOTTOM,2025-03-24,34.26,33.7,-35.9,,-17.9,-112.8,,14.0,-51.3,,-40.1
SMCI,ai,BOTTOM,2025-09-01,40.41,-22.5,,,-52.7,,,-27.0,,,-49.2
SMCI,ai,BRKOUT,2019-12-16,2.46,31.1,23.7,66.1,24.4,-29.9,-44.2,33.9,6.4,18.1,-31.5
SMCI,ai,BRKOUT,2021-11-01,4.66,9.9,64.5,447.4,31.1,99.6,444.9,21.6,83.0,451.8,-24.2
SMCI,ai,MACROSS,2018-07-02,2.41,-35.6,-22.9,13.8,-19.6,-30.5,-37.4,-28.2,-33.4,-4.1,-49.7
SMCI,ai,MACROSS,2019-04-15,2.2,-12.6,-0.9,78.3,-16.3,-14.8,-40.8,-16.3,-1.8,29.1,-23.2
SMCI,ai,MACROSS,2025-07-14,51.77,-37.0,-53.3,,-75.3,-145.6,,-47.8,-73.0,,-60.3
DELL,ai,BOTTOM,2019-12-23,23.51,2.5,43.2,116.3,-1.3,-8.9,-3.1,8.6,26.7,65.8,-36.3
DELL,ai,BRKOUT,2020-07-13,27.84,23.0,52.9,43.0,-24.5,-2.3,7.3,5.3,16.8,19.8,-0.9
DELL,ai,BRKOUT,2023-06-12,47.09,46.0,177.5,129.2,32.5,101.8,59.9,38.4,152.7,90.1,0.0
DELL,ai,BRKOUT,2025-10-06,148.92,19.0,,,-15.7,,,14.4,,,-23.4
DELL,ai,MACROSS,2018-05-14,20.13,32.6,59.1,-3.5,42.4,56.3,-33.4,30.8,51.7,-13.3,-0.7
DELL,ai,MACROSS,2020-07-20,28.04,24.9,58.8,42.7,-27.2,-3.7,-1.2,4.6,19.7,16.0,-1.6
DELL,ai,MACROSS,2023-05-15,45.27,56.1,219.7,148.5,34.1,146.0,61.7,47.6,191.4,102.6,-1.0
DELL,ai,MACROSS,2025-07-14,129.27,-7.5,206.6,,-45.8,114.3,,-18.3,186.8,,-11.7
HPE,ai,BOTTOM,2020-06-15,8.2,26.2,52.9,46.6,-17.8,-12.0,8.5,5.6,16.5,24.5,-10.9
HPE,ai,BRKOUT,2021-02-08,12.29,5.8,23.5,21.8,2.7,18.7,24.4,-8.5,9.8,14.8,-4.5
HPE,ai,BRKOUT,2022-01-03,15.11,-21.8,3.1,6.7,7.9,31.0,-7.1,-5.8,18.5,3.2,-28.3
HPE,ai,BRKOUT,2024-03-04,16.9,-1.3,-9.7,23.9,3.2,-10.2,-46.5,-7.5,-23.7,-10.8,-9.7
HPE,ai,BRKOUT,2025-09-08,24.23,-11.7,,,-39.4,,,-13.1,,,-16.6
HPE,ai,MACROSS,2017-09-18,10.97,24.8,22.1,6.8,9.5,3.5,-27.5,20.4,2.9,-17.4,-6.6
HPE,ai,MACROSS,2019-04-01,12.91,-9.4,-40.4,4.8,-16.3,-41.5,-124.9,-12.4,-28.2,-39.1,-44.7
HPE,ai,MACROSS,2019-11-04,14.15,-40.1,-45.0,-4.4,-44.2,-95.2,-131.9,-35.8,-60.6,-61.1,-49.6
HPE,ai,MACROSS,2020-12-28,10.13,26.1,37.4,43.5,7.2,-4.8,49.1,9.3,8.6,38.2,0.0
HPE,ai,MACROSS,2022-12-26,14.54,7.0,9.7,43.7,-43.1,-63.7,-103.7,-9.8,-16.5,-16.3,-12.6
HPE,ai,MACROSS,2025-08-11,20.73,8.4,,,-29.9,,,1.9,,,-2.5
VRT,ai,BOTTOM,2022-12-12,13.09,71.5,263.4,858.9,26.3,198.6,721.2,56.0,239.1,797.4,-7.3
VRT,ai,BRKOUT,2025-09-29,160.07,63.2,,,46.3,,,64.6,,,-0.2
VRT,ai,MACROSS,2020-06-08,14.18,33.2,83.9,-29.2,-12.5,10.4,-84.5,11.7,42.2,-61.1,-14.0
VRT,ai,MACROSS,2022-12-26,13.61,81.3,251.8,744.2,31.3,178.4,596.8,64.5,225.6,684.2,-10.8
VRT,ai,MACROSS,2025-06-30,127.7,37.5,135.3,,5.4,25.9,,27.6,114.9,,-3.6
STX,ai,BOTTOM,2020-07-13,39.94,28.4,82.2,72.8,-19.2,27.0,37.1,10.6,46.1,49.6,-7.1
STX,ai,BRKOUT,2018-01-08,37.22,17.6,-16.5,29.5,15.0,-7.7,-15.0,16.2,-11.4,7.9,-25.3
STX,ai,BRKOUT,2020-11-30,53.74,58.9,70.3,-11.3,43.5,32.1,-14.6,43.8,46.0,-24.6,-7.0
STX,ai,BRKOUT,2023-08-28,68.75,34.4,39.7,141.5,-7.7,-17.1,53.7,19.8,13.0,94.7,-13.5
STX,ai,BRKOUT,2025-05-19,111.23,112.4,630.2,,75.1,486.7,,98.0,599.9,,0.0
STX,ai,MACROSS,2018-01-08,37.22,17.6,-16.5,29.5,15.0,-7.7,-15.0,16.2,-11.4,7.9,-25.3
STX,ai,MACROSS,2019-04-29,38.42,19.3,1.4,106.6,8.5,-8.6,-4.8,14.2,3.3,59.5,-15.6
STX,ai,MACROSS,2020-11-23,49.05,68.2,74.6,0.3,46.6,28.6,-8.2,51.8,46.6,-13.6,0.0
STX,ai,MACROSS,2023-04-10,59.01,9.3,38.4,17.3,-8.4,-37.8,-44.1,4.0,12.7,-15.7,-12.5
STX,ai,MACROSS,2023-07-17,55.6,46.1,78.1,165.9,23.6,15.8,75.2,38.6,55.0,123.4,0.0
STX,ai,MACROSS,2025-06-16,129.2,128.2,727.8,,91.3,573.4,,113.0,700.7,,0.0
WDC,ai,BOTTOM,2019-04-29,36.68,8.1,-17.0,44.9,-2.6,-27.1,-66.5,3.0,-15.1,-2.3,-37.1
WDC,ai,BOTTOM,2020-06-15,33.4,19.8,56.5,4.4,-24.2,-8.4,-33.7,-0.8,20.1,-17.6,-24.1
WDC,ai,BOTTOM,2022-02-07,40.43,-5.7,-20.0,5.8,1.8,-13.0,-50.6,-3.4,-14.1,-11.6,-43.1
WDC,ai,BOTTOM,2023-07-17,28.82,43.0,82.3,135.3,20.6,20.0,44.6,35.5,59.2,92.8,0.0
WDC,ai,BRKOUT,2018-03-05,68.71,-41.4,-50.7,-40.8,-35.9,-42.6,-62.7,-45.4,-50.9,-51.6,-63.2
WDC,ai,BRKOUT,2019-09-02,45.46,-10.6,-36.8,1.6,-22.6,-82.4,-132.0,-11.3,-54.1,-55.7,-49.3
WDC,ai,BRKOUT,2021-02-15,51.83,-12.8,-19.4,-39.6,-13.8,-24.4,-36.9,-27.3,-32.2,-47.2,-27.6
WDC,ai,BRKOUT,2023-08-28,34.58,39.9,42.7,131.7,-2.1,-14.1,43.9,25.4,16.0,84.9,-15.2
WDC,ai,BRKOUT,2025-06-23,63.12,187.4,829.1,,155.6,708.8,,174.5,809.3,,0.0
WDC,ai,MACROSS,2018-03-12,73.47,-45.8,-53.2,-57.7,-41.6,-50.4,-68.4,-52.4,-57.8,-59.3,-65.6
WDC,ai,MACROSS,2019-08-19,39.9,24.7,-36.4,13.2,-9.9,-94.6,-125.6,6.5,-58.0,-47.9,-42.2
WDC,ai,MACROSS,2021-01-04,38.99,35.4,27.0,-28.3,23.8,-2.5,-21.7,20.4,3.2,-33.1,-2.1
WDC,ai,MACROSS,2023-07-24,31.62,38.5,62.4,117.0,20.5,11.8,36.0,31.1,41.6,73.9,-7.3
WDC,ai,MACROSS,2025-06-30,65.9,184.6,717.9,,152.6,608.4,,174.7,697.5,,0.0
P,ai,BOTTOM,2020-01-06,18.77,-7.8,26.4,58.9,-19.7,-35.8,-51.3,-6.3,7.2,11.2,-48.2
P,ai,BOTTOM,2021-08-23,24.06,8.4,26.3,48.7,8.4,44.0,37.2,10.5,35.0,47.9,-2.6
P,ai,BOTTOM,2022-01-31,26.38,12.3,13.4,60.2,22.9,21.0,17.4,19.5,20.0,46.5,-11.1
P,ai,BOTTOM,2022-12-19,26.65,34.5,34.6,141.7,-10.5,-36.7,1.7,20.5,9.1,82.9,-15.0
P,ai,BOTTOM,2026-06-15,74.61,,,,,,,,,,-7.3
P,ai,BRKOUT,2017-08-21,14.95,45.2,77.7,4.5,20.9,51.8,-27.0,31.8,57.9,-16.5,-3.5
P,ai,BRKOUT,2020-11-30,21.0,-11.0,50.5,41.0,-26.5,12.3,37.7,-26.2,26.2,27.7,-14.6
P,ai,BRKOUT,2021-11-22,29.87,-18.4,2.0,23.7,-0.8,27.7,13.9,-9.5,13.0,21.4,-21.5
P,ai,BRKOUT,2023-05-29,34.25,-3.2,76.0,56.5,-13.5,10.5,-9.3,-11.3,51.0,15.0,-3.8
P,ai,BRKOUT,2025-01-20,72.15,-20.2,-3.3,,-30.1,-56.8,,-25.6,-18.0,,-48.5
P,ai,BRKOUT,2025-08-25,77.61,-17.3,,,-57.7,,,-24.2,,,-24.0
P,ai,MACROSS,2020-07-20,17.23,33.4,14.2,55.7,-18.8,-48.3,11.7,13.1,-24.9,28.9,-16.0
P,ai,MACROSS,2020-11-09,17.96,0.4,57.0,71.4,-19.4,2.5,57.5,-16.8,24.7,56.8,-0.2
P,ai,MACROSS,2021-09-06,26.41,19.9,14.7,48.0,29.2,34.7,35.7,25.0,22.2,45.0,-11.2
P,ai,MACROSS,2022-10-03,28.26,-9.3,25.1,81.3,-44.7,-34.0,-86.1,-23.1,4.8,18.7,-19.9
P,ai,MACROSS,2023-06-26,36.82,-3.2,74.4,50.5,-18.7,2.1,-34.3,-11.2,49.9,8.1,-10.5
P,ai,MACROSS,2024-12-02,64.92,-14.8,8.5,,-16.9,-38.7,,-14.0,-5.7,,-42.7
P,ai,MACROSS,2025-08-04,58.58,21.2,,,-16.1,,,12.2,,,-0.4
P,ai,MACROSS,2026-06-22,69.16,,,,,,,,,,0.0
MOD,ai,BOTTOM,2019-05-20,14.14,-47.6,-68.7,18.2,-79.3,-109.6,-126.6,-58.6,-75.4,-33.9,-78.9
MOD,ai,BOTTOM,2020-09-07,6.15,155.9,83.7,148.9,115.9,18.6,116.7,137.0,48.4,123.7,-3.1
MOD,ai,BRKOUT,2020-11-02,9.62,76.8,16.7,118.5,52.3,-34.9,120.1,55.4,-19.0,107.9,0.0
MOD,ai,BRKOUT,2022-08-01,14.82,55.3,200.3,566.7,51.9,172.2,484.2,54.7,190.4,533.8,-12.7
MOD,ai,BRKOUT,2025-09-08,149.68,26.0,,,-1.7,,,24.6,,,-16.4
MOD,ai,MACROSS,2020-10-12,7.13,118.0,69.7,93.8,81.6,27.9,99.8,96.9,39.5,87.8,-10.2
MOD,ai,MACROSS,2022-07-25,13.12,71.9,174.4,693.8,69.8,137.5,587.6,72.5,161.7,657.6,-1.4
MOD,ai,MACROSS,2025-08-18,140.37,61.3,,,19.5,,,53.8,,,-10.8
NBIS,ai,BOTTOM,2026-01-19,94.5,,,,,,,,,,-9.9
IREN,ai,BOTTOM,2023-08-21,4.18,47.8,106.2,412.7,7.1,38.6,313.7,31.5,76.7,362.1,-32.3
IREN,ai,BOTTOM,2024-03-11,4.6,64.3,56.7,803.9,55.6,52.3,724.8,53.8,45.3,771.2,0.0
IREN,ai,BOTTOM,2024-08-12,7.97,63.2,147.1,,60.4,126.7,,52.5,129.5,,-29.9
IREN,ai,BRKOUT,2023-07-03,6.67,-7.2,125.3,152.2,-19.3,43.3,59.9,-14.7,97.1,105.8,-57.6
IREN,ai,BRKOUT,2025-06-30,16.82,153.9,130.8,,121.8,21.3,,144.0,110.4,,-8.4
IREN,ai,BRKOUT,2026-05-25,63.54,,,,,,,,,,-47.1
IREN,ai,MACROSS,2023-05-08,3.69,-19.8,29.8,90.8,-47.8,-53.0,7.1,-27.6,1.4,49.9,-23.3
IREN,ai,MACROSS,2025-07-07,16.23,183.6,153.5,,147.8,40.3,,171.7,131.1,,-5.1
APLD,ai,BOTTOM,2025-01-06,8.29,10.7,354.5,,-5.6,296.6,,2.7,333.6,,-52.4
APLD,ai,BOTTOM,2025-12-22,24.05,62.8,,,-4.3,,,56.7,,,-1.2
APLD,ai,BRKOUT,2023-05-15,8.57,-52.9,-51.7,-20.3,-74.8,-125.5,-107.1,-61.3,-80.0,-66.1,-71.2
APLD,ai,BRKOUT,2024-09-23,8.19,-30.2,165.1,,-16.2,134.6,,-28.0,147.9,,-51.8
APLD,ai,MACROSS,2024-08-05,3.9,99.7,264.1,,90.3,233.0,,86.3,243.1,,-6.4
APLD,ai,MACROSS,2025-06-23,10.38,131.7,277.3,,99.9,156.9,,118.8,257.4,,-11.6
