ticker,regime,kind,dt,fwd1d,fwd3d,fwd5d
STX,RANGE,CTRL,2023-10-11T10:30:00,2.791,1.767,0.221
STX,RANGE,H_UP,2023-10-11T13:30:00,0.334,0.203,-0.958
STX,RANGE,CTRL,2023-10-12T09:30:00,0.31,-0.433,-2.12
STX,RANGE,CTRL,2023-10-12T15:30:00,-1.298,-0.577,-3.605
STX,RANGE,CTRL,2023-10-13T14:30:00,1.025,0.088,-1.874
STX,RANGE,CTRL,2023-10-16T13:30:00,0.522,-2.283,-4.652
STX,RANGE,H_DOWN,2023-10-17T10:30:00,-1.212,-3.912,-0.544
STX,RANGE,CTRL,2023-10-17T12:30:00,-1.402,-3.266,-0.809
STX,RANGE,CTRL,2023-10-18T11:30:00,-0.374,-2.83,-0.279
STX,RANGE,H_DOWN,2023-10-18T15:30:00,-2.352,-4.674,-1.987
STX,RANGE,CTRL,2023-10-19T10:30:00,-2.418,1.003,-1.607
STX,RANGE,CTRL,2023-10-20T09:30:00,-1.383,1.727,2.221
STX,RANGE,CTRL,2023-10-20T15:30:00,-2.159,0.6,2.279
STX,RANGE,CTRL,2023-10-23T14:30:00,4.29,2.096,4.604
STX,RANGE,CTRL,2023-10-24T13:30:00,-0.963,-0.287,-0.154
STX,RANGE,CTRL,2023-10-25T12:30:00,-0.788,1.398,3.82
STX,RANGE,CTRL,2023-10-26T11:30:00,2.689,1.648,6.711
STX,RANGE,CTRL,2023-10-27T10:30:00,-1.221,2.103,6.249
STX,RANGE,H_DOWN,2023-10-27T15:30:00,0.249,4.412,5.951
STX,RANGE,CTRL,2023-10-30T09:30:00,-0.581,5.269,5.166
STX,RANGE,CTRL,2023-10-30T15:30:00,-0.205,4.986,4.006
STX,RANGE,H_UP,2023-10-31T14:30:00,3.947,6.619,4.344
STX,RANGE,CTRL,2023-11-01T13:30:00,1.947,1.334,1.862
STX,RANGE,CTRL,2023-11-02T12:30:00,1.52,-0.315,1.66
STX,RANGE,CTRL,2023-11-03T11:30:00,-2.176,-2.885,-1.15
STX,RANGE,CTRL,2023-11-06T10:30:00,-1.594,1.237,1.3
STX,RANGE,CTRL,2023-11-07T09:30:00,-0.028,0.423,3.966
STX,RANGE,CTRL,2023-11-07T15:30:00,1.44,2.202,5.28
STX,RANGE,CTRL,2023-11-08T14:30:00,0.475,0.342,4.118
STX,RANGE,CTRL,2023-11-09T13:30:00,0.229,3.041,3.9
STX,RANGE,H_UP,2023-11-10T10:30:00,1.074,4.353,5.671
STX,RANGE,CTRL,2023-11-10T12:30:00,0.508,3.824,5.381
STX,RANGE,CTRL,2023-11-13T11:30:00,2.116,3.166,4.368
STX,RANGE,CTRL,2023-11-14T10:30:00,0.969,2.244,2.224
STX,RANGE,CTRL,2023-11-15T09:30:00,0.227,1.296,2.632
STX,RANGE,CTRL,2023-11-15T15:30:00,1.381,3.325,2.601
STX,RANGE,H_UP,2023-11-16T14:30:00,1.128,1.327,3.478
STX,RANGE,CTRL,2023-11-17T13:30:00,1.094,1.364,1.43
STX,RANGE,CTRL,2023-11-20T12:30:00,-0.627,1.699,2.961
STX,RANGE,CTRL,2023-11-21T11:30:00,1.595,2.241,3.414
STX,RANGE,CTRL,2023-11-22T10:30:00,-1.17,-0.013,2.314
STX,RANGE,CTRL,2023-11-24T09:30:00,2.312,2.811,3.52
STX,RANGE,H_UP,2023-11-24T11:30:00,1.838,3.006,3.939
STX,RANGE,CTRL,2023-11-27T12:30:00,-1.898,0.667,0.949
STX,RANGE,CTRL,2023-11-28T11:30:00,2.77,2.802,0.925
STX,RANGE,CTRL,2023-11-29T10:30:00,0.191,0.804,0.779
STX,RANGE,CTRL,2023-11-30T09:30:00,0.433,-1.292,1.127
STX,RANGE,CTRL,2023-11-30T15:30:00,0.076,-2.73,-0.417
STX,RANGE,H_UP,2023-12-01T13:30:00,-0.076,-0.4,2.265
STX,RANGE,CTRL,2023-12-01T14:30:00,-0.972,-1.54,1.843
STX,RANGE,CTRL,2023-12-04T13:30:00,-2.019,-0.241,4.432
STX,RANGE,CTRL,2023-12-05T12:30:00,2.011,3.86,6.214
STX,RANGE,CTRL,2023-12-06T11:30:00,-0.925,4.6,5.639
STX,RANGE,H_DOWN,2023-12-06T14:30:00,0.372,5.385,8.519
STX,RANGE,CTRL,2023-12-07T10:30:00,1.762,4.205,10.879
STX,RANGE,CTRL,2023-12-08T09:30:00,2.35,4.637,6.817
STX,RANGE,CTRL,2023-12-08T15:30:00,1.762,6.031,4.579
STX,RANGE,CTRL,2023-12-11T14:30:00,-0.067,4.884,2.299
STX,RANGE,H_UP,2023-12-12T10:30:00,1.581,3.45,2.631
STX,RANGE,CTRL,2023-12-12T13:30:00,2.973,2.753,2.43
STX,RANGE,CTRL,2023-12-13T12:30:00,4.186,1.373,-0.42
STX,RANGE,CTRL,2023-12-14T11:30:00,-2.294,-3.208,-3.288
STX,RANGE,CTRL,2023-12-15T10:30:00,-0.626,-2.526,0.82
STX,RANGE,CTRL,2023-12-18T09:30:00,-0.368,0.547,1.556
STX,RANGE,CTRL,2023-12-18T15:30:00,-0.143,1.584,2.263
STX,RANGE,H_DOWN,2023-12-19T14:30:00,-2.412,1.295,1.842
STX,RANGE,CTRL,2023-12-20T13:30:00,1.829,2.873,3.918
STX,RANGE,CTRL,2023-12-21T12:30:00,1.165,1.29,1.224
STX,RANGE,CTRL,2023-12-22T11:30:00,-0.311,1.035,-2.548
STX,RANGE,CTRL,2023-12-26T10:30:00,0.428,0.393,-4.669
STX,RANGE,CTRL,2023-12-27T09:30:00,0.431,-3.157,-5.836
STX,RANGE,H_UP,2023-12-27T14:30:00,0.898,-3.628,-5.308
STX,RANGE,CTRL,2023-12-27T15:30:00,1.26,-3.512,-5.752
STX,RANGE,CTRL,2023-12-28T14:30:00,-0.821,-7.29,-7.527
STX,RANGE,CTRL,2023-12-29T13:30:00,-2.957,-5.505,-5.09
STX,RANGE,CTRL,2024-01-02T12:30:00,-2.216,-3.387,-4.156
STX,RANGE,CTRL,2024-01-03T11:30:00,0.321,0.037,0.506
STX,RANGE,CTRL,2024-01-04T10:30:00,-0.425,-1.904,-1.707
STX,RANGE,CTRL,2024-01-05T09:30:00,-0.629,0.228,1.504
STX,RANGE,H_DOWN,2024-01-05T14:30:00,1.25,3.151,3.448
STX,RANGE,CTRL,2024-01-05T15:30:00,0.909,3.027,3.102
STX,RANGE,CTRL,2024-01-08T14:30:00,-0.988,0.037,4.717
STX,RANGE,CTRL,2024-01-09T13:30:00,3.165,3.315,4.804
STX,RANGE,CTRL,2024-01-10T12:30:00,-1.663,3.399,1.675
STX,RANGE,CTRL,2024-01-11T11:30:00,3.475,4.564,6.143
STX,RANGE,CTRL,2024-01-12T10:30:00,2.702,1.777,5.235
STX,RANGE,CTRL,2024-01-16T09:30:00,-0.767,0.238,5.657
STX,RANGE,H_UP,2024-01-16T14:30:00,-2.252,0.142,4.611
STX,RANGE,CTRL,2024-01-16T15:30:00,-1.745,0.684,5.176
STX,RANGE,CTRL,2024-01-17T14:30:00,1.267,5.248,7.263
STX,RANGE,CTRL,2024-01-18T13:30:00,1.376,6.187,7.528
STX,BEAR,CTRL,2024-01-19T12:30:00,3.055,5.543,7.23
STX,BEAR,CTRL,2024-01-22T11:30:00,0.561,2.18,2.866
STX,BEAR,CTRL,2024-01-23T10:30:00,0.895,3.012,-0.351
STX,BEAR,CTRL,2024-01-24T09:30:00,0.017,2.992,-2.019
STX,BEAR,H_UP,2024-01-24T14:30:00,1.575,-0.157,-3.34
STX,BEAR,CTRL,2024-01-24T15:30:00,2.143,-0.539,-3.86
STX,BEAR,CTRL,2024-01-25T14:30:00,0.233,-2.934,-3.726
STX,BEAR,CTRL,2024-01-26T13:30:00,-2.868,-5.868,-3.981
STX,BEAR,CTRL,2024-01-29T12:30:00,-1.868,-2.984,-4.559
STX,BEAR,H_DOWN,2024-01-29T14:30:00,-1.25,-2.056,-3.396
STX,BEAR,CTRL,2024-01-30T11:30:00,-1.359,-0.086,-0.988
STX,BEAR,CTRL,2024-01-31T10:30:00,-0.15,-0.983,-0.145
STX,BEAR,CTRL,2024-02-01T09:30:00,-0.45,-0.144,0.288
STX,BEAR,CTRL,2024-02-01T15:30:00,0.795,-0.668,1.002
STX,RANGE,CTRL,2024-02-02T14:30:00,-2.507,-1.546,1.319
STX,RANGE,H_DOWN,2024-02-02T15:30:00,-2.309,-0.8,2.217
STX,RANGE,CTRL,2024-02-05T13:30:00,1.091,3.367,5.209
STX,RANGE,CTRL,2024-02-06T12:30:00,0.173,2.673,0.04
STX,RANGE,H_DOWN,2024-02-07T09:30:00,0.445,4.027,0.82
STX,RANGE,CTRL,2024-02-07T11:30:00,1.671,4.399,0.221
STX,RANGE,H_UP,2024-02-07T15:30:00,1.014,2.651,0.012
STX,RANGE,CTRL,2024-02-08T10:30:00,0.811,0.006,0.365
STX,RANGE,CTRL,2024-02-09T09:30:00,1.777,-1.36,-0.936
STX,RANGE,CTRL,2024-02-09T15:30:00,-0.379,-2.941,-2.102
STX,RANGE,CTRL,2024-02-12T14:30:00,-3.332,-1.632,-3.418
STX,RANGE,CTRL,2024-02-13T13:30:00,-0.035,2.037,-2.43
STX,RANGE,CTRL,2024-02-14T12:30:00,1.906,-0.434,1.802
STX,RANGE,H_DOWN,2024-02-14T14:30:00,1.823,-0.026,1.707
STX,RANGE,CTRL,2024-02-15T11:30:00,0.741,-3.552,0.251
STX,RANGE,H_UP,2024-02-15T14:30:00,-0.25,-3.83,-0.114
STX,RANGE,CTRL,2024-02-16T10:30:00,-1.791,-0.296,0.648
STX,RANGE,CTRL,2024-02-20T09:30:00,-0.711,2.482,5.803
STX,RANGE,CTRL,2024-02-20T15:30:00,-2.143,1.383,4.517
STX,RANGE,H_DOWN,2024-02-21T13:30:00,4.4,5.836,8.86
STX,RANGE,CTRL,2024-02-21T14:30:00,3.865,5.118,7.481
STX,RANGE,CTRL,2024-02-22T13:30:00,-0.08,2.658,5.59
STX,RANGE,CTRL,2024-02-23T12:30:00,1.511,3.511,9.84
STX,RANGE,H_UP,2024-02-23T15:30:00,0.761,4.114,10.422
STX,RANGE,CTRL,2024-02-26T11:30:00,2.922,4.065,11.823
STX,RANGE,CTRL,2024-02-27T10:30:00,-1.732,4.813,5.682
STX,BEAR,CTRL,2024-02-28T09:30:00,2.057,8.748,10.519
STX,BEAR,CTRL,2024-02-28T15:30:00,1.517,7.401,2.724
STX,BEAR,CTRL,2024-02-29T14:30:00,4.341,4.948,0.334
STX,BEAR,CTRL,2024-03-01T13:30:00,2.651,-2.796,-3.59
STX,BEAR,CTRL,2024-03-04T12:30:00,-1.961,-6.42,-8.013
STX,BEAR,CTRL,2024-03-05T11:30:00,0.051,-4.342,-6.411
STX,BEAR,CTRL,2024-03-06T10:30:00,-9.338,-9.986,-12.095
STX,BEAR,CTRL,2024-03-07T09:30:00,1.247,0.26,-5.402
STX,BEAR,CTRL,2024-03-07T15:30:00,-1.183,-2.867,-8.571
STX,BEAR,H_DOWN,2024-03-08T14:30:00,-1.745,-4.487,-7.855
STX,BEAR,CTRL,2024-03-11T13:30:00,0.337,-5.131,-6.036
STX,BEAR,CTRL,2024-03-12T12:30:00,-2.325,-5.901,-4.903
STX,RANGE,CTRL,2024-03-13T11:30:00,-1.506,-3.382,-2.689
STX,RANGE,CTRL,2024-03-14T10:30:00,-2.179,-1.731,1.956
STX,RANGE,CTRL,2024-03-15T09:30:00,1.153,1.97,3.429
STX,RANGE,CTRL,2024-03-15T15:30:00,-0.744,1.639,3.453
STX,RANGE,CTRL,2024-03-18T14:30:00,0.678,3.516,3.213
STX,RANGE,CTRL,2024-03-19T13:30:00,0.046,3.457,11.244
STX,RANGE,CTRL,2024-03-20T12:30:00,2.87,2.002,8.656
STX,RANGE,CTRL,2024-03-21T11:30:00,-0.113,9.65,4.746
STX,RANGE,H_UP,2024-03-21T14:30:00,0.53,7.731,4.819
STX,RANGE,CTRL,2024-03-22T10:30:00,0.102,6.386,4.766
STX,RANGE,CTRL,2024-03-25T09:30:00,8.112,4.488,1.931
STX,RANGE,CTRL,2024-03-25T15:30:00,7.369,5.487,2.29
STX,RANGE,H_DOWN,2024-03-26T10:30:00,-3.964,-5.427,-5.683
STX,RANGE,CTRL,2024-03-26T14:30:00,-1.776,-3.436,-3.876
STX,RANGE,CTRL,2024-03-27T13:30:00,-2.284,-4.079,-2.592
STX,RANGE,CTRL,2024-03-28T12:30:00,0.592,0.483,-2.472
STX,RANGE,H_DOWN,2024-03-28T14:30:00,-0.754,-1.206,-2.939
STX,RANGE,CTRL,2024-04-01T11:30:00,-2.595,-0.237,-3.672
STX,RANGE,CTRL,2024-04-02T10:30:00,1.867,-0.586,-2.414
STX,RANGE,H_DOWN,2024-04-02T14:30:00,1.561,-0.221,-1.162
STX,RANGE,CTRL,2024-04-03T09:30:00,2.002,-1.411,-4.091
STX,RANGE,CTRL,2024-04-03T15:30:00,-0.895,-2.685,-3.962
STX,RANGE,CTRL,2024-04-04T14:30:00,-0.606,-1.544,-2.53
STX,RANGE,CTRL,2024-04-05T13:30:00,-0.979,-3.121,-4.439
STX,RANGE,H_DOWN,2024-04-08T10:30:00,-1.927,-2.71,-4.997
STX,RANGE,CTRL,2024-04-08T12:30:00,0.079,-0.718,-5.473
STX,RANGE,CTRL,2024-04-09T11:30:00,-2.259,-4.306,-5.882
STX,RANGE,CTRL,2024-04-10T10:30:00,-0.233,-2.579,-3.633
STX,RANGE,CTRL,2024-04-11T09:30:00,-1.564,-4.956,-3.38
STX,RANGE,CTRL,2024-04-11T15:30:00,-4.033,-5.756,-6.027
STX,RANGE,CTRL,2024-04-12T14:30:00,-2.164,-0.959,-3.164
STX,RANGE,CTRL,2024-04-15T13:30:00,-0.667,-0.411,1.673
STX,RANGE,CTRL,2024-04-16T12:30:00,0.903,-0.678,3.875
STX,RANGE,CTRL,2024-04-17T11:30:00,0.012,-0.906,0.663
STX,RANGE,CTRL,2024-04-18T10:30:00,-1.672,1.842,1.642
STX,RANGE,CTRL,2024-04-19T09:30:00,-0.953,2.025,2.471
STX,RANGE,CTRL,2024-04-19T15:30:00,3.311,5.639,4.293
STX,RANGE,CTRL,2024-04-22T14:30:00,1.973,3.136,0.763
STX,RANGE,CTRL,2024-04-23T13:30:00,-1.655,-1.345,-1.069
STX,RANGE,CTRL,2024-04-24T12:30:00,1.944,0.444,-0.35
STX,RANGE,H_UP,2024-04-25T09:30:00,-0.698,-0.511,-1.754
STX,RANGE,CTRL,2024-04-25T11:30:00,-1.985,-1.503,-1.572
STX,BEAR,CTRL,2024-04-26T10:30:00,-0.407,-1.419,1.425
STX,BEAR,CTRL,2024-04-29T09:30:00,-0.026,-1.276,4.471
STX,BEAR,CTRL,2024-04-29T15:30:00,-0.186,0.256,4.381
STX,BEAR,CTRL,2024-04-30T14:30:00,0.951,1.707,3.769
STX,BEAR,CTRL,2024-05-01T13:30:00,-0.099,4.166,4.207
STX,BEAR,H_DOWN,2024-05-02T09:30:00,2.608,6.12,6.436
STX,BEAR,CTRL,2024-05-02T12:30:00,1.592,5.298,6.315
STX,BEAR,H_UP,2024-05-02T15:30:00,1.402,3.755,6.247
STX,BEAR,CTRL,2024-05-03T11:30:00,2.763,2.46,6.005
STX,BEAR,CTRL,2024-05-06T10:30:00,0.712,1.479,4.26
STX,BEAR,CTRL,2024-05-07T09:30:00,-0.791,3.099,6.243
STX,BEAR,CTRL,2024-05-07T15:30:00,0.57,5.038,7.44
STX,BEAR,CTRL,2024-05-08T14:30:00,1.468,3.292,9.775
STX,BEAR,CTRL,2024-05-09T13:30:00,2.629,4.983,8.193
STX,BEAR,CTRL,2024-05-10T12:30:00,0.582,6.16,2.983
STX,BEAR,CTRL,2024-05-13T11:30:00,1.572,5.427,2.793
STX,BEAR,H_UP,2024-05-13T14:30:00,3.445,5.9,4.382
STX,BEAR,CTRL,2024-05-14T10:30:00,2.538,0.476,-1.083
STX,BEAR,CTRL,2024-05-15T09:30:00,0.867,-2.046,-3.184
STX,BEAR,CTRL,2024-05-15T15:30:00,-0.491,-1.929,-4.117
STX,BEAR,CTRL,2024-05-16T14:30:00,-3.101,-4.921,-5.368
STX,BEAR,CTRL,2024-05-17T13:30:00,1.941,-0.759,-0.554
STX,BEAR,CTRL,2024-05-20T12:30:00,-2.471,-1.999,0.047
STX,BEAR,CTRL,2024-05-21T11:30:00,0.212,-0.573,0.477
STX,BEAR,H_DOWN,2024-05-21T14:30:00,0.855,0.749,0.773
STX,BEAR,CTRL,2024-05-22T10:30:00,0.475,1.625,-2.01
STX,RANGE,CTRL,2024-05-23T09:30:00,-2.501,-0.5,-4.748
STX,RANGE,H_UP,2024-05-23T14:30:00,1.225,1.249,-0.564
STX,RANGE,CTRL,2024-05-23T15:30:00,0.76,0.888,-0.203
STX,RANGE,CTRL,2024-05-24T14:30:00,2.064,-1.04,-2.952
STX,RANGE,CTRL,2024-05-28T13:30:00,-2.362,-4.373,-4.512
STX,RANGE,CTRL,2024-05-29T12:30:00,-0.921,-3.731,3.038
STX,RANGE,CTRL,2024-05-30T11:30:00,-1.172,-2.499,2.128
STX,RANGE,CTRL,2024-05-31T10:30:00,0.465,5.242,4.488
STX,RANGE,H_DOWN,2024-05-31T14:30:00,-1.206,4.948,3.798
STX,RANGE,CTRL,2024-06-03T09:30:00,-1.358,3.292,6.181
STX,RANGE,CTRL,2024-06-03T15:30:00,0.536,5.112,8.976
STX,RANGE,CTRL,2024-06-04T14:30:00,6.17,5.006,10.733
STX,RANGE,CTRL,2024-06-05T13:30:00,-1.933,1.861,7.435
STX,RANGE,CTRL,2024-06-06T12:30:00,1.689,5.8,9.482
STX,RANGE,H_UP,2024-06-07T09:30:00,2.249,8.829,8.495
STX,RANGE,CTRL,2024-06-07T11:30:00,1.775,8.408,7.414
STX,RANGE,CTRL,2024-06-10T10:30:00,2.885,6.726,6.94
STX,RANGE,CTRL,2024-06-11T09:30:00,3.719,3.4,6.909
STX,RANGE,CTRL,2024-06-11T15:30:00,1.146,2.214,4.29
STX,RANGE,CTRL,2024-06-12T14:30:00,0.191,1.9,-1.474
STX,RANGE,CTRL,2024-06-13T13:30:00,-0.403,1.795,-1.185
STX,RANGE,CTRL,2024-06-14T12:30:00,2.172,-0.833,-0.251
STX,RANGE,CTRL,2024-06-17T11:30:00,0.946,-2.421,-3.017
STX,RANGE,CTRL,2024-06-18T10:30:00,-3.787,-3.768,-4.01
STX,RANGE,H_UP,2024-06-18T14:30:00,-3.051,-2.396,-3.338
STX,RANGE,CTRL,2024-06-20T09:30:00,-1.042,0.087,-1.263
STX,RANGE,CTRL,2024-06-20T15:30:00,0.409,1.111,1.423
STX,RANGE,CTRL,2024-06-21T14:30:00,0.95,-0.025,0.743
STX,RANGE,H_DOWN,2024-06-24T09:30:00,0.865,-0.496,-0.486
STX,RANGE,CTRL,2024-06-24T13:30:00,-0.358,0.657,-1.083
STX,RANGE,CTRL,2024-06-25T12:30:00,-0.181,1.594,0.67
STX,RANGE,H_UP,2024-06-25T14:30:00,-0.673,0.09,-0.91
STX,RANGE,CTRL,2024-06-26T11:30:00,0.487,-0.234,-0.759
STX,RANGE,H_DOWN,2024-06-26T14:30:00,1.554,-0.37,-1.013
STX,RANGE,CTRL,2024-06-27T10:30:00,1.425,-0.087,-1.125
STX,RANGE,CTRL,2024-06-28T09:30:00,-2.671,-3.232,-0.951
STX,RANGE,CTRL,2024-06-28T15:30:00,-0.842,-1.704,1.123
STX,RANGE,H_UP,2024-07-01T14:30:00,0.132,1.569,3.738
STX,RANGE,CTRL,2024-07-02T13:30:00,-1.227,0.847,3.0
STX,RANGE,CTRL,2024-07-05T09:30:00,1.545,3.938,6.179
STX,RANGE,H_DOWN,2024-07-05T14:30:00,1.814,4.766,6.32
STX,RANGE,CTRL,2024-07-05T15:30:00,1.333,4.596,4.959
STX,RANGE,CTRL,2024-07-08T14:30:00,0.371,2.167,4.705
STX,RANGE,CTRL,2024-07-09T13:30:00,2.494,4.107,4.356
STX,RANGE,H_UP,2024-07-09T14:30:00,2.519,4.04,4.553
STX,RANGE,CTRL,2024-07-10T12:30:00,-0.066,1.49,-0.245
STX,RANGE,CTRL,2024-07-11T11:30:00,1.332,2.711,-3.153
STX,RANGE,CTRL,2024-07-12T10:30:00,-0.661,-2.283,-4.441
STX,RANGE,CTRL,2024-07-15T09:30:00,1.297,-2.184,-2.809
STX,RANGE,CTRL,2024-07-15T15:30:00,-0.229,-5.03,-2.524
STX,RANGE,CTRL,2024-07-16T14:30:00,-3.488,-5.383,-2.652
STX,RANGE,CTRL,2024-07-17T13:30:00,-2.255,0.618,5.595
STX,RANGE,CTRL,2024-07-18T12:30:00,0.007,3.043,1.597
STX,RANGE,CTRL,2024-07-19T11:30:00,1.179,6.76,0.691
STX,RANGE,H_DOWN,2024-07-19T14:30:00,2.837,5.931,0.276
STX,RANGE,CTRL,2024-07-22T10:30:00,1.375,1.16,-2.654
STX,RANGE,CTRL,2024-07-23T09:30:00,6.631,-1.194,-4.267
STX,RANGE,CTRL,2024-07-23T15:30:00,4.047,-1.52,-5.852
STX,RANGE,H_UP,2024-07-24T14:30:00,-4.061,-5.659,-7.161
STX,RANGE,CTRL,2024-07-25T13:30:00,-1.474,-5.087,-6.346
STX,RANGE,CTRL,2024-07-26T12:30:00,-2.1,-2.502,-9.128
STX,RANGE,CTRL,2024-07-29T11:30:00,-2.255,-2.862,-8.814
STX,RANGE,CTRL,2024-07-30T10:30:00,-0.914,-7.127,-7.277
STX,RANGE,H_DOWN,2024-07-30T14:30:00,2.28,-5.241,-4.933
STX,RANGE,CTRL,2024-07-31T09:30:00,1.216,-9.098,-6.591
STX,RANGE,CTRL,2024-07-31T15:30:00,-3.084,-9.388,-9.848
STX,RANGE,CTRL,2024-08-01T14:30:00,-4.489,-4.179,-3.462
STX,RANGE,CTRL,2024-08-02T13:30:00,-1.649,-1.053,2.556
STX,RANGE,CTRL,2024-08-05T12:30:00,2.048,2.479,3.694
STX,RANGE,CTRL,2024-08-06T11:30:00,-0.86,0.94,3.42
STX,RANGE,H_DOWN,2024-08-06T15:30:00,-1.676,2.797,4.847
STX,RANGE,CTRL,2024-08-07T10:30:00,-0.382,2.235,3.249
STX,RANGE,CTRL,2024-08-08T09:30:00,2.374,5.104,7.02
STX,RANGE,CTRL,2024-08-08T15:30:00,0.827,2.838,4.294
STX,RANGE,CTRL,2024-08-09T14:30:00,-1.011,-0.031,5.592
STX,RANGE,CTRL,2024-08-12T13:30:00,1.698,3.584,8.048
STX,RANGE,H_UP,2024-08-12T15:30:00,2.462,3.913,8.483
STX,RANGE,CTRL,2024-08-13T12:30:00,-0.236,4.613,7.406
STX,RANGE,CTRL,2024-08-14T11:30:00,3.148,5.563,7.395
STX,RANGE,CTRL,2024-08-15T10:30:00,2.433,4.801,5.223
STX,RANGE,CTRL,2024-08-16T09:30:00,0.494,2.886,2.718
STX,RANGE,CTRL,2024-08-16T15:30:00,2.232,2.714,2.645
STX,RANGE,CTRL,2024-08-19T14:30:00,0.947,-0.169,1.454
STX,RANGE,CTRL,2024-08-20T13:30:00,-0.576,-0.485,-3.449
STX,RANGE,CTRL,2024-08-21T12:30:00,0.341,0.707,-4.928
STX,RANGE,CTRL,2024-08-22T11:30:00,-0.784,-3.324,-5.615
STX,RANGE,CTRL,2024-08-23T10:30:00,0.287,-6.272,-5.936
STX,RANGE,CTRL,2024-08-26T09:30:00,-2.312,-4.514,-5.934
STX,RANGE,CTRL,2024-08-26T15:30:00,-3.849,-6.847,-7.573
STX,RANGE,CTRL,2024-08-27T14:30:00,-1.45,-1.742,-0.184
STX,RANGE,CTRL,2024-08-28T13:30:00,-0.781,-2.113,2.406
STX,RANGE,CTRL,2024-08-29T12:30:00,-0.284,2.015,0.371
STX,RANGE,H_DOWN,2024-08-29T14:30:00,1.378,2.986,1.04
STX,RANGE,CTRL,2024-08-30T11:30:00,-1.403,2.526,2.699
STX,RANGE,CTRL,2024-09-03T10:30:00,0.807,0.966,4.832
STX,RANGE,CTRL,2024-09-04T09:30:00,4.709,2.973,3.514
STX,RANGE,CTRL,2024-09-04T15:30:00,0.129,0.596,1.762
STX,RANGE,CTRL,2024-09-05T14:30:00,-2.138,1.538,-0.069
STX,RANGE,CTRL,2024-09-06T13:30:00,1.737,2.916,3.179
STX,RANGE,H_UP,2024-09-06T15:30:00,3.42,4.619,4.267
STX,RANGE,CTRL,2024-09-09T12:30:00,1.441,0.583,1.426
STX,RANGE,CTRL,2024-09-10T11:30:00,-0.61,0.551,-0.128
STX,RANGE,CTRL,2024-09-11T10:30:00,-0.094,1.283,2.257
STX,RANGE,CTRL,2024-09-12T09:30:00,0.869,0.685,3.082
STX,RANGE,CTRL,2024-09-12T15:30:00,1.511,1.431,3.538
STX,RANGE,CTRL,2024-09-13T14:30:00,-0.245,-0.225,2.623
STX,RANGE,H_UP,2024-09-16T09:30:00,-0.31,2.064,3.912
STX,RANGE,CTRL,2024-09-16T13:30:00,-0.236,2.252,3.71
STX,RANGE,CTRL,2024-09-17T12:30:00,0.856,3.583,4.419
STX,RANGE,CTRL,2024-09-18T11:30:00,1.716,3.812,4.66
STX,RANGE,H_UP,2024-09-18T14:30:00,2.294,4.255,5.301
STX,RANGE,CTRL,2024-09-19T10:30:00,0.762,2.401,4.523
STX,RANGE,CTRL,2024-09-20T09:30:00,1.109,2.398,4.136
STX,RANGE,CTRL,2024-09-20T15:30:00,1.059,2.854,3.78
STX,RANGE,CTRL,2024-09-23T14:30:00,0.259,3.765,2.776
STX,RANGE,CTRL,2024-09-24T13:30:00,0.827,2.563,1.432
STX,RANGE,H_UP,2024-09-24T14:30:00,0.743,2.533,1.358
STX,RANGE,CTRL,2024-09-25T12:30:00,2.722,1.916,2.385
STX,RANGE,CTRL,2024-09-26T11:30:00,-0.658,-1.407,-0.74
STX,RANGE,CTRL,2024-09-27T10:30:00,0.36,0.857,-1.871
STX,RANGE,CTRL,2024-09-30T09:30:00,-0.911,-0.299,-3.619
STX,RANGE,H_DOWN,2024-09-30T14:30:00,-1.123,-0.642,-2.86
STX,RANGE,CTRL,2024-09-30T15:30:00,-1.552,-0.666,-3.104
STX,RANGE,CTRL,2024-10-01T14:30:00,1.178,-0.575,0.974
STX,RANGE,CTRL,2024-10-02T13:30:00,-0.509,-2.373,-0.363
STX,BULL,CTRL,2024-10-03T12:30:00,-1.423,0.07,0.259
STX,BULL,CTRL,2024-10-04T11:30:00,-0.585,1.484,2.29
STX,BULL,H_DOWN,2024-10-04T14:30:00,-1.188,1.856,2.474
STX,BULL,CTRL,2024-10-07T10:30:00,2.041,2.277,4.649
STX,BULL,CTRL,2024-10-08T09:30:00,-0.992,0.765,4.738
STX,BULL,CTRL,2024-10-08T15:30:00,0.557,1.026,2.885
STX,BULL,CTRL,2024-10-09T14:30:00,-0.898,1.813,2.335
STX,BULL,CTRL,2024-10-10T13:30:00,1.091,3.402,4.067
STX,BULL,CTRL,2024-10-11T12:30:00,1.771,2.56,3.055
STX,BULL,CTRL,2024-10-14T11:30:00,2.017,1.756,1.112
STX,BULL,CTRL,2024-10-15T10:30:00,-0.754,-0.169,-0.736
STX,BULL,H_UP,2024-10-15T14:30:00,0.202,0.48,0.915
STX,BULL,CTRL,2024-10-16T09:30:00,0.783,0.3,-7.17
STX,BULL,CTRL,2024-10-16T15:30:00,0.644,0.644,-7.322
STX,BULL,CTRL,2024-10-17T14:30:00,-0.515,-0.084,-7.636
STX,BULL,CTRL,2024-10-18T13:30:00,0.071,-7.105,-7.742
STX,BULL,CTRL,2024-10-21T12:30:00,0.076,-6.766,-9.752
STX,BULL,H_DOWN,2024-10-21T14:30:00,0.487,-7.107,-9.233
STX,BULL,CTRL,2024-10-22T11:30:00,-7.269,-7.215,-10.111
