date,signal,ticker,name,tag,close,dd_pct,max_dd_26w_pct,to_high_pct,prior_52w_high,mkt_cap_B,sector,industry,pe,fwd_pe,rev_growth_pct,profit_margin_pct,fcf_B
2026-08-15,BREAKOUT,GPN,Global Payments Inc.,QUALITY,93.05,0.0,-28.9,-4.5,88.84,24.6,Industrials,Specialty Business Services,44.09953,5.8429666,68.6,-9.2,7.87
2026-08-15,BOTTOM,HHH,Howard Hughes Holdings Inc.,QUALITY,66.6,-25.6,-31.1,34.4,89.53,4.0,Real Estate,Real Estate - Development,13.162055,65.29412,330.2,12.3,-1.13
2026-08-15,BREAKOUT,HRB,"H&R Block, Inc.",QUALITY,53.92,0.0,-50.9,-5.8,50.82,6.8,Consumer Cyclical,Personal Services,9.476274,7.807703,3.0,18.6,0.62
2026-08-15,BOTTOM,ICL,ICL Group Ltd.,QUALITY,5.55,-15.7,-34.3,18.7,6.59,7.2,Basic Materials,Agricultural Inputs,23.125002,12.606474,16.5,4.0,0.13
2026-08-15,BREAKOUT,IMNM,"Immunome, Inc.",SPEC,27.2,0.0,-29.0,-4.9,25.87,3.1,Healthcare,Biotechnology,,-10.971768,,0.0,-0.14
2026-08-15,BREAKOUT,JCAP,"Jefferson Capital, Inc.",QUALITY,24.0,0.0,-28.4,-5.4,22.69,1.4,Financial Services,Credit Services,4.660194,8.254514,11.9,25.8,-0.13
2026-08-15,BREAKOUT,KMTS,"Kestra Medical Technologies, Lt",SPEC,28.02,0.0,-34.7,-2.3,27.38,1.6,Healthcare,Medical Instruments & Supplies,,-13.871287,66.2,-138.4,-0.08
2026-08-15,BREAKOUT,KSPI,Joint Stock Company Kaspi.kz -,QUALITY,98.7,0.0,-30.5,-7.6,91.16,18.8,Technology,Software - Infrastructure,8.50862,0.014507366,13.6,24.2,-612.42
2026-08-15,BOTTOM,LMND,"Lemonade, Inc.",QUALITY,52.64,-43.5,-48.2,77.1,93.25,4.1,Financial Services,Insurance - Property & Casualty,,-60.505745,79.4,-14.2,0.09
2026-08-15,BREAKOUT,MDB,"MongoDB, Inc.",QUALITY,460.33,0.0,-48.2,-5.3,435.85,37.0,Technology,Software - Infrastructure,,62.752876,25.2,-1.1,0.52
2026-08-15,BREAKOUT,NWL,Newell Brands Inc.,QUALITY,6.24,0.0,-45.5,-3.1,6.05,2.7,Consumer Defensive,Household & Personal Products,,9.092631,3.0,-3.0,0.41
2026-08-15,BOTTOM,OCUL,"Ocular Therapeutix, Inc.",SPEC,10.04,-31.0,-48.1,45.0,14.56,2.2,Healthcare,Biotechnology,,-6.9050894,0.1,0.0,-0.16
2026-08-15,BREAKOUT,OMER,Omeros Corporation,QUALITY,17.19,0.0,-47.1,-4.7,16.38,1.2,Healthcare,Biotechnology,10.481708,245.57144,,324.9,
2026-08-15,BOTTOM,P,"Everpure, Inc.",QUALITY,118.16,0.0,-40.2,-16.5,98.7,39.3,Technology,Computer Hardware,179.0303,38.45691,,5.7,0.27
2026-08-15,BREAKOUT,PAY,"Paymentus Holdings, Inc.",QUALITY,41.86,0.0,-46.3,-7.0,38.93,5.3,Technology,Software - Infrastructure,64.4,39.086426,28.8,6.2,0.11
2026-08-15,BOTTOM,RARE,Ultragenyx Pharmaceutical Inc.,SPEC,26.49,-27.2,-51.4,37.3,36.38,2.6,Healthcare,Biotechnology,,10.056719,28.1,-81.7,-0.18
2026-08-15,BREAKOUT,RBRK,"Rubrik, Inc.",QUALITY,102.23,0.0,-55.3,-11.1,90.93,21.0,Technology,Software - Infrastructure,,157.1198,39.0,-20.3,0.44
2026-08-15,BREAKOUT,SBCF,Seacoast Banking Corporation of,QUALITY,36.13,0.0,-15.9,-4.1,34.66,3.5,Financial Services,Banks - Regional,23.46104,13.100074,38.3,23.8,
2026-08-15,BOTTOM,TAC,TransAlta Corporation,QUALITY,12.79,-27.3,-33.1,37.6,17.6,4.0,Utilities,Utilities - Independent Power Producers,,31.958637,12.5,-1.0,0.29
2026-08-15,BREAKOUT,UMH,"UMH Properties, Inc.",QUALITY,16.45,0.0,-20.0,-2.0,16.13,1.4,Real Estate,REIT - Residential,137.08334,96.76471,7.7,11.6,0.08
2026-08-22,GRADUATED,PAYC,,,229.07,0.0,-57.0,1.2,231.71,,,,,,,,
2026-08-22,GRADUATED,FRHC,,,170.66,-1.7,-34.0,2.0,174.05,,,,,,,,
2026-08-22,GRADUATED,PGEN,,,7.2,-0.4,-33.5,0.4,7.23,,,,,,,,
2026-08-22,GRADUATED,BFLY,,,9.55,0.0,-29.7,-6.8,8.9,,,,,,,,
2026-08-22,BREAKOUT,A,"Agilent Technologies, Inc.",QUALITY,159.0,0.0,-28.1,-4.0,152.58,44.9,Healthcare,Diagnostics & Research,31.360945,24.058466,10.0,19.6,0.93
2026-08-22,BOTTOM,AMBA,"Ambarella, Inc.",QUALITY,73.73,-17.8,-43.7,21.6,89.67,3.2,Technology,Semiconductor Equipment & Materials,,64.26449,16.9,-17.2,0.05
2026-08-22,BOTTOM,BFLY,"Butterfly Network, Inc.",QUALITY,9.55,0.0,-29.7,-6.8,8.9,2.5,Healthcare,Medical Devices,,-159.16667,39.5,-66.7,0.0
2026-08-22,BOTTOM,BV,"BrightView Holdings, Inc.",QUALITY,11.3,-22.8,-31.3,31.7,14.88,1.0,Industrials,Specialty Business Services,,18.502146,1.3,0.7,-0.02
2026-08-22,BOTTOM,CAE,CAE Inc,QUALITY,24.91,-26.8,-32.0,36.7,34.05,8.0,Industrials,Aerospace & Defense,38.921875,23.123316,6.8,5.8,0.69
2026-08-22,BOTTOM,CSTL,"Castle Biosciences, Inc.",SPEC,34.2,-19.0,-54.7,23.5,42.24,1.0,Healthcare,Diagnostics & Research,,-34.584232,20.1,-5.4,-0.01
2026-08-22,BOTTOM,DXYZ,Destiny Tech100 Inc.,SPEC,34.43,-48.3,-65.7,93.6,66.64,1.0,Financial Services,Asset Management,9.78125,,,0.0,
2026-08-22,BOTTOM,ERIE,Erie Indemnity Company,QUALITY,264.85,-23.7,-41.9,35.5,358.76,13.8,Financial Services,Insurance Brokers,23.817448,18.904354,2.8,14.0,0.48
2026-08-22,BOTTOM,FG,"F&G Annuities & Life, Inc.",QUALITY,22.57,-32.7,-45.6,51.3,34.16,3.0,Financial Services,Insurance - Life,7.448845,4.54399,4.2,6.9,2.27
2026-08-22,BREAKOUT,HMY,Harmony Gold Mining Company Lim,QUALITY,23.54,0.0,-43.2,-2.3,23.01,14.9,Basic Materials,Gold,14.898734,7.0479045,19.5,20.1,15.13
2026-08-22,BREAKOUT,IQV,"IQVIA Holdings, Inc.",QUALITY,259.82,0.0,-34.9,-6.7,242.41,42.8,Healthcare,Diagnostics & Research,31.840689,17.99163,8.7,8.1,2.15
2026-08-22,BOTTOM,JANX,"Janux Therapeutics, Inc.",SPEC,17.39,-49.0,-61.3,96.0,34.09,1.1,Healthcare,Biotechnology,,-6.5907907,,0.0,-0.02
2026-08-22,BREAKOUT,KMX,CarMax Inc,QUALITY,62.13,0.0,-47.7,-1.3,61.35,8.8,Consumer Cyclical,Auto & Truck Dealerships,37.884148,20.261148,5.5,0.8,-0.16
2026-08-22,BREAKOUT,MEDP,"Medpace Holdings, Inc.",QUALITY,620.75,0.0,-32.8,-1.6,610.9,17.3,Healthcare,Diagnostics & Research,35.964657,32.14632,17.2,17.7,0.51
2026-08-22,BOTTOM,OMCL,"Omnicell, Inc.",QUALITY,35.58,-29.9,-35.5,42.6,50.74,1.6,Healthcare,Health Information Services,42.357147,17.023926,7.5,3.1,0.14
2026-08-22,BREAKOUT,ONC,BeOne Medicines Ltd.,QUALITY,374.47,0.0,-27.7,-2.3,365.82,42.4,Healthcare,Biotechnology,67.2298,36.413227,29.6,10.7,0.88
2026-08-22,BOTTOM,PAYC,"Paycom Software, Inc.",QUALITY,229.07,0.0,-57.0,1.2,231.71,10.3,Technology,Software - Application,23.986387,16.542385,9.8,22.8,0.42
2026-08-22,BOTTOM,PGEN,"Precigen, Inc.",SPEC,7.2,-0.4,-33.5,0.4,7.23,2.6,Healthcare,Biotechnology,,-32.727272,6322.7,-184.0,-0.1
2026-08-22,BREAKOUT,RGEN,Repligen Corporation,QUALITY,181.13,0.0,-39.8,-5.6,171.02,10.2,Healthcare,Medical Instruments & Supplies,244.77028,68.63455,11.9,5.3,0.11
2026-08-22,BOTTOM,RIOT,"Riot Platforms, Inc.",SPEC,19.83,-30.6,-40.2,44.1,28.57,7.4,Financial Services,Capital Markets,,-21.206514,13.9,-196.3,-0.72
2026-08-22,BREAKOUT,SHC,Sotera Health Company,QUALITY,19.57,0.0,-31.6,-1.9,19.2,5.6,Healthcare,Diagnostics & Research,33.74138,18.206852,9.2,13.4,0.15
2026-08-22,BOTTOM,SMCI,"Super Micro Computer, Inc.",QUALITY,37.24,-29.5,-63.8,41.9,52.86,24.1,Technology,Computer Hardware,11.183184,6.9922194,93.2,5.7,-8.23
2026-08-22,BOTTOM,TRIP,"TripAdvisor, Inc.",SPEC,10.0,-46.9,-50.9,88.3,18.83,1.2,Consumer Cyclical,Travel Services,,9.303191,-7.2,0.3,-0.1
2026-08-22,BREAKOUT,U,Unity Software Inc.,QUALITY,46.93,0.0,-60.7,-1.1,46.42,20.7,Technology,Software - Application,,26.956547,23.9,-29.0,0.6
2026-08-22,BOTTOM,UMAC,"Unusual Machines, Inc.",SPEC,27.43,-19.5,-46.7,24.2,34.06,1.4,Technology,Computer Hardware,,-84.83593,687.3,-20.3,-0.05
2026-08-22,BOTTOM,UPBD,"Upbound Group, Inc.",QUALITY,18.8,-23.3,-32.7,30.3,24.5,1.1,Technology,Software - Application,12.051282,4.1022415,0.5,1.9,1.57
2026-08-29,GRADUATED,PAYC,,,238.53,0.0,-57.0,-4.1,228.7,,,,,,,,
2026-08-29,BOTTOM,AAL,,SPEC,13.64,-23.9,-35.6,31.4,17.92,9.0,,,,,,,
2026-08-29,BOTTOM,AI,,SPEC,10.53,-45.0,-73.0,82.0,19.16,1.6,,,,,,,
2026-08-29,BREAKOUT,ANF,,SPEC,148.42,0.0,-44.4,-14.5,126.84,6.6,,,,,,,
2026-08-29,BREAKOUT,APAM,,SPEC,43.47,0.0,-20.5,-2.3,42.46,3.1,,,,,,,
2026-08-29,BOTTOM,ATEC,"Alphatec Holdings, Inc.",QUALITY,9.44,-58.3,-66.8,139.9,22.65,1.5,Healthcare,Medical Devices,,15.749607,15.1,-13.5,0.05
2026-08-29,BOTTOM,CHRW,"C.H. Robinson Worldwide, Inc.",QUALITY,150.39,-27.9,-32.1,38.6,208.5,17.6,Industrials,Integrated Freight & Logistics,28.700382,20.054087,19.3,3.7,0.48
2026-08-29,BOTTOM,DMRA,"Damora Therapeutics, Inc.",SPEC,29.0,-15.1,-46.9,17.7,34.14,1.8,Healthcare,Biotechnology,,-13.53559,,0.0,-0.02
2026-08-29,BREAKOUT,DT,"Dynatrace, Inc.",QUALITY,53.67,0.0,-42.8,-5.7,50.6,15.6,Technology,Software - Application,107.34,23.34412,16.2,7.2,0.55
2026-08-29,BREAKOUT,ESTC,Elastic N.V.,QUALITY,99.91,0.0,-53.1,-9.1,90.83,10.4,Technology,Software - Application,28.545715,25.375582,15.1,20.8,0.5
2026-08-29,BREAKOUT,FRNM,"Freenome, Inc.",SPEC,14.79,0.0,-22.9,-5.3,14.0,1.6,Healthcare,Diagnostics & Research,,-6.1625,106.5,0.0,
2026-08-29,BREAKOUT,FRSH,Freshworks Inc.,QUALITY,13.86,0.0,-51.9,-2.8,13.47,3.6,Technology,Software - Application,22.0,16.634861,16.0,20.5,0.26
2026-08-29,BREAKOUT,GEN,Gen Digital Inc.,QUALITY,31.02,0.0,-42.8,-4.5,29.61,18.6,Technology,Software - Infrastructure,18.14035,9.396925,6.3,20.7,1.55
2026-08-29,BREAKOUT,KURA,"Kura Oncology, Inc.",SPEC,12.66,0.0,-36.2,-4.1,12.14,1.1,Healthcare,Biotechnology,,-5.623892,36.5,0.0,-0.17
2026-08-29,BREAKOUT,MANH,"Manhattan Associates, Inc.",QUALITY,223.28,0.0,-44.5,-2.5,217.71,13.0,Technology,Software - Application,63.977077,36.387875,9.3,18.7,0.32
2026-08-29,BREAKOUT,NWSA,News Corporation,QUALITY,30.97,0.0,-22.3,-1.5,30.49,16.6,Communication Services,Entertainment,30.06796,20.486599,10.8,6.3,1.05
2026-08-29,BOTTOM,PAYC,"Paycom Software, Inc.",QUALITY,238.53,0.0,-57.0,-4.1,228.7,10.8,Technology,Software - Application,25.214588,17.098803,9.8,22.8,0.42
2026-08-29,BREAKOUT,TEAM,Atlassian Corporation,QUALITY,190.41,0.0,-75.0,-6.6,177.78,48.2,Technology,Software - Application,,28.237238,27.6,-0.8,1.66
2026-08-29,BOTTOM,ULCC,"Frontier Group Holdings, Inc.",SPEC,5.84,-25.6,-51.2,34.4,7.85,1.3,Industrials,Airlines,,14.997818,37.7,-9.3,-0.08
2026-08-29,BOTTOM,VG,"Venture Global, Inc.",QUALITY,14.18,-19.0,-39.4,23.5,17.51,35.5,Energy,Oil & Gas Midstream,10.742424,14.217677,47.6,22.1,-8.64
