ticker,signal,date,price,fwd13w,fwd26w,fwd52w,exc13w,exc26w,exc52w,mae26w
DEA,BOTTOM,2025-10-13,20.69,7.3,11.4,,2.9,3.9,,-1.6
DEC,BOTTOM,2024-02-26,9.78,26.2,6.5,23.2,23.0,-4.1,5.9,-9.0
DEC,BREAKOUT,2025-08-18,15.34,-10.4,-14.4,,-12.8,-21.8,,-22.6
DEC,BREAKOUT,2026-03-16,15.88,-18.2,,,-33.6,,,-18.3
DECK,BREAKOUT,2020-01-27,31.82,-24.9,9.6,52.9,-13.4,7.1,35.8,-45.6
DECK,BOTTOM,2025-03-03,126.72,-13.8,-5.0,-17.7,-18.2,-18.0,-35.9,-20.3
DEI,BREAKOUT,2019-03-11,28.93,1.5,4.0,-12.5,-1.3,-3.6,-9.6,-2.0
DEI,BOTTOM,2020-06-15,22.13,-14.1,-0.1,19.5,-21.6,-20.7,-16.9,-20.3
DEI,BREAKOUT,2024-07-22,14.1,17.7,11.7,3.2,11.0,-0.7,-15.3,-6.0
DEI,BOTTOM,2025-09-15,15.13,-30.6,-40.7,,-33.4,-39.0,,-40.7
DELL,BOTTOM,2019-12-23,23.51,-24.0,2.5,43.2,-2.9,8.6,26.7,-36.3
DELL,BREAKOUT,2020-07-13,27.84,16.2,23.0,52.9,7.8,5.3,16.8,-0.9
DELL,BREAKOUT,2023-06-12,47.09,40.5,46.0,177.5,39.2,38.4,152.7,0.0
DELL,BREAKOUT,2025-10-06,148.92,-19.6,19.0,,-26.2,14.4,,-23.4
DEO,BREAKOUT,2019-01-28,124.73,12.2,11.1,6.6,2.9,1.7,-14.8,0.0
DEO,BOTTOM,2020-09-07,116.23,18.5,25.7,47.0,8.4,6.8,11.7,-3.9
DFH,BOTTOM,2022-04-18,16.99,-21.6,-41.7,-8.6,-14.7,-30.3,-7.0,-41.7
DFH,BOTTOM,2023-11-27,25.5,51.1,11.4,30.5,39.0,-4.3,-2.6,0.0
DFH,BOTTOM,2025-10-13,23.36,-16.2,-36.6,,-20.6,-44.1,,-42.7
DFIN,BOTTOM,2023-03-20,39.11,8.5,34.8,56.6,-1.4,25.3,23.0,0.0
DFTX,BREAKOUT,2020-03-02,6.0,-9.0,-15.5,615.0,-17.0,-31.9,583.6,-45.7
DFTX,BOTTOM,2020-07-20,4.7,222.7,1059.7,880.8,214.5,1039.4,841.7,0.0
DFTX,BOTTOM,2021-05-31,47.85,-10.7,-42.0,-67.4,-18.2,-50.0,-65.8,-42.0
DFTX,BOTTOM,2023-08-21,3.8,-20.5,29.2,58.4,-24.4,12.9,28.9,-35.0
DFTX,BREAKOUT,2024-02-12,4.92,67.1,29.3,101.0,60.7,17.6,77.4,-0.2
DFTX,BOTTOM,2024-07-08,7.46,-27.5,-7.1,8.0,-31.3,-11.4,-4.7,-27.5
DFTX,BOTTOM,2025-02-17,7.63,-4.3,33.6,124.5,-1.1,25.3,108.2,-28.8
DFTX,BREAKOUT,2025-08-18,10.19,4.8,68.1,,2.4,60.7,,-12.9
DG,BREAKOUT,2017-09-25,71.76,15.1,16.1,36.5,8.4,10.4,18.6,-0.6
DG,BREAKOUT,2018-08-13,95.32,5.0,12.5,29.1,8.6,14.2,25.8,-6.0
DG,BOTTOM,2026-06-22,118.9,,,,,,,-1.1
DGII,BOTTOM,2017-12-18,9.75,5.6,41.5,-0.2,8.8,38.0,8.1,-2.1
DGII,BREAKOUT,2019-09-09,14.37,18.3,-29.1,3.5,12.4,-19.4,-9.6,-29.1
DGII,BREAKOUT,2020-12-07,18.79,5.5,4.6,30.0,-2.5,-12.1,-0.3,-5.4
DGII,BREAKOUT,2021-11-08,24.98,-19.2,-13.0,59.7,-13.8,0.5,73.1,-24.3
DGII,BREAKOUT,2022-05-30,25.72,26.0,59.7,42.0,30.1,59.7,36.0,-11.6
DGII,BOTTOM,2024-05-06,27.39,-0.6,18.1,19.6,-3.3,2.5,9.9,-18.4
DGII,BREAKOUT,2024-11-04,32.34,8.6,1.3,9.5,7.8,6.4,-4.1,-25.4
DGP,BREAKOUT,2019-01-07,27.9,-17.3,-2.0,14.9,-29.9,-19.2,-13.3,-19.8
DGP,BREAKOUT,2022-02-28,52.0,-24.1,-35.9,-26.8,-19.3,-27.3,-21.9,-36.1
DGP,BREAKOUT,2024-03-04,47.87,8.8,26.9,66.9,4.1,20.6,52.9,-1.6
DGX,BREAKOUT,2019-09-16,93.53,0.2,-29.3,8.4,-7.8,-6.8,-4.6,-29.3
DGX,BREAKOUT,2024-05-13,138.4,5.4,12.3,25.8,0.4,1.0,12.1,-5.2
DHC,BREAKOUT,2018-08-13,15.11,-23.9,-21.5,-48.2,-20.4,-19.8,-51.5,-36.8
DHC,BOTTOM,2019-11-25,6.47,-12.5,-50.0,-30.5,-7.2,-47.9,-48.5,-68.1
DHC,BOTTOM,2021-02-08,4.08,-18.6,-15.2,-33.7,-25.0,-29.5,-47.3,-19.5
DHC,BOTTOM,2023-04-10,1.02,142.6,78.2,141.9,133.3,72.8,116.3,-16.9
DHC,BREAKOUT,2023-06-05,2.55,-13.2,-5.9,6.3,-17.2,-13.7,-19.7,-32.5
DHC,BOTTOM,2024-11-04,2.58,0.5,15.9,72.4,-0.3,20.9,58.9,-22.1
DHC,BREAKOUT,2025-09-01,4.1,16.0,68.9,,9.8,64.4,,-1.7
DHI,BREAKOUT,2019-04-08,41.97,0.7,15.4,-8.4,-3.5,12.3,-6.2,-5.4
DHI,BREAKOUT,2021-12-06,104.63,-26.0,-35.4,-21.2,-15.5,-18.8,-6.1,-37.1
DHI,BOTTOM,2022-11-14,78.35,16.6,36.4,58.9,13.3,29.8,43.3,0.0
DHI,BOTTOM,2025-10-13,152.32,1.8,-1.9,,-2.6,-9.4,,-12.9
DHR,BREAKOUT,2024-01-29,242.72,0.9,12.6,-9.2,-2.8,4.1,-32.5,-4.3
DHT,BOTTOM,2020-07-27,3.62,-8.3,6.3,16.5,-8.7,-8.0,-19.8,-8.3
DHT,BREAKOUT,2022-08-01,5.32,31.9,18.7,46.9,40.5,18.1,37.1,0.0
DHT,BREAKOUT,2025-05-12,10.94,-3.6,17.6,55.6,-12.2,3.9,29.8,-6.5
DIN,BREAKOUT,2018-02-19,50.12,-3.9,19.4,49.7,-3.4,13.9,46.2,-8.3
DIN,BOTTOM,2020-10-05,49.25,8.2,55.1,37.7,-2.2,35.6,9.6,-15.1
DIN,BOTTOM,2023-03-20,56.33,-12.7,-20.5,-31.1,-22.6,-30.1,-64.8,-20.5
DINO,BOTTOM,2021-06-28,27.63,4.1,0.6,41.3,3.6,-9.7,52.1,-13.7
DINO,BREAKOUT,2024-03-18,55.86,-12.6,-23.4,-42.9,-17.4,-33.1,-52.5,-25.2
DINO,BREAKOUT,2025-08-18,47.21,9.6,6.0,,7.2,-1.5,,-4.5
DIOD,BREAKOUT,2018-06-04,36.52,-5.9,-13.6,-9.6,-9.8,-9.2,-15.0,-23.0
DIOD,BREAKOUT,2019-02-11,42.08,-19.3,-10.6,16.9,-22.8,-15.8,-7.1,-26.5
DIOD,BOTTOM,2020-06-15,49.54,-0.7,36.6,51.4,-8.2,16.0,15.0,-3.0
DIOD,BREAKOUT,2020-10-05,63.47,21.4,25.6,38.6,11.0,6.0,10.6,-8.9
DIOD,BOTTOM,2023-01-02,79.58,6.4,10.4,-7.6,0.6,-3.5,-30.0,0.0
DIOD,BREAKOUT,2023-01-30,94.18,-8.6,-8.5,-28.4,-9.1,-17.7,-50.1,-15.4
DIOD,BOTTOM,2024-08-19,71.28,-14.0,-21.3,-21.1,-20.3,-28.7,-37.3,-25.6
DIS,BOTTOM,2020-10-05,121.18,43.0,50.3,41.4,32.6,30.8,13.4,-3.0
DIS,BOTTOM,2023-04-17,96.54,-12.4,-17.0,13.5,-22.6,-19.9,-8.4,-18.6
DJCO,BREAKOUT,2019-09-16,249.79,15.5,-12.3,2.6,7.5,10.2,-10.4,-12.3
DJCO,BREAKOUT,2020-08-03,310.1,-11.3,8.2,10.6,-16.4,-8.6,-23.6,-21.1
DJCO,BOTTOM,2025-10-06,417.12,45.9,26.8,,39.3,22.1,,-6.0
DJCO,BOTTOM,2026-03-23,491.76,16.8,,,1.6,,,-5.9
DK,BOTTOM,2019-07-01,31.89,-10.8,-17.5,-56.1,-9.9,-26.6,-62.8,-23.0
DK,BOTTOM,2020-11-30,13.56,53.2,55.6,-0.5,49.0,40.5,-24.8,-6.3
DK,BREAKOUT,2022-05-02,23.51,-12.0,14.1,-22.8,-13.0,21.9,-24.8,-16.9
DK,BOTTOM,2022-07-11,19.72,14.4,9.8,3.2,21.1,5.4,-15.4,-0.9
DK,BOTTOM,2022-12-26,23.33,-14.2,-9.6,-0.8,-21.7,-26.3,-27.0,-22.2
DK,BOTTOM,2023-11-06,22.99,10.9,9.0,-27.4,-3.3,-10.1,-65.0,-4.8
DK,BREAKOUT,2024-03-18,27.86,-20.7,-34.5,-42.0,-25.5,-44.2,-51.6,-35.5
DK,BOTTOM,2025-02-17,15.64,20.4,53.6,117.1,23.6,45.4,100.8,-26.3
DK,BREAKOUT,2025-06-30,22.43,41.0,31.2,134.6,33.7,21.3,114.1,-10.7
DKNG,BOTTOM,2021-08-23,60.01,-39.9,-63.0,-72.5,-42.2,-60.9,-63.8,-71.2
DKNG,BREAKOUT,2023-04-17,21.97,41.5,23.2,85.2,31.4,20.3,63.3,-0.3
DKNG,BOTTOM,2025-01-06,39.49,-13.3,8.8,-10.9,-5.6,0.8,-31.9,-19.8
DKNG,BREAKOUT,2025-02-10,53.49,-31.0,-16.0,-59.3,-28.8,-22.1,-72.4,-40.8
DKS,BOTTOM,2018-04-16,24.73,11.8,8.0,25.9,6.4,3.4,15.1,-4.0
DKS,BREAKOUT,2020-08-24,44.68,12.5,35.8,165.7,8.4,26.4,135.4,-3.7
DKS,BOTTOM,2022-10-31,100.61,23.8,30.0,7.6,13.7,19.5,-9.7,-1.5
DKS,BREAKOUT,2023-12-25,139.0,53.8,47.7,62.5,43.4,32.5,35.7,-5.5
DLB,BREAKOUT,2017-09-11,51.67,7.2,16.9,23.4,-0.3,5.9,5.1,-1.6
DLB,BREAKOUT,2020-10-26,68.96,17.5,35.8,18.8,3.7,7.1,-23.8,0.0
DLO,BOTTOM,2025-01-20,11.33,-23.2,-6.0,24.9,-14.0,-11.4,10.3,-33.0
DLR,BREAKOUT,2019-04-01,95.72,-0.2,8.3,15.4,-4.1,5.3,27.7,-8.1
DLR,BREAKOUT,2021-06-07,135.77,-3.5,4.5,-16.5,-8.8,-7.1,-9.6,-12.0
DLR,BOTTOM,2023-03-06,91.27,2.9,29.7,52.0,-9.0,13.4,17.4,-11.4
DLTR,BOTTOM,2020-10-26,90.32,12.6,27.2,19.3,-1.3,-1.5,-23.3,0.0
DLTR,BREAKOUT,2021-11-15,134.96,5.8,-5.2,21.0,12.9,11.1,35.3,-6.5
DLTR,BOTTOM,2024-04-08,125.19,-14.2,-44.9,-42.4,-24.2,-59.1,-48.2,-46.9
DLTR,BOTTOM,2025-03-24,72.75,35.7,30.7,47.1,24.7,10.9,31.7,-7.1
DLTR,BREAKOUT,2025-07-07,109.36,-19.9,21.0,14.2,-24.9,9.1,-8.2,-19.9
DLX,BREAKOUT,2017-12-11,51.98,-2.1,-10.1,-44.5,-5.4,-15.0,-43.5,-11.2
DLX,BREAKOUT,2019-10-21,36.63,-5.0,-48.6,-48.2,-14.6,-43.4,-65.1,-56.4
DLX,BOTTOM,2020-08-17,21.26,-9.3,39.8,43.6,-14.4,23.9,11.0,-25.5
DLX,BOTTOM,2023-03-06,14.25,1.0,16.1,19.1,-10.9,-0.2,-15.5,-16.8
DLX,BREAKOUT,2025-12-08,21.77,20.5,9.3,,23.0,-0.2,,-0.4
DMC,BREAKOUT,2019-09-23,31.69,-6.3,-22.8,-39.9,-16.1,-9.5,-53.4,-26.8
DMC,BOTTOM,2020-08-10,20.85,-5.0,9.7,32.7,-11.7,-7.9,-1.6,-13.2
DMC,BOTTOM,2021-03-01,24.39,23.8,15.0,-5.1,13.3,-3.8,-19.3,-0.6
DMC,BOTTOM,2021-11-29,21.32,8.5,2.9,13.6,12.9,11.8,22.5,-2.8
DMC,BREAKOUT,2023-02-20,27.62,-13.4,-14.6,-20.7,-19.8,-26.4,-50.8,-16.9
DMC,BREAKOUT,2024-07-29,25.48,17.2,13.7,41.7,9.7,0.0,23.5,-0.9
DMRA,BOTTOM,2022-10-10,47.62,13.4,-0.3,-67.6,1.4,-16.6,-90.1,-39.6
DMRA,BREAKOUT,2023-01-30,67.75,-20.8,-0.7,-77.1,-21.3,-9.9,-98.8,-37.3
DMRA,BOTTOM,2023-04-10,47.5,26.3,-67.5,-64.2,17.0,-72.8,-89.8,-70.4
DMRA,BOTTOM,2024-03-11,20.45,-35.2,-36.8,-80.2,-41.7,-47.4,-91.7,-45.4
DMRA,BREAKOUT,2025-10-06,12.66,61.9,103.9,,55.3,99.3,,-60.9
DMRA,BOTTOM,2025-12-15,27.17,-33.2,-21.9,,-28.8,-32.2,,-33.2
DNA,BOTTOM,2022-09-12,119.6,-42.1,-57.2,-35.5,-42.0,-59.2,-52.3,-58.5
DNA,BOTTOM,2023-09-18,70.8,-1.1,-39.5,-88.7,-11.6,-61.5,-122.5,-39.5
DNA,BREAKOUT,2025-09-29,16.14,-46.1,-57.2,,-48.5,-55.8,,-63.3
DNA,BOTTOM,2025-10-20,13.57,-26.2,-42.0,,-28.2,-48.0,,-56.3
DNLI,BREAKOUT,2019-02-25,22.88,-16.7,-21.3,-13.6,-15.2,-26.6,-21.2,-22.2
DNLI,BOTTOM,2020-03-02,18.18,42.6,69.7,235.8,34.6,53.4,204.4,-10.8
DNLI,BOTTOM,2022-10-31,28.32,11.9,-6.4,-22.9,1.9,-16.9,-40.2,-19.1
DNLI,BOTTOM,2024-10-21,26.15,-15.0,-40.0,-39.0,-20.4,-35.7,-57.4,-55.0
DNLI,BOTTOM,2026-01-05,17.08,12.6,50.4,,14.4,41.0,,0.0
DNOW,BREAKOUT,2021-02-08,10.33,9.4,-27.6,-9.2,2.9,-41.9,-22.9,-27.6
DNOW,BOTTOM,2022-01-24,8.72,25.0,26.8,53.9,31.5,32.9,60.6,0.0
DNOW,BOTTOM,2023-09-04,11.3,-4.0,30.4,6.5,-7.6,14.6,-16.5,-14.8
DNOW,BREAKOUT,2024-02-26,14.19,2.8,-8.2,12.6,-0.3,-18.9,-4.7,-10.6
DNOW,BREAKOUT,2025-02-10,17.18,-11.1,-15.7,-4.4,-8.9,-21.8,-17.5,-20.5
DNOW,BOTTOM,2026-03-16,11.55,16.9,,,1.5,,,0.0
DNP,BREAKOUT,2024-08-19,8.09,2.6,4.6,13.8,-3.7,-2.8,-2.5,-1.7
DNTH,BREAKOUT,2021-03-01,206.4,-6.2,-49.5,-80.2,-16.7,-68.3,-94.3,-51.6
DNTH,BOTTOM,2023-09-04,12.16,-21.9,106.7,118.9,-25.5,90.9,95.9,-40.5
DNTH,BREAKOUT,2024-01-22,17.88,20.2,62.0,18.6,15.6,49.6,-7.7,0.0
DNTH,BOTTOM,2024-05-27,21.61,33.4,11.0,-19.5,26.2,-4.0,-32.7,-6.8
DNTH,BREAKOUT,2025-09-08,37.16,13.4,109.5,,9.4,108.2,,-11.4
DOC,BOTTOM,2020-06-15,19.06,2.4,16.3,31.5,-5.2,-4.3,-5.0,-0.3
DOC,BREAKOUT,2026-05-04,19.44,,,,,,,-2.0
DOCN,BOTTOM,2023-08-21,28.86,0.1,30.0,31.7,-3.8,13.7,2.1,-28.8
DOCN,BOTTOM,2024-04-15,32.43,1.2,33.6,-15.6,-10.0,14.8,-23.2,-11.5
DOCN,BOTTOM,2025-07-14,29.52,40.3,78.7,302.8,34.1,67.9,283.1,-12.8
DOCN,BREAKOUT,2025-11-03,49.48,27.2,231.3,,23.9,220.8,,-11.5
DOCS,BOTTOM,2023-03-06,29.08,8.9,-22.0,-4.0,-2.9,-38.3,-38.6,-23.4
DOCS,BREAKOUT,2024-08-05,35.6,63.6,122.6,87.0,51.0,109.1,66.0,0.0
DOCS,BOTTOM,2025-11-03,54.29,-48.9,-52.1,,-52.2,-62.7,,-61.2
DOCU,BOTTOM,2023-04-17,51.05,2.0,-21.1,9.1,-8.1,-24.0,-12.8,-21.1
DOCU,BOTTOM,2025-07-07,73.55,-7.0,-6.4,-33.1,-12.0,-18.4,-55.5,-11.8
DOCU,BOTTOM,2026-07-06,49.18,,,,,,,0.0
DOLE,BREAKOUT,2024-07-15,13.08,20.0,-1.2,3.7,13.2,-10.7,-12.1,-8.1
DOO,BOTTOM,2019-04-22,30.19,11.3,36.6,-29.9,7.9,32.8,-28.3,-11.8
DOO,BREAKOUT,2019-10-14,40.66,12.2,-57.3,35.3,0.2,-54.5,16.5,-67.1
DOO,BREAKOUT,2020-10-05,55.41,15.7,54.8,57.3,5.3,35.3,29.3,-16.8
DOO,BREAKOUT,2023-01-30,86.52,-17.1,-1.1,-29.3,-17.6,-10.3,-51.0,-19.4
DOO,BOTTOM,2024-04-29,67.17,0.9,-27.3,-49.3,-3.7,-39.7,-61.5,-27.3
DORM,BREAKOUT,2020-08-03,85.97,10.3,15.3,16.1,5.2,-1.5,-18.1,-5.5
DORM,BREAKOUT,2021-11-01,114.21,-19.9,-15.8,-30.6,-16.0,-4.2,-12.1,-20.5
DORM,BOTTOM,2023-03-06,83.45,0.6,-5.8,8.8,-11.2,-22.1,-25.8,-8.0
DORM,BREAKOUT,2024-02-26,93.22,-1.3,21.7,41.0,-4.5,11.1,23.7,-5.2
DORM,BREAKOUT,2025-08-11,152.48,-13.6,-14.0,,-18.3,-20.5,,-18.6
DOV,BOTTOM,2020-06-15,87.82,19.2,31.6,53.0,11.6,11.0,16.6,-2.4
DOV,BREAKOUT,2020-11-09,113.67,0.8,24.8,43.4,-9.3,7.6,11.1,-4.4
DOW,BREAKOUT,2020-11-16,40.28,11.7,28.8,9.5,1.5,11.1,-24.3,-4.0
DOW,BOTTOM,2023-04-17,45.46,-2.0,-8.3,8.9,-12.1,-11.2,-13.0,-8.3
DOW,BOTTOM,2025-12-01,22.46,46.7,51.2,,48.3,43.1,,0.0
DOW,BREAKOUT,2026-03-09,36.25,-6.6,,,-18.9,,,-23.6
DOX,BREAKOUT,2021-02-01,66.28,2.9,2.5,4.8,-6.4,-12.3,-12.5,-3.1
DOX,BREAKOUT,2024-11-04,87.66,-6.2,0.4,-6.0,-7.0,5.5,-19.6,-10.3
DPZ,BREAKOUT,2019-11-25,270.28,15.6,31.7,33.8,20.9,33.8,15.9,-6.2
DQ,BOTTOM,2019-04-01,7.25,20.1,25.2,41.9,16.2,22.2,54.1,-9.6
DQ,BREAKOUT,2019-06-03,8.48,20.3,7.9,38.9,16.2,-2.6,25.6,-13.4
DQ,BOTTOM,2022-06-13,58.44,-3.5,-23.7,-27.0,-9.3,-29.4,-49.1,-23.7
DQ,BOTTOM,2024-06-10,18.92,-14.4,-2.8,-26.5,-18.3,-14.8,-37.9,-22.8
DQ,BOTTOM,2025-02-24,20.25,-34.0,25.2,19.1,-33.5,16.0,2.3,-36.3
DQ,BREAKOUT,2025-09-01,29.21,7.0,-24.1,,0.7,-28.6,,-24.1
DRD,BOTTOM,2019-04-01,1.44,49.7,149.9,216.8,45.8,146.9,229.0,-11.3
DRD,BREAKOUT,2019-06-17,2.18,50.2,65.9,356.9,48.2,55.8,349.9,-2.4
DRD,BREAKOUT,2023-03-27,8.79,10.9,-10.1,-10.0,2.2,-15.3,-39.6,-10.1
DRH,BREAKOUT,2019-12-16,9.87,-65.0,-49.3,-27.0,-36.8,-46.5,-44.3,-65.0
DRH,BOTTOM,2020-06-15,5.01,-5.8,43.8,75.6,-13.4,23.2,39.2,-18.4
DRH,BOTTOM,2021-01-04,7.58,18.0,9.7,17.5,9.7,-5.3,-6.4,-4.3
DRH,BREAKOUT,2025-12-08,8.97,1.5,32.0,,4.1,22.6,,-0.8
DRI,BREAKOUT,2017-12-18,75.27,-12.0,14.5,5.7,-8.9,10.9,14.1,-12.0
DRI,BREAKOUT,2021-01-04,104.08,15.8,21.1,20.5,7.5,6.1,-3.4,-6.0
DRS,BREAKOUT,2019-04-08,3.21,5.5,57.5,29.8,1.4,54.5,32.0,-3.4
DRS,BREAKOUT,2022-03-21,16.2,-31.6,-37.2,-21.8,-18.2,-19.2,-10.7,-44.9
DRS,BOTTOM,2022-06-13,11.48,-9.0,3.7,45.5,-14.8,-2.0,23.5,-22.3
DRS,BREAKOUT,2026-05-25,48.76,,,,,,,-12.9
DRTS,BREAKOUT,2025-01-13,3.91,-34.3,-22.3,82.1,-22.6,-27.9,65.0,-35.5
DRTS,BOTTOM,2025-03-03,2.77,9.2,30.2,131.8,4.9,17.1,113.7,-8.9
DRTS,BREAKOUT,2025-09-15,4.09,24.0,72.9,,21.1,74.6,,-9.2
DRUG,BOTTOM,2024-08-19,1.01,3398.0,3463.4,4252.5,3391.8,3456.0,4236.2,0.0
DRUG,BREAKOUT,2024-10-14,47.21,-22.1,-29.9,33.7,-24.7,-20.5,18.7,-38.9
DRUG,BOTTOM,2025-03-03,34.5,-20.0,22.4,122.8,-24.3,9.4,104.7,-32.6
DRUG,BREAKOUT,2025-09-15,53.28,57.7,34.4,,54.8,36.1,,-1.1
DRVN,BREAKOUT,2022-09-05,34.42,-14.4,-20.7,-60.1,-11.5,-16.4,-71.5,-22.2
DRVN,BOTTOM,2023-05-29,25.41,-41.5,-46.1,-54.8,-47.3,-54.2,-79.8,-56.7
DRVN,BOTTOM,2024-04-29,11.59,17.1,27.3,47.8,12.5,14.9,35.5,-3.8
DRVN,BREAKOUT,2024-11-04,16.35,-1.7,8.1,-15.3,-2.4,13.2,-28.8,-8.7
DSGN,BREAKOUT,2022-08-01,21.93,-29.5,-63.5,-65.2,-20.9,-64.1,-75.0,-64.2
DSGN,BOTTOM,2022-10-31,15.46,-48.2,-51.0,-85.8,-58.3,-61.5,-103.2,-66.4
DSGN,BOTTOM,2024-06-10,3.71,49.3,50.9,3.5,45.4,38.9,-7.9,-9.7
DSGN,BREAKOUT,2025-10-06,6.75,39.1,80.1,,32.5,75.5,,-15.1
DSGX,BREAKOUT,2018-06-11,31.4,7.8,-14.2,21.0,2.8,-8.6,15.0,-14.2
DSGX,BREAKOUT,2019-03-25,36.38,1.6,9.0,-13.5,-2.7,3.4,-5.0,-5.8
DSGX,BOTTOM,2020-03-16,30.66,69.1,69.2,99.3,33.6,23.4,26.4,0.0
DSGX,BOTTOM,2022-12-19,68.5,13.2,11.7,21.3,9.5,-2.3,-4.3,0.0
DSGX,BOTTOM,2026-05-11,67.7,,,,,,,-0.5
DSGX,BOTTOM,2026-07-06,72.07,,,,,,,0.0
DSL,BOTTOM,2020-10-26,8.17,10.6,23.1,24.7,-3.2,-5.7,-18.0,0.0
DT,BOTTOM,2023-03-13,38.76,32.1,19.8,17.7,19.0,5.3,-14.9,0.0
DT,BOTTOM,2025-01-06,50.69,-15.0,1.4,-16.6,-7.2,-6.7,-37.6,-17.1
DTM,BREAKOUT,2025-09-22,111.09,7.1,21.2,,2.5,24.8,,-6.8
DUK,BREAKOUT,2018-11-12,64.31,2.0,2.8,6.6,0.1,-2.7,-9.5,-2.4
DUOL,BREAKOUT,2023-02-27,119.27,30.7,24.9,98.3,24.5,12.4,69.5,-1.2
DUOT,BOTTOM,2018-10-15,7.0,8.0,44.0,-6.0,11.0,37.9,-16.0,-12.0
DUOT,BOTTOM,2019-07-29,7.56,-9.6,-3.4,-36.9,-14.7,-14.4,-50.7,-26.1
DUOT,BOTTOM,2020-03-02,5.69,-8.0,-30.9,11.8,-15.9,-47.3,-19.6,-30.9
DUOT,BREAKOUT,2021-02-08,6.7,45.5,-9.3,-22.2,39.1,-23.6,-35.9,-10.0
DUOT,BOTTOM,2022-09-26,4.06,-50.7,-31.0,26.5,-58.3,-46.6,4.9,-50.7
DUOT,BOTTOM,2023-05-01,3.73,50.7,-2.9,-17.7,42.0,-9.1,-43.4,-16.9
DUOT,BOTTOM,2024-07-01,2.77,8.7,172.2,187.7,5.0,164.8,173.6,-15.9
DUOT,BREAKOUT,2024-11-25,5.53,9.2,38.3,82.1,10.3,39.9,67.3,-25.9
DV,BOTTOM,2022-12-12,23.54,7.5,58.0,51.0,5.3,42.5,26.7,-7.3
DV,BOTTOM,2024-04-08,32.36,-38.3,-47.2,-61.2,-48.3,-61.4,-67.0,-47.2
DV,BOTTOM,2025-03-17,14.08,1.9,-9.5,-28.6,-3.8,-27.9,-44.9,-11.6
DVA,BOTTOM,2019-09-30,56.0,34.1,17.0,50.5,24.0,31.8,34.9,0.0
DVA,BREAKOUT,2023-05-15,100.33,1.2,-4.2,39.4,-3.4,-12.6,11.1,-27.0
DVN,BOTTOM,2019-07-08,20.41,-25.5,-11.7,-63.4,-24.5,-21.1,-71.2,-30.6
DVN,BOTTOM,2025-10-27,31.89,24.6,57.4,,22.8,51.2,,0.0
DX,BREAKOUT,2025-10-13,11.94,13.7,9.7,,9.3,2.2,,-1.9
DXC,BOTTOM,2020-10-26,18.42,53.1,78.7,76.8,39.3,49.9,34.2,-1.7
DXC,BOTTOM,2023-03-06,25.51,2.4,-19.4,-18.2,-9.4,-35.8,-52.8,-24.3
DXCM,BREAKOUT,2018-04-30,20.86,47.8,59.0,47.3,40.7,55.8,34.6,0.0
DXCM,BOTTOM,2022-03-28,132.89,-41.6,-39.4,-12.6,-26.1,-18.9,-4.5,-48.2
DXCM,BOTTOM,2023-01-09,108.47,6.7,26.6,15.2,2.8,13.0,-6.2,-1.6
DXCM,BREAKOUT,2024-03-25,138.7,-18.3,-51.5,-51.2,-22.6,-61.4,-58.7,-53.9
DXCM,BOTTOM,2024-11-04,69.96,25.9,21.0,-21.4,25.1,26.1,-34.9,-14.5
DXPE,BOTTOM,2018-02-26,30.28,27.8,51.6,15.7,25.7,42.7,9.5,0.0
DXPE,BOTTOM,2019-05-20,33.99,-11.3,14.8,-53.9,-12.5,3.8,-60.5,-11.3
DXPE,BOTTOM,2020-06-15,19.61,-9.7,13.9,48.3,-17.3,-6.7,11.9,-20.2
DXPE,BREAKOUT,2021-11-01,35.33,-19.3,-34.8,-17.5,-15.4,-23.1,1.0,-34.8
DXPE,BOTTOM,2022-10-31,29.15,6.8,-15.6,17.0,-3.3,-26.1,-0.3,-15.6
DXPE,BREAKOUT,2023-06-05,35.72,1.5,-9.9,34.2,-2.6,-17.7,8.2,-16.9
DXPE,BREAKOUT,2024-03-04,45.22,6.0,10.0,74.0,1.3,3.8,60.0,-3.6
DXPE,BREAKOUT,2024-11-04,71.1,40.5,19.1,42.1,39.8,24.2,28.6,-3.0
DXYZ,BREAKOUT,2026-05-04,54.6,,,,,,,-54.5
DXYZ,BOTTOM,2026-06-29,24.84,,,,,,,0.0
DY,BREAKOUT,2017-11-27,109.41,0.1,-15.2,-39.4,-2.2,-19.6,-45.6,-15.2
DY,BOTTOM,2020-06-15,38.99,42.1,81.3,81.1,34.5,60.7,44.7,-1.8
DY,BREAKOUT,2020-08-24,57.52,9.6,33.1,34.7,5.4,23.7,4.4,-4.6
DYN,BOTTOM,2022-10-17,11.78,17.8,-3.7,-38.5,11.6,-14.7,-52.8,-22.8
DYN,BREAKOUT,2024-01-01,17.96,47.2,91.5,37.9,36.1,72.3,9.7,-13.0
DYN,BOTTOM,2025-12-01,20.28,-26.7,-16.0,,-25.1,-24.2,,-26.7
DYN,BREAKOUT,2026-06-29,23.07,,,,,,,0.0
EA,BREAKOUT,2019-12-16,104.76,-19.5,20.6,32.3,8.8,23.4,15.0,-19.5
EA,BREAKOUT,2023-07-10,135.32,-4.3,0.7,6.7,-0.6,-6.2,-19.7,-13.8
EAT,BREAKOUT,2018-04-23,41.54,10.2,-1.6,3.6,4.1,-2.0,-8.6,-5.6
