ticker,signal,date,price,fwd13w,fwd26w,fwd52w,exc13w,exc26w,exc52w,mae26w
A,BREAKOUT,2019-12-02,78.32,-4.2,10.5,41.3,0.8,7.9,21.5,-19.0
A,BOTTOM,2022-10-31,132.34,13.7,-1.7,-19.3,3.7,-12.3,-36.6,-2.9
AA,BOTTOM,2020-11-02,13.75,45.1,185.3,232.2,33.9,163.9,196.5,0.0
AA,BREAKOUT,2020-11-30,22.59,22.2,63.7,86.1,18.0,48.5,61.8,-24.1
AA,BREAKOUT,2025-12-01,43.63,36.3,64.8,,37.9,56.6,,0.0
AAL,BOTTOM,2020-01-13,28.3,-59.1,-57.9,-44.3,-46.0,-55.8,-59.6,-68.1
AAL,BOTTOM,2020-03-16,10.38,54.1,27.1,140.6,18.7,-18.7,67.6,-12.9
AAL,BREAKOUT,2021-02-22,20.94,15.8,-3.4,-16.6,5.0,-22.6,-33.2,-11.7
AAL,BOTTOM,2023-02-20,15.56,-7.8,-6.3,-2.8,-14.1,-18.1,-32.8,-17.8
AAL,BREAKOUT,2024-12-02,17.4,-25.1,-32.3,-14.9,-20.2,-31.5,-29.1,-45.6
AAL,BOTTOM,2025-10-06,11.52,38.8,-1.7,,32.2,-6.4,,-10.6
AAMI,BREAKOUT,2020-06-22,11.73,7.5,60.1,101.9,-2.5,36.1,57.6,0.0
AAOI,BOTTOM,2019-12-02,10.37,-15.2,-3.8,-18.5,-10.2,-6.3,-38.2,-41.1
AAOI,BOTTOM,2020-10-12,10.98,-1.7,-28.1,-34.2,-10.4,-49.2,-64.4,-30.9
AAOI,BREAKOUT,2023-06-12,4.85,102.9,347.9,107.8,101.6,340.3,83.0,-10.5
AAOI,BREAKOUT,2024-11-04,27.76,6.7,-47.2,2.9,5.9,-42.1,-10.6,-61.6
AAOI,BOTTOM,2025-05-26,15.42,56.9,73.7,927.3,47.2,57.1,897.5,0.0
AAOI,BOTTOM,2025-12-01,26.59,259.5,565.7,,261.1,557.5,,0.0
AAOI,BREAKOUT,2025-12-29,39.6,162.4,205.4,,166.1,195.8,,-14.0
AAON,BREAKOUT,2018-01-01,24.15,-9.9,-6.8,-5.5,-5.2,-8.4,0.4,-22.3
AAON,BREAKOUT,2023-12-11,70.4,16.1,7.0,85.3,7.1,-9.0,55.4,-1.6
AAON,BOTTOM,2026-01-19,94.28,5.6,,,1.7,,,-15.2
AAON,BREAKOUT,2026-05-04,139.56,,,,,,,-22.9
AAP,BREAKOUT,2018-06-04,114.78,27.1,27.3,18.1,23.2,31.7,12.7,0.0
AAP,BOTTOM,2024-04-22,71.61,-18.8,-50.6,-55.2,-26.3,-65.2,-64.9,-50.6
AAP,BREAKOUT,2025-07-07,61.33,-20.5,-29.2,-5.5,-25.5,-41.1,-27.9,-37.5
AAPL,BREAKOUT,2019-09-30,54.51,31.4,6.9,101.1,21.3,21.7,85.5,0.0
AAPL,BREAKOUT,2023-05-01,170.93,5.0,2.1,6.2,-3.7,-4.1,-19.5,-2.8
AAT,BOTTOM,2023-03-06,16.16,2.0,6.9,13.1,-9.9,-9.4,-21.5,-13.6
AAT,BOTTOM,2023-07-24,18.61,-19.7,8.7,19.9,-9.9,1.3,-1.0,-19.7
AAT,BOTTOM,2025-10-20,18.99,-8.3,8.5,,-10.3,2.5,,-8.3
AAT,BREAKOUT,2026-04-13,20.51,24.4,,,19.5,,,-0.2
AB,BOTTOM,2020-03-23,10.97,39.1,53.7,133.3,20.2,22.9,74.5,-7.4
AB,BREAKOUT,2020-10-12,20.31,9.1,27.9,72.3,0.5,6.8,42.1,-9.7
AB,BOTTOM,2023-03-20,25.25,-3.2,-2.8,10.0,-13.1,-12.3,-23.6,-6.4
ABBV,BREAKOUT,2024-01-01,147.65,5.8,5.1,15.9,-5.3,-14.2,-12.3,-1.3
ABBV,BREAKOUT,2026-06-22,251.56,,,,,,,-2.1
ABCB,BOTTOM,2019-09-02,31.8,23.9,-7.5,-26.8,17.8,-8.2,-44.0,-7.5
ABCB,BREAKOUT,2019-11-04,40.33,-7.1,-46.7,-32.2,-15.2,-42.4,-47.8,-53.1
ABCB,BREAKOUT,2023-12-11,50.54,-12.4,-9.8,29.2,-21.3,-25.8,-0.7,-12.9
ABCB,BREAKOUT,2024-07-08,53.32,15.6,9.6,25.2,11.7,5.3,12.5,0.0
ABCB,BREAKOUT,2025-08-18,71.31,3.3,16.9,,0.9,9.4,,-1.4
ABCL,BOTTOM,2022-10-24,11.71,-8.1,-42.1,-66.6,-12.9,-49.9,-73.8,-42.1
ABCL,BOTTOM,2025-08-25,4.18,-10.8,-13.6,,-17.0,-20.6,,-27.3
ABCL,BREAKOUT,2026-05-25,6.17,,,,,,,-15.1
ABEO,BOTTOM,2018-08-27,385.0,-46.8,-50.6,-90.0,-42.1,-48.2,-92.7,-58.0
ABEO,BOTTOM,2020-03-02,68.0,7.4,-27.2,-26.1,-0.6,-43.6,-57.5,-36.0
ABEO,BOTTOM,2023-09-11,4.03,20.8,114.1,38.5,14.6,98.3,10.4,-7.9
ABEO,BREAKOUT,2025-06-02,6.74,2.2,-27.7,-19.0,-6.1,-42.8,-43.5,-37.7
ABEO,BOTTOM,2026-06-08,5.53,,,,,,,0.0
ABG,BOTTOM,2022-05-09,191.98,-3.7,-5.7,3.9,-10.5,-5.7,-0.3,-25.4
ABG,BREAKOUT,2023-01-23,214.84,-10.0,2.4,-0.4,-12.9,-11.1,-22.4,-10.0
ABG,BREAKOUT,2024-07-08,247.98,-10.0,-4.1,6.1,-13.8,-8.4,-6.6,-10.6
ABM,BOTTOM,2018-11-26,27.0,14.3,15.6,22.3,12.0,14.7,6.1,-18.2
ABM,BREAKOUT,2020-11-23,35.54,8.6,25.9,18.4,3.6,9.6,-9.5,-7.6
ABM,BREAKOUT,2022-04-18,48.87,-19.4,-21.2,-19.5,-12.5,-9.8,-17.9,-28.3
ABNB,BREAKOUT,2024-02-26,159.72,-9.3,-26.6,-13.1,-12.4,-37.2,-30.4,-27.9
ABR,BOTTOM,2020-10-19,6.35,26.2,51.9,80.7,15.0,30.5,47.8,-0.6
ABR,BOTTOM,2023-04-10,6.91,57.9,46.3,33.8,48.5,41.0,8.1,0.0
ABSI,BREAKOUT,2023-12-25,4.2,35.2,-26.7,-34.0,24.8,-41.9,-60.8,-28.1
ABSI,BOTTOM,2024-07-22,4.48,-9.2,-10.7,-35.5,-15.8,-23.1,-54.0,-42.9
ABSI,BOTTOM,2025-03-24,2.7,-3.0,1.1,3.0,-14.0,-18.7,-12.5,-15.6
ABSI,BOTTOM,2025-12-15,3.38,-12.4,119.2,,-8.0,108.9,,-29.6
ABSI,BREAKOUT,2026-04-27,4.92,,,,,,,0.0
ABT,BREAKOUT,2021-08-30,116.99,1.4,-5.1,-19.2,1.0,-1.2,-7.0,-9.1
ABT,BREAKOUT,2023-07-17,107.37,-14.9,1.4,-8.9,-8.3,-6.1,-32.0,-20.1
ABTC,BREAKOUT,2019-06-10,315000.0,-18.9,11.2,1.5,-23.5,0.5,-5.8,-59.6
ABTC,BOTTOM,2019-07-22,341100.0,-54.2,-22.8,-43.8,-54.5,-32.7,-52.2,-62.7
ABTC,BOTTOM,2021-03-15,162600.0,-22.9,-45.2,-80.4,-29.8,-59.3,-96.1,-45.2
ABTC,BOTTOM,2025-07-28,78.75,-3.0,-71.2,,-13.1,-83.2,,-71.2
ABTC,BOTTOM,2025-10-06,89.25,-69.2,-84.0,,-75.8,-88.6,,-85.5
ABVX,BOTTOM,2025-07-07,8.27,1033.9,1283.3,1591.7,1028.9,1271.4,1569.3,0.0
ABVX,BREAKOUT,2025-07-21,66.49,36.5,83.7,,29.9,74.9,,0.0
ABVX,BREAKOUT,2026-06-29,144.65,,,,,,,-5.5
ABX,BOTTOM,2023-07-31,6.07,5.9,96.0,53.5,8.3,84.5,32.6,-2.6
ABX,BREAKOUT,2024-01-08,10.78,8.7,-22.8,-37.7,1.2,-41.0,-61.1,-22.8
ACA,BOTTOM,2020-03-16,30.55,31.2,46.1,96.7,-4.3,0.3,23.8,0.0
ACA,BREAKOUT,2020-08-31,47.26,14.0,23.3,5.7,5.6,10.3,-28.5,-9.8
ACA,BREAKOUT,2023-04-24,67.06,11.6,-0.7,14.8,1.4,-0.2,-9.2,-0.7
ACA,BREAKOUT,2025-12-08,110.7,-4.6,16.9,,-2.0,7.5,,-9.1
ACAD,BREAKOUT,2019-02-25,26.6,-9.8,4.0,60.7,-8.4,-1.3,53.0,-12.3
ACAD,BREAKOUT,2020-06-15,52.03,-18.5,6.2,-50.0,-26.0,-14.4,-86.4,-29.6
ACAD,BOTTOM,2020-10-12,42.61,25.9,-50.4,-58.9,17.3,-71.4,-89.1,-52.1
ACGL,BOTTOM,2021-02-08,33.42,14.3,18.9,32.5,7.9,4.5,18.8,-0.2
ACGL,BREAKOUT,2022-10-24,53.9,13.0,32.4,43.5,8.3,24.6,36.3,0.0
ACHC,BOTTOM,2019-04-01,31.04,11.5,-3.8,-50.0,7.6,-6.8,-37.7,-14.9
ACHC,BOTTOM,2019-08-05,28.77,6.8,14.8,7.9,0.4,-0.2,-9.1,-8.1
ACHC,BOTTOM,2020-09-14,29.44,66.2,94.3,107.9,54.1,75.6,72.6,-4.0
ACHC,BREAKOUT,2020-10-26,35.65,42.2,70.9,73.9,28.3,42.1,31.3,0.0
ACHC,BREAKOUT,2022-04-04,73.96,1.4,8.4,-1.6,14.2,26.7,5.4,-12.2
ACHV,BOTTOM,2019-09-09,45.2,-59.7,-86.3,-82.3,-65.6,-76.6,-95.5,-86.3
ACHV,BOTTOM,2021-03-22,11.84,-29.5,-20.9,-38.8,-37.6,-33.7,-54.6,-41.6
ACHV,BREAKOUT,2023-04-17,8.05,-32.4,-50.3,-44.0,-42.5,-53.2,-65.8,-53.8
ACHV,BOTTOM,2024-07-01,4.54,10.6,-18.5,-52.0,6.9,-25.9,-66.1,-19.8
ACHV,BREAKOUT,2025-10-20,5.0,12.0,-19.6,,9.9,-25.6,,-47.0
ACIW,BREAKOUT,2019-11-18,36.63,-9.8,-28.5,-12.3,-17.5,-24.5,-28.8,-40.6
ACIW,BOTTOM,2020-06-15,27.14,-6.2,42.0,39.5,-13.7,21.4,3.0,-9.1
ACIW,BOTTOM,2020-09-07,24.66,59.3,65.0,30.0,49.2,46.1,-5.4,0.0
ACIW,BREAKOUT,2023-12-11,29.72,7.1,20.4,81.7,-1.9,4.4,51.8,-1.4
ACIW,BREAKOUT,2026-06-29,54.88,,,,,,,0.0
ACLS,BREAKOUT,2019-11-11,22.74,24.5,3.4,14.4,15.7,10.6,-2.7,-40.2
ACLS,BOTTOM,2020-03-16,13.6,107.3,65.7,182.9,71.8,20.0,109.9,0.0
ACLS,BOTTOM,2020-10-12,23.63,47.8,80.5,108.9,39.1,59.5,78.7,-6.6
ACLS,BREAKOUT,2022-12-05,81.95,50.9,110.6,49.7,52.4,100.4,30.9,-3.2
ACLS,BOTTOM,2024-02-26,116.27,-3.3,-6.0,-52.9,-6.4,-16.6,-70.2,-18.5
ACLS,BREAKOUT,2026-04-06,110.37,29.9,,,18.5,,,0.0
ACM,BREAKOUT,2022-11-14,76.83,12.2,-0.3,9.8,8.8,-6.9,-5.8,-1.7
ACM,BREAKOUT,2025-08-04,116.88,10.6,-14.3,,5.0,-23.3,,-18.4
ACMR,BREAKOUT,2019-03-25,5.14,1.2,-10.8,83.9,-3.1,-16.3,92.4,-10.8
ACMR,BOTTOM,2019-07-29,5.33,-19.8,117.1,499.6,-24.9,106.1,485.8,-20.9
ACMR,BREAKOUT,2020-01-06,7.88,40.0,245.5,339.1,54.1,246.9,319.9,-6.6
ACMR,BOTTOM,2021-03-22,27.79,24.4,19.1,-21.7,16.3,6.3,-37.6,-22.2
ACMR,BOTTOM,2021-11-08,35.21,-23.7,-61.2,-73.0,-18.3,-47.8,-59.5,-61.2
ACMR,BREAKOUT,2023-08-28,18.43,-8.5,84.0,-2.1,-10.6,69.5,-28.8,-25.6
ACMR,BOTTOM,2023-12-04,16.0,88.5,40.1,-6.9,76.9,23.2,-40.8,0.0
ACMR,BOTTOM,2025-05-12,23.73,5.4,32.8,168.3,-3.2,19.1,142.5,-5.6
ACN,BREAKOUT,2019-03-25,156.03,5.8,9.6,-5.9,1.6,4.1,2.5,-0.2
ACRS,BREAKOUT,2020-07-13,2.21,95.0,166.1,555.7,86.6,148.3,519.6,-5.0
ACRS,BOTTOM,2023-08-21,6.9,-87.8,-82.8,-82.5,-91.7,-99.1,-112.0,-87.8
ACRS,BOTTOM,2024-08-19,1.21,214.0,85.1,48.8,207.8,77.7,32.5,-5.0
ACRS,BOTTOM,2026-01-12,2.62,62.2,116.8,,59.3,108.8,,0.0
ACT,BREAKOUT,2025-04-28,36.31,-5.3,-3.2,16.7,-15.3,-24.2,-11.9,-6.7
AD,BOTTOM,2020-07-13,14.66,-6.6,1.3,14.5,-15.0,-16.5,-21.6,-10.4
AD,BREAKOUT,2023-07-31,15.43,33.4,29.9,52.5,35.8,18.4,31.6,0.0
ADAM,BOTTOM,2023-03-06,5.67,17.6,12.1,-7.3,5.8,-4.2,-41.9,0.0
ADAM,BOTTOM,2023-08-28,6.61,-1.2,-21.3,-21.7,-3.3,-35.8,-48.4,-21.3
ADAM,BOTTOM,2024-10-21,4.19,17.0,15.0,50.6,11.6,19.3,32.2,0.0
ADAM,BREAKOUT,2025-02-24,5.81,-3.9,9.5,33.2,-3.4,0.3,16.4,-21.6
ADBE,BREAKOUT,2019-04-22,281.96,10.4,-3.9,22.0,7.0,-7.7,23.6,-5.8
ADBE,BREAKOUT,2021-04-12,525.08,15.4,16.2,-19.9,11.7,8.6,-26.2,-7.3
ADBE,BOTTOM,2023-02-06,370.99,-9.6,37.1,69.1,-10.8,27.0,44.4,-13.6
ADBE,BREAKOUT,2023-06-05,454.0,23.4,34.4,2.5,19.4,26.5,-23.5,0.0
ADC,BREAKOUT,2022-06-20,62.02,-3.1,-1.6,-8.6,2.2,-0.6,-21.5,-13.3
ADC,BREAKOUT,2026-02-09,76.74,-3.6,,,-12.4,,,-4.9
ADEA,BREAKOUT,2019-02-11,7.58,0.9,-11.8,-27.0,-2.6,-16.9,-51.0,-11.8
ADEA,BOTTOM,2020-09-07,4.42,72.8,113.0,78.1,62.7,94.0,42.8,-1.8
ADEA,BREAKOUT,2020-11-30,7.74,13.3,12.7,-4.9,9.2,-2.5,-29.3,-2.8
ADEA,BREAKOUT,2022-10-03,8.8,14.4,-13.0,-1.5,7.0,-26.7,-21.7,-13.1
ADEA,BREAKOUT,2024-12-02,13.11,11.8,1.0,-5.0,16.8,1.8,-19.2,-15.7
ADEA,BREAKOUT,2025-09-29,17.15,2.1,45.9,,-0.3,47.4,,-30.4
ADI,BREAKOUT,2020-02-17,109.58,-9.0,-4.5,36.2,1.8,-7.3,17.0,-30.3
ADI,BOTTOM,2020-03-23,79.58,33.7,29.3,80.6,14.7,-1.5,21.9,-2.4
ADM,BREAKOUT,2019-12-02,36.43,-13.6,-1.4,19.1,-8.5,-3.9,-0.7,-29.7
ADM,BREAKOUT,2020-08-31,39.59,9.6,25.6,32.8,1.2,12.7,-1.4,-0.9
ADM,BREAKOUT,2022-01-03,61.33,37.2,6.1,25.5,40.8,22.1,40.8,-1.2
ADM,BREAKOUT,2022-11-21,87.19,-15.9,-24.5,-22.0,-14.9,-29.7,-36.9,-24.5
ADM,BOTTOM,2024-08-19,56.88,-11.4,-18.7,8.2,-17.6,-26.1,-8.1,-23.7
ADMA,BREAKOUT,2018-03-19,5.15,-4.7,19.4,-35.7,-11.6,5.2,-46.0,-14.6
ADMA,BOTTOM,2019-04-29,4.87,-28.5,2.1,-38.2,-28.5,-3.1,-36.3,-28.5
ADMA,BOTTOM,2020-08-31,2.22,-9.9,-5.9,-40.1,-18.3,-18.8,-74.3,-16.7
ADMA,BREAKOUT,2022-04-04,2.05,12.7,27.3,64.4,25.5,45.6,71.4,-14.1
ADMA,BOTTOM,2026-07-06,9.08,,,,,,,-4.1
ADNT,BOTTOM,2019-06-24,24.27,-5.4,-12.4,-36.6,-6.7,-23.7,-41.0,-19.2
ADNT,BREAKOUT,2020-02-03,26.92,-34.1,-43.2,37.2,-22.6,-44.9,18.3,-72.7
ADNT,BREAKOUT,2020-11-23,31.98,15.9,56.5,40.7,10.9,40.2,12.8,0.0
ADNT,BOTTOM,2022-10-31,37.96,21.7,-8.4,-5.4,11.6,-19.0,-22.7,-11.2
ADNT,BREAKOUT,2025-08-18,24.86,-23.9,0.0,,-26.3,-7.4,,-25.5
ADP,BOTTOM,2020-06-15,130.63,-8.7,21.7,32.3,-16.3,1.1,-4.1,-10.8
ADP,BREAKOUT,2020-12-14,159.04,3.1,8.7,30.4,-2.7,-4.4,4.2,-10.1
ADP,BREAKOUT,2022-08-01,225.69,-3.8,-8.0,1.5,4.8,-8.6,-8.3,-9.9
ADPT,BOTTOM,2023-02-20,8.32,-16.9,-26.0,-51.4,-23.3,-37.8,-81.5,-27.4
ADPT,BREAKOUT,2026-06-22,20.96,,,,,,,0.0
ADSK,BREAKOUT,2019-11-25,180.9,5.5,16.3,50.8,10.8,18.4,32.9,-23.2
ADSK,BOTTOM,2020-03-23,141.57,64.4,60.9,90.0,45.5,30.1,31.3,-1.8
ADSK,BOTTOM,2022-10-24,216.39,-2.5,-10.0,-9.8,-7.3,-17.8,-17.0,-13.6
ADSK,BREAKOUT,2025-09-01,326.37,-6.0,-20.0,,-12.2,-24.5,,-30.5
ADT,BREAKOUT,2019-11-11,6.63,-8.8,-21.4,-0.7,-17.6,-14.2,-17.8,-49.4
ADT,BOTTOM,2020-02-17,6.0,-5.8,66.2,41.5,5.1,63.4,22.4,-44.1
ADT,BREAKOUT,2020-07-27,7.49,-23.2,5.7,23.7,-23.6,-8.6,-12.6,-23.2
ADT,BOTTOM,2020-11-30,7.38,-14.0,31.8,-2.5,-18.1,16.6,-26.8,-14.0
ADT,BREAKOUT,2022-11-07,8.27,-8.9,-33.9,-34.4,-11.7,-38.0,-46.7,-36.5
ADTN,BREAKOUT,2022-08-08,23.65,-19.6,-29.3,-66.4,-13.2,-25.7,-72.4,-29.3
ADTN,BOTTOM,2024-09-02,5.05,66.9,81.4,93.1,54.1,74.1,71.8,0.0
ADTN,BREAKOUT,2024-11-04,8.08,37.5,-4.6,-1.4,36.7,0.5,-14.9,-8.0
ADTN,BOTTOM,2025-05-12,8.13,8.7,-8.1,83.4,0.1,-21.8,57.6,-8.1
ADTN,BOTTOM,2025-08-18,9.17,-20.9,9.8,,-23.3,2.4,,-20.9
ADUR,BOTTOM,2026-02-02,11.6,16.4,,,9.3,,,-14.4
ADUR,BREAKOUT,2026-05-25,16.85,,,,,,,-21.8
ADUS,BREAKOUT,2018-03-05,40.45,38.7,65.4,51.5,38.5,61.4,51.2,0.0
ADUS,BREAKOUT,2020-11-02,107.59,15.3,-9.6,-5.2,4.1,-31.1,-40.9,-12.8
ADUS,BREAKOUT,2022-10-17,105.17,4.2,6.9,-23.0,-2.1,-4.1,-37.3,-6.9
ADX,BREAKOUT,2020-08-24,10.71,5.1,10.3,30.6,1.0,0.9,0.2,-7.6
AEE,BREAKOUT,2024-07-29,77.88,4.9,15.9,27.5,-2.6,2.2,9.4,-2.7
AEG,BOTTOM,2020-09-14,1.96,47.0,90.9,98.4,34.9,72.2,63.0,-6.3
AEHR,BOTTOM,2018-07-16,2.7,-24.4,-58.1,-41.1,-23.7,-54.4,-49.5,-58.1
AEHR,BOTTOM,2019-06-24,1.65,-3.6,21.2,18.8,-4.9,10.0,14.3,-20.0
AEHR,BREAKOUT,2019-11-11,2.23,8.5,-32.3,-30.0,-0.3,-25.1,-47.1,-44.8
AEHR,BREAKOUT,2020-12-21,2.47,-2.0,4.9,728.7,-9.7,-11.5,699.5,-15.0
AEHR,BOTTOM,2021-04-05,2.39,13.8,713.4,287.4,7.6,706.3,277.2,-12.1
AEHR,BREAKOUT,2025-07-21,21.74,14.9,29.0,,8.3,20.2,,-22.5
AEHR,BOTTOM,2025-12-22,21.46,51.5,327.8,,59.4,321.7,,0.0
AEIS,BOTTOM,2019-05-27,49.18,2.9,28.0,33.2,-3.8,12.7,20.4,-4.7
AEM,BREAKOUT,2020-05-04,57.23,25.4,28.5,6.8,10.5,7.7,-39.9,-11.4
AEM,BREAKOUT,2024-03-25,57.74,10.3,38.6,83.6,5.9,28.7,76.0,0.0
AEO,BOTTOM,2023-04-24,12.16,5.2,31.7,86.9,-5.1,32.3,62.9,-19.7
AEO,BREAKOUT,2023-08-28,15.89,13.0,40.7,21.3,10.9,26.2,-5.3,-13.7
AEO,BOTTOM,2026-05-04,16.56,,,,,,,-8.3
AEP,BREAKOUT,2018-11-05,57.96,7.1,14.3,22.1,9.2,9.5,8.6,-2.5
AEP,BREAKOUT,2021-08-09,75.5,-7.7,-0.5,19.7,-12.8,0.1,22.5,-9.3
AER,BOTTOM,2019-06-03,46.22,15.5,28.9,-19.9,11.4,18.4,-33.2,0.0
AER,BREAKOUT,2021-10-18,63.13,-1.8,-20.4,-20.8,1.2,-15.1,-4.6,-26.1
AER,BOTTOM,2022-10-31,54.5,13.3,-0.3,17.5,3.2,-10.9,0.1,-9.6
AES,BREAKOUT,2019-11-11,14.48,14.2,-35.2,17.0,5.4,-28.0,-0.1,-35.2
AES,BOTTOM,2020-06-15,10.65,42.2,71.8,93.9,34.6,51.2,57.5,0.0
AES,BOTTOM,2024-07-01,15.96,7.8,-23.8,-31.4,4.2,-31.2,-45.5,-26.5
AESI,BREAKOUT,2025-01-13,22.98,-40.9,-42.8,-51.9,-29.3,-48.5,-69.0,-48.2
AESI,BREAKOUT,2026-04-20,16.31,,,,,,,-13.7
AEVA,BOTTOM,2024-05-20,3.41,-11.7,24.6,370.7,-18.2,11.4,359.9,-31.1
AEVA,BOTTOM,2025-02-10,4.23,335.9,209.7,221.0,338.2,203.5,207.9,-35.7
AEVA,BOTTOM,2026-03-09,15.16,64.2,,,51.9,,,-15.8
AFG,BOTTOM,2020-06-15,35.55,6.8,40.0,122.6,-0.8,19.4,86.2,-7.3
AFG,BOTTOM,2020-12-28,51.09,30.8,57.7,93.8,23.3,40.9,65.1,-2.6
AFG,BREAKOUT,2025-09-22,137.91,-2.9,-10.0,,-7.5,-6.3,,-11.1
AFL,BREAKOUT,2021-12-06,52.21,4.3,-2.5,24.1,14.8,14.1,39.3,-3.5
AFL,BREAKOUT,2023-07-31,72.06,7.6,1.0,32.1,10.0,-10.4,11.2,-2.8
AFRM,BOTTOM,2023-10-23,16.93,144.2,96.9,140.4,125.0,72.2,97.5,0.0
AFRM,BREAKOUT,2024-11-11,56.15,43.7,-6.4,25.6,39.3,-8.5,9.5,-36.3
AFRM,BOTTOM,2025-01-20,55.73,-11.9,20.4,28.2,-2.8,15.0,13.5,-35.9
AFRM,BREAKOUT,2025-08-25,88.46,-19.8,-46.9,,-26.0,-53.8,,-46.9
AFRM,BOTTOM,2026-02-16,51.09,27.7,,,19.2,,,-16.8
AG,BOTTOM,2018-09-17,5.62,-2.6,20.9,77.0,14.5,24.3,72.8,-15.8
AG,BREAKOUT,2020-07-20,13.1,-17.3,5.4,-3.4,-25.5,-14.9,-42.5,-28.3
AG,BREAKOUT,2024-04-01,7.75,-17.8,-18.1,-28.1,-25.1,-29.3,-26.8,-40.5
AG,BOTTOM,2024-12-02,6.07,-2.8,36.1,147.8,2.1,36.9,133.6,-11.7
AG,BREAKOUT,2025-06-02,8.26,10.6,82.1,105.7,2.3,67.0,81.2,-5.3
AGCO,BREAKOUT,2019-02-25,56.41,-2.5,1.4,-10.9,-1.1,-3.8,-18.6,-3.6
AGCO,BOTTOM,2020-06-15,45.26,38.8,90.4,133.0,31.2,69.8,96.6,-2.8
AGCO,BREAKOUT,2020-10-05,67.38,39.4,83.2,63.3,29.0,63.7,35.3,-4.4
AGCO,BREAKOUT,2023-02-27,130.64,-13.5,-3.7,-19.4,-19.8,-16.2,-48.2,-17.6
AGEN,BOTTOM,2019-02-18,56.72,-1.0,-3.5,21.8,-2.8,-6.5,0.1,-18.3
AGEN,BREAKOUT,2019-11-11,73.01,-1.6,-36.0,1.9,-10.4,-28.8,-15.2,-48.4
AGEN,BOTTOM,2022-10-31,47.89,5.3,-34.4,-64.9,-4.7,-45.0,-82.2,-40.6
AGEN,BOTTOM,2022-12-19,48.09,-39.2,-28.0,-67.6,-42.9,-42.0,-93.1,-41.8
AGEN,BOTTOM,2025-09-15,4.38,-21.5,-15.3,,-24.3,-13.6,,-35.2
AGI,BOTTOM,2017-10-09,6.67,-13.8,-19.3,-31.0,-23.4,-24.2,-41.2,-29.6
AGI,BOTTOM,2018-07-16,5.16,-15.9,-30.1,23.6,-15.1,-26.4,15.3,-45.8
AGI,BREAKOUT,2019-06-17,5.68,8.7,-13.0,34.2,6.7,-23.2,27.1,-15.5
AGI,BREAKOUT,2020-04-20,7.69,35.8,4.3,7.4,21.9,-18.9,-42.3,-7.7
AGI,BREAKOUT,2022-11-21,9.41,5.2,29.4,43.7,6.2,24.2,28.8,0.0
AGI,BREAKOUT,2023-11-27,14.69,-17.0,12.9,27.5,-29.2,-2.8,-5.6,-21.1
AGIO,BREAKOUT,2017-09-11,66.43,-21.5,24.9,10.6,-29.0,13.8,-7.8,-21.5
AGIO,BOTTOM,2020-11-02,39.23,34.7,42.2,16.5,23.5,20.8,-19.2,-15.3
AGIO,BREAKOUT,2024-02-19,32.99,-4.5,40.1,6.8,-9.1,28.7,-12.9,-16.5
AGIO,BOTTOM,2024-04-01,27.55,54.8,50.0,-6.5,47.5,38.8,-5.2,0.0
AGIO,BOTTOM,2025-09-08,36.78,-25.9,-24.3,,-29.8,-25.6,,-33.5
AGIO,BOTTOM,2026-03-16,27.86,22.6,,,7.2,,,-9.1
AGL,BOTTOM,2022-08-22,529.5,-21.3,-0.3,-18.7,-21.0,1.1,-29.0,-27.3
AGL,BOTTOM,2023-07-31,486.75,-24.7,-68.8,-67.4,-22.3,-80.3,-88.4,-70.1
AGL,BREAKOUT,2026-05-11,81.73,,,,,,,0.0
AGM,BOTTOM,2019-04-22,59.22,0.2,12.5,-20.1,-3.3,8.8,-18.5,-10.3
AGM,BREAKOUT,2021-01-11,67.31,26.4,21.9,65.8,14.9,6.3,40.5,-5.5
AGM,BREAKOUT,2022-11-21,112.76,12.1,9.3,34.3,13.1,4.0,19.3,-10.4
AGNC,BREAKOUT,2019-11-04,7.36,13.9,-22.3,-9.0,5.8,-17.9,-24.6,-42.4
AGNC,BOTTOM,2020-10-26,6.63,14.3,34.1,24.4,0.5,5.4,-18.3,0.0
AGO,BOTTOM,2020-06-15,22.47,-22.7,24.8,85.7,-30.2,4.2,49.3,-22.7
AGO,BREAKOUT,2021-02-22,40.54,8.8,16.3,46.6,-2.0,-2.8,29.9,-3.3
AGO,BREAKOUT,2022-11-28,62.98,-10.2,-18.7,4.5,-10.0,-24.7,-10.1,-28.9
AGPU,BOTTOM,2021-03-22,363.0,-9.9,3.3,-13.2,-18.0,-9.5,-29.0,-28.2
AGPU,BOTTOM,2023-03-13,102.0,-46.8,-52.8,-61.2,-59.9,-67.3,-93.8,-58.2
AGRO,BREAKOUT,2019-12-09,6.91,-35.4,-40.5,-18.5,-20.7,-37.4,-36.2,-53.9
AGRO,BOTTOM,2020-06-15,4.05,7.4,37.7,137.0,-0.2,17.1,100.6,-8.9
AGRO,BREAKOUT,2022-03-07,10.74,-15.0,-25.4,-33.9,-8.1,-22.9,-27.2,-39.8
AGRO,BOTTOM,2022-08-15,8.01,-9.1,-8.4,20.3,-3.3,-5.7,15.2,-16.3
AGRO,BOTTOM,2023-05-15,8.19,17.7,20.5,20.6,13.0,12.1,-7.7,0.0
AGRO,BREAKOUT,2026-03-16,13.99,-33.9,,,-49.4,,,-33.9
