ticker,kind,date,fwd13w,fwd26w,fwd52w
NVDA,L2,2021-03-22,48.3,72.1,115.8
NVDA,L2,2021-06-14,17.5,49.2,-14.7
NVDA,L2,2024-05-20,21.5,33.3,23.4
NVDA,L2,2024-12-23,-19.9,15.2,39.1
NVDA,C2,2017-08-14,31.0,51.2,52.0
NVDA,C2,2017-09-11,6.4,39.3,53.9
NVDA,C2,2017-10-09,14.7,19.1,27.0
NVDA,C2,2017-11-06,7.4,17.9,-4.6
NVDA,C2,2017-12-04,28.2,37.1,-22.7
NVDA,C2,2018-01-01,-0.5,15.0,-36.6
NVDA,C2,2018-01-29,2.4,8.1,-37.8
NVDA,C2,2018-02-26,9.0,18.8,-33.6
NVDA,C2,2018-03-26,2.4,21.5,-22.2
NVDA,C2,2018-04-23,11.4,-12.3,-21.1
NVDA,C2,2018-05-21,9.2,-41.8,-41.6
NVDA,C2,2018-06-18,5.0,-48.3,-39.3
NVDA,C2,2018-07-16,-8.6,-37.4,-32.6
NVDA,C2,2018-08-13,-32.8,-35.6,-34.6
NVDA,C2,2018-09-10,-47.0,-38.4,-33.9
NVDA,C2,2018-10-08,-39.6,-22.8,-24.2
NVDA,C2,2018-11-05,-27.9,-17.8,1.4
NVDA,C2,2020-04-13,39.7,89.1,118.0
NVDA,C2,2020-05-11,36.3,56.7,68.0
NVDA,C2,2020-06-08,36.2,45.8,99.8
NVDA,C2,2020-07-06,31.4,26.8,91.6
NVDA,C2,2020-08-03,30.1,21.4,82.1
NVDA,C2,2020-08-31,7.4,-1.2,81.2
NVDA,C2,2020-09-28,-0.0,5.8,59.0
NVDA,C2,2020-10-26,3.7,19.8,104.2
NVDA,C2,2020-11-23,3.4,22.6,137.8
NVDA,C2,2021-04-05,39.3,44.7,60.7
NVDA,C2,2021-07-12,20.4,48.4,-13.2
NVDA,C2,2021-08-09,50.6,18.7,-7.3
NVDA,C2,2021-09-06,34.4,-1.7,-35.9
NVDA,C2,2021-10-04,30.8,11.0,-42.0
NVDA,C2,2021-11-01,-18.3,-37.2,-52.4
NVDA,C2,2021-11-29,-25.3,-39.0,-45.0
NVDA,C2,2021-12-27,-9.2,-50.6,-50.3
NVDA,C2,2022-01-24,-18.8,-20.4,-10.8
NVDA,C2,2022-02-21,-22.1,-32.7,-3.5
NVDA,C2,2022-03-21,-38.1,-54.8,-3.2
NVDA,C2,2023-08-28,-3.6,69.6,146.2
NVDA,C2,2023-09-25,13.9,107.7,179.2
NVDA,C2,2023-10-23,50.7,116.7,249.6
NVDA,C2,2023-11-20,65.0,122.9,197.2
NVDA,C2,2024-06-10,-9.7,1.8,7.7
NVDA,C2,2024-07-08,4.3,5.2,27.6
NVDA,C2,2024-08-05,40.9,24.0,74.5
NVDA,C2,2024-09-02,38.5,9.6,62.5
NVDA,C2,2024-12-30,-34.7,10.3,30.8
NVDA,C2,2025-01-27,-4.6,44.7,59.2
NVDA,C2,2025-02-24,8.2,39.5,41.9
NVDA,C2,2025-03-24,43.9,62.5,52.8
NVDA,C2,2025-10-20,0.8,11.8,
NVDA,C2,2025-11-17,6.1,20.4,
NVDA,C2,2025-12-15,-4.6,16.6,
NVDA,C2,2026-01-12,8.3,9.0,
NVDA,C2,2026-02-09,23.3,,
NVDA,C2,2026-03-09,14.0,,
NVDA,L3,2017-08-28,19.1,47.0,66.9
NVDA,L3,2017-09-25,15.4,32.0,58.2
NVDA,L3,2018-02-07,11.3,14.4,-31.7
NVDA,L3,2018-05-30,9.9,-32.7,-42.0
NVDA,L3,2018-08-22,-44.8,-40.3,-31.3
NVDA,L3,2018-09-19,-52.3,-34.7,-36.1
NVDA,L3,2020-04-23,46.8,88.8,103.9
NVDA,L3,2020-09-10,5.7,3.4,78.4
NVDA,L3,2020-10-20,0.1,12.0,89.5
NVDA,L3,2021-07-26,28.1,18.4,-1.5
NVDA,L3,2021-08-12,52.7,33.2,-13.4
NVDA,L3,2021-12-13,-12.0,-41.2,-46.0
NVDA,L3,2023-09-28,11.8,104.3,213.0
NVDA,L3,2024-07-01,-4.4,20.2,37.9
NVDA,L3,2024-09-13,10.8,2.0,52.7
NVDA,L3,2025-01-15,-28.9,27.5,41.3
NVDA,L3,2026-01-12,7.3,,
NVDA,L3,2026-02-06,19.1,,
NVDA,L3,2026-03-04,12.2,,
NVDA,C3,2017-08-15,25.9,44.9,65.7
NVDA,C3,2017-08-30,19.4,45.8,62.3
NVDA,C3,2017-09-06,15.9,50.2,63.9
NVDA,C3,2017-09-27,10.2,26.1,51.5
NVDA,C3,2017-10-03,20.2,26.3,31.6
NVDA,C3,2017-10-09,21.0,28.3,23.9
NVDA,C3,2017-10-13,15.4,15.2,7.1
NVDA,C3,2017-10-19,19.3,14.6,6.9
NVDA,C3,2017-10-25,25.4,20.5,9.3
NVDA,C3,2017-10-31,3.4,23.8,-8.1
NVDA,C3,2017-11-06,10.8,17.3,-21.4
NVDA,C3,2017-11-10,14.1,13.1,-32.7
NVDA,C3,2017-11-16,14.6,18.0,-25.4
NVDA,C3,2017-11-22,12.7,20.0,-26.1
NVDA,C3,2017-11-29,23.4,34.0,-24.0
NVDA,C3,2018-02-09,5.9,11.1,-31.4
NVDA,C3,2018-02-15,-0.9,6.8,-36.3
NVDA,C3,2018-02-22,3.0,13.4,-38.2
NVDA,C3,2018-02-28,6.5,17.4,-30.1
NVDA,C3,2018-03-06,8.6,13.6,-27.2
NVDA,C3,2018-03-12,5.1,10.8,-30.2
NVDA,C3,2018-03-16,3.9,6.4,-28.1
NVDA,C3,2018-03-22,-1.1,10.5,-21.9
NVDA,C3,2018-03-28,7.1,29.6,-12.9
NVDA,C3,2018-04-04,9.4,17.6,-16.5
NVDA,C3,2018-04-10,10.3,8.3,-16.1
NVDA,C3,2018-06-01,10.2,-38.5,-43.6
NVDA,C3,2018-06-07,4.6,-43.3,-41.2
NVDA,C3,2018-06-13,5.4,-43.9,-39.1
NVDA,C3,2018-06-19,2.4,-51.1,-37.4
NVDA,C3,2018-06-25,11.7,-44.1,-34.0
NVDA,C3,2018-06-29,21.0,-39.4,-29.1
NVDA,C3,2018-07-06,7.5,-39.7,-31.6
NVDA,C3,2018-09-20,-52.2,-32.4,-31.6
NVDA,C3,2020-04-29,42.3,68.7,92.0
NVDA,C3,2020-05-05,54.4,98.4,93.2
NVDA,C3,2020-05-11,41.9,67.0,86.1
NVDA,C3,2020-05-15,44.5,58.3,82.7
NVDA,C3,2020-05-21,45.0,47.8,93.7
NVDA,C3,2020-05-28,55.0,57.9,104.9
NVDA,C3,2020-06-03,48.5,55.3,103.2
NVDA,C3,2020-06-09,36.1,43.9,103.9
NVDA,C3,2020-06-15,36.5,45.5,107.7
NVDA,C3,2020-06-19,36.5,40.6,118.5
NVDA,C3,2020-06-25,37.4,38.6,110.0
NVDA,C3,2020-07-01,37.1,32.4,108.4
NVDA,C3,2020-07-08,35.5,32.1,82.4
NVDA,C3,2020-07-14,35.9,25.6,86.1
NVDA,C3,2020-07-20,29.9,30.0,85.7
NVDA,C3,2020-07-24,28.9,27.5,102.7
NVDA,C3,2020-09-14,3.8,2.5,71.7
NVDA,C3,2020-09-18,9.4,5.4,70.1
NVDA,C3,2020-10-26,-1.1,9.3,126.6
NVDA,C3,2020-10-30,9.0,13.9,142.7
NVDA,C3,2020-11-05,4.3,0.7,106.9
NVDA,C3,2020-11-11,11.1,9.0,136.8
NVDA,C3,2020-11-17,5.4,17.0,143.7
NVDA,C3,2020-11-23,5.4,27.8,128.9
NVDA,C3,2020-11-30,-7.0,30.3,125.6
NVDA,C3,2020-12-04,-4.1,33.0,109.6
NVDA,C3,2020-12-10,2.9,43.8,126.8
NVDA,C3,2021-08-13,48.8,21.4,-11.2
NVDA,C3,2021-08-19,66.6,20.0,-23.7
NVDA,C3,2021-08-25,41.8,9.1,-38.2
NVDA,C3,2021-08-31,43.5,-3.9,-41.3
NVDA,C3,2021-09-07,40.5,-5.9,-40.9
NVDA,C3,2021-09-13,27.9,19.5,-43.5
NVDA,C3,2021-09-17,26.6,28.6,-44.2
NVDA,C3,2021-09-23,37.7,23.2,-41.2
NVDA,C3,2021-09-29,43.4,26.4,-43.5
NVDA,C3,2021-12-17,-7.8,-39.3,-47.4
NVDA,C3,2021-12-23,-3.3,-51.0,-49.8
NVDA,C3,2023-10-03,12.8,100.0,202.5
NVDA,C3,2023-10-09,21.1,93.1,217.5
NVDA,C3,2023-10-13,25.6,74.9,211.4
NVDA,C3,2024-07-02,0.2,14.3,41.1
NVDA,C3,2024-07-09,1.0,0.3,30.0
NVDA,C3,2024-07-15,2.5,9.7,36.7
NVDA,C3,2024-09-17,11.5,-1.6,62.0
NVDA,C3,2025-10-07,-0.1,7.5,
NVDA,C3,2025-10-13,-0.7,6.2,
NVDA,C3,2025-10-17,0.9,18.2,
NVDA,C3,2025-10-23,5.1,9.0,
NVDA,C3,2025-10-29,-12.9,2.2,
NVDA,C3,2025-11-04,-4.3,13.7,
NVDA,C3,2025-11-10,-8.2,10.8,
NVDA,C3,2025-11-14,-0.2,13.0,
NVDA,C3,2025-11-20,2.4,24.2,
NVDA,C3,2025-11-26,1.5,13.9,
NVDA,C3,2026-01-16,8.7,,
NVDA,C3,2026-01-23,13.6,,
NVDA,C3,2026-03-05,13.9,,
AMD,L2,2020-04-20,23.5,45.9,47.3
AMD,L2,2020-07-13,51.1,60.3,56.1
AMD,L2,2021-04-12,4.6,36.5,13.3
AMD,L2,2024-08-12,-9.2,-23.9,19.5
AMD,C2,2017-09-04,-18.9,-4.5,123.5
AMD,C2,2017-10-02,-10.2,-27.4,106.7
AMD,C2,2017-10-30,12.0,1.4,81.9
AMD,C2,2018-12-24,43.2,70.4,159.1
AMD,C2,2019-07-15,-4.7,56.7,69.3
AMD,C2,2019-08-12,23.7,77.4,160.7
AMD,C2,2019-09-09,34.1,43.0,148.7
AMD,C2,2019-10-07,61.9,62.6,179.3
AMD,C2,2020-04-27,55.2,50.9,63.6
AMD,C2,2020-07-20,18.1,33.7,32.8
AMD,C2,2020-08-17,1.0,6.9,24.9
AMD,C2,2020-09-14,28.0,5.5,38.6
AMD,C2,2020-10-12,6.1,-1.2,34.8
AMD,C2,2020-11-09,15.2,-8.4,81.6
AMD,C2,2021-04-19,11.3,44.8,6.5
AMD,C2,2021-05-17,35.6,101.4,21.2
AMD,C2,2021-11-15,-26.8,-39.8,-52.7
AMD,C2,2021-12-13,-17.6,-40.8,-52.5
AMD,C2,2022-01-10,-32.0,-40.7,-48.1
AMD,C2,2022-02-07,-16.0,-10.9,-28.0
AMD,C2,2023-04-03,22.4,16.0,84.3
AMD,C2,2023-05-01,28.9,24.9,67.6
AMD,C2,2023-05-29,-7.1,3.0,41.6
AMD,C2,2023-06-26,-9.7,29.4,42.4
AMD,C2,2023-07-24,-14.6,56.9,23.9
AMD,C2,2023-08-21,19.6,72.6,51.6
AMD,C2,2023-09-18,45.1,86.7,62.1
AMD,C2,2023-10-16,71.1,44.0,53.2
AMD,C2,2023-11-13,44.1,36.4,11.8
AMD,C2,2023-12-11,37.3,14.7,-8.8
AMD,C2,2024-01-08,11.4,23.9,-20.8
AMD,C2,2024-02-05,-11.9,-22.2,-37.6
AMD,C2,2024-03-04,-19.1,-35.2,-51.6
AMD,C2,2024-04-01,0.9,0.3,-49.7
AMD,C2,2024-04-29,-12.0,-5.8,-34.4
AMD,C2,2024-05-27,-11.0,-17.8,-33.7
AMD,C2,2024-06-24,1.3,-22.8,-11.3
AMD,C2,2025-10-20,2.7,37.5,
AMD,C2,2025-11-17,-1.8,129.4,
AMD,C2,2025-12-15,-5.7,151.8,
AMD,C2,2026-01-12,20.1,113.8,
AMD,C2,2026-02-09,104.6,,
AMD,L3,2017-09-11,-21.1,-8.9,147.2
AMD,L3,2018-12-14,40.2,47.0,132.1
AMD,L3,2019-07-01,-9.3,55.1,71.8
AMD,L3,2019-08-22,22.7,42.6,182.8
AMD,L3,2020-08-18,1.1,6.5,36.3
AMD,L3,2021-05-05,41.5,92.9,21.1
AMD,L3,2021-11-16,-25.3,-40.2,-51.9
AMD,L3,2023-06-12,-17.5,7.7,24.0
AMD,L3,2023-07-21,-9.9,59.8,19.4
AMD,L3,2023-12-11,42.1,15.0,-7.3
AMD,L3,2024-02-07,-11.1,-17.7,-35.2
AMD,L3,2024-04-02,-3.8,-4.3,-46.7
AMD,L3,2024-06-04,-16.0,-18.2,-20.8
AMD,L3,2025-11-05,-16.7,75.4,
AMD,L3,2026-01-12,34.0,,
AMD,C3,2017-09-12,-17.8,-9.7,165.1
AMD,C3,2017-09-18,-16.3,-20.2,136.2
AMD,C3,2017-09-22,-21.4,-28.3,108.9
AMD,C3,2017-09-28,-13.8,-24.6,96.2
AMD,C3,2017-10-04,-7.7,-24.3,111.7
AMD,C3,2017-10-10,-12.3,-24.4,82.7
AMD,C3,2017-10-16,-11.7,-29.2,23.6
AMD,C3,2017-10-20,-10.1,-21.2,46.4
AMD,C3,2017-10-26,14.4,-6.1,81.8
AMD,C3,2018-12-18,33.2,53.4,135.2
AMD,C3,2018-12-24,53.3,87.6,189.8
AMD,C3,2018-12-31,57.6,79.6,164.1
AMD,C3,2019-07-05,-8.2,55.5,74.3
AMD,C3,2019-07-11,-10.0,46.9,86.9
AMD,C3,2019-07-17,-7.3,53.1,101.2
AMD,C3,2019-07-23,-6.4,50.9,131.9
AMD,C3,2019-07-29,-1.3,43.4,153.4
AMD,C3,2019-08-23,34.7,60.7,179.4
AMD,C3,2019-08-29,23.1,54.5,151.1
AMD,C3,2019-09-05,25.8,23.8,143.4
AMD,C3,2019-09-11,43.1,31.5,161.1
AMD,C3,2020-04-24,20.3,36.0,38.6
AMD,C3,2020-08-24,2.4,1.3,32.3
AMD,C3,2020-08-28,8.3,-13.5,23.0
AMD,C3,2020-09-03,14.0,-1.8,28.7
AMD,C3,2020-09-10,16.0,-1.1,32.2
AMD,C3,2020-09-16,26.3,-0.2,32.4
AMD,C3,2020-09-22,17.8,-2.2,29.1
AMD,C3,2021-05-07,35.1,77.5,22.2
AMD,C3,2021-05-13,47.1,108.6,24.7
AMD,C3,2021-05-19,37.3,100.1,33.6
AMD,C3,2021-11-22,-20.6,-33.2,-51.7
AMD,C3,2021-11-29,-30.8,-34.7,-57.6
AMD,C3,2021-12-03,-22.9,-34.2,-53.8
AMD,C3,2021-12-09,-20.8,-40.6,-51.0
AMD,C3,2021-12-15,-20.9,-43.7,-57.3
AMD,C3,2023-03-28,20.5,5.8,76.8
AMD,C3,2023-04-03,17.2,10.8,69.3
AMD,C3,2023-04-10,21.4,10.1,55.7
AMD,C3,2023-04-14,26.9,11.6,71.6
AMD,C3,2023-04-20,25.4,6.6,62.2
AMD,C3,2023-04-26,33.1,14.6,78.8
AMD,C3,2023-06-13,-18.5,11.5,26.5
AMD,C3,2023-06-20,-19.2,17.4,38.2
AMD,C3,2023-06-26,-8.8,37.1,64.7
AMD,C3,2023-06-30,-12.1,21.7,57.9
AMD,C3,2023-07-26,-14.9,52.3,16.9
AMD,C3,2023-12-13,31.3,16.7,-9.5
AMD,C3,2023-12-19,27.5,13.8,-13.9
AMD,C3,2023-12-26,27.8,14.3,-15.0
AMD,C3,2024-01-02,23.0,32.7,-13.4
AMD,C3,2024-01-08,16.6,21.5,-15.3
AMD,C3,2024-04-03,-1.2,-4.4,-51.2
AMD,C3,2024-06-06,-14.4,-22.0,-22.3
AMD,C3,2024-06-12,-5.1,-22.0,-10.3
AMD,C3,2024-06-18,0.9,-19.4,-10.8
AMD,C3,2024-06-25,4.5,-23.6,-10.0
AMD,C3,2025-11-11,-14.5,88.4,
AMD,C3,2025-11-17,-18.3,106.0,
AMD,C3,2026-01-15,24.8,,
AMD,C3,2026-01-22,31.9,,
AMD,C3,2026-01-28,42.7,,
AMD,C3,2026-02-03,68.7,,
AMD,C3,2026-02-09,106.2,,
AVGO,L2,2020-02-24,8.7,30.0,80.2
AVGO,L2,2022-01-31,-1.0,-5.1,4.5
AVGO,L2,2026-03-09,18.8,,
AVGO,C2,2017-08-14,9.5,0.9,-12.8
AVGO,C2,2017-09-11,6.5,2.8,-2.0
AVGO,C2,2017-10-09,7.3,1.7,-2.0
AVGO,C2,2017-11-06,-10.5,-6.2,-5.9
AVGO,C2,2017-12-04,-1.7,1.4,-8.3
AVGO,C2,2018-01-01,-14.5,-6.2,-10.1
AVGO,C2,2018-01-29,-0.7,-4.9,18.6
AVGO,C2,2018-02-26,3.7,-10.2,13.8
AVGO,C2,2019-06-24,-3.9,12.1,11.9
AVGO,C2,2019-07-22,-2.8,9.8,6.4
AVGO,C2,2020-03-16,59.1,89.1,155.8
AVGO,C2,2022-02-07,3.3,-1.2,6.8
AVGO,C2,2022-03-07,-5.7,-8.2,9.8
AVGO,C2,2022-04-04,-14.3,-20.2,9.5
AVGO,C2,2023-06-12,-1.4,31.5,103.8
AVGO,C2,2023-07-10,-0.1,25.9,94.8
AVGO,C2,2023-08-07,16.0,56.2,81.8
AVGO,C2,2023-09-04,10.7,54.1,62.6
AVGO,C2,2023-10-02,24.7,59.9,112.2
AVGO,C2,2023-10-30,39.3,46.1,94.3
AVGO,C2,2023-11-27,51.1,44.1,77.0
AVGO,C2,2023-12-25,19.2,44.9,119.5
AVGO,C2,2024-01-22,12.0,26.8,105.8
AVGO,C2,2024-02-19,9.1,29.3,70.9
AVGO,C2,2024-03-18,22.5,27.2,43.3
AVGO,C2,2024-04-15,31.0,50.3,43.7
AVGO,C2,2024-05-13,19.1,18.9,65.8
AVGO,C2,2024-06-10,-3.0,30.4,45.1
AVGO,C2,2024-07-08,7.1,32.7,63.2
AVGO,C2,2024-08-05,24.3,52.6,108.0
AVGO,C2,2024-09-02,31.5,43.2,147.2
AVGO,C2,2024-09-30,32.0,-16.7,93.4
AVGO,C2,2024-10-28,31.3,21.2,121.0
AVGO,C2,2024-11-25,23.4,50.2,151.1
AVGO,C2,2024-12-23,-29.8,12.0,47.0
AVGO,C2,2025-01-20,-21.2,19.2,32.0
AVGO,C2,2025-02-17,4.9,35.2,53.5
AVGO,C2,2025-03-17,30.7,80.4,63.0
AVGO,C2,2025-04-14,66.1,105.1,139.7
AVGO,C2,2026-03-16,32.8,,
AVGO,C2,2026-04-13,-8.6,,
AVGO,L3,2017-09-06,6.3,5.6,0.7
AVGO,L3,2017-11-13,-5.5,-8.1,-7.4
AVGO,L3,2018-01-12,-4.2,-18.2,6.0
AVGO,L3,2019-07-09,0.0,11.4,20.6
AVGO,L3,2022-04-05,-20.7,-28.7,6.7
AVGO,L3,2023-06-13,0.6,36.2,91.4
AVGO,L3,2023-07-24,-1.7,36.4,60.4
AVGO,L3,2023-09-14,30.3,56.9,108.6
AVGO,L3,2023-11-02,44.9,54.3,98.6
AVGO,L3,2024-04-11,22.9,28.7,40.8
AVGO,L3,2024-05-23,16.2,15.3,77.5
AVGO,L3,2024-10-03,33.4,6.5,105.2
AVGO,L3,2025-01-31,-9.3,38.6,48.3
AVGO,C3,2017-08-15,5.1,-0.9,-12.8
AVGO,C3,2017-09-08,6.9,5.5,5.1
AVGO,C3,2017-11-17,-6.1,-6.2,-8.9
AVGO,C3,2017-11-24,-13.3,-6.5,-15.6
AVGO,C3,2017-11-30,-10.5,-5.2,-3.1
AVGO,C3,2017-12-06,-0.4,3.9,-2.6
AVGO,C3,2017-12-12,-4.7,4.5,1.1
AVGO,C3,2018-01-19,-13.0,-13.9,4.9
AVGO,C3,2019-07-10,0.9,14.5,19.9
AVGO,C3,2019-07-16,2.5,10.5,15.3
AVGO,C3,2019-07-22,-2.0,6.4,12.0
AVGO,C3,2019-07-26,-2.2,3.4,14.6
AVGO,C3,2021-04-14,-1.2,7.1,26.7
AVGO,C3,2021-04-20,5.0,14.4,24.7
AVGO,C3,2022-04-11,-14.1,-23.8,10.6
AVGO,C3,2022-04-18,-11.0,-22.0,12.3
AVGO,C3,2022-04-22,-9.3,-21.1,10.9
AVGO,C3,2023-06-14,-3.6,30.6,83.2
AVGO,C3,2023-06-21,-1.7,34.9,107.6
AVGO,C3,2023-07-26,-6.9,33.5,55.3
AVGO,C3,2023-08-01,-6.8,34.2,72.7
AVGO,C3,2023-08-07,0.6,42.4,90.2
AVGO,C3,2023-08-11,14.7,51.6,104.0
AVGO,C3,2023-08-17,18.9,58.3,93.1
AVGO,C3,2023-08-23,12.3,49.9,77.4
AVGO,C3,2023-09-19,32.1,59.0,101.3
AVGO,C3,2023-11-07,41.5,61.4,87.0
AVGO,C3,2023-11-13,32.1,49.1,76.7
AVGO,C3,2023-11-17,33.2,45.7,72.9
AVGO,C3,2023-11-24,33.5,36.2,86.2
AVGO,C3,2023-11-30,46.5,53.3,98.2
AVGO,C3,2023-12-06,43.6,87.5,151.3
AVGO,C3,2023-12-12,15.9,63.2,127.6
AVGO,C3,2023-12-18,19.0,40.5,105.8
AVGO,C3,2023-12-22,18.6,48.8,106.5
AVGO,C3,2023-12-29,18.5,56.4,104.0
AVGO,C3,2024-01-05,26.6,64.6,132.1
AVGO,C3,2024-01-11,21.3,44.1,86.2
AVGO,C3,2024-01-18,7.5,31.5,96.0
AVGO,C3,2024-01-24,7.7,29.1,87.0
AVGO,C3,2024-01-30,3.0,20.0,98.3
AVGO,C3,2024-02-05,7.1,20.4,86.5
AVGO,C3,2024-02-09,8.0,30.1,59.9
AVGO,C3,2024-02-15,12.3,29.3,50.1
AVGO,C3,2024-02-22,8.3,22.1,51.4
AVGO,C3,2024-02-28,3.5,20.4,50.4
AVGO,C3,2024-03-05,4.8,11.2,47.6
AVGO,C3,2024-03-11,16.1,27.8,48.0
AVGO,C3,2024-03-15,46.5,40.0,37.8
AVGO,C3,2024-03-21,17.6,33.0,9.9
AVGO,C3,2024-03-27,24.8,30.3,32.3
AVGO,C3,2024-04-17,26.0,40.8,55.7
AVGO,C3,2024-04-23,21.8,38.6,66.0
AVGO,C3,2024-05-28,11.5,18.7,81.2
AVGO,C3,2024-06-03,16.0,36.7,91.0
AVGO,C3,2024-06-07,12.9,29.3,90.3
AVGO,C3,2024-06-13,-2.9,34.0,66.6
AVGO,C3,2024-06-20,0.3,39.4,60.4
AVGO,C3,2024-06-26,8.8,46.5,74.3
AVGO,C3,2024-07-02,4.0,38.8,74.8
AVGO,C3,2024-07-09,7.6,30.4,65.5
AVGO,C3,2024-07-15,3.0,41.0,75.5
AVGO,C3,2024-10-09,21.2,-7.5,87.0
AVGO,C3,2024-10-15,36.9,7.5,121.5
AVGO,C3,2024-10-21,12.6,7.5,97.5
AVGO,C3,2024-10-25,28.2,16.3,109.2
AVGO,C3,2024-10-31,36.6,31.3,103.7
AVGO,C3,2024-11-06,32.0,28.1,95.1
AVGO,C3,2026-03-13,17.2,,
AVGO,C3,2026-03-19,19.3,,
AVGO,C3,2026-03-25,17.0,,
AVGO,C3,2026-03-31,21.0,,
ARM,L2,2025-02-24,-5.4,5.0,-3.2
ARM,C2,2024-10-07,-7.2,-31.3,2.2
ARM,C2,2024-11-04,10.2,-21.5,3.3
ARM,C2,2025-03-17,21.8,20.0,11.2
ARM,C2,2025-12-22,30.7,203.1,
ARM,C3,2024-10-08,-4.5,-29.7,15.4
ARM,C3,2024-10-14,-7.8,-35.0,7.0
ARM,C3,2024-10-18,6.2,-27.0,10.2
ARM,C3,2024-10-24,8.6,-13.5,8.0
ARM,C3,2024-10-30,12.2,-25.0,-9.1
MRVL,L2,2018-07-30,-17.4,-13.2,18.6
MRVL,L2,2021-09-27,46.4,19.0,-28.0
MRVL,L2,2024-04-08,5.0,5.7,-23.7
MRVL,C2,2017-08-14,30.1,45.8,27.9
MRVL,C2,2017-09-11,18.3,27.2,4.6
MRVL,C2,2017-10-09,30.8,21.1,-0.3
MRVL,C2,2017-11-06,6.1,5.0,-17.6
MRVL,C2,2017-12-04,10.7,-0.8,-29.1
MRVL,C2,2018-01-01,-10.6,-5.4,-28.5
MRVL,C2,2018-01-29,-5.0,-4.2,-16.9
MRVL,C2,2018-02-26,-5.1,-11.2,-13.4
MRVL,C2,2018-03-26,2.1,-7.8,-4.3
MRVL,C2,2018-04-23,6.8,-22.5,24.7
MRVL,C2,2018-05-21,-8.6,-30.0,-1.3
MRVL,C2,2019-07-15,-8.4,10.5,42.2
MRVL,C2,2019-08-12,8.0,1.2,35.9
MRVL,C2,2019-09-09,-0.3,-19.3,51.3
MRVL,C2,2019-10-07,10.5,1.5,87.4
MRVL,C2,2020-02-03,12.1,50.9,109.8
MRVL,C2,2020-03-02,49.4,55.8,73.5
MRVL,C2,2020-10-05,9.9,11.2,45.2
MRVL,C2,2020-11-02,11.0,2.1,59.9
MRVL,C2,2020-11-30,-4.2,12.5,93.6
MRVL,C2,2020-12-28,4.5,20.9,84.6
MRVL,C2,2021-01-25,-12.0,17.9,29.4
MRVL,C2,2021-02-22,0.2,27.3,43.0
MRVL,C2,2021-03-22,20.0,35.7,59.0
MRVL,C2,2021-04-19,27.9,44.1,27.2
MRVL,C2,2021-10-11,26.5,-7.0,-43.4
MRVL,C2,2021-11-08,-7.4,-21.5,-40.8
MRVL,C2,2021-12-06,-29.1,-40.3,-53.2
MRVL,C2,2022-01-03,-23.9,-43.3,-56.3
MRVL,C2,2022-01-31,-18.7,-19.7,-34.1
MRVL,C2,2022-02-28,-6.9,-27.7,-30.2
MRVL,C2,2022-03-28,-40.1,-39.5,-38.8
MRVL,C2,2022-04-25,-4.0,-29.2,-31.6
MRVL,C2,2023-06-26,-9.4,1.1,17.4
MRVL,C2,2023-07-24,-27.1,5.1,1.6
MRVL,C2,2024-04-15,7.1,28.7,-16.5
MRVL,C2,2024-05-13,-3.5,22.3,-11.1
MRVL,C2,2024-06-10,1.7,65.1,-8.0
MRVL,C2,2026-01-19,104.9,,
MRVL,C2,2026-02-16,147.1,,
MRVL,L3,2017-09-15,21.2,17.8,3.2
MRVL,L3,2017-10-30,23.4,16.3,-9.1
MRVL,L3,2017-11-22,-1.2,-6.4,-31.7
MRVL,L3,2018-01-22,-13.5,-7.7,-20.4
MRVL,L3,2018-03-16,-7.8,-18.2,-13.1
MRVL,L3,2019-07-29,-9.2,-10.8,33.5
MRVL,L3,2019-08-20,6.2,-9.8,57.1
MRVL,L3,2020-01-13,-6.0,34.6,99.2
MRVL,L3,2020-12-18,-5.7,23.6,85.0
MRVL,L3,2021-04-15,12.5,39.4,19.2
MRVL,L3,2021-12-09,-26.9,-49.9,-56.6
MRVL,L3,2022-01-11,-29.2,-37.6,-50.2
MRVL,L3,2022-04-20,-19.3,-35.3,-36.8
MRVL,L3,2023-06-06,-5.7,-7.7,24.2
MRVL,L3,2023-07-26,-26.7,6.5,-11.5
MRVL,L3,2024-06-04,-0.2,61.5,13.3
MRVL,C3,2017-09-18,21.8,21.2,5.9
MRVL,C3,2017-09-22,23.0,14.0,9.5
MRVL,C3,2017-09-28,24.3,15.1,-1.8
MRVL,C3,2017-10-04,25.9,22.2,3.5
MRVL,C3,2017-10-10,29.1,19.6,-1.6
MRVL,C3,2017-10-16,30.0,13.7,-13.2
MRVL,C3,2017-11-03,12.4,19.1,-12.0
MRVL,C3,2017-11-24,-1.8,-6.7,-34.4
MRVL,C3,2017-11-30,6.3,-2.1,-29.1
MRVL,C3,2017-12-06,5.4,0.3,-31.6
MRVL,C3,2017-12-12,3.1,-1.4,-29.2
MRVL,C3,2017-12-18,-2.8,-9.7,-24.4
MRVL,C3,2018-01-23,-11.0,-9.2,-19.7
MRVL,C3,2018-01-29,-12.1,-8.4,-17.7
MRVL,C3,2018-02-02,-5.8,-2.8,-15.0
MRVL,C3,2018-02-08,6.0,-2.6,-4.0
MRVL,C3,2018-02-14,-3.5,-8.3,-9.2
MRVL,C3,2018-08-01,-16.8,-12.9,18.0
MRVL,C3,2019-08-01,-1.7,0.9,38.8
