ticker,kind,date,fwd13w,fwd26w,fwd52w
SMCI,C3,2021-05-13,7.2,27.3,37.3
SMCI,C3,2021-05-19,-0.4,17.8,39.8
SMCI,C3,2021-06-11,-1.6,15.6,13.6
SMCI,C3,2021-12-09,-1.5,1.1,97.6
SMCI,C3,2022-01-13,-1.4,12.0,64.1
SMCI,C3,2022-01-20,1.1,25.6,93.6
SMCI,C3,2022-05-05,9.7,44.2,210.3
SMCI,C3,2022-12-14,20.2,140.0,223.7
SMCI,C3,2023-03-07,158.2,171.7,824.7
SMCI,C3,2023-03-13,177.5,173.6,1068.0
SMCI,C3,2023-03-17,130.3,146.9,986.0
SMCI,C3,2023-03-23,98.4,136.3,731.6
SMCI,C3,2023-03-29,135.9,165.4,787.2
SMCI,C3,2023-04-04,146.6,183.5,777.1
SMCI,C3,2023-04-11,182.2,178.6,627.8
SMCI,C3,2023-05-01,205.6,142.6,644.7
SMCI,C3,2023-07-10,15.0,25.8,191.3
SMCI,C3,2023-07-14,-1.2,43.3,141.1
SMCI,C3,2023-07-20,-17.9,57.0,121.9
SMCI,C3,2023-07-26,-24.5,66.9,55.2
SMCI,C3,2023-08-01,-25.3,101.9,68.1
SMCI,C3,2023-08-07,-28.0,118.8,76.5
SMCI,C3,2023-08-11,0.5,215.7,141.0
SMCI,C3,2023-08-17,18.2,252.4,83.9
SMCI,C3,2023-08-23,2.9,212.0,49.3
SMCI,C3,2023-08-29,4.5,329.9,70.2
SMCI,C3,2024-06-05,-48.9,-49.5,-43.5
SMCI,C3,2024-07-11,-46.2,-65.0,-38.7
SMCI,C3,2024-07-17,-41.7,-59.1,-27.8
SMCI,C3,2025-10-06,-45.3,-50.2,
SMCI,C3,2025-10-10,-46.5,-45.5,
SMCI,C3,2025-10-16,-40.1,-46.0,
SMCI,C3,2025-10-22,-40.6,-47.8,
DELL,L2,2019-07-29,1.6,-6.9,14.2
DELL,C2,2018-01-15,-17.9,6.6,-11.5
DELL,C2,2018-02-12,12.9,36.1,42.3
DELL,C2,2018-06-11,11.6,19.7,4.9
DELL,C2,2018-07-09,-0.4,-15.4,2.3
DELL,C2,2018-08-06,3.7,-1.6,-3.7
DELL,C2,2018-09-03,8.0,-1.8,0.1
DELL,C2,2018-10-01,-14.3,15.9,-6.4
DELL,C2,2018-10-29,-1.7,36.1,5.5
DELL,C2,2018-11-26,-3.0,2.0,-17.0
DELL,C2,2018-12-24,29.2,11.8,12.2
DELL,C2,2019-01-21,42.4,20.4,8.9
DELL,C2,2020-12-21,21.9,36.3,51.0
DELL,C2,2021-01-18,33.5,27.1,44.4
DELL,C2,2021-02-15,21.9,22.0,43.9
DELL,C2,2021-03-15,12.5,14.7,16.7
DELL,C2,2021-04-12,-9.0,6.2,-8.7
DELL,C2,2021-05-10,1.6,12.3,-9.0
DELL,C2,2021-06-07,-8.4,9.3,-6.1
DELL,C2,2021-07-05,4.8,14.1,-14.9
DELL,C2,2021-08-02,12.8,17.6,-7.7
DELL,C2,2021-08-30,18.8,5.5,-22.1
DELL,C2,2021-09-27,4.8,-9.0,-35.3
DELL,C2,2021-10-25,0.9,-15.1,-28.0
DELL,C2,2021-11-22,-8.4,-11.1,-18.6
DELL,C2,2021-12-20,-2.0,-9.4,-28.3
DELL,C2,2022-01-17,-15.1,-20.9,-25.8
DELL,C2,2022-02-14,-31.5,-17.9,-25.5
DELL,C2,2022-03-14,-7.5,-25.7,-25.8
DELL,C2,2022-04-11,-6.8,-25.9,-4.8
DELL,C2,2023-12-25,49.8,81.8,55.7
DELL,C2,2024-01-22,49.1,35.8,37.1
DELL,C2,2024-02-19,78.0,24.9,32.1
DELL,C2,2024-03-18,29.7,5.5,-11.8
DELL,C2,2024-04-15,9.9,10.9,-25.1
DELL,C2,2024-05-13,-25.3,-11.3,-22.3
DELL,C2,2024-06-10,-15.0,-11.6,-17.4
DELL,C2,2024-07-08,-8.2,-17.2,-7.5
DELL,C2,2024-08-05,45.6,15.8,51.4
DELL,C2,2024-09-02,21.4,-9.7,24.6
DELL,C2,2024-09-30,-0.1,-40.1,19.0
DELL,C2,2024-10-28,-20.5,-27.0,26.0
DELL,C2,2024-11-25,-19.1,-11.9,6.4
DELL,C2,2024-12-23,-21.0,6.8,12.2
DELL,C2,2025-11-03,-17.1,78.9,
DELL,C2,2025-12-01,5.9,186.0,
DELL,L3,2018-03-09,10.5,24.0,37.0
DELL,L3,2018-07-06,2.4,-14.0,9.9
DELL,L3,2020-12-29,25.0,39.1,65.2
DELL,L3,2021-02-05,22.9,26.3,49.4
DELL,L3,2021-03-30,11.4,18.8,5.5
DELL,L3,2021-06-17,1.2,9.8,-5.5
DELL,L3,2021-09-02,19.4,5.6,-22.3
DELL,L3,2021-10-20,-2.0,-17.1,-29.1
DELL,L3,2021-11-22,-6.7,-8.8,-20.0
DELL,L3,2022-01-31,-13.5,-18.8,-21.1
DELL,L3,2022-04-05,-12.1,-29.4,-7.0
DELL,L3,2023-12-13,54.6,109.4,73.4
DELL,L3,2024-03-25,23.9,5.7,-34.8
DELL,L3,2024-10-03,5.2,-28.6,31.7
DELL,C3,2018-01-09,-13.5,12.6,-4.4
DELL,C3,2018-01-16,-14.2,8.7,-1.7
DELL,C3,2018-01-22,-19.3,5.3,3.2
DELL,C3,2018-01-26,-13.7,12.4,12.4
DELL,C3,2018-02-01,3.2,34.0,39.8
DELL,C3,2018-02-07,11.3,42.1,50.2
DELL,C3,2018-02-13,8.8,39.1,48.7
DELL,C3,2018-07-09,1.0,-17.4,8.8
DELL,C3,2018-07-13,0.1,-17.5,5.2
DELL,C3,2018-07-19,-1.0,-12.5,10.0
DELL,C3,2018-07-25,-3.1,-6.4,-3.0
DELL,C3,2018-07-31,-2.3,-0.6,-3.3
DELL,C3,2018-08-06,-1.4,3.6,-5.2
DELL,C3,2018-08-10,4.2,5.2,-12.5
DELL,C3,2018-08-16,9.3,7.0,-11.6
DELL,C3,2018-08-22,8.6,6.9,-0.2
DELL,C3,2018-08-28,11.3,0.7,4.8
DELL,C3,2018-09-04,9.8,3.2,1.1
DELL,C3,2018-09-10,8.4,12.7,-1.3
DELL,C3,2018-09-14,7.3,4.9,-6.7
DELL,C3,2018-09-20,-16.1,10.5,-3.9
DELL,C3,2018-09-26,-8.6,12.8,-7.5
DELL,C3,2019-07-31,-8.4,-12.0,6.6
DELL,C3,2019-08-06,7.0,2.9,17.6
DELL,C3,2021-01-04,27.7,34.0,63.8
DELL,C3,2021-01-08,20.0,19.5,46.7
DELL,C3,2021-01-14,38.5,31.0,49.1
DELL,C3,2021-02-08,17.7,25.1,46.3
DELL,C3,2021-02-12,22.6,20.2,37.6
DELL,C3,2021-02-19,24.0,26.4,30.9
DELL,C3,2021-02-25,23.8,22.3,24.4
DELL,C3,2021-04-01,10.4,18.4,4.3
DELL,C3,2021-04-08,4.9,12.1,3.0
DELL,C3,2021-04-14,-0.4,17.2,1.3
DELL,C3,2021-04-20,-5.5,12.9,-8.0
DELL,C3,2021-04-26,-4.5,9.7,-6.5
DELL,C3,2021-04-30,0.1,10.8,-10.3
DELL,C3,2021-05-06,-1.3,10.9,-7.2
DELL,C3,2021-05-12,6.3,18.9,-13.0
DELL,C3,2021-06-22,2.9,11.9,-14.1
DELL,C3,2021-06-28,5.6,11.1,-15.4
DELL,C3,2021-07-02,6.6,15.2,-13.1
DELL,C3,2021-10-25,-2.6,-16.0,-29.8
DELL,C3,2021-10-29,6.6,-17.7,-23.3
DELL,C3,2021-11-04,9.9,-19.3,-22.7
DELL,C3,2021-11-24,-12.9,-9.9,-25.0
DELL,C3,2021-12-01,-11.4,-9.0,-21.2
DELL,C3,2021-12-07,-11.7,-19.1,-32.2
DELL,C3,2021-12-13,-9.4,-11.0,-28.1
DELL,C3,2021-12-17,-3.8,-7.4,-24.6
DELL,C3,2021-12-23,-1.5,-23.0,-22.2
DELL,C3,2022-02-03,-23.1,-18.4,-25.5
DELL,C3,2022-02-09,-25.3,-20.1,-28.6
DELL,C3,2022-02-15,-30.8,-20.4,-30.2
DELL,C3,2022-02-22,-23.7,-27.9,-31.3
DELL,C3,2022-02-28,0.1,-24.7,-25.9
DELL,C3,2022-04-06,-8.0,-27.3,-5.9
DELL,C3,2022-04-12,-8.3,-24.8,-7.8
DELL,C3,2023-12-19,54.4,91.2,60.9
DELL,C3,2023-12-26,56.1,86.8,57.3
DELL,C3,2024-01-02,78.2,96.5,48.3
DELL,C3,2024-01-08,57.0,70.6,47.9
DELL,C3,2024-01-12,51.5,63.7,30.2
DELL,C3,2024-01-19,46.2,38.1,22.7
DELL,C3,2024-01-25,54.4,31.5,30.0
DELL,C3,2024-01-31,51.5,6.8,35.0
DELL,C3,2024-02-06,59.9,21.8,47.2
DELL,C3,2024-02-12,72.9,30.1,35.5
DELL,C3,2024-02-16,75.5,34.0,13.4
DELL,C3,2024-04-01,19.7,1.4,-27.7
DELL,C3,2024-04-05,10.3,-5.3,-37.0
DELL,C3,2024-04-11,8.7,2.9,-21.9
DELL,C3,2024-04-17,8.0,1.8,-21.5
DELL,C3,2024-04-23,-5.5,0.7,-19.2
DELL,C3,2024-04-29,-14.8,3.2,-14.1
DELL,C3,2024-05-03,-29.5,11.0,-7.0
DELL,C3,2024-05-09,-23.8,2.9,-13.4
DELL,C3,2024-05-15,-24.7,-8.2,-24.1
DELL,C3,2024-05-21,-23.7,-1.4,-22.7
DELL,C3,2024-05-28,-33.1,-23.7,-31.8
DELL,C3,2024-06-03,-18.6,-5.9,-10.7
DELL,C3,2024-06-07,-16.0,-7.7,-5.6
DELL,C3,2024-06-13,-13.2,-16.0,-7.6
DELL,C3,2024-06-20,-20.6,-19.4,-14.5
DELL,C3,2024-06-26,-12.7,-16.1,-6.6
DELL,C3,2024-10-09,-10.5,-30.2,28.8
DELL,C3,2024-10-15,-11.0,-23.9,32.9
DELL,C3,2024-10-21,-16.7,-26.0,25.7
DELL,C3,2024-10-25,-15.1,-22.5,18.6
DELL,C3,2024-10-31,-14.0,-15.5,10.2
DELL,C3,2024-11-06,-18.1,-16.6,-13.6
DELL,C3,2024-11-12,-11.0,-17.1,-0.6
DELL,C3,2024-11-18,-18.3,-15.6,0.0
DELL,C3,2024-11-22,-33.5,-21.0,-2.4
DELL,C3,2024-11-29,-28.0,-10.3,4.1
DELL,C3,2025-10-07,-19.8,18.4,
DELL,C3,2025-10-13,-21.7,40.0,
DELL,C3,2025-10-17,-21.0,46.0,
DELL,C3,2025-10-23,-23.6,37.3,
DELL,C3,2025-10-29,-28.1,41.8,
DELL,C3,2025-11-04,-21.5,58.9,
DELL,C3,2025-11-10,-17.3,66.1,
DELL,C3,2025-11-14,-8.2,129.8,
DELL,C3,2025-11-20,3.9,299.9,
DELL,C3,2025-11-26,10.9,198.2,
HPE,L2,2018-05-07,-9.7,-9.8,-13.8
HPE,L2,2026-07-06,,,
HPE,C2,2017-09-18,3.7,24.8,22.1
HPE,C2,2017-10-16,15.1,24.3,12.5
HPE,C2,2017-11-13,20.4,29.5,13.7
HPE,C2,2017-12-11,30.9,11.9,1.3
HPE,C2,2018-05-28,7.2,-2.1,-9.1
HPE,C2,2018-06-25,12.4,-9.5,5.4
HPE,C2,2018-07-23,-5.5,-0.1,-3.3
HPE,C2,2020-01-27,-31.2,-27.6,-7.4
HPE,C2,2020-02-24,-23.3,-21.5,18.9
HPE,C2,2021-09-20,18.4,32.8,-6.3
HPE,C2,2022-01-24,-3.8,-10.3,3.3
HPE,C2,2022-02-21,-0.7,-12.8,0.5
HPE,C2,2022-03-21,-19.2,-29.5,-16.1
HPE,C2,2022-04-18,-11.9,-13.0,-5.1
HPE,C2,2022-05-16,5.8,13.3,4.6
HPE,C2,2022-06-13,-1.8,18.5,35.2
HPE,C2,2023-10-16,1.7,11.9,39.7
HPE,C2,2023-11-13,-5.5,13.8,36.1
HPE,C2,2024-07-01,1.1,7.6,6.9
HPE,C2,2024-07-29,12.1,19.1,13.1
HPE,C2,2024-08-26,10.3,3.6,19.9
HPE,C2,2024-09-23,8.2,-20.5,22.4
HPE,C2,2025-09-22,2.7,1.0,
HPE,C2,2025-10-20,-9.9,21.3,
HPE,C2,2025-11-17,4.8,85.4,
HPE,C2,2025-12-15,-11.2,95.9,
HPE,C2,2026-07-13,,,
HPE,L3,2018-08-01,3.0,4.1,-14.2
HPE,L3,2021-08-26,-2.6,12.6,-8.8
HPE,L3,2022-01-12,-7.7,-16.7,-2.4
HPE,L3,2022-04-21,-14.9,-12.8,-12.6
HPE,L3,2024-06-07,-17.6,10.4,-6.2
HPE,L3,2025-12-17,0.7,84.8,
HPE,C3,2017-09-19,9.6,31.4,22.7
HPE,C3,2021-08-27,-6.2,8.2,-9.3
HPE,C3,2021-09-02,-0.9,8.8,-11.6
HPE,C3,2021-09-09,5.4,17.0,-10.5
HPE,C3,2021-09-15,9.7,26.6,-9.5
HPE,C3,2021-09-21,20.5,35.6,-1.8
HPE,C3,2021-09-27,15.7,18.1,-8.1
HPE,C3,2022-01-19,-5.2,-15.1,-0.6
HPE,C3,2022-01-25,-0.5,-9.4,5.5
HPE,C3,2022-01-31,-0.7,-10.4,5.3
HPE,C3,2022-02-04,-3.0,-10.7,0.3
HPE,C3,2022-02-10,-7.3,-11.2,-7.2
HPE,C3,2022-02-16,-19.1,-17.3,-9.3
HPE,C3,2022-02-23,-8.5,-16.6,-6.2
HPE,C3,2022-03-01,-2.2,-13.3,-5.3
HPE,C3,2022-03-07,-4.4,-10.6,-4.6
HPE,C3,2022-04-27,-5.5,-5.0,-5.3
HPE,C3,2024-06-10,-17.6,7.4,-7.0
HPE,C3,2024-06-14,-14.8,-2.0,-1.8
HPE,C3,2024-06-21,-9.1,6.7,2.4
HPE,C3,2024-06-27,-2.1,3.4,1.1
HPE,C3,2024-07-03,0.5,8.0,5.1
HPE,C3,2024-07-10,-3.1,10.6,-1.1
HPE,C3,2025-09-11,-3.5,-10.0,
HPE,C3,2025-09-17,-2.8,6.1,
HPE,C3,2025-09-23,-0.5,-2.4,
HPE,C3,2025-09-29,0.1,3.3,
HPE,C3,2025-10-03,-7.6,2.8,
HPE,C3,2025-10-09,-14.6,2.0,
HPE,C3,2025-10-15,-18.1,12.9,
HPE,C3,2025-10-21,-7.6,23.1,
HPE,C3,2025-12-22,-2.5,79.6,
HPE,C3,2025-12-29,1.8,85.3,
VRT,L2,2023-11-27,56.4,117.5,183.1
VRT,C2,2020-12-21,3.0,43.4,31.4
VRT,C2,2021-01-18,8.8,38.6,6.7
VRT,C2,2021-02-15,9.3,25.2,-5.3
VRT,C2,2021-03-15,27.7,16.0,-34.4
VRT,C2,2021-04-12,18.2,2.0,-44.9
VRT,C2,2021-05-10,16.5,14.6,-51.5
VRT,C2,2021-06-07,-6.4,-1.6,-61.5
VRT,C2,2021-07-05,-18.1,-17.6,-67.0
VRT,C2,2021-08-02,1.4,-21.7,-52.9
VRT,C2,2021-08-30,-9.5,-62.5,-60.2
VRT,C2,2021-09-27,1.8,-40.6,-60.4
VRT,C2,2021-10-25,-21.9,-51.2,-41.7
VRT,C2,2021-11-22,-48.8,-55.6,-46.7
VRT,C2,2023-01-02,-12.3,74.6,228.2
VRT,C2,2023-01-30,2.7,144.8,321.5
VRT,C2,2023-02-27,21.0,143.7,331.6
VRT,C2,2023-03-27,73.1,160.0,471.2
VRT,C2,2023-04-24,73.9,144.1,527.2
VRT,C2,2023-12-04,47.2,86.1,184.3
VRT,C2,2024-01-01,84.3,98.3,171.7
VRT,C2,2024-01-29,51.4,13.1,90.6
VRT,C2,2024-02-26,39.0,17.7,35.0
VRT,C2,2024-03-25,6.0,20.6,-9.0
VRT,C2,2024-04-22,-17.5,20.0,-6.9
VRT,C2,2024-05-20,-26.0,32.1,-1.8
VRT,C2,2024-06-17,4.4,32.5,31.0
VRT,C2,2024-07-15,31.6,59.4,51.5
VRT,C2,2024-08-12,52.2,36.1,67.8
VRT,C2,2025-12-08,60.5,87.8,
VRT,C2,2026-01-05,80.5,95.0,
VRT,C2,2026-02-02,73.9,,
VRT,C2,2026-03-02,24.3,,
VRT,C2,2026-03-30,15.0,,
VRT,C2,2026-04-27,,,
VRT,C2,2026-05-25,,,
VRT,C2,2026-06-22,,,
VRT,L3,2020-12-16,4.2,45.1,33.4
VRT,L3,2021-02-04,10.4,31.4,5.5
VRT,L3,2021-04-27,21.9,11.3,-47.1
VRT,L3,2021-08-04,-2.4,-18.4,-51.5
VRT,L3,2021-08-27,-9.3,-62.6,-52.7
VRT,L3,2023-02-02,0.3,125.2,318.1
VRT,L3,2023-12-06,63.9,116.0,158.9
VRT,L3,2024-01-29,61.3,23.4,124.8
VRT,L3,2024-05-21,-20.7,33.3,13.4
VRT,L3,2024-09-06,75.9,24.2,112.1
VRT,L3,2026-02-06,87.8,,
VRT,L3,2026-05-05,,,
VRT,L3,2026-07-14,,,
VRT,C3,2020-12-17,-0.4,40.8,30.7
VRT,C3,2020-12-23,4.1,44.5,20.3
VRT,C3,2021-02-09,6.3,28.8,-2.0
VRT,C3,2021-02-16,10.1,27.1,-38.0
VRT,C3,2021-02-22,13.8,30.8,-46.1
VRT,C3,2021-02-26,19.1,35.5,-47.8
VRT,C3,2021-03-04,28.0,29.7,-40.6
VRT,C3,2021-03-10,27.0,14.6,-36.8
VRT,C3,2021-04-30,23.3,13.7,-55.2
VRT,C3,2021-05-06,20.4,18.0,-50.1
VRT,C3,2021-05-12,24.8,23.7,-50.4
VRT,C3,2021-05-18,14.7,16.3,-50.6
VRT,C3,2021-05-24,13.7,6.0,-55.3
VRT,C3,2021-05-28,13.5,3.3,-57.7
VRT,C3,2021-06-04,10.6,5.6,-61.8
VRT,C3,2021-06-10,-7.5,-6.0,-64.5
VRT,C3,2021-06-16,-10.6,-10.4,-63.9
VRT,C3,2021-06-22,-10.3,-7.0,-68.0
VRT,C3,2021-06-28,-10.3,-7.8,-67.9
VRT,C3,2021-07-02,-14.2,-13.1,-66.8
VRT,C3,2021-07-09,-18.7,-12.7,-62.1
VRT,C3,2021-07-15,-13.5,-15.4,-60.3
VRT,C3,2021-07-21,-14.0,-23.3,-57.4
VRT,C3,2021-08-06,1.0,-17.8,-52.1
VRT,C3,2021-08-12,-2.7,-20.0,-55.5
VRT,C3,2021-08-30,-13.5,-64.8,-52.9
VRT,C3,2021-09-03,-5.7,-58.0,-56.2
VRT,C3,2021-09-10,3.8,-46.1,-55.0
VRT,C3,2021-09-16,-0.2,-45.4,-56.9
VRT,C3,2021-09-22,3.6,-43.1,-50.1
VRT,C3,2023-02-06,7.7,143.5,337.0
VRT,C3,2023-02-10,4.6,134.9,358.8
VRT,C3,2023-02-16,2.2,116.8,337.2
VRT,C3,2023-02-23,19.9,136.3,338.2
VRT,C3,2023-03-01,22.8,138.3,355.1
VRT,C3,2023-03-07,29.9,137.5,386.9
VRT,C3,2023-12-07,62.6,102.8,156.2
VRT,C3,2023-12-13,60.8,89.1,148.3
VRT,C3,2023-12-19,66.6,76.6,140.6
VRT,C3,2023-12-26,64.2,90.8,164.2
VRT,C3,2024-01-02,87.0,106.3,189.6
VRT,C3,2024-01-31,65.2,19.4,94.2
VRT,C3,2024-02-06,65.7,29.0,77.5
VRT,C3,2024-02-12,70.6,28.7,61.0
VRT,C3,2024-02-16,57.5,24.8,37.4
VRT,C3,2024-02-23,67.8,27.5,24.6
VRT,C3,2024-02-29,42.2,11.2,29.5
VRT,C3,2024-03-06,21.8,14.5,23.9
VRT,C3,2024-03-12,31.8,20.8,13.0
VRT,C3,2024-03-18,17.3,24.6,-2.3
VRT,C3,2024-03-22,5.5,19.4,-22.5
VRT,C3,2024-03-28,7.8,25.8,-14.7
VRT,C3,2024-04-04,15.0,34.1,-9.2
VRT,C3,2024-04-10,3.7,26.8,-0.9
VRT,C3,2024-04-16,3.6,36.2,3.8
VRT,C3,2024-04-22,0.6,47.5,23.0
VRT,C3,2024-04-26,-15.8,17.0,8.2
VRT,C3,2024-05-28,-24.0,20.9,5.3
VRT,C3,2024-06-03,-21.8,39.4,21.5
VRT,C3,2024-06-07,-6.0,42.7,39.7
VRT,C3,2024-06-13,-8.4,19.8,34.9
VRT,C3,2026-02-11,49.3,,
VRT,C3,2026-02-18,33.0,,
VRT,C3,2026-02-24,24.1,,
VRT,C3,2026-03-02,28.6,,
VRT,C3,2026-03-06,19.8,,
VRT,C3,2026-03-12,17.6,,
VRT,C3,2026-03-18,35.3,,
VRT,C3,2026-03-24,12.2,,
VRT,C3,2026-03-30,28.3,,
VRT,C3,2026-04-06,25.2,,
VRT,C3,2026-05-11,,,
VRT,C3,2026-05-15,,,
VRT,C3,2026-05-21,,,
VRT,C3,2026-05-28,,,
VRT,C3,2026-06-03,,,
VRT,C3,2026-07-15,,,
STX,C2,2018-06-11,-16.5,-32.4,-20.0
STX,C2,2018-07-09,-26.2,-29.0,-14.5
STX,C2,2020-03-16,29.9,23.4,93.2
STX,C2,2020-04-13,-5.0,2.6,66.9
STX,C2,2021-03-15,16.2,14.1,30.4
STX,C2,2021-04-12,3.7,1.5,2.2
STX,C2,2021-05-10,-7.8,11.3,-15.8
STX,C2,2021-06-07,-13.3,8.3,-14.8
STX,C2,2021-07-05,-8.4,28.0,-12.1
STX,C2,2021-08-02,5.8,19.7,-9.3
STX,C2,2021-08-30,17.7,15.9,-25.2
STX,C2,2022-03-21,-17.6,-35.1,-29.0
STX,C2,2022-04-18,-5.9,-31.0,-28.3
STX,C2,2023-10-23,33.7,28.3,55.6
STX,C2,2023-11-20,16.6,25.9,34.9
STX,C2,2023-12-18,5.4,22.8,5.5
STX,C2,2024-01-15,-2.7,21.9,17.7
STX,C2,2024-02-12,9.7,18.0,19.3
STX,C2,2024-03-11,21.7,20.5,5.2
STX,C2,2024-04-08,26.6,30.6,-15.2
STX,C2,2024-05-06,3.1,13.0,4.8
STX,C2,2024-06-03,2.6,3.9,36.0
STX,C2,2024-07-01,5.8,-11.4,50.5
STX,C2,2024-07-29,5.5,3.3,68.3
STX,C2,2024-08-26,2.5,3.8,72.9
STX,C2,2024-09-23,-19.0,-20.7,104.2
STX,C2,2024-10-21,5.8,-18.5,132.8
STX,C2,2024-11-18,2.0,14.9,144.2
STX,C2,2024-12-16,1.9,51.2,245.1
STX,C2,2025-01-13,-21.8,54.7,240.5
STX,C2,2026-04-27,,,
STX,C2,2026-05-25,,,
STX,C2,2026-06-22,,,
STX,L3,2018-07-06,-20.7,-28.5,-14.5
STX,L3,2020-04-17,-2.7,3.1,96.9
STX,L3,2021-03-24,22.2,19.9,31.4
STX,L3,2021-07-22,5.8,17.6,-0.4
STX,L3,2021-09-02,16.7,0.6,-27.8
STX,L3,2023-10-03,23.7,36.7,76.1
STX,L3,2023-11-10,22.8,35.9,41.7
STX,L3,2024-02-02,3.1,11.6,21.2
STX,L3,2024-03-26,9.8,15.4,-19.3
STX,L3,2024-06-11,1.2,-4.0,43.2
STX,L3,2024-07-23,-1.0,-4.3,43.8
STX,L3,2024-10-03,-17.0,-34.5,112.2
STX,L3,2026-05-18,,,
STX,C3,2018-07-09,-24.1,-29.6,-14.6
STX,C3,2018-07-13,-26.6,-29.7,-14.2
STX,C3,2018-07-19,-22.4,-21.3,-14.3
STX,C3,2020-02-28,11.7,4.3,69.8
STX,C3,2020-03-05,12.5,-5.3,63.5
STX,C3,2021-02-18,31.7,20.7,43.2
STX,C3,2021-02-24,31.9,18.7,38.9
STX,C3,2021-03-02,36.8,26.6,24.2
STX,C3,2021-03-08,35.4,14.4,27.4
STX,C3,2021-03-29,17.8,14.0,18.5
STX,C3,2021-04-05,11.7,4.9,9.4
STX,C3,2021-04-09,10.7,0.4,9.7
STX,C3,2021-04-15,4.4,1.3,0.4
STX,C3,2021-04-21,2.7,8.0,1.3
STX,C3,2021-04-27,-6.8,-4.0,-9.7
STX,C3,2021-05-03,-1.8,5.7,-12.2
STX,C3,2021-05-07,2.1,9.8,-5.4
STX,C3,2021-05-13,4.1,19.9,-6.6
STX,C3,2021-05-19,-10.2,2.9,-13.0
STX,C3,2021-05-25,-9.4,12.2,-9.7
STX,C3,2021-06-01,-11.3,8.2,-16.1
STX,C3,2021-06-07,-14.5,5.2,-26.6
STX,C3,2021-06-11,-14.5,8.9,-24.5
STX,C3,2021-07-26,2.9,25.9,-3.1
STX,C3,2021-09-08,23.1,6.6,-25.8
STX,C3,2023-10-04,23.8,36.8,74.5
STX,C3,2023-10-10,25.4,28.6,74.3
STX,C3,2023-10-16,24.9,27.6,51.4
STX,C3,2023-11-13,21.8,31.3,44.1
STX,C3,2023-11-17,16.9,29.7,40.1
STX,C3,2023-11-24,23.3,22.0,33.4
STX,C3,2023-11-30,20.0,23.5,27.2
STX,C3,2023-12-06,18.1,36.9,22.2
STX,C3,2023-12-12,4.2,27.1,11.2
STX,C3,2023-12-18,7.8,25.2,6.7
STX,C3,2023-12-22,10.2,22.9,8.3
STX,C3,2023-12-29,7.2,24.0,10.0
STX,C3,2024-01-05,10.5,37.7,29.8
STX,C3,2024-02-08,7.1,15.3,17.5
STX,C3,2024-02-14,10.6,22.1,20.8
STX,C3,2024-03-28,11.6,18.5,-22.4
STX,C3,2024-06-13,-1.9,-10.7,42.6
STX,C3,2024-06-20,3.9,-12.5,48.6
STX,C3,2024-06-26,6.5,-14.8,47.2
STX,C3,2024-07-02,6.2,-11.9,46.2
STX,C3,2024-07-25,-0.2,-6.0,48.8
STX,C3,2024-07-31,-1.1,-4.2,56.7
STX,C3,2024-08-06,10.7,7.4,73.8
STX,C3,2024-10-04,-16.7,-31.2,104.8
STX,C3,2024-10-10,-12.1,-30.6,121.8
STX,C3,2024-10-16,-2.5,-24.8,146.0
STX,C3,2024-10-22,-10.3,-18.8,150.8
STX,C3,2024-10-28,-7.1,-4.3,191.2
STX,C3,2024-11-01,-2.3,8.1,170.1
STX,C3,2024-11-07,-2.7,5.4,131.4
STX,C3,2026-05-22,,,
STX,C3,2026-05-29,,,
STX,C3,2026-06-04,,,
STX,C3,2026-06-10,,,
STX,C3,2026-06-16,,,
STX,C3,2026-06-23,,,
STX,C3,2026-06-29,,,
STX,C3,2026-07-06,,,
STX,C3,2026-07-10,,,
WDC,L2,2017-11-06,-8.8,-10.3,-47.2
WDC,L2,2024-09-09,0.2,-9.4,99.3
WDC,C2,2017-08-28,-11.7,-1.2,-28.4
WDC,C2,2017-11-27,11.9,9.5,-41.3
WDC,C2,2018-04-23,-11.5,-44.5,-34.5
WDC,C2,2018-05-21,-25.6,-44.3,-50.6
WDC,C2,2020-03-16,44.8,21.4,130.3
WDC,C2,2020-04-13,2.6,-10.3,62.8
WDC,C2,2021-08-02,-18.3,-24.7,-31.5
WDC,C2,2021-08-30,-6.3,-18.1,-32.2
WDC,C2,2023-07-24,-7.3,38.5,62.4
WDC,C2,2023-08-21,18.0,42.0,63.0
WDC,C2,2023-09-18,16.7,41.6,47.9
WDC,C2,2023-10-16,27.8,54.1,56.4
WDC,C2,2023-11-13,15.8,54.7,34.7
WDC,C2,2024-09-30,-3.4,-39.1,162.6
WDC,C2,2024-10-28,-1.1,-10.3,202.6
WDC,C2,2024-11-25,-11.3,-6.6,196.9
WDC,C2,2024-12-23,-11.5,38.2,297.2
WDC,L3,2020-04-17,4.4,-0.6,68.1
WDC,L3,2023-09-01,1.8,35.0,39.4
WDC,L3,2024-10-17,2.0,-19.6,196.0
WDC,L3,2024-11-01,-2.2,-1.6,227.2
WDC,C3,2017-11-07,-3.8,2.3,-46.2
WDC,C3,2017-11-13,-3.4,0.5,-44.4
WDC,C3,2017-11-17,-1.8,-4.2,-48.9
WDC,C3,2017-11-24,-5.4,-7.5,-53.5
WDC,C3,2017-11-30,21.6,6.0,-48.0
WDC,C3,2017-12-06,33.0,7.3,-51.7
WDC,C3,2018-04-18,-15.9,-38.7,-42.4
