ticker,kind,regime,char,dt,fwd1d,fwd3d,fwd5d
ITA,CTRL,BULL,NORMAL,2025-10-14T11:30:00,-2.17,-2.574,0.941
ITA,CTRL,BULL,NORMAL,2025-10-15T10:30:00,-1.15,-0.445,-0.38
ITA,CTRL,BULL,NORMAL,2025-10-16T09:30:00,-1.418,1.964,2.394
ITA,TOP,BULL,NORMAL,2025-10-16T15:30:00,-0.131,3.458,4.573
ITA,CTRL,BULL,NORMAL,2025-10-17T14:30:00,1.754,1.851,5.055
ITA,CTRL,BULL,NORMAL,2025-10-20T13:30:00,1.666,2.67,3.885
ITA,CTRL,BULL,NORMAL,2025-10-21T12:30:00,-1.718,1.676,2.748
ITA,CTRL,BULL,NORMAL,2025-10-22T11:30:00,2.764,3.912,4.155
ITA,CTRL,BULL,NORMAL,2025-10-23T10:30:00,0.815,2.169,1.662
ITA,CTRL,BULL,NORMAL,2025-10-24T09:30:00,-0.083,0.014,-0.696
ITA,CTRL,BULL,NORMAL,2025-10-24T15:30:00,0.891,0.318,-0.507
ITA,CTRL,BULL,NORMAL,2025-10-27T14:30:00,0.165,-0.968,-1.39
ITA,CTRL,BULL,NORMAL,2025-10-28T13:30:00,-0.556,-1.488,-2.922
ITA,CTRL,BULL,NORMAL,2025-10-29T12:30:00,-0.511,-1.467,-3.348
ITA,CTRL,BULL,NORMAL,2025-10-30T11:30:00,-0.886,-1.942,-4.288
ITA,BOTTOM,BULL,NORMAL,2025-10-30T12:30:00,-1.192,-2.442,-3.938
ITA,CTRL,BULL,NORMAL,2025-10-31T10:30:00,-0.584,-2.561,-5.017
ITA,CTRL,BULL,NORMAL,2025-11-03T09:30:00,-0.048,-1.836,-1.501
ITA,TOP,BULL,NORMAL,2025-11-03T13:30:00,-1.29,-3.178,-1.839
ITA,CTRL,BULL,NORMAL,2025-11-03T15:30:00,-1.415,-3.434,-1.824
ITA,CTRL,BULL,NORMAL,2025-11-04T14:30:00,-0.846,-1.322,-0.757
ITA,CTRL,BULL,NORMAL,2025-11-05T13:30:00,-1.05,0.318,-0.346
ITA,CTRL,BULL,NORMAL,2025-11-06T12:30:00,-0.396,1.349,-0.996
ITA,CTRL,BULL,NORMAL,2025-11-07T11:30:00,2.006,1.82,0.182
ITA,CTRL,BULL,NORMAL,2025-11-10T10:30:00,0.108,-1.046,-2.029
ITA,CTRL,BULL,NORMAL,2025-11-11T09:30:00,0.634,-1.997,-3.411
ITA,CTRL,BULL,NORMAL,2025-11-11T15:30:00,-0.522,-2.303,-3.774
ITA,CTRL,BULL,NORMAL,2025-11-12T14:30:00,-2.469,-3.174,-3.113
ITA,CTRL,BULL,NORMAL,2025-11-13T13:30:00,0.126,-1.467,-2.873
ITA,CTRL,BULL,NORMAL,2025-11-14T12:30:00,-0.651,-1.496,-3.905
ITA,CTRL,BULL,NORMAL,2025-11-17T11:30:00,-1.45,-2.446,-2.524
ITA,CTRL,BULL,NORMAL,2025-11-18T10:30:00,-0.249,-2.938,-1.239
ITA,CTRL,BULL,NORMAL,2025-11-19T09:30:00,1.522,-2.02,0.148
ITA,CTRL,BULL,NORMAL,2025-11-19T15:30:00,-2.088,-1.211,0.291
ITA,CTRL,BULL,NORMAL,2025-11-20T14:30:00,-1.136,1.093,0.222
ITA,CTRL,BULL,NORMAL,2025-11-21T13:30:00,0.311,2.843,0.798
ITA,CTRL,BULL,NORMAL,2025-11-24T12:30:00,1.149,0.851,-0.02
ITA,CTRL,BULL,NORMAL,2025-11-25T11:30:00,1.089,-1.112,0.055
ITA,CTRL,BULL,NORMAL,2025-11-26T10:30:00,0.418,-1.024,0.457
ITA,CTRL,BULL,NORMAL,2025-11-28T09:30:00,-1.872,-1.637,-1.198
ITA,CTRL,BULL,PARABOLIC,2026-01-09T13:30:00,1.199,2.329,4.889
ITA,CTRL,BULL,PARABOLIC,2026-01-12T12:30:00,1.333,2.769,1.81
ITA,CTRL,BULL,PARABOLIC,2026-01-13T11:30:00,-0.612,2.221,-0.608
ITA,CTRL,BULL,PARABOLIC,2026-01-14T10:30:00,1.212,1.374,-0.7
ITA,BOTTOM,BULL,PARABOLIC,2026-01-14T14:30:00,0.867,-0.335,-0.863
ITA,CTRL,BULL,PARABOLIC,2026-01-15T09:30:00,0.894,-0.179,-1.706
ITA,CTRL,BULL,PARABOLIC,2026-01-15T15:30:00,1.115,-0.531,-2.582
ITA,CTRL,BULL,PARABOLIC,2026-01-16T14:30:00,-2.572,-3.088,-4.477
ITA,CTRL,BULL,PARABOLIC,2026-01-20T13:30:00,0.565,-1.286,-0.699
ITA,CTRL,BULL,PARABOLIC,2026-01-21T12:30:00,0.046,-1.265,-1.208
ITA,CTRL,BULL,PARABOLIC,2026-01-22T11:30:00,-0.389,-0.074,-1.618
ITA,CTRL,BULL,PARABOLIC,2026-01-23T10:30:00,-1.028,-0.61,-2.005
ITA,CTRL,BULL,NORMAL,2026-01-26T09:30:00,1.024,0.017,-0.596
ITA,CTRL,BULL,NORMAL,2026-01-26T15:30:00,1.608,-0.232,-3.409
ITA,CTRL,BULL,PARABOLIC,2026-01-27T14:30:00,-1.222,-1.653,-4.298
ITA,TOP,BULL,NORMAL,2026-01-28T12:30:00,-0.544,0.032,-3.472
ITA,CTRL,BULL,NORMAL,2026-01-28T13:30:00,0.092,-2.084,-0.86
ITA,CTRL,BULL,NORMAL,2026-01-29T12:30:00,-0.8,-2.176,0.433
ITA,CTRL,BULL,NORMAL,2026-02-02T14:30:00,0.599,-2.159,1.641
ITA,CTRL,BULL,NORMAL,2026-02-03T13:30:00,-2.844,0.911,0.674
ITA,CTRL,BULL,NORMAL,2026-02-04T12:30:00,0.101,3.478,1.649
ITA,CTRL,BULL,NORMAL,2026-02-05T11:30:00,2.705,2.797,2.45
ITA,CTRL,BULL,NORMAL,2026-02-06T10:30:00,1.038,-0.195,0.982
ITA,CTRL,BULL,NORMAL,2026-02-09T09:30:00,-0.735,0.456,-0.063
ITA,CTRL,BULL,NORMAL,2026-02-09T15:30:00,-0.76,-0.909,1.472
ITA,CTRL,BULL,NORMAL,2026-02-10T14:30:00,-0.973,-0.002,2.253
ITA,CTRL,BULL,NORMAL,2026-02-11T13:30:00,0.825,3.169,4.665
ITA,CTRL,BULL,NORMAL,2026-02-12T12:30:00,1.11,3.334,4.49
ITA,CTRL,BULL,NORMAL,2026-02-13T11:30:00,1.594,3.333,2.763
ITA,CTRL,BULL,NORMAL,2026-02-17T10:30:00,0.837,2.696,1.213
ITA,CTRL,BULL,NORMAL,2026-02-18T09:30:00,0.415,0.295,-0.415
ITA,CTRL,BULL,NORMAL,2026-02-18T15:30:00,1.361,0.404,0.337
ITA,BOTTOM,BULL,NORMAL,2026-02-19T12:30:00,0.524,0.326,-0.075
ITA,CTRL,BULL,NORMAL,2026-02-19T14:30:00,0.421,0.214,-0.01
ITA,CTRL,BULL,NORMAL,2026-02-20T13:30:00,-0.896,-0.636,-0.645
ITA,CTRL,BULL,NORMAL,2026-02-23T12:30:00,0.052,-0.349,2.893
ITA,CTRL,BULL,NORMAL,2026-02-24T11:30:00,-0.033,-0.33,1.743
ITA,CTRL,BULL,NORMAL,2026-02-25T10:30:00,0.044,2.785,1.378
ITA,CTRL,BULL,NORMAL,2026-02-26T09:30:00,1.091,1.068,1.478
ITA,CTRL,BULL,NORMAL,2026-02-26T15:30:00,0.474,0.931,-1.059
ITA,TOP,BULL,NORMAL,2026-02-27T12:30:00,3.438,1.975,0.488
ITA,CTRL,BULL,NORMAL,2026-02-27T14:30:00,2.93,1.744,-0.598
ITA,CTRL,BULL,NORMAL,2026-03-02T13:30:00,-1.971,-4.621,-3.949
ITA,CTRL,BULL,NORMAL,2026-03-03T12:30:00,0.053,-1.407,-1.217
ITA,BOTTOM,BULL,NORMAL,2026-03-03T14:30:00,0.195,-2.112,-2.331
ITA,CTRL,BULL,NORMAL,2026-03-04T11:30:00,-3.266,-2.518,-3.075
ITA,CTRL,BULL,NORMAL,2026-03-05T10:30:00,0.491,1.158,-3.085
ITA,TOP,BULL,NORMAL,2026-03-05T13:30:00,1.538,1.13,-3.177
ITA,CTRL,BULL,NORMAL,2026-03-06T09:30:00,-1.36,-0.995,-4.594
ITA,CTRL,BULL,NORMAL,2026-03-06T15:30:00,-0.033,-1.306,-5.207
ITA,CTRL,BULL,NORMAL,2026-03-09T14:30:00,-0.56,-4.004,-3.616
ITA,CTRL,BULL,NORMAL,2026-03-10T13:30:00,-0.844,-4.636,-3.973
ITA,CTRL,BULL,NORMAL,2026-03-11T12:30:00,-2.989,-2.914,-2.596
ITA,CTRL,BULL,NORMAL,2026-03-12T11:30:00,-1.098,-0.719,-3.059
ITA,CTRL,BULL,NORMAL,2026-03-13T10:30:00,0.82,0.827,-2.647
ITA,CTRL,BULL,NORMAL,2026-03-16T09:30:00,-0.77,-3.791,-2.696
ITA,CTRL,BULL,NORMAL,2026-03-16T15:30:00,-0.021,-2.383,-4.118
ITA,CTRL,BULL,NORMAL,2026-03-17T14:30:00,-0.096,-4.889,-3.954
ITA,CTRL,BULL,NORMAL,2026-03-18T13:30:00,-2.948,-3.264,-3.2
ITA,CTRL,BULL,NORMAL,2026-03-19T12:30:00,-1.035,-1.867,-2.274
ITA,CTRL,BULL,NORMAL,2026-03-20T11:30:00,0.314,0.678,-3.015
ITA,CTRL,BULL,NORMAL,2026-03-23T10:30:00,-2.239,-2.533,-6.238
ITA,CTRL,BULL,NORMAL,2026-03-24T09:30:00,2.235,-1.558,-2.531
ITA,CTRL,BULL,NORMAL,2026-03-24T15:30:00,1.51,-2.992,-1.761
ITA,CTRL,BULL,NORMAL,2026-03-25T14:30:00,-2.918,-7.527,-1.02
ITA,CTRL,BULL,NORMAL,2026-03-26T13:30:00,-1.541,-0.855,0.65
ITA,CTRL,BULL,NORMAL,2026-03-27T12:30:00,-2.582,4.039,3.377
ITA,CTRL,BULL,NORMAL,2026-03-30T11:30:00,1.551,4.445,5.378
ITA,CTRL,BULL,NORMAL,2026-03-31T10:30:00,4.045,3.969,7.903
ITA,CTRL,BULL,NORMAL,2026-04-01T09:30:00,-1.16,-0.773,2.975
ITA,CTRL,BULL,NORMAL,2026-04-01T15:30:00,-0.858,-0.286,3.579
ITA,CTRL,BULL,NORMAL,2026-04-02T14:30:00,1.265,4.291,3.42
ITA,CTRL,BULL,NORMAL,2026-04-06T13:30:00,-1.076,3.276,3.08
ITA,BOTTOM,BULL,NORMAL,2026-04-06T14:30:00,-1.009,3.228,3.33
ITA,CTRL,BULL,NORMAL,2026-06-04T13:30:00,-0.958,-0.947,1.245
ITA,CTRL,BULL,NORMAL,2026-06-05T12:30:00,-1.558,-1.376,1.96
ITA,TOP,BULL,NORMAL,2026-06-05T15:30:00,-0.98,-2.052,1.965
ITA,CTRL,BULL,NORMAL,2026-06-08T11:30:00,-0.873,1.061,4.66
ITA,CTRL,BULL,NORMAL,2026-06-09T10:30:00,0.049,3.843,5.318
ITA,CTRL,BULL,NORMAL,2026-06-10T09:30:00,0.038,3.946,5.939
ITA,CTRL,BULL,NORMAL,2026-06-10T15:30:00,4.97,5.548,7.977
ITA,CTRL,BULL,NORMAL,2026-06-11T14:30:00,-0.166,2.293,1.601
ITA,CTRL,BULL,NORMAL,2026-06-12T13:30:00,2.021,4.408,0.833
ITA,CTRL,BULL,NORMAL,2026-06-15T12:30:00,0.655,0.245,-0.783
ITA,CTRL,BULL,NORMAL,2026-06-16T11:30:00,2.329,-1.66,-0.93
ITA,BOTTOM,BULL,NORMAL,2026-06-16T13:30:00,1.738,-1.745,-0.987
ITA,CTRL,BULL,NORMAL,2026-06-17T10:30:00,-1.514,-3.111,-1.558
ITA,CTRL,BULL,NORMAL,2026-06-18T09:30:00,-1.514,-0.896,-0.529
ITA,CTRL,BULL,NORMAL,2026-06-18T15:30:00,-1.605,-1.321,-0.899
ITA,CTRL,BULL,NORMAL,2026-06-22T14:30:00,-0.013,0.471,1.62
ITA,CTRL,BULL,NORMAL,2026-06-23T13:30:00,0.767,0.504,2.136
ITA,CTRL,BULL,NORMAL,2026-06-24T12:30:00,0.584,1.282,3.617
ITA,CTRL,BULL,NORMAL,2026-06-25T11:30:00,-0.055,0.962,3.829
ITA,BOTTOM,BULL,NORMAL,2026-06-25T13:30:00,-0.294,1.324,3.788
ITA,CTRL,BULL,NORMAL,2026-06-26T10:30:00,-0.042,2.9,4.743
ITA,CTRL,BULL,NORMAL,2026-06-29T09:30:00,0.559,3.988,2.077
ITA,CTRL,BULL,NORMAL,2026-06-29T15:30:00,1.34,3.88,2.467
ITA,CTRL,BULL,NORMAL,2026-06-30T14:30:00,1.153,3.883,-0.781
ITA,CTRL,BULL,NORMAL,2026-07-01T13:30:00,1.071,0.596,-1.709
ITA,CTRL,BULL,PARABOLIC,2026-07-02T12:30:00,1.563,-2.73,-3.085
ITA,CTRL,BULL,PARABOLIC,2026-07-06T11:30:00,-1.349,-3.874,-5.879
ITA,CTRL,BULL,NORMAL,2026-07-07T10:30:00,-2.447,-2.684,-3.026
ITA,BOTTOM,BULL,NORMAL,2026-07-07T14:30:00,-1.965,-1.977,-3.303
ITA,CTRL,BULL,NORMAL,2026-07-08T09:30:00,-0.608,-2.001,-2.489
ITA,CTRL,BULL,NORMAL,2026-07-08T15:30:00,0.046,-1.912,-1.311
ITA,CTRL,BULL,NORMAL,2026-07-09T14:30:00,-0.121,-1.472,-4.012
ITA,CTRL,BULL,NORMAL,2026-07-10T13:30:00,-1.952,-1.325,-3.231
ITA,TOP,BULL,NORMAL,2026-07-13T12:30:00,0.415,-2.277,
ITA,CTRL,BULL,NORMAL,2026-07-14T11:30:00,-1.088,-1.224,
ITA,CTRL,BULL,NORMAL,2026-07-15T10:30:00,-1.321,,
ITA,CTRL,BULL,NORMAL,2026-07-16T09:30:00,1.037,,
ITA,CTRL,BULL,NORMAL,2026-07-16T15:30:00,-0.1,,
ITA,CTRL,BULL,NORMAL,2026-07-17T14:30:00,,,
XLV,CTRL,BEAR,NORMAL,2023-09-21T10:30:00,-0.019,-0.669,-0.851
XLV,CTRL,BEAR,NORMAL,2023-09-22T09:30:00,-0.234,-0.729,-0.71
XLV,CTRL,BEAR,NORMAL,2023-09-22T15:30:00,0.561,-0.776,-1.068
XLV,CTRL,BEAR,NORMAL,2023-09-25T14:30:00,-0.597,-0.536,-1.843
XLV,CTRL,BEAR,NORMAL,2023-09-26T13:30:00,-0.893,-1.008,-2.182
XLV,CTRL,BEAR,NORMAL,2023-09-27T12:30:00,1.116,-0.46,-0.788
XLV,CTRL,BEAR,NORMAL,2023-09-28T11:30:00,-0.608,-1.99,-1.421
XLV,TOP,BEAR,NORMAL,2023-09-28T14:30:00,-0.743,-1.925,-0.916
XLV,CTRL,BEAR,NORMAL,2023-09-29T10:30:00,-0.957,-1.649,0.015
XLV,CTRL,BEAR,NORMAL,2023-10-02T09:30:00,-0.835,0.164,1.163
XLV,CTRL,BEAR,NORMAL,2023-10-02T15:30:00,-0.879,0.07,1.439
XLV,CTRL,BEAR,NORMAL,2023-10-03T14:30:00,0.31,2.238,2.874
XLV,CTRL,BEAR,NORMAL,2023-10-04T13:30:00,0.928,2.531,2.17
XLV,CTRL,BEAR,NORMAL,2023-10-05T12:30:00,1.657,2.701,1.305
XLV,CTRL,BEAR,NORMAL,2023-10-06T11:30:00,0.039,0.439,0.293
XLV,CTRL,BEAR,NORMAL,2023-10-09T10:30:00,1.137,0.393,1.484
XLV,BOTTOM,BEAR,NORMAL,2023-10-09T15:30:00,0.491,-0.79,0.537
XLV,CTRL,BEAR,NORMAL,2023-10-10T09:30:00,-0.546,-0.592,-0.141
XLV,CTRL,BEAR,NORMAL,2023-10-10T15:30:00,-0.442,-0.671,-0.057
XLV,CTRL,BEAR,NORMAL,2023-10-11T14:30:00,-0.691,0.852,-0.184
XLV,CTRL,BEAR,NORMAL,2023-10-12T13:30:00,0.32,0.791,-0.606
XLV,CTRL,BEAR,NORMAL,2023-10-13T12:30:00,1.45,0.54,-0.725
XLV,CTRL,BEAR,NORMAL,2023-10-16T11:30:00,-0.205,-2.268,-2.996
XLV,CTRL,BEAR,NORMAL,2023-10-17T10:30:00,-0.534,-1.975,-2.615
XLV,CTRL,BEAR,NORMAL,2023-10-18T09:30:00,-1.899,-1.895,-3.48
XLV,CTRL,BEAR,NORMAL,2023-10-18T15:30:00,-1.001,-1.987,-2.549
XLV,CTRL,BEAR,NORMAL,2023-10-19T14:30:00,-0.105,-0.502,-2.284
XLV,CTRL,BEAR,NORMAL,2023-10-20T13:30:00,-0.712,-1.608,-4.357
XLV,CTRL,BEAR,NORMAL,2023-10-23T12:30:00,-0.493,-1.885,-3.128
XLV,CTRL,BEAR,NORMAL,2023-10-24T11:30:00,-0.346,-3.04,-2.765
XLV,CTRL,BEAR,NORMAL,2023-10-25T10:30:00,-1.264,-3.368,-2.124
XLV,CTRL,BEAR,NORMAL,2023-10-26T09:30:00,-1.407,-1.192,0.143
XLV,CTRL,BEAR,NORMAL,2023-10-26T15:30:00,-1.692,-0.567,1.205
XLV,CTRL,BEAR,NORMAL,2023-10-27T14:30:00,0.801,1.777,3.688
XLV,CTRL,BEAR,NORMAL,2023-10-30T13:30:00,0.331,2.131,3.374
XLV,TOP,BEAR,NORMAL,2023-10-30T14:30:00,0.516,2.13,3.413
XLV,CTRL,BEAR,NORMAL,2023-10-31T12:30:00,0.367,3.031,3.515
XLV,CTRL,BEAR,NORMAL,2023-11-01T11:30:00,1.229,3.008,2.434
XLV,CTRL,BEAR,NORMAL,2023-11-02T10:30:00,1.309,1.872,0.317
XLV,CTRL,BEAR,NORMAL,2023-11-03T09:30:00,0.384,0.627,-2.318
XLV,CTRL,BEAR,NORMAL,2023-11-03T15:30:00,0.699,0.589,-0.895
XLV,CTRL,BEAR,NORMAL,2023-11-06T14:30:00,0.198,-2.06,-0.913
XLV,CTRL,BEAR,NORMAL,2023-11-07T13:30:00,-0.475,-1.892,-0.428
XLV,BOTTOM,BEAR,NORMAL,2023-11-07T14:30:00,-0.183,-1.685,-0.144
XLV,CTRL,BEAR,NORMAL,2023-11-08T12:30:00,-1.179,-0.537,0.364
XLV,CTRL,BEAR,NORMAL,2023-11-09T11:30:00,-0.745,1.442,1.478
XLV,CTRL,BEAR,NORMAL,2023-11-10T10:30:00,1.249,2.379,2.563
XLV,CTRL,BEAR,NORMAL,2023-11-13T09:30:00,1.942,1.982,2.224
XLV,CTRL,BEAR,NORMAL,2023-11-13T15:30:00,0.725,1.221,1.623
XLV,CTRL,BEAR,NORMAL,2023-11-14T14:30:00,-0.031,-0.008,1.224
XLV,CTRL,BEAR,NORMAL,2023-11-15T13:30:00,-0.214,0.436,1.632
XLV,CTRL,BEAR,NORMAL,2023-11-16T12:30:00,-0.164,1.349,1.954
XLV,BOTTOM,BEAR,NORMAL,2024-04-30T12:30:00,0.029,0.139,1.287
XLV,CTRL,BEAR,NORMAL,2024-05-01T11:30:00,-0.341,0.114,0.949
XLV,CTRL,BEAR,NORMAL,2024-05-02T10:30:00,0.225,1.57,1.891
XLV,CTRL,BEAR,NORMAL,2024-05-03T09:30:00,0.32,1.203,2.357
XLV,CTRL,BEAR,NORMAL,2024-05-03T15:30:00,0.419,0.895,1.953
XLV,CTRL,BEAR,NORMAL,2024-05-06T14:30:00,0.889,1.477,1.551
XLV,BOTTOM,BEAR,NORMAL,2024-05-07T09:30:00,-0.07,1.069,1.026
XLV,CTRL,BEAR,NORMAL,2024-05-07T13:30:00,-0.088,0.903,0.952
XLV,CTRL,BEAR,NORMAL,2024-05-08T12:30:00,0.828,0.905,2.849
XLV,CTRL,BEAR,NORMAL,2024-05-09T11:30:00,0.553,0.35,2.389
XLV,CTRL,BEAR,NORMAL,2024-05-10T10:30:00,-0.077,1.459,1.441
XLV,CTRL,BEAR,NORMAL,2024-05-13T09:30:00,0.049,1.74,1.817
XLV,CTRL,BEAR,NORMAL,2024-05-13T15:30:00,0.376,1.798,1.753
XLV,CTRL,BEAR,NORMAL,2024-05-14T14:30:00,1.299,1.545,1.49
XLV,CTRL,BEAR,NORMAL,2024-05-15T13:30:00,0.161,0.154,0.319
XLV,CTRL,BEAR,NORMAL,2024-05-16T12:30:00,-0.13,-0.15,-0.325
XLV,CTRL,BEAR,NORMAL,2024-05-17T11:30:00,0.206,0.569,-0.672
XLV,CTRL,BEAR,NORMAL,2024-05-20T10:30:00,-0.113,-0.338,-2.437
XLV,CTRL,BEAR,NORMAL,2024-05-21T09:30:00,0.267,-0.862,-3.256
XLV,BOTTOM,BEAR,NORMAL,2024-05-21T13:30:00,0.267,-0.949,-3.206
XLV,CTRL,BEAR,NORMAL,2024-05-21T15:30:00,0.185,-1.21,-3.18
XLV,CTRL,BEAR,NORMAL,2024-05-22T14:30:00,-1.061,-2.968,-3.295
XLV,CTRL,BEAR,NORMAL,2024-05-23T13:30:00,-0.286,-2.558,-1.703
XLV,CTRL,BEAR,NORMAL,2024-05-24T12:30:00,-1.657,-1.844,-0.407
XLV,CTRL,BEAR,NORMAL,2024-05-28T11:30:00,-0.852,-0.098,1.356
XLV,CTRL,BEAR,NORMAL,2024-05-29T10:30:00,0.163,2.509,2.905
XLV,CTRL,BULL,NORMAL,2024-08-14T09:30:00,0.327,1.304,1.924
XLV,CTRL,BULL,NORMAL,2024-08-14T15:30:00,0.646,1.351,1.924
XLV,CTRL,BULL,NORMAL,2024-08-15T14:30:00,0.164,1.068,1.192
XLV,CTRL,BULL,NORMAL,2024-08-16T13:30:00,0.356,1.318,1.416
XLV,CTRL,BULL,NORMAL,2024-08-19T12:30:00,0.368,0.355,1.252
XLV,CTRL,BULL,NORMAL,2024-08-20T11:30:00,-0.019,0.17,0.414
XLV,CTRL,BULL,NORMAL,2024-08-21T10:30:00,-0.188,0.504,0.983
XLV,CTRL,BULL,NORMAL,2024-08-22T09:30:00,0.42,0.575,1.134
XLV,CTRL,BULL,NORMAL,2024-08-22T15:30:00,0.42,0.51,0.853
XLV,BOTTOM,BULL,NORMAL,2024-08-23T11:30:00,0.502,0.557,0.554
XLV,CTRL,BULL,NORMAL,2024-08-23T14:30:00,-0.051,0.154,0.785
XLV,CTRL,BULL,NORMAL,2024-08-26T13:30:00,0.097,0.702,1.243
XLV,CTRL,BULL,NORMAL,2024-08-27T12:30:00,0.232,0.328,0.38
XLV,CTRL,BULL,NORMAL,2024-08-28T11:30:00,0.629,1.127,-0.98
XLV,CTRL,BULL,NORMAL,2024-08-29T10:30:00,-0.192,0.186,-1.446
XLV,CTRL,BULL,PARABOLIC,2024-08-30T09:30:00,0.367,-1.225,-1.432
XLV,CTRL,BULL,PARABOLIC,2024-08-30T15:30:00,-0.14,-1.686,-1.362
XLV,CTRL,BULL,PARABOLIC,2024-09-03T14:30:00,-0.341,-1.764,-0.869
XLV,CTRL,BULL,NORMAL,2024-09-04T13:30:00,-0.915,-0.794,-0.999
XLV,CTRL,BULL,NORMAL,2024-09-05T12:30:00,-0.298,0.755,0.765
XLV,CTRL,BULL,NORMAL,2024-09-06T11:30:00,1.002,0.472,1.636
XLV,CTRL,BULL,NORMAL,2024-09-09T10:30:00,0.601,-0.116,1.429
XLV,CTRL,BULL,NORMAL,2024-09-10T09:30:00,-1.519,0.56,0.933
XLV,CTRL,BULL,NORMAL,2024-09-10T15:30:00,-0.302,0.292,-0.032
XLV,CTRL,BULL,NORMAL,2024-09-11T14:30:00,0.542,1.4,0.684
XLV,CTRL,BULL,NORMAL,2024-09-12T13:30:00,0.157,-0.244,0.186
XLV,CTRL,BULL,NORMAL,2024-09-13T12:30:00,0.441,-0.31,-0.505
XLV,CTRL,BULL,NORMAL,2024-09-16T11:30:00,-0.529,-0.644,-1.549
XLV,CTRL,BULL,NORMAL,2024-09-17T10:30:00,-0.564,-0.759,-1.439
XLV,CTRL,BULL,NORMAL,2024-09-18T09:30:00,0.267,-0.547,-1.463
XLV,CTRL,BULL,NORMAL,2024-09-18T15:30:00,0.36,-0.612,-1.751
XLV,TOP,BULL,NORMAL,2024-09-19T11:30:00,-0.5,-1.261,-2.033
XLV,BOTTOM,BULL,NORMAL,2024-09-19T13:30:00,-0.577,-1.506,-2.134
XLV,CTRL,BULL,NORMAL,2024-09-19T14:30:00,-0.372,-1.158,-1.992
XLV,CTRL,BULL,NORMAL,2024-09-20T13:30:00,-0.47,-1.514,-1.092
XLV,CTRL,BEAR,CAPITULATIVE,2024-12-30T12:30:00,-0.396,1.211,1.829
XLV,CTRL,BEAR,CAPITULATIVE,2024-12-31T11:30:00,0.559,1.998,2.224
XLV,CTRL,BEAR,CAPITULATIVE,2025-01-02T10:30:00,0.377,1.289,1.586
XLV,CTRL,BEAR,NORMAL,2025-01-03T09:30:00,0.545,0.823,1.177
XLV,BOTTOM,BEAR,NORMAL,2025-01-03T11:30:00,0.562,0.785,1.314
XLV,CTRL,BEAR,NORMAL,2025-01-03T15:30:00,0.007,1.058,1.799
XLV,CTRL,BEAR,NORMAL,2025-01-06T14:30:00,0.436,0.468,0.709
XLV,CTRL,BEAR,NORMAL,2025-03-27T13:30:00,-0.248,-1.142,-0.683
XLV,CTRL,BEAR,NORMAL,2025-03-28T12:30:00,0.041,-0.487,-5.21
XLV,CTRL,BEAR,NORMAL,2025-03-31T11:30:00,-0.324,-0.283,-8.004
XLV,CTRL,BEAR,NORMAL,2025-04-01T10:30:00,-0.745,-4.318,-5.939
XLV,CTRL,BEAR,NORMAL,2025-04-02T09:30:00,0.258,-7.377,-8.536
XLV,CTRL,BEAR,NORMAL,2025-04-02T15:30:00,-0.731,-6.694,-3.837
XLV,CTRL,BEAR,NORMAL,2025-04-03T14:30:00,-5.162,-7.256,-6.115
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-04T13:30:00,-0.72,1.374,0.61
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-07T12:30:00,-0.476,-0.751,2.304
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-08T11:30:00,-3.888,-0.668,1.031
XLV,TOP,BEAR,CAPITULATIVE,2025-04-08T14:30:00,3.541,2.911,3.271
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-09T10:30:00,2.563,5.578,6.041
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-10T09:30:00,-0.767,1.911,0.059
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-10T15:30:00,1.437,2.03,0.363
XLV,BOTTOM,BEAR,CAPITULATIVE,2025-04-11T09:30:00,2.447,2.164,-0.431
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-11T14:30:00,1.166,-1.05,-3.827
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-14T13:30:00,-0.629,-1.532,-2.876
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-15T12:30:00,0.207,-3.827,-1.037
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-16T11:30:00,-0.985,-1.995,-0.44
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-17T10:30:00,-2.035,0.376,0.693
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-21T09:30:00,0.385,2.054,3.406
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-21T15:30:00,1.826,3.636,4.556
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-22T14:30:00,0.658,2.464,3.907
XLV,CTRL,BEAR,CAPITULATIVE,2025-04-23T13:30:00,1.167,1.946,3.249
XLV,CTRL,BEAR,NORMAL,2025-04-24T12:30:00,0.761,1.96,0.629
XLV,CTRL,BEAR,NORMAL,2025-04-25T11:30:00,0.466,1.435,0.714
XLV,BOTTOM,BEAR,NORMAL,2025-04-25T14:30:00,0.464,1.172,0.613
XLV,CTRL,BEAR,CAPITULATIVE,2025-05-22T10:30:00,-0.115,1.422,1.991
XLV,CTRL,BEAR,CAPITULATIVE,2025-05-23T09:30:00,1.379,2.007,1.949
